General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;1690;20,94100;0,05900;0,020000;133,000;99,98;1633,8800;0,000;100,048;44,200;0,005;301,150;300,850;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,88;14,901;27,098;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00681;Infinity;4,0840;28,576092;-0,000023;24,366097;24,341824;0,0000;-0,0005;0,00;0,45;0,01;0,00;0,20;;2,417;2,408;0,0000000;20,93900;0,05800;0,03500;-0,0001981;;1668,08;1690,00;;;
;;1691;20,94000;0,05900;0,039000;130,050;99,97;1633,8800;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,88;14,910;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00025;Infinity;4,0840;28,257400;0,000063;24,094356;24,070354;0,0000;0,0015;0,00;0,45;0,00;0,00;0,09;;2,415;2,406;0,0000000;20,94200;0,05800;0,00900;-0,0000501;;1668,08;1691,00;;;
;;1692;20,94000;0,05900;0,015000;131,200;99,98;1633,8800;0,000;100,050;44,200;0,000;301,150;300,750;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,88;14,895;27,087;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,00083415;-0,00083415;0,00200;-4,35695;4,0840;28,382061;-0,000006;24,200652;24,168508;0,0000;-0,0001;0,00;0,45;0,00;0,00;0,16;;2,414;2,406;0,0000000;20,94000;0,05900;0,01600;-0,0000306;;1668,08;1692,00;;;
;;1693;20,93900;0,06000;0,021000;127,075;99,98;1633,8800;0,000;100,052;44,200;0,000;301,150;300,850;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,89;14,878;27,103;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,7499;0,00000;0,0000;0,00583903;0,00583903;-0,00197;0,61256;4,0868;27,932324;-0,000007;23,817173;23,793447;0,0000;-0,0002;0,00;0,45;0,00;0,00;0,23;;2,413;2,404;0,0242983;20,93800;0,05900;0,00000;0,0002928;;1668,08;1693,00;;;
;;1694;20,93900;0,06000;-0,003000;127,400;99,97;1633,8700;0,000;100,048;44,200;0,005;301,150;300,750;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,89;14,897;27,116;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,1964;0,00000;0,0000;0,00583903;0,00583903;0,00099;0,68665;4,0880;27,968021;0,000079;23,847610;23,815935;0,0000;0,0019;0,00;0,46;0,00;0,00;0,23;;2,413;2,404;0,0105713;20,93800;0,06000;0,01200;0,0001282;;1668,07;1694,00;;;
;;1695;20,93900;0,05900;-0,012000;131,625;99,97;1633,8700;0,000;100,050;44,200;0,005;301,150;300,750;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,89;14,861;27,116;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,9462;0,00000;0,0000;-0,00083415;-0,00083415;-0,00025;-4,36400;4,0899;28,427994;0,000044;24,239818;24,207622;0,0000;0,0011;0,00;0,46;0,00;0,00;0,23;;2,412;2,404;0,0171962;20,93800;0,05900;0,00700;0,0002042;;1668,07;1695,00;;;
;;1696;20,93900;0,05800;-0,009000;130,075;99,97;1633,8700;0,000;100,050;44,200;0,000;301,150;300,750;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,89;14,893;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,8770;0,00000;0,0000;0,00000000;0,00000000;0,00050;Infinity;4,0908;28,260115;0,000044;24,096672;24,064666;0,0000;0,0011;0,00;0,46;0,00;0,00;0,20;;2,412;2,404;0,0077490;20,93900;0,06000;0,01000;0,0000931;;1668,07;1696,00;;;
;;1697;20,94000;0,05800;0,000000;131,475;99,98;1633,8700;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,89;14,895;27,138;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,0035;0,00000;0,0000;0,00000000;0,00000000;0,00025;Infinity;4,0918;28,411791;-0,000025;24,226002;24,201869;0,0000;-0,0006;0,00;0,46;0,00;0,00;0,20;;2,411;2,403;0,0088665;20,93900;0,06000;0,00900;0,0001058;;1668,07;1697,00;;;
;;1698;20,93900;0,05900;0,010000;127,875;99,98;1633,8700;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,583;263,151;0,000;32,700;32,900;31,700;302,250;;;;;0,00;0,00;0,00;3,00;6,89;14,866;27,127;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,00082397;-0,00082397;0,00420;-4,87496;4,0918;28,020110;0,000009;23,892026;23,868225;0,0000;0,0002;0,00;0,46;0,00;0,00;0,20;;2,410;2,403;0,0000000;20,93900;0,06000;0,02500;-0,0000968;;1668,07;1698,00;;;
;;1699;20,94000;0,05900;0,027000;130,300;99,97;1633,8700;0,000;100,050;44,200;0,005;301,150;300,850;26,70;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,89;14,864;27,116;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,5099;0,00000;0,0000;0,00576782;0,00576782;0,00300;0,62794;4,0933;28,284547;0,000043;24,117505;24,093479;0,0000;0,0010;0,00;0,46;0,00;0,00;0,30;;2,409;2,402;0,0133411;20,93600;0,05900;0,02000;0,0001605;;1668,07;1699,00;;;
;;1700;20,93900;0,05800;0,030000;124,850;99,98;1633,8601;0,000;100,048;44,200;0,005;301,150;300,750;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,90;14,874;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00576782;0,00576782;0,00367;0,61467;4,0933;27,686707;-0,000026;23,607741;23,576385;0,0000;-0,0006;0,00;0,46;0,00;0,00;0,23;;2,408;2,402;0,0000000;20,93800;0,05900;0,02300;0,0000016;;1668,06;1700,00;;;
;;1701;20,93800;0,05800;0,035000;128,525;99,98;1633,8601;0,000;100,052;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,90;14,903;27,116;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,00082397;-0,00082397;0,00248;-4,88734;4,0933;28,091235;-0,000044;23,952672;23,928811;0,0000;-0,0010;0,00;0,46;0,00;0,00;0,20;;2,406;2,400;0,0000000;20,93900;0,06000;0,01800;-0,0000081;;1668,06;1701,00;;;
;;1702;20,93900;0,05900;0,009000;127,925;99,98;1633,8601;0,000;100,048;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,90;14,864;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,3884;0,00000;0,0000;0,00000000;0,00000000;0,00173;Infinity;4,0937;28,025588;-0,000044;23,896696;23,872891;0,0000;-0,0010;0,00;0,46;0,00;0,00;0,20;;2,405;2,400;0,0034323;20,93900;0,05900;0,01500;0,0000425;;1668,06;1702,00;;;
;;1703;20,94200;0,05900;0,016000;128,750;99,97;1633,8601;0,000;100,050;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,90;14,836;27,111;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,3536;0,00000;0,0000;0,00000000;0,00000000;-0,00025;Infinity;4,0951;28,115812;0,000024;23,973628;23,949746;0,0000;0,0006;0,00;0,46;0,00;0,00;0,20;;2,404;2,398;0,0119608;20,93900;0,05900;0,00700;0,0001438;;1668,06;1703,00;;;
;;1704;20,94000;0,06000;0,000000;131,825;99,97;1633,8601;0,000;100,050;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,90;14,885;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,9543;0,00000;0,0000;0,00000000;0,00000000;-0,00352;Infinity;4,0980;28,449583;0,000058;24,258227;24,234061;0,0000;0,0014;0,00;0,46;0,00;0,00;0,20;;2,404;2,398;0,0261039;20,93900;0,05900;-0,00600;0,0003083;;1668,06;1704,00;;;
;;1705;20,93800;0,05900;0,012000;133,225;99,97;1633,8601;0,000;100,050;44,200;0,005;301,150;300,750;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,90;14,832;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,2665;0,00000;0,0000;-0,00083415;-0,00083415;-0,00328;-4,39044;4,1003;28,600254;0,000058;24,386700;24,354308;0,0000;0,0014;0,00;0,46;0,00;0,00;0,16;;2,404;2,397;0,0200271;20,94000;0,05900;-0,00500;0,0002352;;1668,06;1705,00;;;
;;1706;20,93800;0,06000;0,007000;130,100;99,98;1633,8601;0,000;100,050;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,91;14,864;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,1814;0,00000;0,0000;0,00583903;0,00583903;-0,00225;0,61981;4,1015;28,262832;0,000006;24,098989;24,074982;0,0000;0,0001;0,00;0,46;0,00;0,00;0,13;;2,404;2,397;0,0104385;20,94100;0,05900;-0,00100;0,0001242;;1668,06;1706,00;;;
;;1707;20,93800;0,06000;0,010000;128,075;99,98;1633,8501;0,000;100,050;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,91;14,857;27,092;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9014;0,00000;0,0000;0,00583903;0,00583903;-0,00074;0,68847;4,1024;28,042014;-0,000012;23,910702;23,886883;0,0000;-0,0003;0,00;0,46;0,00;0,00;0,16;;2,403;2,396;0,0079649;20,94000;0,06000;0,00500;0,0000960;;1668,05;1707,00;;;
;;1708;20,93900;0,06000;0,009000;129,150;99,97;1633,8501;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,91;14,866;27,100;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,1489;0,00000;0,0000;-0,00083415;-0,00083415;0,00224;-4,32279;4,1025;28,159454;0,000039;24,010841;23,986922;0,0000;0,0009;0,00;0,46;0,00;0,00;0,20;;2,402;2,396;0,0013157;20,93900;0,05900;0,01700;0,0000172;;1668,05;1708,00;;;
;;1709;20,93900;0,05900;0,025000;130,575;99,98;1633,8501;0,000;100,050;44,200;0,000;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,91;14,849;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00250;Infinity;4,1025;28,314378;-0,000047;24,142941;24,118890;0,0000;-0,0011;0,00;0,46;0,00;0,00;0,16;;2,401;2,394;0,0000000;20,94000;0,05900;0,01800;-0,0000559;;1668,05;1709,00;;;
;;1710;20,93900;0,05900;0,020000;124,975;99,98;1633,8501;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,91;14,889;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-0,00083415;-0,00083415;0,00391;-4,25235;4,1025;27,700562;-0,000082;23,619556;23,596026;0,0000;-0,0019;0,00;0,46;0,00;0,00;0,19;;2,399;2,394;0,0000000;20,93900;0,05900;0,02400;-0,0000715;;1668,05;1710,00;;;
;;1711;20,93600;0,06000;0,023000;125,675;99,98;1633,8501;0,000;100,048;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,91;14,857;27,098;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,1705;0,00000;0,0000;0,00583903;0,00583903;-0,00196;0,60918;4,1047;27,778032;0,000004;23,685612;23,662017;0,0000;0,0001;0,00;0,46;0,00;0,00;0,19;;2,398;2,392;0,0191789;20,93900;0,05900;0,00000;0,0002324;;1668,05;1711,00;;;
;;1712;20,93800;0,05900;0,018000;128,250;99,98;1633,8401;0,000;100,050;44,200;0,005;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,91;14,878;27,103;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9903;0,00000;0,0000;0,00583903;0,00583903;0,00050;0,61539;4,1057;28,061165;-0,000082;23,927032;23,903197;0,0000;-0,0019;0,00;0,46;0,00;0,00;0,20;;2,398;2,392;0,0087499;20,93900;0,05900;0,01000;0,0001058;;1668,04;1712,00;;;
;;1713;20,93900;0,05900;0,015000;129,150;99,98;1633,8401;0,000;100,054;44,200;0,000;301,150;300,850;26,80;305,617;263,151;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,92;14,889;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,4208;0,00000;0,0000;-0,00083415;-0,00083415;0,00075;-3,80612;4,1061;28,159454;-0,000048;24,010841;23,986922;0,0000;-0,0011;0,00;0,46;0,00;0,00;0,16;;2,397;2,391;0,0037186;20,94000;0,05800;0,01100;0,0000454;;1668,04;1713,00;;;
;;1714;20,93900;0,05900;0,007000;127,400;99,98;1633,8401;0,000;100,050;44,200;0,000;301,150;300,850;26,80;305,617;263,158;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,92;14,868;27,132;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00099;Infinity;4,1061;27,968021;-0,000014;23,847610;23,823854;0,0000;-0,0003;0,00;0,46;0,00;0,00;0,13;;2,396;2,391;0,0000000;20,94100;0,05800;0,01200;-0,0000277;;1668,04;1714,00;;;
;;1715;20,93900;0,05900;-0,006000;127,925;99,97;1633,8401;0,000;100,050;44,200;0,005;301,150;300,850;26,80;305,617;263,158;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,92;14,861;27,116;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,2915;0,00000;0,0000;0,00000000;0,00000000;-0,00247;Infinity;4,1074;28,025588;0,000037;23,896696;23,872891;0,0000;0,0009;0,00;0,46;0,00;0,00;0,13;;2,395;2,389;0,0114120;20,94100;0,05900;-0,00200;0,0001369;;1668,04;1715,00;;;
;;1716;20,93900;0,05900;-0,005000;130,975;99,98;1633,8401;0,000;100,048;44,200;0,005;301,150;300,850;26,80;305,583;263,158;0,000;32,600;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,92;14,849;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,9108;0,00000;0,0000;0,00000000;0,00000000;-0,00050;Infinity;4,1083;28,357715;-0,000014;24,179892;24,155805;0,0000;-0,0003;0,00;0,46;0,00;0,00;0,16;;2,394;2,389;0,0080474;20,94000;0,05900;0,00600;0,0000960;;1668,04;1716,00;;;
;;1717;20,94000;0,06000;-0,001000;133,400;99,98;1633,8401;0,000;100,050;44,200;0,005;301,150;300,850;26,80;305,583;263,158;0,000;32,600;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,92;14,849;27,116;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00455;Infinity;4,1083;28,619032;-0,000066;24,402711;24,378402;0,0000;-0,0016;0,00;0,46;0,00;0,00;0,13;;2,393;2,387;0,0000000;20,94100;0,05900;0,02600;-0,0002176;;1668,04;1717,00;;;
;;1718;20,94100;0,05900;0,005000;128,625;99,98;1633,8401;0,000;100,052;44,200;0,000;301,150;300,850;26,80;305,583;263,158;0,000;32,600;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,92;14,851;27,106;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00174;Infinity;4,1083;28,102161;-0,000049;23,961989;23,938118;0,0000;-0,0012;0,00;0,46;0,00;0,00;0,16;;2,391;2,387;0,0000000;20,94000;0,05800;0,01500;-0,0000053;;1668,04;1718,00;;;
;;1719;20,94000;0,05900;0,017000;126,650;99,98;1633,8401;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,583;263,158;0,000;32,600;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,93;14,859;27,127;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00369;Infinity;4,1083;27,885576;-0,000033;23,777312;23,753626;0,0000;-0,0008;0,00;0,46;0,00;0,00;0,16;;2,390;2,385;0,0000000;20,94000;0,05900;0,02300;-0,0001192;;1668,04;1719,00;;;
;;1720;20,93900;0,05900;0,018000;134,775;99,99;1633,8401;0,000;100,050;44,200;0,000;301,150;300,850;26,80;305,583;263,158;0,000;32,600;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,93;14,878;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,2928;0,00000;0,0000;-0,00083415;-0,00083415;-0,00102;-3,88813;4,1096;28,766147;-0,000084;24,528152;24,503718;0,0000;-0,0021;0,00;0,46;0,00;0,00;0,17;;2,389;2,385;0,0114236;20,94000;0,05800;0,00400;0,0001340;;1668,04;1720,00;;;
;;1721;20,94000;0,05900;0,024000;132,900;99,99;1633,8401;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,583;263,158;0,000;32,600;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,93;14,874;27,127;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,5502;0,00000;0,0000;0,00583903;0,00583903;0,00025;0,62644;4,1101;28,565348;-0,000136;24,356936;24,332672;0,0000;-0,0033;0,00;0,46;0,00;0,00;0,16;;2,388;2,382;0,0048612;20,94000;0,05900;0,00900;0,0000580;;1668,04;1721,00;;;
;;1722;20,93900;0,05900;0,000000;130,850;99,99;1633,8301;0,000;100,052;44,200;0,000;301,150;300,850;26,80;305,583;263,158;0,000;32,600;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,93;14,836;27,114;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,3953;0,00000;0,0000;0,00583903;0,00583903;-0,00125;0,54730;4,1115;28,344179;-0,000154;24,168351;24,144275;0,0000;-0,0037;0,00;0,46;0,00;0,00;0,16;;2,387;2,382;0,0123292;20,94000;0,05800;0,00300;0,0001466;;1668,03;1722,00;;;
;;1723;20,93900;0,05800;0,010000;130,025;99,99;1633,8301;0,000;100,048;44,200;0,000;301,150;300,850;26,80;305,617;263,158;0,000;32,700;32,900;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,93;14,832;27,116;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,4486;0,00000;0,0000;-0,00166829;-0,00166829;-0,00549;-1,90950;4,1150;28,254684;-0,000120;24,092041;24,068041;0,0000;-0,0029;0,00;0,46;-0,01;0,00;0,16;;2,387;2,382;0,0304720;20,94000;0,05800;-0,01400;0,0003618;;1668,03;1723,00;;;
;;1724;20,93900;0,05800;0,011000;122,950;99,99;1633,8301;0,000;100,050;44,200;0,000;301,150;300,850;26,80;305,583;263,158;0,000;32,700;32,800;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,93;14,840;27,124;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,7065;0,00000;0,0000;0,00583903;0,00583903;-0,00218;0,60254;4,1167;27,475227;-0,000155;23,427418;23,404080;0,0000;-0,0036;0,00;0,46;0,00;0,00;0,16;;2,387;2,382;0,0150789;20,94000;0,05900;-0,00100;0,0001846;;1668,03;1724,00;;;
;;1725;20,94000;0,05900;0,012000;125,725;99,99;1633,8201;0,000;100,050;44,200;0,000;301,150;300,850;26,80;305,650;263,158;0,000;32,700;33,000;31,800;302,250;;;;;0,00;0,00;0,00;3,00;6,93;14,861;27,124;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00583903;0,00583903;0,00049;0,60930;4,1167;27,783557;-0,000120;23,690323;23,666723;0,0000;-0,0028;0,00;0,46;0,00;0,00;0,09;;2,386;2,381;0,0000000;20,94200;0,05900;0,01000;-0,0000754;;1668,02;1725,00;;;
