General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
Test;;0;20,94500;0,05000;0,019000;131,125;99,98;0,0000;0,000;100,058;44,000;0,000;299,950;299,350;26,60;308,083;263,158;0,000;34,000;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,32;14,744;26,414;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00502;-Infinity;0,0000;28,430649;-0,000044;24,145484;24,097185;0,0000;-0,0010;0,00;0,00;0,01;0,00;-0,01;;;;0,0000000;20,94500;0,05000;0,02800;-0,0003707;;34,20;0,00;;;
Standard used;ISO 5660-1;1;20,94500;0,05000;0,032000;132,375;99,98;0,0000;0,000;100,058;44,000;0,000;299,950;299,350;26,60;308,083;263,164;0,000;34,000;35,800;35,000;302,250;;;;;0,00;0,00;0,00;3,00;4,32;14,756;26,412;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00555;Infinity;0,0000;28,565840;0,000008;24,260298;24,211770;0,0000;0,0002;0,00;0,00;0,01;0,00;-0,09;;0,000;0,000;0,0000000;20,94700;0,05100;0,03000;-0,0005296;;34,20;1,00;;;
Date of test;27.08.2026;2;20,94500;0,04600;-0,032000;132,825;99,98;0,0000;0,000;100,060;44,000;0,000;299,950;299,350;26,70;308,083;263,164;0,000;34,000;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,32;14,687;26,409;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00076;-Infinity;0,0000;28,614353;-0,000063;24,301499;24,252888;0,0000;-0,0015;0,00;0,00;0,00;0,00;-0,09;;0,000;0,000;0,0000000;20,94700;0,05000;0,01100;-0,0002762;;34,20;2,00;;;
Time of test;10:52;3;20,94500;0,05100;0,025000;130,900;99,97;0,0000;0,000;100,058;44,000;0,000;299,950;299,350;26,60;308,083;263,164;0,000;34,000;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,32;14,725;26,382;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;-0,00050;-Infinity;0,0000;28,406246;0,000095;24,124758;24,076501;0,0000;0,0023;0,00;0,00;0,00;0,00;-0,01;;0,000;0,000;0,0000000;20,94500;0,05000;0,00600;-0,0000921;;34,20;3,00;;;
Heat flux (kW/m²);75;4;20,94700;0,05300;0,039000;131,625;100,00;0,0000;0,000;100,058;44,000;0,000;299,950;299,350;26,70;308,083;263,164;0,000;34,000;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,32;14,741;26,409;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;-0,00101;-Infinity;0,0000;28,484803;-0,000221;24,191475;24,143084;0,0000;-0,0053;0,00;0,00;0,00;0,00;-0,05;;0,000;0,000;0,0000000;20,94600;0,05000;0,00400;-0,0001272;;34,20;4,00;;;
Nominal duct flow rate (l/s);24,0;5;20,94700;0,05200;0,026000;130,900;99,99;0,0000;0,000;100,058;44,000;0,000;299,950;299,350;26,60;308,050;263,164;0,000;33,900;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,32;14,748;26,398;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;-0,00276;-Infinity;0,0000;28,406246;-0,000152;24,124758;24,076501;0,0000;-0,0036;0,00;0,00;0,00;0,00;-0,09;;0,000;0,000;0,0000000;20,94700;0,05000;-0,00300;-0,0000990;;34,20;5,00;;;
Sampling interval (s);1;6;20,94600;0,05200;0,023000;132,275;99,99;0,0000;0,000;100,058;44,000;0,000;299,950;299,350;26,60;308,050;263,164;0,000;33,900;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,33;14,742;26,412;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;-0,00302;-Infinity;0,0000;28,555049;-0,000118;24,251134;24,202624;0,0000;-0,0028;0,00;0,00;0,00;0,00;-0,12;;0,000;0,000;0,0000000;20,94800;0,05000;-0,00400;-0,0001467;;34,20;6,00;;;
Separation (mm);25;7;20,94600;0,05100;0,019000;129,950;99,99;0,0000;0,000;100,058;44,000;0,000;299,950;299,350;26,60;308,050;263,164;0,000;33,900;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,33;14,765;26,425;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00150;Infinity;0,0000;28,302980;-0,000101;24,037058;23,988976;0,0000;-0,0024;0,00;0,00;0,00;0,00;-0,12;;0,000;0,000;0,0000000;20,94800;0,05100;0,01400;-0,0003873;;34,20;7,00;;;
Orientation;hor;8;20,94700;0,05100;0,016000;121,900;99,99;0,0000;0,000;100,058;44,000;0,000;299,950;299,250;26,70;308,050;263,164;0,000;33,900;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,33;14,741;26,409;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00097;Infinity;0,0000;27,412326;-0,000120;23,280645;23,226315;0,0000;-0,0028;0,00;0,00;0,00;0,00;-0,12;;0,000;0,000;0,0000000;20,94800;0,05100;0,01200;-0,0003620;;34,20;8,00;;;
Edge frame?;N;9;20,94600;0,05000;0,027000;129,950;99,99;0,0000;0,000;100,058;44,000;0,000;299,950;299,250;26,70;308,017;263,164;0,000;33,900;35,700;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,33;14,735;26,409;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00175;-Infinity;0,0000;28,302980;-0,000086;24,037058;23,980962;0,0000;-0,0020;0,00;0,00;0,00;0,00;-0,09;;0,000;0,000;0,0000000;20,94700;0,05000;0,01500;-0,0003269;;34,20;9,00;;;
Grid?;N;10;20,94500;0,05000;0,020000;128,550;99,98;0,0000;0,000;100,058;44,000;0,000;299,950;299,250;26,70;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,33;14,737;26,430;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00671;-Infinity;0,0000;28,150108;-0,000069;23,907226;23,851434;0,0000;-0,0016;0,00;0,00;0,01;0,00;-0,12;;0,000;0,000;0,0000000;20,94800;0,05000;0,03500;-0,0006407;;34,20;10,00;;;
Non-scrubbed?;;11;20,94600;0,05100;0,028000;126,525;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;308,050;263,164;0,000;33,900;35,800;35,000;302,150;;;;;0,00;0,00;0,00;3,00;4,33;14,754;26,404;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;;;0,00000000;0,00000000;0,00296;-Infinity;0,0000;27,932165;-0,000070;23,714225;23,666772;0,0000;-0,0017;0,00;0,00;0,00;0,00;-0,01;;0,000;0,000;0,0000000;20,94500;0,05000;0,02000;-0,0002694;;34,20;11,00;;;
Substrate used? {Y/N};;12;20,94500;0,05000;0,030000;132,900;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,33;14,756;26,438;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00177;-Infinity;0,0000;28,627204;-0,000071;24,304307;24,255675;0,0000;-0,0017;0,00;0,00;0,00;0,00;-0,05;;0,000;0,000;0,0000000;20,94600;0,05000;0,01500;-0,0002665;;34,20;12,00;;;
Substrate;;13;20,94700;0,05000;0,011000;131,975;99,99;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,34;14,725;26,412;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;-0,00151;-Infinity;0,0000;28,527405;-0,000107;24,219579;24,171115;0,0000;-0,0026;0,00;0,00;0,00;0,00;-0,16;;0,000;0,000;0,0000000;20,94900;0,05000;0,00200;-0,0002831;;34,20;13,00;;;
Additional preparation details;;14;20,94700;0,05000;0,006000;131,125;99,98;0,0000;0,000;100,058;44,000;0,000;299,950;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,34;14,702;26,414;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;-0,00276;-Infinity;0,0000;28,430649;-0,000074;24,145484;24,089135;0,0000;-0,0018;0,00;0,00;0,00;0,00;-0,12;;0,000;0,000;0,0000000;20,94800;0,04900;-0,00300;-0,0001467;;34,20;14,00;;;
;;15;20,94500;0,05000;0,004000;129,550;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,34;14,733;26,412;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00025;-Infinity;0,0000;28,264098;-0,000057;23,996033;23,948017;0,0000;-0,0014;0,00;0,00;0,00;0,00;-0,08;;0,000;0,000;0,0000000;20,94700;0,05000;0,00900;-0,0002509;;34,20;15,00;;;
Specimen;;16;20,94600;0,05000;-0,003000;130,500;99,98;0,0000;0,000;100,054;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,34;14,744;26,417;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00300;-Infinity;0,0000;28,367540;-0,000040;24,083855;24,035663;0,0000;-0,0010;0,00;0,00;0,00;0,00;-0,09;;0,000;0,000;0,0000000;20,94700;0,04900;0,02000;-0,0003775;;34,20;16,00;;;
Sample description;3_Candles_R3;17;20,94700;0,05100;-0,004000;128,250;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,34;14,761;26,417;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00099;-Infinity;0,0000;28,121929;-0,000006;23,875333;23,827558;0,0000;-0,0002;0,00;0,00;0,00;0,00;-0,08;;0,000;0,000;0,0000000;20,94700;0,05000;0,01200;-0,0002889;;34,20;17,00;;;
Material name/ID;Candle / Teelicht (3x);18;20,94800;0,05100;0,014000;130,225;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,34;14,748;26,409;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;-0,00025;-Infinity;0,0000;28,337635;-0,000007;24,058466;24,010325;0,0000;-0,0002;0,00;0,00;0,00;0,00;-0,12;;0,000;0,000;0,0000000;20,94800;0,05000;0,00700;-0,0002860;;34,20;18,00;;;
Specimen number;R3;19;20,94800;0,05000;0,012000;127,100;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,35;14,773;26,428;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00124;-Infinity;0,0000;27,995562;0,000009;23,768048;23,720488;0,0000;0,0002;0,00;0,00;0,00;0,00;-0,15;;0,000;0,000;0,0000000;20,94900;0,05000;0,01300;-0,0004224;;34,20;19,00;;;
E (MJ/kg);13,10;20;20,94800;0,05000;0,015000;128,800;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,35;14,725;26,430;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;-0,00323;-Infinity;0,0000;28,182166;-0,000009;23,926473;23,878596;0,0000;-0,0002;0,00;0,00;0,00;0,00;-0,08;;0,000;0,000;0,0000000;20,94700;0,05000;-0,00500;-0,0000737;;34,20;20,00;;;
Initial mass (g);34,20;21;20,94700;0,05000;0,035000;127,725;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,35;14,771;26,406;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;-0,00025;Infinity;0,0000;28,064311;-0,000027;23,826415;23,778738;0,0000;-0,0006;0,00;0,00;0,00;0,00;-0,12;;0,000;0,000;0,0000000;20,94800;0,05100;0,00700;-0,0002987;;34,20;21,00;;;
Thickness (mm);12,87;22;20,94800;0,05000;0,020000;131,400;99,98;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,35;14,733;26,409;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;6,92499987;6,92499987;0,00427;0,00015;0,0000;28,465192;0,000007;24,166761;24,118403;0,0000;0,0002;0,00;0,00;0,00;0,00;0,02;;0,000;0,000;0,0000000;20,94400;0,05300;0,02500;-0,0003103;;34,20;22,00;;;
Surface area (cm²);88,36;23;20,94500;0,05000;0,015000;131,900;99,97;0,0000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,983;263,164;0,000;33,900;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,35;14,765;26,414;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-40,28416570;-40,28416570;0,00277;-0,00007;0,0000;28,519298;0,000023;24,212697;24,164247;0,0000;0,0006;0,00;0,00;0,00;0,00;0,16;;0,000;0,000;0,0000000;20,94000;0,05700;0,01900;-0,0000432;;34,20;23,00;;;
Sponsor;;24;20,94600;0,04900;0,002000;132,625;99,98;83,1000;0,000;100,058;44,000;0,000;299,850;299,250;26,60;307,950;263,164;0,000;33,900;35,600;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,35;14,819;26,409;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,7736;0,00000;0,0000;15,60084025;15,60084025;-0,00202;0,00032;0,0048;28,597570;-0,000030;24,279149;24,230566;0,0000;-0,0007;0,00;0,00;0,00;0,00;0,38;;0,099;0,000;0,0421798;20,93400;0,06200;0,00000;0,0004964;;117,30;24,00;;;
Manufacturer;;25;20,94900;0,05000;-0,003000;127,125;100,00;181,3900;0,000;100,058;44,000;0,000;299,850;299,350;26,60;307,950;263,164;0,000;33,800;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,35;14,744;26,414;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,4289;0,00000;0,0000;-900,44837952;-900,44837952;-0,00346;-0,00001;0,0122;27,998317;-0,000186;23,770387;23,730750;0,0000;-0,0044;0,00;0,00;0,00;0,01;0,51;;0,340;0,297;0,0656420;20,93000;0,06400;-0,00600;0,0007886;;215,59;25,00;;;
Test start time (s);60;26;20,94800;0,04900;0,009000;126,025;100,00;1638,3301;0,000;100,058;44,000;0,000;299,950;299,450;26,60;307,917;263,164;0,000;33,800;35,700;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,36;14,741;26,417;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,4252;0,00000;0,0000;-840,60004870;-840,60004870;-0,00074;-0,00001;0,0196;27,872273;-0,000187;23,671268;23,631809;0,0000;-0,0044;0,00;0,00;0,00;0,01;0,61;;0,612;0,297;0,0656091;20,92700;0,06700;0,00500;0,0007927;;1672,53;26,00;;;
Time to ignition (s);32;27;20,94700;0,05000;0,020000;128,250;99,99;1636,4601;0,000;100,058;44,000;0,000;300,050;299,550;26,60;307,950;263,170;0,000;33,800;35,700;34,900;302,150;;;;;0,00;0,00;0,00;3,00;4,36;14,735;26,409;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,3980;0,00000;0,0000;122,51666387;122,51666387;0,00248;0,00006;0,0270;28,112555;-0,000136;23,883294;23,843495;0,0000;-0,0032;0,00;0,00;0,00;0,01;0,73;;0,864;0,824;0,0653687;20,92400;0,06900;0,01800;0,0007841;;1670,66;27,00;;;
Time to flameout (s);1757;28;20,94700;0,05000;0,012000;129,175;99,99;1636,4601;0,000;100,058;44,000;0,005;300,050;299,550;26,60;307,917;263,170;0,000;33,900;35,600;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,36;14,761;26,404;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,4420;0,00000;0,0000;-0,26911418;-0,26911418;0,00075;-0,03107;0,0375;28,213754;-0,000137;23,969268;23,929326;0,0000;-0,0032;0,00;0,00;0,00;0,01;0,87;;1,152;0,824;0,0922651;20,92000;0,07000;0,01100;0,0011016;;1670,66;28,00;;;
End of test criteria;User end of test;29;20,94700;0,05000;0,007000;131,250;99,99;1636,6300;0,000;100,058;44,000;0,005;300,150;299,650;26,60;307,917;263,170;0,000;33,900;35,600;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,36;14,737;26,430;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,6151;0,00000;0,0000;0,95416260;0,95416260;0,00151;0,00929;0,0481;28,434719;-0,000137;24,165043;24,124788;0,0000;-0,0033;0,00;0,00;0,00;0,01;0,91;;1,475;1,389;0,0937951;20,91900;0,07100;0,01400;0,0011114;;1670,83;29,00;;;
User EOT time (s);2064;30;20,94800;0,05000;0,013000;131,275;99,99;1636,4601;0,000;100,058;44,000;0,000;300,150;299,750;26,60;307,917;263,170;0,000;33,900;35,600;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,36;14,761;26,414;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,6153;0,00000;0,0000;-7,51502482;-7,51502482;0,00176;-0,00112;0,0587;28,437427;-0,000138;24,167344;24,135137;0,0000;-0,0033;0,00;0,00;0,00;0,01;0,91;;1,780;1,389;0,0937968;20,91900;0,07000;0,01500;0,0011114;;1670,66;30,00;;;
MLR EOT mass (g/m²);;31;20,94900;0,05100;-0,005000;130,350;99,99;1647,9100;0,000;100,058;44,000;0,000;300,250;299,850;26,60;307,917;263,170;0,000;33,900;35,600;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,36;14,758;26,425;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,0607;0,00000;0,0000;-0,05245972;-0,05245972;0,00275;-0,15181;0,0678;28,332341;-0,000087;24,086059;24,053971;0,0000;-0,0021;0,00;0,00;0,00;0,01;0,84;;2,040;1,934;0,0800607;20,92100;0,06900;0,01900;0,0009527;;1682,11;31,00;;;
MLR time period (s);;32;20,94700;0,05300;0,007000;123,500;99,99;1636,5200;0,000;100,058;44,000;0,000;300,250;299,950;26,60;307,917;263,170;0,000;33,900;35,600;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,36;14,750;26,438;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,7906;0,01019;-0,0042;7,62085978;7,62085978;-0,00024;0,00091;0,0765;27,577851;-0,000157;23,444647;23,421222;0,0000;-0,0036;0,00;0,00;0,00;0,01;0,71;;2,255;1,934;0,0776741;20,92400;0,06700;0,00700;0,0009486;;1670,72;32,00;;;
Truncate graphs at EOT;;33;20,94800;0,05700;0,025000;128,775;99,99;1636,4800;0,000;100,058;44,000;0,000;300,250;299,950;26,60;307,917;263,170;0,000;33,900;35,600;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,37;14,769;26,401;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,8193;0,00000;0,0000;-0,92079671;-0,92079671;-0,00174;-0,00719;0,0864;28,160654;-0,000123;23,940103;23,916183;0,0000;-0,0029;0,00;0,00;0,00;0,01;0,73;;2,468;2,389;0,0867637;20,92400;0,06600;0,00100;0,0010371;;1670,68;33,00;;;
Smooth data?;;34;20,94400;0,06200;0,019000;129,300;99,98;1636,4700;0,000;100,066;44,000;0,000;300,350;300,050;26,60;307,917;263,170;0,000;33,900;35,600;34,800;302,150;;;;;0,00;0,00;0,00;3,00;4,37;14,754;26,420;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,8678;0,00000;0,0000;0,00827026;0,00827026;-0,00274;0,75008;0,0962;28,213301;-0,000054;23,992849;23,968884;0,0000;-0,0013;0,00;0,00;0,00;0,01;0,69;;2,685;2,389;0,0871920;20,92500;0,06500;-0,00300;0,0010399;;1670,67;34,00;;;
