General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;6146;20,94500;0,05200;0,003000;132,050;100,07;7,5901;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,81;16,114;26,446;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;30,7411;0,00000;0,0000;0,00000000;0,00000000;-0,00019;Infinity;168,7100;28,886591;-0,000675;24,491810;24,467273;-0,0001;-0,1306;0,03;30,86;0,00;0,00;1,92;;27,446;27,429;0,0340919;20,94500;0,05200;-0,00300;0,0003954;;18,84;6146,00;;;
;;6147;20,94600;0,05300;0,004000;124,250;100,07;7,5901;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,81;16,118;26,465;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,4386;0,00000;0,0000;0,00000000;0,00000000;-0,00191;Infinity;168,7375;28,020462;-0,000708;23,757453;23,733652;-0,0001;-0,1329;0,03;30,86;0,00;0,00;1,30;;27,446;27,429;0,0304294;20,94700;0,05200;-0,01000;0,0003632;;18,84;6147,00;;;
;;6148;20,94600;0,05300;-0,022000;125,375;100,06;7,5901;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,145;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,81;16,150;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,4249;0,00000;0,0000;0,00000000;0,00000000;-0,00018;Infinity;168,7619;28,147030;-0,000655;23,864765;23,840856;-0,0001;-0,1236;0,03;30,86;0,00;0,00;1,59;;27,446;27,429;0,0270872;20,94600;0,05300;-0,00300;0,0003223;;18,84;6148,00;;;
;;6149;20,94500;0,05300;-0,011000;122,875;100,06;7,5901;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,81;16,106;26,449;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,0171;0,00000;0,0000;0,00000000;0,00000000;-0,00362;Infinity;168,8049;27,864989;-0,000603;23,625633;23,601964;-0,0001;-0,1125;0,03;30,86;0,00;0,00;1,85;;27,447;27,432;0,0477059;20,94500;0,05200;-0,01700;0,0005725;;18,84;6149,00;;;
;;6150;20,94500;0,05300;0,000000;129,950;100,06;7,5901;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,81;16,142;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;32,4592;0,00000;0,0000;0,00000000;0,00000000;-0,00069;Infinity;168,8374;28,655979;-0,000619;24,296283;24,271942;-0,0001;-0,1188;0,03;30,86;0,00;0,00;1,91;;27,449;27,432;0,0359973;20,94500;0,05200;-0,00500;0,0004207;;18,84;6150,00;;;
;;6151;20,94600;0,05300;-0,006000;128,000;100,06;7,5901;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,81;16,129;26,446;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,8562;0,00000;0,0000;0,00000000;0,00000000;-0,00219;Infinity;168,8652;28,440163;-0,000634;24,113301;24,089144;-0,0001;-0,1209;0,03;30,86;0,00;0,00;1,32;;27,449;27,434;0,0308925;20,94700;0,05300;-0,01100;0,0003632;;18,84;6151,00;;;
;;6152;20,94400;0,05200;-0,002000;120,425;100,06;7,5901;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,81;16,095;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,9863;0,00000;0,0000;-0,00083415;-0,00083415;0,00031;-1,80459;168,8882;27,585790;-0,000581;23,388912;23,365480;-0,0001;-0,1074;0,03;30,86;0,00;0,00;1,56;;27,449;27,434;0,0254918;20,94600;0,05200;-0,00100;0,0003097;;18,84;6152,00;;;
;;6153;20,94300;0,05200;0,005000;130,200;100,06;7,5901;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,417;263,145;0,000;27,600;27,600;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,123;26,441;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,1212;0,00000;0,0000;0,00583903;0,00583903;0,00361;0,26806;168,8993;28,683529;-0,000597;24,319642;24,295278;-0,0001;-0,1147;0,03;30,86;0,00;0,00;1,62;;27,447;27,432;0,0123334;20,94600;0,05200;0,01200;0,0001452;;18,84;6153,00;;;
;;6154;20,94400;0,05200;0,012000;130,200;100,06;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,145;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,108;26,460;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,2278;0,00000;0,0000;0,00583903;0,00583903;0,00488;0,34321;168,9045;28,683529;-0,000597;24,319642;24,295278;-0,0001;-0,1147;0,03;30,86;0,00;0,00;1,62;;27,444;27,432;0,0057977;20,94600;0,05300;0,01700;0,0000692;;18,83;6154,00;;;
;;6155;20,94500;0,05200;0,002000;128,050;100,06;7,5801;0,000;100,444;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,146;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;29,0438;0,00000;0,0000;-0,00083415;-0,00083415;0,00132;-1,86084;168,9336;28,445717;-0,000665;24,118010;24,093848;-0,0001;-0,1268;0,03;30,86;0,00;0,00;2,17;;27,442;27,429;0,0322096;20,94400;0,05200;0,00300;0,0003798;;18,83;6155,00;;;
;;6156;20,94600;0,05200;0,002000;128,550;100,06;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,145;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,108;26,446;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;31,3074;0,00000;0,0000;0,00000000;0,00000000;-0,00044;Infinity;168,9649;28,501199;-0,000594;24,165051;24,140842;-0,0001;-0,1135;0,03;30,86;0,00;0,00;1,89;;27,443;27,429;0,0347199;20,94500;0,05200;-0,00400;0,0004080;;18,83;6156,00;;;
;;6157;20,94400;0,05200;-0,003000;125,625;100,06;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,145;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,106;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;32,8797;0,00000;0,0000;0,00000000;0,00000000;-0,00093;Infinity;168,9978;28,175078;-0,000576;23,888546;23,864614;-0,0001;-0,1086;0,03;30,86;0,00;0,00;1,87;;27,443;27,431;0,0364636;20,94500;0,05200;-0,00600;0,0004333;;18,83;6157,00;;;
;;6158;20,94500;0,05300;-0,010000;128,625;100,06;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,145;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,106;26,462;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,4852;0,00000;0,0000;0,00000000;0,00000000;0,00107;Infinity;169,0223;28,509513;-0,000609;24,172100;24,147884;-0,0001;-0,1163;0,03;30,86;0,00;0,00;1,90;;27,444;27,431;0,0271541;20,94500;0,05300;0,00200;0,0003195;;18,83;6158,00;;;
;;6159;20,94700;0,05200;-0,003000;125,725;100,05;7,5801;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,108;26,441;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;41,3319;0,00000;0,0000;0,00000000;0,00000000;-0,00192;Infinity;169,0636;28,186290;-0,000556;23,898052;23,874110;-0,0001;-0,1049;0,03;30,86;0,00;0,00;2,16;;27,445;27,434;0,0458371;20,94400;0,05200;-0,01000;0,0005443;;18,83;6159,00;;;
;;6160;20,94600;0,05200;-0,017000;121,800;100,05;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,144;26,449;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,4619;0,00000;0,0000;0,00000000;0,00000000;0,00202;Infinity;169,0801;27,742829;-0,000554;23,522059;23,498493;-0,0001;-0,1029;0,03;30,86;0,00;0,00;1,57;;27,445;27,434;0,0182563;20,94600;0,05200;0,00600;0,0002211;;18,83;6160,00;;;
;;6161;20,94500;0,05300;-0,005000;130,925;100,04;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,82;16,116;26,449;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,9097;0,00000;0,0000;0,00000000;0,00000000;-0,00069;Infinity;169,1080;28,763279;-0,000466;24,387259;24,362827;-0,0001;-0,0897;0,03;30,86;0,00;0,00;1,63;;27,444;27,436;0,0309518;20,94600;0,05200;-0,00500;0,0003603;;18,83;6161,00;;;
;;6162;20,94500;0,05200;-0,011000;126,975;100,05;7,5801;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,106;26,468;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,4164;0,00000;0,0000;0,00000000;0,00000000;0,00357;Infinity;169,1134;28,326063;-0,000516;24,016560;23,992500;-0,0001;-0,0979;0,03;30,86;0,00;0,00;1,32;;27,442;27,436;0,0060067;20,94700;0,05300;0,01200;0,0000721;;18,83;6162,00;;;
;;6163;20,94700;0,05200;-0,001000;124,475;100,04;7,5801;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,131;26,470;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,9700;0,00000;0,0000;0,00000000;0,00000000;0,00031;Infinity;169,1404;28,045821;-0,000445;23,778954;23,755131;-0,0001;-0,0836;0,03;30,86;0,00;0,00;1,86;;27,440;27,436;0,0299097;20,94500;0,05300;-0,00100;0,0003574;;18,83;6163,00;;;
;;6164;20,94600;0,05300;0,012000;128,700;100,04;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,145;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,106;26,470;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;34,0028;0,00000;0,0000;0,00000000;0,00000000;0,00007;Infinity;169,1744;28,517823;-0,000409;24,179146;24,154922;-0,0001;-0,0781;0,03;30,86;0,00;0,00;2,18;;27,441;27,436;0,0377092;20,94400;0,05200;-0,00200;0,0004431;;18,83;6164,00;;;
;;6165;20,94600;0,05200;0,017000;131,850;100,04;7,5801;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,085;26,460;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,1914;0,00000;0,0000;0,00000000;0,00000000;0,00363;Infinity;169,1855;28,864708;-0,000459;24,473256;24,448738;-0,0001;-0,0887;0,03;30,86;0,00;0,00;1,63;;27,440;27,433;0,0124113;20,94600;0,05200;0,01200;0,0001452;;18,83;6165,00;;;
;;6166;20,94600;0,05200;0,003000;132,325;100,04;7,5801;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,121;26,468;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,6942;0,00000;0,0000;0,00000000;0,00000000;0,00619;Infinity;169,1962;28,916655;-0,000405;24,517300;24,492737;-0,0001;-0,0785;0,03;30,86;0,01;0,00;2,21;;27,437;27,433;0,0118599;20,94400;0,05200;0,02200;0,0001394;;18,83;6166,00;;;
;;6167;20,94400;0,05200;-0,004000;129,025;100,03;7,5801;0,000;100,444;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,106;26,449;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,2900;0,00000;0,0000;0,00000000;0,00000000;0,00259;Infinity;169,2195;28,553808;-0,000369;24,209656;24,185402;-0,0001;-0,0706;0,03;30,86;0,00;0,00;2,18;;27,436;27,430;0,0258286;20,94400;0,05300;0,00800;0,0003039;;18,83;6167,00;;;
;;6168;20,94500;0,05300;-0,006000;127,900;100,04;7,5801;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,129;26,441;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;35,1305;0,00000;0,0000;-0,00083415;-0,00083415;-0,00169;-2,38118;169,2547;28,429051;-0,000402;24,103880;24,079732;-0,0001;-0,0765;0,03;30,86;0,00;0,00;1,89;;27,436;27,430;0,0389597;20,94500;0,05300;-0,00900;0,0004586;;18,83;6168,00;;;
;;6169;20,94500;0,05200;0,002000;124,250;100,04;7,5801;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,83;16,118;26,460;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;37,2559;0,00000;0,0000;0,00583903;0,00583903;-0,00117;0,33528;169,2919;28,020462;-0,000417;23,757453;23,733652;-0,0001;-0,0783;0,03;30,86;0,00;0,00;2,14;;27,437;27,431;0,0413168;20,94400;0,05300;-0,00700;0,0004937;;18,83;6169,00;;;
;;6170;20,94500;0,05200;-0,010000;128,225;100,04;7,5701;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,135;26,441;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;47,8429;0,00000;0,0000;0,00583903;0,00583903;-0,00471;0,26602;169,3398;28,465148;-0,000381;24,134485;24,110306;-0,0001;-0,0726;0,03;30,86;0,00;0,00;1,89;;27,440;27,431;0,0530578;20,94500;0,05200;-0,02100;0,0006231;;18,82;6170,00;;;
;;6171;20,94400;0,05200;0,006000;124,475;100,03;7,5701;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,100;26,446;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;35,8672;0,00000;0,0000;-0,00083415;-0,00083415;-0,00315;-2,34908;169,3756;28,045821;-0,000293;23,778954;23,755131;-0,0001;-0,0550;0,03;30,86;0,00;0,00;1,58;;27,442;27,434;0,0397767;20,94600;0,05300;-0,01500;0,0004742;;18,82;6171,00;;;
;;6172;20,94600;0,05300;-0,005000;121,375;100,03;7,5701;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,121;26,446;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,6320;0,00000;0,0000;0,00000000;0,00000000;0,00031;Infinity;169,4023;27,694385;-0,000343;23,480985;23,457461;-0,0001;-0,0636;0,03;30,86;0,00;0,00;1,84;;27,443;27,434;0,0295349;20,94500;0,05300;-0,00100;0,0003574;;18,82;6172,00;;;
;;6173;20,94600;0,05300;0,012000;128,175;100,03;7,5701;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,417;263,151;0,000;27,600;27,600;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,142;26,436;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,7705;0,00000;0,0000;0,00000000;0,00000000;0,00057;Infinity;169,4240;28,459598;-0,000324;24,129779;24,105605;-0,0001;-0,0618;0,03;30,86;0,00;0,00;1,61;;27,442;27,434;0,0241434;20,94600;0,05300;0,00000;0,0002844;;18,82;6173,00;;;
;;6174;20,94700;0,05200;-0,001000;123,625;100,03;7,5701;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,095;26,460;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,7529;0,00000;0,0000;0,00000000;0,00000000;0,00303;Infinity;169,4368;27,949899;-0,000340;23,697626;23,673884;-0,0001;-0,0636;0,03;30,86;0,00;0,00;1,58;;27,441;27,434;0,0141429;20,94600;0,05200;0,01000;0,0001705;;18,82;6174,00;;;
;;6175;20,94500;0,05200;-0,002000;129,750;100,03;7,5701;0,000;100,446;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,150;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,5355;0,00000;0,0000;0,00000000;0,00000000;0,00032;Infinity;169,4643;28,633918;-0,000321;24,277578;24,253256;-0,0001;-0,0615;0,03;30,86;0,00;0,00;1,90;;27,439;27,433;0,0305369;20,94500;0,05300;-0,00100;0,0003574;;18,82;6175,00;;;
;;6176;20,94400;0,05200;0,012000;127,675;100,03;7,5701;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,072;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,0879;0,00000;0,0000;0,00000000;0,00000000;0,00182;Infinity;169,4904;28,404035;-0,000336;24,082669;24,058542;-0,0001;-0,0639;0,03;30,86;0,00;0,00;2,17;;27,439;27,433;0,0289315;20,94400;0,05300;0,00500;0,0003419;;18,82;6176,00;;;
;;6177;20,94600;0,05300;0,022000;126,425;100,03;7,5701;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,144;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,4943;0,00000;0,0000;0,00000000;0,00000000;0,00281;Infinity;169,5079;28,264648;-0,000300;23,964488;23,940480;-0,0001;-0,0568;0,03;30,86;0,00;0,00;1,88;;27,438;27,432;0,0194012;20,94500;0,05300;0,00900;0,0002309;;18,82;6177,00;;;
;;6178;20,94400;0,05300;0,008000;124,525;100,03;7,5701;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,84;16,108;26,457;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,5743;0,00000;0,0000;0,00000000;0,00000000;0,00130;Infinity;169,5265;28,051454;-0,000367;23,783730;23,759903;-0,0001;-0,0690;0,03;30,86;0,00;0,00;1,59;;27,437;27,432;0,0205989;20,94600;0,05300;0,00300;0,0002464;;18,82;6178,00;;;
;;6179;20,94400;0,05300;-0,009000;125,950;100,04;7,5701;0,000;100,446;36,100;0,005;299,450;299,150;26,20;300,417;263,151;0,000;27,600;27,600;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,85;16,121;26,446;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;33,8952;0,00000;0,0000;0,00000000;0,00000000;-0,00143;Infinity;169,5604;28,211500;-0,000383;23,919427;23,895463;-0,0001;-0,0724;0,03;30,86;0,00;0,00;1,88;;27,437;27,431;0,0375898;20,94500;0,05300;-0,00800;0,0004460;;18,82;6179,00;;;
;;6180;20,94500;0,05200;-0,007000;127,600;100,05;7,5701;0,000;100,440;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,85;16,106;26,460;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;48,7051;0,00000;0,0000;0,00000000;0,00000000;-0,00519;Infinity;169,6091;28,395690;-0,000502;24,075594;24,051474;-0,0001;-0,0956;0,03;30,86;-0,01;0,00;1,89;;27,439;27,431;0,0540139;20,94500;0,05300;-0,02300;0,0006357;;18,82;6180,00;;;
;;6181;20,94400;0,05300;-0,021000;128,325;100,04;7,5701;0,000;100,442;36,100;0,005;299,450;299,150;26,20;300,383;263,151;0,000;27,600;27,500;26,600;301,450;;;;;0,00;0,00;0,00;3,00;9,85;16,118;26,460;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;45,1954;0,00000;0,0000;0,00000000;0,00000000;-0,00546;Infinity;169,6543;28,476246;-0,000466;24,143895;24,119706;-0,0001;-0,0889;0,03;30,86;-0,01;0,00;1,61;;27,442;27,435;0,0501217;20,94600;0,05300;-0,02400;0,0005880;;18,82;6181,00;;;
