General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;611;20,94900;0,05300;0,009000;135,325;100,05;1613,6401;0,000;100,600;41,400;0,005;299,250;298,950;26,50;298,550;263,183;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,40;16,179;25,450;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;29,2243;0,00000;0,0000;0,00000000;0,00000000;0,00150;Infinity;20,3248;28,983391;-0,000313;24,557470;24,532851;-0,0001;-0,0632;0,01;7,78;0,00;0,00;2,15;;33,221;32,940;0,0310946;20,94900;0,05300;0,00300;0,0003606;;1625,25;611,00;;;
;;612;20,94800;0,05300;0,002000;128,325;100,05;1613,6401;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,583;263,183;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,40;16,211;25,437;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;32,7448;0,00000;0,0000;0,00000000;0,00000000;-0,00078;Infinity;20,3576;28,223822;-0,000265;23,913892;23,889918;-0,0001;-0,0522;0,01;7,78;0,00;0,00;1,80;;33,217;32,940;0,0348404;20,95000;0,05300;-0,00600;0,0004142;;1625,25;612,00;;;
;;613;20,94800;0,05300;0,002000;131,600;100,05;1613,6401;0,000;100,596;41,400;0,005;299,250;298,950;26,40;298,583;263,183;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,40;16,144;25,448;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;42,8138;0,00000;0,0000;0,00000000;0,00000000;-0,00079;Infinity;20,4004;28,581706;-0,000299;24,217124;24,192846;-0,0001;-0,0597;0,01;7,78;0,00;0,00;2,42;;33,225;32,950;0,0455538;20,94800;0,05300;-0,00600;0,0005349;;1625,25;613,00;;;
;;614;20,95000;0,05300;-0,008000;126,450;100,05;1613,6401;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,550;263,183;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,40;16,131;25,426;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;38,2346;0,00000;0,0000;0,00000000;0,00000000;-0,00102;Infinity;20,4386;28,016869;-0,000300;23,738541;23,714743;-0,0001;-0,0586;0,01;7,78;0,00;0,00;2,08;;33,237;32,950;0,0406816;20,94900;0,05300;-0,00700;0,0004872;;1625,25;614,00;;;
;;615;20,95000;0,05300;-0,017000;132,350;100,05;1613,6401;0,000;100,600;41,300;0,005;299,250;298,950;26,50;298,550;263,183;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,40;16,144;25,442;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;47,2865;0,00000;0,0000;0,00000000;0,00000000;-0,00307;Infinity;20,4859;28,663034;-0,000236;24,286033;24,261686;-0,0001;-0,0472;0,01;7,78;0,00;0,00;2,13;;33,252;32,989;0,0503129;20,94900;0,05300;-0,01500;0,0005884;;1625,25;615,00;;;
;;616;20,94700;0,05300;-0,014000;130,750;100,05;1613,6401;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,583;263,183;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,40;16,179;25,437;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;38,8728;0,00000;0,0000;0,00000000;0,00000000;-0,00104;Infinity;20,5248;28,484493;-0,000286;24,142822;24,110561;-0,0001;-0,0569;0,01;7,78;0,00;0,00;2,11;;33,268;32,989;0,0413607;20,94900;0,05300;-0,00700;0,0004872;;1625,25;616,00;;;
;;617;20,95000;0,05300;0,000000;127,700;100,05;1613,6401;0,000;100,596;41,300;0,005;299,350;298,950;26,50;298,550;263,183;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,41;16,160;25,450;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;32,1357;0,00000;0,0000;0,00000000;0,00000000;0,00171;Infinity;20,5569;28,150304;-0,000320;23,859570;23,827688;-0,0001;-0,0629;0,01;7,78;0,00;0,00;2,38;;33,272;33,011;0,0341924;20,94800;0,05300;0,00400;0,0004084;;1625,25;617,00;;;
;;618;20,94700;0,05300;-0,003000;130,250;100,05;1613,6401;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,550;263,177;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,41;16,154;25,456;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;30,6981;0,00000;0,0000;0,00000000;0,00000000;0,00097;Infinity;20,5876;28,434727;-0,000256;24,092590;24,068437;-0,0001;-0,0507;0,01;7,78;0,00;0,00;2,11;;33,269;33,011;0,0326627;20,94900;0,05300;0,00100;0,0003859;;1625,25;618,00;;;
;;619;20,94900;0,05300;0,002000;128,300;100,06;1613,6401;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,550;263,177;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,41;16,152;25,421;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,4250;0,00000;0,0000;0,00000000;0,00000000;0,00271;Infinity;20,6121;28,221073;-0,000339;23,911562;23,887591;-0,0001;-0,0667;0,01;7,78;0,00;0,00;2,09;;33,259;32,996;0,0259882;20,94900;0,05200;0,00800;0,0003100;;1625,25;619,00;;;
;;620;20,95000;0,05300;-0,005000;126,000;100,05;1613,6401;0,000;100,596;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,41;16,171;25,456;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,2325;0,00000;0,0000;0,00000000;0,00000000;0,00441;Infinity;20,6283;27,962302;-0,000307;23,700224;23,668555;-0,0001;-0,0599;0,01;7,78;0,00;0,00;2,07;;33,238;32,996;0,0172714;20,94900;0,05300;0,01500;0,0002088;;1625,25;620,00;;;
;;621;20,94800;0,05300;-0,002000;128,225;100,06;1613,6401;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,550;263,177;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,41;16,158;25,440;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;33,9557;0,00000;0,0000;0,00000000;0,00000000;0,00246;Infinity;20,6622;28,212823;-0,000390;23,904572;23,880607;-0,0001;-0,0768;0,01;7,78;0,00;0,00;2,68;;33,225;32,984;0,0361289;20,94700;0,05300;0,00700;0,0004308;;1625,25;621,00;;;
;;622;20,95000;0,05300;0,003000;132,675;100,07;1613,6401;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,550;263,177;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,41;16,203;25,440;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,4707;0,00000;0,0000;0,00000000;0,00000000;0,00149;Infinity;20,7057;28,693411;-0,000440;24,319896;24,287399;-0,0001;-0,0882;0,01;7,78;0,00;0,00;3,02;;33,234;32,984;0,0462528;20,94600;0,05300;0,00300;0,0005418;;1625,25;622,00;;;
;;623;20,94900;0,05300;-0,006000;132,450;100,06;1613,6401;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,550;263,177;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,41;16,163;25,421;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;49,8220;0,00000;0,0000;0,00000000;0,00000000;-0,00105;Infinity;20,7555;28,669071;-0,000393;24,299266;24,266797;-0,0001;-0,0785;0,01;7,78;0,00;0,00;2,72;;33,256;33,012;0,0530106;20,94700;0,05200;-0,00700;0,0006205;;1625,25;623,00;;;
;;624;20,95000;0,05300;-0,006000;127,300;100,06;1613,6401;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,550;263,177;0,000;25,400;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,202;25,424;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;31,6066;0,00000;0,0000;0,00000000;0,00000000;-0,00053;Infinity;20,7871;28,106182;-0,000394;23,822173;23,790341;-0,0001;-0,0772;0,01;7,78;0,00;0,00;1,79;;33,268;33,012;0,0336295;20,95000;0,05300;-0,00500;0,0004015;;1625,25;624,00;;;
;;625;20,94800;0,05300;-0,007000;127,500;100,06;1613,6401;0,000;100,594;41,300;0,005;299,250;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,165;25,426;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,4051;0,00000;0,0000;0,00000000;0,00000000;-0,00227;Infinity;20,8306;28,132951;-0,000427;23,836897;23,813000;-0,0001;-0,0839;0,01;7,78;0,00;0,00;2,09;;33,274;33,056;0,0461830;20,94900;0,05300;-0,01200;0,0005504;;1625,25;625,00;;;
;;626;20,94900;0,05300;-0,015000;131,125;100,06;1613,6401;0,000;100,600;41,300;0,005;299,350;298,950;26,50;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,188;25,461;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,4800;0,00000;0,0000;-0,00083335;-0,00083335;0,00299;-1,32646;20,8580;28,525311;-0,000380;24,177418;24,145112;-0,0001;-0,0756;0,01;7,78;0,00;0,00;2,41;;33,278;33,056;0,0292387;20,94800;0,05300;0,00900;0,0003451;;1625,25;626,00;;;
;;627;20,94900;0,05300;-0,007000;132,500;100,07;1613,6401;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,129;25,458;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;32,4673;0,00000;0,0000;0,00583347;0,00583347;0,00300;0,19048;20,8905;28,674481;-0,000446;24,303852;24,271376;-0,0001;-0,0892;0,01;7,78;0,00;0,00;2,72;;33,273;33,071;0,0345452;20,94700;0,05300;0,00900;0,0004055;;1625,25;627,00;;;
;;628;20,94900;0,05300;0,004000;131,100;100,06;1613,6301;0,000;100,598;41,300;0,005;299,250;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,188;25,448;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,6221;0,00000;0,0000;0,00583347;0,00583347;0,00374;0,11470;20,9111;28,527357;-0,000365;24,171075;24,146844;-0,0001;-0,0727;0,01;7,78;0,00;0,00;2,11;;33,262;33,071;0,0219419;20,94900;0,05200;0,01200;0,0002594;;1625,24;628,00;;;
;;629;20,94800;0,05200;0,001000;131,100;100,06;1613,6301;0,000;100,598;41,300;0,005;299,250;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,175;25,458;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,4920;0,00000;0,0000;-0,00083335;-0,00083335;0,00299;-0,80291;20,9396;28,527357;-0,000365;24,171075;24,146844;-0,0001;-0,0727;0,01;7,78;0,00;0,00;2,41;;33,248;33,063;0,0303155;20,94800;0,05200;0,00900;0,0003577;;1625,24;629,00;;;
;;630;20,94900;0,05300;0,008000;128,825;100,06;1613,6301;0,000;100,596;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,165;25,437;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;36,0380;0,00000;0,0000;0,00000000;0,00000000;0,00221;Infinity;20,9757;28,274030;-0,000350;23,964438;23,932416;-0,0001;-0,0690;0,01;7,78;0,00;0,00;2,68;;33,247;33,063;0,0383444;20,94700;0,05200;0,00600;0,0004561;;1625,24;630,00;;;
;;631;20,94900;0,05300;0,015000;131,025;100,05;1613,6301;0,000;100,596;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,42;16,190;25,456;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;36,3444;0,00000;0,0000;0,00000000;0,00000000;0,00223;Infinity;21,0120;28,514432;-0,000317;24,168197;24,135903;-0,0001;-0,0632;0,01;7,78;0,00;0,00;2,71;;33,251;33,061;0,0386705;20,94700;0,05200;0,00600;0,0004561;;1625,24;631,00;;;
;;632;20,94900;0,05300;0,007000;130,950;100,06;1613,6301;0,000;100,600;41,300;0,005;299,250;298,950;26,50;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,43;16,131;25,442;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,9884;0,00000;0,0000;0,00000000;0,00000000;-0,00230;Infinity;21,0560;28,511033;-0,000335;24,157243;24,133026;-0,0001;-0,0666;0,01;7,78;0,00;0,00;2,11;;33,262;33,061;0,0468037;20,94900;0,05300;-0,01200;0,0005504;;1625,24;632,00;;;
;;633;20,94700;0,05200;0,003000;126,750;100,06;1613,6301;0,000;100,600;41,300;0,005;299,350;298,950;26,50;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,43;16,182;25,453;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;37,0068;0,00000;0,0000;0,00000000;0,00000000;0,00071;Infinity;21,0930;28,045399;-0,000352;23,770655;23,738892;-0,0001;-0,0689;0,01;7,78;0,00;0,00;2,37;;33,274;33,072;0,0393752;20,94800;0,05200;0,00000;0,0004716;;1625,24;633,00;;;
;;634;20,94600;0,05300;-0,007000;131,050;100,06;1613,6301;0,000;100,598;41,300;0,005;299,250;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,43;16,165;25,448;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;46,5177;0,00000;0,0000;0,00000000;0,00000000;-0,00029;Infinity;21,1395;28,521916;-0,000336;24,166465;24,142238;-0,0001;-0,0670;0,01;7,78;0,00;0,00;2,71;;33,287;33,072;0,0494948;20,94700;0,05200;-0,00400;0,0005826;;1625,24;634,00;;;
;;635;20,94700;0,05300;-0,005000;130,300;100,06;1613,6301;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,43;16,190;25,448;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;40,5682;0,00000;0,0000;0,00000000;0,00000000;-0,00028;Infinity;21,1801;28,435433;-0,000353;24,101240;24,069035;-0,0001;-0,0701;0,01;7,78;0,00;0,00;2,40;;33,303;33,090;0,0431646;20,94800;0,05300;-0,00400;0,0005096;;1625,24;635,00;;;
;;636;20,95000;0,05300;-0,012000;129,950;100,06;1613,6301;0,000;100,598;41,300;0,005;299,250;298,950;26,50;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,43;16,202;25,453;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;45,8440;0,00000;0,0000;0,00000000;0,00000000;-0,00279;Infinity;21,2259;28,401962;-0,000338;24,064828;24,040703;-0,0001;-0,0669;0,01;7,78;0,00;0,00;2,11;;33,319;33,090;0,0487780;20,94900;0,05300;-0,01400;0,0005757;;1625,24;636,00;;;
;;637;20,94900;0,05300;0,009000;127,575;100,06;1613,6301;0,000;100,600;41,300;0,005;299,350;298,950;26,50;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,43;16,217;25,440;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,3704;0,00000;0,0000;0,00000000;0,00000000;0,00146;Infinity;21,2543;28,136523;-0,000355;23,847890;23,816023;-0,0001;-0,0696;0,01;7,78;0,00;0,00;2,09;;33,325;33,095;0,0301861;20,94900;0,05300;0,00300;0,0003606;;1625,24;637,00;;;
;;638;20,94800;0,05200;0,009000;130,625;100,06;1613,6301;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,43;16,196;25,445;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;25,4019;0,00000;0,0000;0,00000000;0,00000000;0,00348;Infinity;21,2797;28,475630;-0,000355;24,127247;24,103060;-0,0001;-0,0706;0,01;7,78;0,00;0,00;2,41;;33,315;33,095;0,0270276;20,94800;0,05300;0,01100;0,0003198;;1625,24;638,00;;;
;;639;20,94700;0,05200;0,012000;133,175;100,06;1613,6301;0,000;100,596;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,44;16,202;25,464;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;25,3765;0,00000;0,0000;0,00000000;0,00000000;0,00478;Infinity;21,3051;28,747427;-0,000421;24,365679;24,333121;-0,0001;-0,0845;0,01;7,78;0,00;0,00;2,73;;33,302;33,075;0,0270006;20,94700;0,05300;0,01600;0,0003169;;1625,24;639,00;;;
;;640;20,94900;0,05200;0,009000;130,850;100,05;1613,6301;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,583;263,170;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,44;16,179;25,450;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,6093;0,00000;0,0000;0,00000000;0,00000000;0,00349;Infinity;21,3257;28,500144;-0,000324;24,148017;24,123809;-0,0001;-0,0645;0,01;7,78;0,00;0,00;2,11;;33,286;33,075;0,0219283;20,94900;0,05300;0,01100;0,0002594;;1625,24;640,00;;;
;;641;20,94800;0,05200;0,006000;124,400;100,06;1613,6301;0,000;100,598;41,300;0,005;299,350;298,950;26,40;298,583;263,170;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,44;16,167;25,477;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;35,6720;0,00000;0,0000;0,00000000;0,00000000;0,00095;Infinity;21,3614;27,784196;-0,000357;23,549265;23,517798;-0,0001;-0,0693;0,01;7,78;0,00;0,00;2,35;;33,278;33,067;0,0379550;20,94800;0,05200;0,00100;0,0004590;;1625,24;641,00;;;
;;642;20,94700;0,05300;0,006000;125,550;100,06;1613,6301;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,44;16,173;25,450;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;38,8272;0,00000;0,0000;0,00000000;0,00000000;-0,00003;Infinity;21,4002;27,912324;-0,000374;23,657864;23,626252;-0,0001;-0,0729;0,01;7,78;0,00;0,00;2,36;;33,284;33,067;0,0413122;20,94800;0,05300;-0,00300;0,0004969;;1625,24;642,00;;;
;;643;20,94700;0,05200;-0,012000;131,725;100,06;1613,6301;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,44;16,205;25,469;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;45,8907;0,00000;0,0000;0,00000000;0,00000000;-0,00155;Infinity;21,4461;28,595275;-0,000359;24,228622;24,204333;-0,0001;-0,0715;0,01;7,78;0,00;0,00;2,42;;33,298;33,091;0,0488277;20,94800;0,05300;-0,00900;0,0005728;;1625,24;643,00;;;
;;644;20,94900;0,05200;0,000000;132,200;100,06;1613,6301;0,000;100,596;41,300;0,005;299,350;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,44;16,182;25,456;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;49,2857;0,00000;0,0000;0,00000000;0,00000000;-0,00332;Infinity;21,4954;28,642001;-0,000343;24,276322;24,243883;-0,0001;-0,0685;0,01;7,78;0,00;0,00;2,12;;33,320;33,091;0,0524400;20,94900;0,05200;-0,01600;0,0006137;;1625,24;644,00;;;
;;645;20,94800;0,05300;-0,004000;128,275;100,06;1613,6301;0,000;100,600;41,300;0,005;299,250;298,950;26,40;298,583;263,177;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,44;16,232;25,453;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;44,5422;0,00000;0,0000;0,00000000;0,00000000;-0,00252;Infinity;21,5399;28,218324;-0,000392;23,909233;23,885264;-0,0001;-0,0773;0,01;7,78;0,00;0,00;2,09;;33,342;33,129;0,0473929;20,94900;0,05300;-0,01300;0,0005631;;1625,24;645,00;;;
;;646;20,94700;0,05300;-0,004000;130,250;100,05;1613,6301;0,000;100,600;41,300;0,005;299,350;298,950;26,40;298,583;263,170;0,000;25,500;25,800;25,000;301,350;;;;;0,00;0,00;0,00;3,00;8,45;16,213;25,466;0,62;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;52,7152;0,00000;0,0000;0,00000000;0,00000000;-0,00329;Infinity;21,5926;28,429977;-0,000312;24,096615;24,064417;-0,0001;-0,0619;0,01;7,78;0,00;0,00;2,40;;33,365;33,129;0,0560890;20,94800;0,05300;-0,01600;0,0006614;;1625,24;646,00;;;
