General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;1461;20,94100;0,05500;0,002000;128,075;100,03;1613,2101;0,000;100,594;41,400;0,005;299,450;299,150;26,50;299,117;263,164;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,58;16,369;26,048;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;57,7473;0,00000;0,0000;0,00000000;0,00000000;0,00171;Infinity;56,9014;28,186898;-0,000049;23,898568;23,874625;0,0000;-0,0095;0,01;10,35;0,00;0,00;4,14;;38,919;39,044;0,0614432;20,94200;0,05600;0,00400;0,0007326;;1624,82;1461,00;;;
;;1462;20,94100;0,05500;0,008000;126,500;100,02;1613,2101;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,083;263,164;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,58;16,409;26,038;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;70,6148;0,00000;0,0000;0,00000000;0,00000000;-0,00250;Infinity;56,9720;28,013049;0,000003;23,751168;23,719441;0,0000;0,0006;0,01;10,35;0,00;0,00;3,82;;38,936;39,044;0,0751342;20,94300;0,05500;-0,01300;0,0008999;;1624,82;1462,00;;;
;;1463;20,94200;0,05600;-0,018000;127,675;100,03;1613,2101;0,000;100,590;41,400;0,005;299,450;299,150;26,50;299,083;263,164;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,58;16,406;26,011;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;73,2060;0,00000;0,0000;0,00000000;0,00000000;-0,00425;Infinity;57,0452;28,142848;-0,000031;23,861219;23,837314;0,0000;-0,0061;0,01;10,35;0,00;0,00;3,55;;38,959;39,080;0,0778912;20,94400;0,05500;-0,02000;0,0009281;;1624,82;1463,00;;;
;;1464;20,94100;0,05600;-0,006000;128,825;100,03;1613,2101;0,000;100,594;41,400;0,005;299,450;299,150;26,50;299,117;263,164;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,58;16,352;26,046;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;76,0333;0,00000;0,0000;0,00000000;0,00000000;-0,00253;Infinity;57,1213;28,269309;-0,000031;23,968440;23,944428;0,0000;-0,0061;0,01;10,35;0,00;0,00;4,15;;38,983;39,080;0,0808994;20,94200;0,05500;-0,01300;0,0009602;;1624,82;1464,00;;;
;;1465;20,94100;0,05600;-0,004000;131,775;100,03;1613,2101;0,000;100,590;41,400;0,005;299,450;299,150;26,50;299,083;263,164;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,58;16,425;26,059;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;73,8445;0,00000;0,0000;0,00000000;0,00000000;-0,00180;Infinity;57,1951;28,591150;-0,000100;24,241317;24,217031;0,0000;-0,0199;0,01;10,35;0,00;0,00;4,20;;39,007;39,127;0,0785706;20,94200;0,05500;-0,01000;0,0009223;;1624,82;1465,00;;;
;;1466;20,94200;0,05600;-0,001000;131,225;100,03;1613,2101;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,117;263,164;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,59;16,419;26,046;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;66,8409;0,00000;0,0000;0,00000000;0,00000000;-0,00129;Infinity;57,2620;28,531420;-0,000117;24,190675;24,158361;0,0000;-0,0232;0,01;10,35;0,00;0,00;3,89;;39,029;39,127;0,0711187;20,94300;0,05500;-0,00800;0,0008367;;1624,82;1466,00;;;
;;1467;20,94200;0,05600;0,002000;131,925;100,03;1613,2101;0,000;100,590;41,400;0,005;299,450;299,150;26,50;299,117;263,164;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,59;16,381;26,048;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;53,7708;0,00000;0,0000;0,00000000;0,00000000;0,00199;Infinity;57,3157;28,607418;-0,000117;24,255110;24,230811;0,0000;-0,0233;0,01;10,35;0,00;0,00;3,90;;39,043;39,161;0,0572122;20,94300;0,05500;0,00500;0,0006722;;1624,82;1467,00;;;
;;1468;20,94100;0,05600;0,026000;127,800;100,04;1613,2101;0,000;100,594;41,400;0,005;299,450;299,050;26,50;299,083;263,164;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,59;16,427;26,030;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;38,1339;0,00000;0,0000;0,00000000;0,00000000;0,00444;Infinity;57,3539;28,156622;-0,000168;23,872897;23,841009;0,0000;-0,0330;0,01;10,35;0,00;0,00;3,55;;39,048;39,161;0,0405745;20,94400;0,05500;0,01500;0,0004854;;1624,82;1468,00;;;
;;1469;20,94100;0,05600;0,011000;131,200;100,04;1613,2101;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,117;263,164;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,59;16,427;26,035;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;38,3727;0,00000;0,0000;0,00000000;0,00000000;0,00576;Infinity;57,3922;28,528703;-0,000185;24,188370;24,156060;0,0000;-0,0369;0,01;10,35;0,01;0,00;3,89;;39,047;39,170;0,0408286;20,94300;0,05500;0,02000;0,0004825;;1624,82;1469,00;;;
;;1470;20,94100;0,05600;0,016000;126,950;100,04;1613,2101;0,000;100,594;41,400;0,005;299,450;299,050;26,50;299,050;263,170;0,000;26,100;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,59;16,341;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;46,7475;0,00000;0,0000;0,00000000;0,00000000;0,00343;Infinity;57,4390;28,062829;-0,000133;23,793375;23,761592;0,0000;-0,0261;0,01;10,35;0,00;0,00;3,83;;39,050;39,170;0,0497394;20,94300;0,05500;0,01100;0,0005963;;1624,82;1470,00;;;
;;1471;20,94100;0,05600;0,002000;125,725;100,04;1613,2101;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,050;263,170;0,000;26,100;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,59;16,394;26,051;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;57,4669;0,00000;0,0000;0,00000000;0,00000000;0,00071;Infinity;57,4964;27,927106;-0,000133;23,678300;23,646671;0,0000;-0,0259;0,01;10,35;0,00;0,00;3,81;;39,059;39,182;0,0611448;20,94300;0,05500;0,00000;0,0007355;;1624,82;1471,00;;;
;;1472;20,94100;0,05500;0,004000;128,750;100,02;1613,2101;0,000;100,594;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,59;16,375;26,064;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;71,2400;0,00000;0,0000;0,00000000;0,00000000;-0,00253;Infinity;57,5677;28,261078;0,000005;23,961462;23,929455;0,0000;0,0009;0,01;10,35;0,00;0,00;3,86;;39,076;39,182;0,0757994;20,94300;0,05500;-0,01300;0,0008999;;1624,82;1472,00;;;
;;1473;20,94200;0,05500;-0,013000;123,000;100,03;1613,2101;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,050;263,170;0,000;26,100;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,352;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;70,8697;0,00000;0,0000;-0,00083335;-0,00083335;-0,00393;-2,29856;57,6386;27,622797;-0,000081;23,420289;23,389004;0,0000;-0,0157;0,01;10,35;0,00;0,00;3,48;;39,098;39,216;0,0754053;20,94400;0,05500;-0,01900;0,0009154;;1624,82;1473,00;;;
;;1474;20,94300;0,05500;-0,020000;126,600;100,03;1613,2101;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,341;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;65,6524;0,00000;0,0000;0,00583347;0,00583347;-0,00127;0,33314;57,7042;28,024118;-0,000098;23,760553;23,728814;0,0000;-0,0192;0,01;10,35;0,00;0,00;3,83;;39,117;39,216;0,0698542;20,94300;0,05500;-0,00800;0,0008367;;1624,82;1474,00;;;
;;1475;20,94400;0,05500;-0,013000;132,275;100,03;1613,2001;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,367;26,067;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;71,1886;0,00000;0,0000;0,00583347;0,00583347;-0,00231;0,34052;57,7754;28,645341;-0,000047;24,287264;24,254821;0,0000;-0,0093;0,01;10,35;0,00;0,00;3,91;;39,137;39,259;0,0757446;20,94300;0,05500;-0,01200;0,0008873;;1624,81;1475,00;;;
;;1476;20,94200;0,05500;-0,010000;125,450;100,03;1613,2001;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,050;263,170;0,000;26,100;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,333;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;39,7703;0,00000;0,0000;-0,00083335;-0,00083335;0,00390;-2,32134;57,8152;27,896546;-0,000030;23,652390;23,620795;0,0000;-0,0057;0,01;10,35;0,00;0,00;3,52;;39,148;39,259;0,0423156;20,94400;0,05500;0,01300;0,0005107;;1624,81;1476,00;;;
;;1477;20,94200;0,05500;-0,008000;136,150;100,03;1613,2001;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,326;26,062;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;50,4830;0,00000;0,0000;0,00000000;0,00000000;0,00304;Infinity;57,8656;29,061895;-0,000047;24,640443;24,607529;0,0000;-0,0095;0,01;10,35;0,00;0,00;3,97;;39,152;39,288;0,0537139;20,94300;0,05500;0,00900;0,0006216;;1624,81;1477,00;;;
;;1478;20,94300;0,05500;0,005000;128,175;100,03;1613,2001;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,293;26,048;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;22,6314;0,00000;0,0000;0,00000000;0,00000000;0,00594;Infinity;57,8883;28,197901;-0,000029;23,907896;23,875961;0,0000;-0,0058;0,01;10,35;0,01;0,00;2,97;;39,151;39,288;0,0240798;20,94600;0,05500;0,02100;0,0002887;;1624,81;1478,00;;;
;;1479;20,94300;0,05500;0,015000;126,725;100,03;1613,2001;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,324;26,048;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;38,2338;0,00000;0,0000;0,00000000;0,00000000;0,00318;Infinity;57,9265;28,037950;-0,000098;23,772281;23,740526;0,0000;-0,0192;0,01;10,35;0,00;0,00;3,24;;39,145;39,295;0,0406808;20,94500;0,05500;0,01000;0,0004882;;1624,81;1479,00;;;
;;1480;20,94400;0,05500;0,020000;134,425;100,03;1613,2001;0,000;100,586;41,400;0,005;299,450;299,050;26,50;299,050;263,170;0,000;26,100;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,60;16,301;26,046;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;57,6319;0,00000;0,0000;-0,00083327;-0,00083327;-0,00003;-2,40318;57,9841;28,877204;-0,000081;24,483851;24,451146;0,0000;-0,0163;0,01;10,35;0,00;0,00;3,64;;39,151;39,295;0,0613203;20,94400;0,05500;-0,00300;0,0007131;;1624,81;1480,00;;;
;;1481;20,94300;0,05500;0,011000;131,650;100,03;1613,2001;0,000;100,588;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,61;16,301;26,038;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;52,9614;0,00000;0,0000;0,00583291;0,00583291;0,00097;0,33975;58,0371;28,577586;-0,000115;24,229817;24,197451;0,0000;-0,0229;0,01;10,35;0,00;0,00;3,60;;39,162;39,304;0,0563509;20,94400;0,05500;0,00100;0,0006625;;1624,81;1481,00;;;
;;1482;20,94300;0,05500;0,000000;129,225;100,04;1613,1901;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,050;263,170;0,000;26,100;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,61;16,289;26,059;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;42,1554;0,00000;0,0000;0,00583291;0,00583291;0,00022;0,26235;58,0793;28,313162;-0,000150;24,005622;23,973556;0,0000;-0,0296;0,01;10,35;0,00;0,00;2,69;;39,167;39,304;0,0448533;20,94700;0,05400;-0,00200;0,0005320;;1624,80;1482,00;;;
;;1483;20,94300;0,05500;-0,013000;129,000;100,04;1613,1901;0,000;100,590;41,400;0,005;299,450;299,150;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,61;16,247;26,064;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;52,9431;0,00000;0,0000;-0,00083327;-0,00083327;-0,00128;-1,83488;58,1322;28,288503;-0,000132;23,984715;23,960686;0,0000;-0,0261;0,01;10,35;0,00;0,00;2,98;;39,173;39,322;0,0563315;20,94600;0,05400;-0,00800;0,0006683;;1624,80;1483,00;;;
;;1484;20,94300;0,05500;-0,019000;131,550;100,04;1613,1901;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,117;263,170;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,61;16,253;26,062;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;44,3104;0,00000;0,0000;0,00000000;0,00000000;0,00072;Infinity;58,1765;28,566730;-0,000218;24,220612;24,188259;0,0000;-0,0434;0,01;10,35;0,00;0,00;3,01;;39,179;39,322;0,0471463;20,94600;0,05500;0,00000;0,0005544;;1624,80;1484,00;;;
;;1485;20,94400;0,05500;-0,008000;130,475;100,04;1613,1901;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,61;16,245;26,043;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;33,7320;0,00000;0,0000;0,00000000;0,00000000;0,00423;Infinity;58,2102;28,449770;-0,000217;24,121447;24,089226;0,0000;-0,0432;0,01;10,35;0,00;0,00;3,29;;39,179;39,327;0,0358909;20,94500;0,05600;0,01400;0,0004250;;1624,80;1485,00;;;
;;1486;20,94300;0,05500;-0,012000;130,925;100,03;1613,1901;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,117;263,170;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,61;16,213;26,051;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;52,5581;0,00000;0,0000;0,00000000;0,00000000;0,00198;Infinity;58,2628;28,498789;-0,000097;24,163008;24,130731;0,0000;-0,0193;0,01;10,35;0,00;0,00;3,89;;39,182;39,327;0,0559218;20,94300;0,05600;0,00500;0,0006596;;1624,80;1486,00;;;
;;1487;20,94300;0,05500;0,013000;129,375;100,04;1613,1901;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,117;263,170;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,61;16,240;26,059;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;44,1631;0,00000;0,0000;0,00000000;0,00000000;0,00422;Infinity;58,3070;28,329590;-0,000165;24,019551;23,987466;0,0000;-0,0327;0,01;10,35;0,00;0,00;3,87;;39,188;39,327;0,0469896;20,94300;0,05500;0,01400;0,0005584;;1624,80;1487,00;;;
;;1488;20,94400;0,05500;0,009000;125,650;100,04;1613,1901;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,62;16,217;26,056;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;47,7614;0,00000;0,0000;0,00000000;0,00000000;0,00194;Infinity;58,3547;27,918776;-0,000131;23,671237;23,639617;0,0000;-0,0255;0,01;10,35;0,00;0,00;3,52;;39,193;39,327;0,0508181;20,94400;0,05500;0,00500;0,0006119;;1624,80;1488,00;;;
;;1489;20,94300;0,05500;0,021000;132,200;100,04;1613,1901;0,000;100,594;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,62;16,196;26,067;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;43,8880;0,00000;0,0000;0,00000000;0,00000000;0,00325;Infinity;58,3986;28,637218;-0,000165;24,280377;24,247943;0,0000;-0,0330;0,01;10,35;0,00;0,00;3,61;;39,197;39,333;0,0466968;20,94400;0,05500;0,01000;0,0005486;;1624,80;1489,00;;;
;;1490;20,94600;0,05500;0,010000;133,575;100,03;1613,1901;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,200;26,200;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,62;16,177;26,056;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;60,2593;0,00000;0,0000;0,00000000;0,00000000;0,00047;Infinity;58,4589;28,785761;-0,000113;24,406320;24,373718;0,0000;-0,0228;0,01;10,35;0,00;0,00;3,93;;39,206;39,333;0,0641159;20,94300;0,05500;-0,00100;0,0007481;;1624,80;1490,00;;;
;;1491;20,94500;0,05500;-0,003000;132,750;100,03;1613,1901;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,117;263,170;0,000;26,200;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,62;16,184;26,051;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;65,1839;0,00000;0,0000;0,00000000;0,00000000;-0,00079;Infinity;58,5241;28,696728;-0,000078;24,330832;24,298332;0,0000;-0,0157;0,01;10,35;0,00;0,00;3,92;;39,221;39,354;0,0693557;20,94300;0,05500;-0,00600;0,0008114;;1624,80;1491,00;;;
;;1492;20,94400;0,05400;0,001000;131,450;100,03;1613,1901;0,000;100,594;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,62;16,179;26,048;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;66,8982;0,00000;0,0000;0,00000000;0,00000000;-0,00129;Infinity;58,5910;28,555871;-0,000078;24,211405;24,179064;0,0000;-0,0156;0,01;10,35;0,00;0,00;3,90;;39,239;39,354;0,0711797;20,94300;0,05500;-0,00800;0,0008367;;1624,80;1492,00;;;
;;1493;20,94400;0,05400;-0,002000;125,525;100,02;1613,1901;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,62;16,150;26,067;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;71,8442;0,00000;0,0000;0,00000000;0,00000000;-0,00496;Infinity;58,6628;27,904885;-0,000009;23,659459;23,627856;0,0000;-0,0017;0,01;10,35;0,00;0,00;3,23;;39,260;39,393;0,0764423;20,94500;0,05400;-0,02300;0,0009183;;1624,80;1493,00;;;
;;1494;20,94700;0,05500;-0,008000;124,450;100,02;1613,1901;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,62;16,184;26,056;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;71,5426;0,00000;0,0000;0,00000000;0,00000000;-0,00518;Infinity;58,7343;27,785138;0,000043;23,557931;23,526463;0,0000;0,0083;0,01;10,36;-0,01;0,00;3,22;;39,281;39,393;0,0761213;20,94500;0,05500;-0,02400;0,0009183;;1624,80;1494,00;;;
;;1495;20,94600;0,05600;0,000000;125,950;100,02;1613,1901;0,000;100,592;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,63;16,102;26,067;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;60,7641;0,00000;0,0000;0,00000000;0,00000000;-0,00127;Infinity;58,7951;27,952084;0,000026;23,699478;23,667820;0,0000;0,0050;0,01;10,36;0,00;0,00;3,52;;39,299;39,429;0,0646530;20,94400;0,05500;-0,00800;0,0007763;;1624,80;1495,00;;;
;;1496;20,94600;0,05600;0,014000;128,925;100,02;1613,1901;0,000;100,590;41,400;0,005;299,450;299,050;26,50;299,083;263,170;0,000;26,100;26,300;25,400;301,450;;;;;0,00;0,00;0,00;3,00;9,63;16,093;26,051;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;51,9203;0,00000;0,0000;0,00000000;0,00000000;-0,00103;Infinity;58,8470;28,280278;0,000026;23,977741;23,945712;0,0000;0,0051;0,01;10,37;0,00;0,00;2,98;;39,311;39,429;0,0552432;20,94600;0,05400;-0,00700;0,0006556;;1624,80;1496,00;;;
