General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;1913;20,92100;0,05800;-0,008000;125,150;100,03;1633,7601;0,000;100,534;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,10;15,341;26,275;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,8239;0,00000;0,0000;0,00583347;0,00583347;-0,00177;0,48106;34,6396;27,793647;-0,000110;23,683187;23,659579;0,0000;-0,0026;0,00;0,55;0,00;0,00;1,19;;18,101;18,124;0,1751641;20,92000;0,05800;-0,01100;0,0021177;;1645,37;1913,00;;;
;;1914;20,92100;0,05900;-0,007000;127,150;100,04;1633,7501;0,000;100,526;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,10;15,318;26,262;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,0122;0,00000;0,0000;0,00583347;0,00583347;-0,00302;0,48489;34,6596;28,014849;-0,000127;23,871676;23,847879;0,0000;-0,0030;0,00;0,55;0,00;0,00;1,16;;18,102;18,124;0,1768275;20,92100;0,05800;-0,01600;0,0021205;;1645,36;1914,00;;;
;;1915;20,92200;0,05800;-0,009000;125,750;100,04;1633,7501;0,000;100,526;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,10;15,355;26,233;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,4292;0,00000;0,0000;-0,00083335;-0,00083335;0,00069;-3,88690;34,6770;27,860191;-0,000127;23,739890;23,716225;0,0000;-0,0030;0,00;0,55;0,00;0,00;1,12;;18,102;18,125;0,1540040;20,92200;0,05900;-0,00100;0,0018581;;1645,36;1915,00;;;
;;1916;20,92200;0,05800;-0,006000;129,050;100,04;1633,7501;0,000;100,534;41,200;0,000;300,950;300,650;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,10;15,305;26,238;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,5347;0,00000;0,0000;0,00000000;0,00000000;0,00120;Infinity;34,6946;28,223385;-0,000180;24,049371;24,025397;0,0000;-0,0043;0,00;0,55;0,00;0,00;1,14;;18,102;18,125;0,1549370;20,92200;0,05800;0,00100;0,0018455;;1645,36;1916,00;;;
;;1917;20,92200;0,05900;-0,006000;127,200;100,04;1633,7501;0,000;100,536;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,11;15,355;26,238;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,1870;0,00000;0,0000;0,00000000;0,00000000;0,00193;Infinity;34,7127;28,020356;-0,000197;23,876368;23,852567;0,0000;-0,0047;0,00;0,55;0,00;0,00;1,20;;18,102;18,125;0,1607001;20,92000;0,05800;0,00400;0,0019283;;1645,36;1917,00;;;
;;1918;20,92100;0,05800;0,010000;132,300;100,04;1633,7501;0,000;100,526;41,200;0,000;300,950;300,650;27,00;301,950;263,158;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,11;15,303;26,243;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,9786;0,00000;0,0000;0,00000000;0,00000000;0,00726;Infinity;34,7287;28,576565;-0,000214;24,350318;24,326045;0,0000;-0,0052;0,00;0,55;0,01;0,00;1,22;;18,101;18,125;0,1411870;20,92000;0,05800;0,02500;0,0016630;;1645,36;1918,00;;;
;;1919;20,92200;0,05800;-0,013000;126,950;100,05;1633,7501;0,000;100,534;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,11;15,326;26,241;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,3083;0,00000;0,0000;0,00000000;0,00000000;-0,00277;Infinity;34,7480;27,992806;-0,000232;23,852893;23,829115;0,0000;-0,0055;0,00;0,55;0,00;0,00;1,13;;18,101;18,125;0,1706080;20,92200;0,05800;-0,01500;0,0020476;;1645,36;1919,00;;;
;;1920;20,92100;0,05800;-0,014000;127,750;100,05;1633,7501;0,000;100,536;41,200;0,000;300,950;300,650;27,00;301,950;263,158;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,11;15,339;26,243;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,7165;0,00000;0,0000;-0,00083335;-0,00083335;-0,00030;-2,88672;34,7658;28,080869;-0,000249;23,927932;23,904079;-0,0001;-0,0059;0,00;0,55;0,00;0,00;1,10;;18,101;18,125;0,1565427;20,92300;0,05700;-0,00500;0,0018736;;1645,36;1920,00;;;
;;1921;20,92100;0,05900;-0,014000;131,325;100,05;1633,7501;0,000;100,534;41,200;0,005;300,950;300,650;27,10;301,950;263,158;0,000;29,300;29,000;28,100;301,850;;;;;0,00;0,00;0,00;1,00;15,11;15,297;26,259;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,6635;0,00000;0,0000;0,00583347;0,00583347;-0,00080;0,49278;34,7844;28,471071;-0,000284;24,260426;24,236242;-0,0001;-0,0068;0,00;0,55;0,00;0,00;1,15;;18,102;18,126;0,1649108;20,92200;0,05800;-0,00700;0,0019466;;1645,36;1921,00;;;
;;1922;20,92100;0,05800;-0,003000;125,775;100,05;1633,7401;0,000;100,526;41,200;0,005;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,850;;;;;0,00;0,00;0,00;1,00;15,11;15,336;26,270;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,8611;0,00000;0,0000;0,00583347;0,00583347;-0,00202;0,48226;34,8033;27,862960;-0,000301;23,742250;23,718583;-0,0001;-0,0071;0,00;0,55;0,00;0,00;1,12;;18,102;18,126;0,1666563;20,92200;0,05800;-0,01200;0,0020097;;1645,35;1922,00;;;
;;1923;20,92200;0,05800;-0,008000;132,350;100,06;1633,7401;0,000;100,528;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,850;;;;;0,00;0,00;0,00;1,00;15,11;15,282;26,233;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,6618;0,00000;0,0000;-0,00083335;-0,00083335;-0,00358;-3,46291;34,8239;28,581964;-0,000336;24,354919;24,330641;-0,0001;-0,0081;0,00;0,55;0,00;0,00;1,19;;18,103;18,128;0,1825679;20,92100;0,05800;-0,01800;0,0021458;;1645,35;1923,00;;;
;;1924;20,92200;0,05800;-0,011000;127,250;100,05;1633,7401;0,000;100,528;41,200;0,000;300,950;300,650;27,00;301,917;263,151;0,000;29,200;29,000;28,100;301,850;;;;;0,00;0,00;0,00;1,00;15,12;15,339;26,259;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,7315;0,00000;0,0000;0,00000000;0,00000000;-0,00153;Infinity;34,8427;28,025862;-0,000300;23,881060;23,857255;-0,0001;-0,0071;0,00;0,55;0,00;0,00;1,13;;18,104;18,128;0,1655113;20,92200;0,05800;-0,01000;0,0019844;;1645,35;1924,00;;;
;;1925;20,92000;0,05900;-0,016000;130,700;100,06;1633,7401;0,000;100,526;41,200;0,000;300,950;300,650;27,10;301,917;263,158;0,000;29,200;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,12;15,297;26,246;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,0708;0,00000;0,0000;0,00000000;0,00000000;0,00271;Infinity;34,8607;28,403240;-0,000335;24,202627;24,178501;-0,0001;-0,0080;0,00;0,55;0,00;0,00;1,21;;18,104;18,129;0,1596732;20,92000;0,05800;0,00700;0,0018904;;1645,35;1925,00;;;
;;1926;20,92100;0,05800;-0,001000;125,475;100,06;1633,7401;0,000;100,528;41,200;0,000;300,950;300,650;27,10;301,917;263,151;0,000;29,200;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,12;15,299;26,273;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,7363;0,00000;0,0000;0,00000000;0,00000000;0,00142;Infinity;34,8785;27,829711;-0,000387;23,713918;23,690279;-0,0001;-0,0091;0,00;0,55;0,00;0,00;1,16;;18,104;18,129;0,1567176;20,92100;0,05800;0,00200;0,0018932;;1645,35;1926,00;;;
;;1927;20,92200;0,05800;0,001000;128,650;100,05;1633,7401;0,000;100,526;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,200;29,100;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,12;15,305;26,243;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,8394;0,00000;0,0000;0,00000000;0,00000000;0,00144;Infinity;34,8963;28,179611;-0,000316;24,012071;23,988134;-0,0001;-0,0075;0,00;0,55;0,00;0,00;1,17;;18,103;18,129;0,1576293;20,92100;0,05900;0,00200;0,0018806;;1645,35;1927,00;;;
;;1928;20,92200;0,05800;0,004000;129,425;100,05;1633,7401;0,000;100,526;41,200;0,000;300,950;300,650;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,12;15,297;26,246;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,5610;0,00000;0,0000;-0,00083335;-0,00083335;0,00095;-3,94329;34,9139;28,264362;-0,000315;24,084288;24,060280;-0,0001;-0,0075;0,00;0,55;0,00;0,00;1,14;;18,103;18,129;0,1551691;20,92200;0,05900;0,00000;0,0018455;;1645,35;1928,00;;;
;;1929;20,92000;0,05800;0,025000;125,700;100,05;1633,7401;0,000;100,528;41,200;0,000;300,950;300,650;27,00;301,917;263,151;0,000;29,200;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,12;15,322;26,262;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,1568;0,00000;0,0000;0,00583347;0,00583347;0,00241;0,55516;34,9310;27,854652;-0,000280;23,735170;23,711510;-0,0001;-0,0066;0,00;0,55;0,00;0,00;1,16;;18,103;18,128;0,1515972;20,92100;0,05900;0,00600;0,0018301;;1645,35;1929,00;;;
;;1930;20,92000;0,05700;-0,015000;127,400;100,05;1633,7301;0,000;100,536;41,200;0,000;300,950;300,650;27,10;301,917;263,158;0,000;29,200;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,12;15,313;26,267;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,2625;0,00000;0,0000;0,00583347;0,00583347;-0,00054;0,48536;34,9493;28,042376;-0,000279;23,895131;23,871312;-0,0001;-0,0066;0,00;0,55;0,00;0,00;1,13;;18,103;18,128;0,1613672;20,92200;0,05800;-0,00600;0,0019339;;1645,34;1930,00;;;
;;1931;20,92200;0,05800;-0,005000;133,275;100,05;1633,7301;0,000;100,526;41,200;0,000;300,950;300,650;27,10;301,917;263,151;0,000;29,200;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,13;15,339;26,249;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,1886;0,00000;0,0000;-0,00083335;-0,00083335;0,00020;-4,00151;34,9675;28,681671;-0,000314;24,439880;24,415517;-0,0001;-0,0076;0,00;0,55;0,00;0,00;1,15;;18,103;18,128;0,1607145;20,92200;0,05900;-0,00300;0,0018834;;1645,34;1931,00;;;
;;1932;20,92300;0,05800;-0,007000;129,625;100,05;1633,7301;0,000;100,536;41,200;0,000;300,850;300,550;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,13;15,276;26,246;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,7287;0,00000;0,0000;0,00000000;0,00000000;-0,00030;Infinity;34,9852;28,290893;-0,000278;24,098884;24,074854;-0,0001;-0,0066;0,00;0,55;0,00;0,00;1,10;;18,103;18,128;0,1566508;20,92300;0,05800;-0,00500;0,0018610;;1645,34;1932,00;;;
;;1933;20,92200;0,05800;-0,012000;126,650;100,05;1633,7301;0,000;100,534;41,200;0,000;300,850;300,550;27,10;301,950;263,158;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,13;15,332;26,249;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,1690;0,00000;0,0000;0,00000000;0,00000000;-0,00252;Infinity;35,0044;27,964359;-0,000278;23,820735;23,796981;-0,0001;-0,0066;0,00;0,55;0,00;0,00;1,13;;18,103;18,128;0,1693774;20,92200;0,05800;-0,01400;0,0020350;;1645,34;1933,00;;;
;;1934;20,92200;0,05800;-0,018000;128,825;100,06;1633,7301;0,000;100,528;41,200;0,000;300,850;300,550;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,13;15,297;26,235;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,7542;0,00000;0,0000;0,00000000;0,00000000;-0,00105;Infinity;35,0241;28,203457;-0,000330;24,024404;24,000448;-0,0001;-0,0079;0,00;0,55;0,00;0,00;1,21;;18,104;18,128;0,1745480;20,92000;0,05800;-0,00800;0,0020798;;1645,34;1934,00;;;
;;1935;20,92100;0,05800;-0,010000;131,575;100,06;1633,7301;0,000;100,528;41,200;0,000;300,850;300,550;27,00;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,13;15,311;26,243;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,4093;0,00000;0,0000;0,00000000;0,00000000;0,00096;Infinity;35,0425;28,502894;-0,000330;24,279472;24,255262;-0,0001;-0,0079;0,00;0,55;0,00;0,00;1,18;;18,104;18,129;0,1626644;20,92100;0,05800;0,00000;0,0019185;;1645,34;1935,00;;;
;;1936;20,92200;0,05800;0,007000;126,675;100,05;1633,7301;0,000;100,528;41,200;0,000;300,950;300,650;27,10;301,983;263,158;0,000;29,300;29,100;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,13;15,297;26,243;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,5389;0,00000;0,0000;0,00000000;0,00000000;-0,00005;Infinity;35,0611;27,962472;-0,000276;23,827044;23,803293;-0,0001;-0,0065;0,00;0,55;0,00;0,00;1,16;;18,104;18,129;0,1638101;20,92100;0,05800;-0,00400;0,0019690;;1645,34;1936,00;;;
;;1937;20,92000;0,05900;0,002000;130,400;100,06;1633,7301;0,000;100,534;41,200;0,005;300,950;300,650;27,10;301,983;263,151;0,000;29,300;29,100;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,13;15,286;26,259;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,1086;0,00000;0,0000;0,00000000;0,00000000;0,00370;Infinity;35,0782;28,370624;-0,000329;24,174834;24,150736;-0,0001;-0,0079;0,00;0,55;0,00;0,00;1,18;;18,104;18,129;0,1511713;20,92100;0,05700;0,01100;0,0017922;;1645,34;1937,00;;;
;;1938;20,92100;0,05900;0,002000;128,875;100,05;1633,7301;0,000;100,528;41,200;0,005;300,950;300,650;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,14;15,326;26,243;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,9221;0,00000;0,0000;0,00000000;0,00000000;0,00567;Infinity;35,0941;28,204242;-0,000311;24,033059;24,009102;-0,0001;-0,0074;0,00;0,55;0,01;0,00;1,17;;18,103;18,129;0,1406880;20,92100;0,05800;0,01900;0,0016784;;1645,34;1938,00;;;
;;1939;20,92100;0,05900;0,000000;126,800;100,05;1633,7301;0,000;100,536;41,200;0,005;300,950;300,550;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,14;15,311;26,241;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,5428;0,00000;0,0000;-0,00083335;-0,00083335;0,00291;-3,38952;35,1107;27,976265;-0,000310;23,838798;23,807113;-0,0001;-0,0073;0,00;0,55;0,00;0,00;1,13;;18,102;18,127;0,1461725;20,92200;0,05800;0,00800;0,0017571;;1645,34;1939,00;;;
;;1940;20,92200;0,05800;0,006000;126,700;100,05;1633,7301;0,000;100,536;41,200;0,000;300,850;300,550;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,14;15,284;26,243;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,0180;0,00000;0,0000;0,00583347;0,00583347;0,00192;0,48411;35,1277;27,969878;-0,000274;23,825436;23,801678;-0,0001;-0,0065;0,00;0,55;0,00;0,00;1,13;;18,102;18,127;0,1503714;20,92200;0,05800;0,00400;0,0018076;;1645,34;1940,00;;;
;;1941;20,92100;0,05900;-0,006000;124,775;100,05;1633,7201;0,000;100,534;41,200;0,000;300,950;300,650;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,14;15,284;26,270;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,6672;0,00000;0,0000;0,00583347;0,00583347;-0,00176;0,48034;35,1463;27,751974;-0,000221;23,647678;23,624105;0,0000;-0,0052;0,00;0,55;0,00;0,00;1,12;;18,101;18,127;0,1649432;20,92200;0,05800;-0,01100;0,0019971;;1645,33;1941,00;;;
;;1942;20,92200;0,05800;-0,003000;126,950;100,05;1633,7201;0,000;100,528;41,200;0,000;300,950;300,650;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,14;15,292;26,270;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,1885;0,00000;0,0000;-0,00083335;-0,00083335;-0,00252;-3,39153;35,1655;27,992806;-0,000221;23,852893;23,829115;0,0000;-0,0052;0,00;0,55;0,00;0,00;1,13;;18,102;18,127;0,1695497;20,92200;0,05800;-0,01400;0,0020350;;1645,33;1942,00;;;
;;1943;20,92200;0,05800;-0,005000;132,750;100,05;1633,7201;0,000;100,528;41,200;0,000;300,850;300,650;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,14;15,307;26,259;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;21,0950;0,00000;0,0000;0,00000000;0,00000000;-0,00561;Infinity;35,1866;28,629880;-0,000221;24,387642;24,371430;0,0000;-0,0053;0,00;0,55;-0,01;0,00;1,15;;18,103;18,129;0,1863954;20,92200;0,05800;-0,02600;0,0021865;;1645,33;1943,00;;;
;;1944;20,92300;0,05800;-0,014000;126,875;100,04;1633,7201;0,000;100,534;41,200;0,000;300,950;300,650;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,14;15,311;26,259;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,2562;0,00000;0,0000;-0,00083335;-0,00083335;-0,00202;-3,90425;35,2049;27,984537;-0,000185;23,845846;23,822076;0,0000;-0,0044;0,00;0,55;0,00;0,00;1,09;;18,104;18,129;0,1613114;20,92300;0,05900;-0,01200;0,0019367;;1645,33;1944,00;;;
;;1945;20,92200;0,05800;-0,008000;126,150;100,04;1633,7201;0,000;100,536;41,200;0,000;300,950;300,650;27,00;301,983;263,151;0,000;29,300;29,100;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,15;15,322;26,262;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,0096;0,00000;0,0000;0,00583347;0,00583347;0,00044;0,55615;35,2219;27,904467;-0,000202;23,777618;23,753916;0,0000;-0,0048;0,00;0,55;0,00;0,00;1,09;;18,104;18,129;0,1502965;20,92300;0,05900;-0,00200;0,0018104;;1645,33;1945,00;;;
;;1946;20,92000;0,05800;0,000000;125,050;100,04;1633,7101;0,000;100,526;41,200;0,000;300,950;300,650;27,00;301,983;263,151;0,000;29,300;29,100;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,15;15,311;26,235;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,9357;0,00000;0,0000;0,00583347;0,00583347;-0,00226;0,55372;35,2418;27,782540;-0,000166;23,673723;23,650124;0,0000;-0,0039;0,00;0,55;0,00;0,00;1,19;;18,104;18,129;0,1761514;20,92000;0,05900;-0,01300;0,0021304;;1645,32;1946,00;;;
;;1947;20,92100;0,05700;-0,004000;125,875;100,04;1633,7101;0,000;100,528;41,200;0,000;300,950;300,650;27,10;301,950;263,151;0,000;29,300;29,000;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,15;15,294;26,259;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,7645;0,00000;0,0000;-0,00083335;-0,00083335;0,00143;-3,37714;35,2596;27,874035;-0,000218;23,751687;23,728010;0,0000;-0,0051;0,00;0,55;0,00;0,00;1,16;;18,104;18,129;0,1569672;20,92100;0,05800;0,00200;0,0018932;;1645,32;1947,00;;;
;;1948;20,92100;0,05800;0,011000;126,850;100,04;1633,7101;0,000;100,536;41,200;0,000;300,950;300,650;27,10;301,983;263,151;0,000;29,300;29,100;28,100;301,950;;;;;0,00;0,00;0,00;1,00;15,15;15,282;26,267;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,2649;0,00000;0,0000;-0,00083335;-0,00083335;0,00143;-3,39019;35,2769;27,981780;-0,000218;23,843497;23,819729;0,0000;-0,0052;0,00;0,55;0,00;0,00;1,13;;18,104;18,129;0,1525523;20,92200;0,05800;0,00200;0,0018329;;1645,32;1948,00;;;
