s,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box
 1.38014E+002, 2.75471E+001, 3.00650E+001, 2.50000E+001, 2.50000E+001, 2.50528E+001, 2.73796E+001, 2.94119E+001, 1.79940E-002, 2.04278E-001, 4.81305E+002
 1.39000E+002, 2.73984E+001, 3.01911E+001, 2.50000E+001, 2.50000E+001, 2.50506E+001, 2.74524E+001, 2.90790E+001, 1.79994E-002, 2.04264E-001, 4.82345E+002
 1.40006E+002, 2.71625E+001, 3.04473E+001, 2.50000E+001, 2.50000E+001, 2.50499E+001, 2.71230E+001, 2.90638E+001, 1.80053E-002, 2.04241E-001, 4.82953E+002
 1.41012E+002, 2.70925E+001, 3.05926E+001, 2.50000E+001, 2.50000E+001, 2.50500E+001, 2.71844E+001, 2.90306E+001, 1.80004E-002, 2.04241E-001, 4.83214E+002
 1.42018E+002, 2.71174E+001, 3.04475E+001, 2.50000E+001, 2.50000E+001, 2.50534E+001, 2.75920E+001, 2.89655E+001, 1.79929E-002, 2.04172E-001, 4.83523E+002
 1.43003E+002, 2.76963E+001, 2.99932E+001, 2.50000E+001, 2.50000E+001, 2.50612E+001, 2.71632E+001, 2.91213E+001, 1.79896E-002, 2.04161E-001, 4.83735E+002
 1.44009E+002, 2.78114E+001, 3.00040E+001, 2.50000E+001, 2.50000E+001, 2.50640E+001, 2.68372E+001, 2.90872E+001, 1.80058E-002, 2.04159E-001, 4.84232E+002
 1.45015E+002, 2.75391E+001, 2.98795E+001, 2.50000E+001, 2.50000E+001, 2.50558E+001, 2.74151E+001, 2.89445E+001, 1.80099E-002, 2.04160E-001, 4.84884E+002
 1.46001E+002, 2.80627E+001, 2.99332E+001, 2.50000E+001, 2.50000E+001, 2.50540E+001, 2.72351E+001, 2.87689E+001, 1.80008E-002, 2.04161E-001, 4.85593E+002
 1.47007E+002, 2.75802E+001, 3.02796E+001, 2.50000E+001, 2.50000E+001, 2.50549E+001, 2.71991E+001, 2.89058E+001, 1.80047E-002, 2.04156E-001, 4.86388E+002
 1.48012E+002, 2.88643E+001, 3.05593E+001, 2.50000E+001, 2.50000E+001, 2.50567E+001, 2.80210E+001, 2.91137E+001, 1.79911E-002, 2.04161E-001, 4.86875E+002
 1.49018E+002, 2.81202E+001, 3.06995E+001, 2.50000E+001, 2.50000E+001, 2.50563E+001, 2.81326E+001, 2.89649E+001, 1.80000E-002, 2.04178E-001, 4.86926E+002
 1.50000E+002, 2.87211E+001, 3.10735E+001, 2.50000E+001, 2.50000E+001, 2.50547E+001, 2.78786E+001, 2.90391E+001, 1.80098E-002, 2.04205E-001, 4.86640E+002
