s,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box
 1.37003E+002, 2.60880E+001, 2.86900E+001, 4.01913E+001, 3.06682E+001, 2.50271E+001, 2.62648E+001, 2.75961E+001, 1.79993E-002, 2.04360E-001, 3.78971E+002
 1.38005E+002, 2.61000E+001, 2.87184E+001, 3.98374E+001, 3.07008E+001, 2.50275E+001, 2.53479E+001, 2.80716E+001, 1.79994E-002, 2.04253E-001, 3.79248E+002
 1.39007E+002, 2.61314E+001, 2.86726E+001, 3.99813E+001, 3.04383E+001, 2.50278E+001, 2.52164E+001, 2.78453E+001, 1.80001E-002, 2.04202E-001, 3.79425E+002
 1.40008E+002, 2.61558E+001, 2.84700E+001, 4.01265E+001, 3.02462E+001, 2.50283E+001, 2.52589E+001, 2.77435E+001, 1.80005E-002, 2.04184E-001, 3.79583E+002
 1.41010E+002, 2.61572E+001, 2.85808E+001, 3.98437E+001, 3.05573E+001, 2.50292E+001, 2.54388E+001, 2.79744E+001, 1.80011E-002, 2.04177E-001, 3.79844E+002
 1.42012E+002, 2.61866E+001, 2.85790E+001, 3.95681E+001, 3.03745E+001, 2.50304E+001, 2.55146E+001, 2.81332E+001, 1.79997E-002, 2.04176E-001, 3.80178E+002
 1.43014E+002, 2.61693E+001, 2.88483E+001, 3.96562E+001, 3.02376E+001, 2.50314E+001, 2.55274E+001, 2.82349E+001, 1.80001E-002, 2.04188E-001, 3.80715E+002
 1.44001E+002, 2.61366E+001, 2.90090E+001, 3.99286E+001, 3.04165E+001, 2.50318E+001, 2.54600E+001, 2.83342E+001, 1.79994E-002, 2.04225E-001, 3.81343E+002
 1.45003E+002, 2.61383E+001, 2.88049E+001, 3.97685E+001, 3.04632E+001, 2.50312E+001, 2.55865E+001, 2.81902E+001, 1.80012E-002, 2.04204E-001, 3.81901E+002
 1.46005E+002, 2.61641E+001, 2.88844E+001, 3.97452E+001, 3.07751E+001, 2.50301E+001, 2.58370E+001, 2.77268E+001, 1.79995E-002, 2.04102E-001, 3.82449E+002
 1.47007E+002, 2.62216E+001, 2.87877E+001, 4.00096E+001, 3.07957E+001, 2.50290E+001, 2.59953E+001, 2.77603E+001, 1.79992E-002, 2.04026E-001, 3.82934E+002
 1.48008E+002, 2.62381E+001, 2.87782E+001, 4.02887E+001, 3.07886E+001, 2.50287E+001, 2.57492E+001, 2.84101E+001, 1.79990E-002, 2.03986E-001, 3.83363E+002
 1.49010E+002, 2.62284E+001, 2.88102E+001, 4.00863E+001, 3.09194E+001, 2.50281E+001, 2.54157E+001, 2.82815E+001, 1.80006E-002, 2.03993E-001, 3.83749E+002
 1.50000E+002, 2.61974E+001, 2.89053E+001, 4.02855E+001, 3.10538E+001, 2.50276E+001, 2.52501E+001, 2.73961E+001, 1.80067E-002, 2.04034E-001, 3.84205E+002
