s,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box
 1.33004E+002, 2.53868E+001, 2.63672E+001, 4.10165E+001, 2.72205E+001, 2.50168E+001, 2.51081E+001, 2.62364E+001, 1.79932E-002, 2.04403E-001, 2.00612E+002
 1.34005E+002, 2.53883E+001, 2.63700E+001, 4.09085E+001, 2.72847E+001, 2.50172E+001, 2.51846E+001, 2.64403E+001, 1.79976E-002, 2.04404E-001, 2.01178E+002
 1.35001E+002, 2.53896E+001, 2.63796E+001, 4.13183E+001, 2.72872E+001, 2.50175E+001, 2.53251E+001, 2.64750E+001, 1.79949E-002, 2.04405E-001, 2.01742E+002
 1.36002E+002, 2.53913E+001, 2.64082E+001, 4.08749E+001, 2.72312E+001, 2.50177E+001, 2.53228E+001, 2.64101E+001, 1.79901E-002, 2.04397E-001, 2.02294E+002
 1.37003E+002, 2.53938E+001, 2.64422E+001, 4.08473E+001, 2.71516E+001, 2.50178E+001, 2.51845E+001, 2.63131E+001, 1.79946E-002, 2.04374E-001, 2.02830E+002
 1.38001E+002, 2.53971E+001, 2.64683E+001, 4.11856E+001, 2.70591E+001, 2.50178E+001, 2.51220E+001, 2.62075E+001, 1.79987E-002, 2.04344E-001, 2.03330E+002
 1.39003E+002, 2.54005E+001, 2.65008E+001, 4.09757E+001, 2.69819E+001, 2.50177E+001, 2.50950E+001, 2.61998E+001, 1.79979E-002, 2.04312E-001, 2.03752E+002
 1.40004E+002, 2.54032E+001, 2.65282E+001, 4.03171E+001, 2.69599E+001, 2.50176E+001, 2.50903E+001, 2.62391E+001, 1.79929E-002, 2.04277E-001, 2.04090E+002
 1.41003E+002, 2.54051E+001, 2.65137E+001, 4.08980E+001, 2.69860E+001, 2.50175E+001, 2.50991E+001, 2.62414E+001, 1.79989E-002, 2.04247E-001, 2.04398E+002
 1.42004E+002, 2.54063E+001, 2.64759E+001, 4.15909E+001, 2.69561E+001, 2.50175E+001, 2.51263E+001, 2.62484E+001, 1.79891E-002, 2.04233E-001, 2.04760E+002
 1.43001E+002, 2.54074E+001, 2.64562E+001, 4.17120E+001, 2.68235E+001, 2.50174E+001, 2.52331E+001, 2.62157E+001, 1.79931E-002, 2.04238E-001, 2.05153E+002
 1.44002E+002, 2.54086E+001, 2.64276E+001, 4.26340E+001, 2.71802E+001, 2.50173E+001, 2.54332E+001, 2.61154E+001, 1.79977E-002, 2.04250E-001, 2.05536E+002
 1.45001E+002, 2.54100E+001, 2.64024E+001, 4.33360E+001, 2.76331E+001, 2.50172E+001, 2.55181E+001, 2.59824E+001, 1.79991E-002, 2.04265E-001, 2.05874E+002
 1.46001E+002, 2.54114E+001, 2.63915E+001, 4.32445E+001, 2.76712E+001, 2.50169E+001, 2.53799E+001, 2.59204E+001, 1.79934E-002, 2.04275E-001, 2.06135E+002
 1.47001E+002, 2.54128E+001, 2.64022E+001, 4.29005E+001, 2.76181E+001, 2.50165E+001, 2.51863E+001, 2.58937E+001, 1.79942E-002, 2.04268E-001, 2.06366E+002
 1.48002E+002, 2.54141E+001, 2.64239E+001, 4.30642E+001, 2.75509E+001, 2.50162E+001, 2.51102E+001, 2.58117E+001, 1.79956E-002, 2.04239E-001, 2.06652E+002
 1.49003E+002, 2.54151E+001, 2.64529E+001, 4.21605E+001, 2.76765E+001, 2.50160E+001, 2.51010E+001, 2.57066E+001, 1.79960E-002, 2.04204E-001, 2.07033E+002
 1.50000E+002, 2.54157E+001, 2.64922E+001, 4.10436E+001, 2.76783E+001, 2.50160E+001, 2.51459E+001, 2.58296E+001, 1.79970E-002, 2.04182E-001, 2.07494E+002
