s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door
 1.41001E+002, 2.56212E+001, 2.73329E+001, 4.14507E+001, 2.99257E+001, 2.50149E+001, 2.64666E+001, 2.75759E+001, 7.46761E+001, 5.69113E+001, 5.31741E+001, 5.45683E+001, 5.75300E+001, 1.91424E+002, 1.49793E+002, 1.15180E+002, 9.25915E+001, 7.07824E+001, 3.49232E+001, 2.92028E+001, 2.88301E+001, 2.87553E+001, 2.94747E+001, 2.54875E+001, 2.55249E+001, 2.56212E+001, 2.57090E+001, 2.59422E+001, 2.53873E+001, 2.54692E+001, 2.55757E+001, 2.56642E+001, 2.58962E+001, 2.53434E+001, 2.54439E+001, 2.55465E+001, 2.56362E+001, 2.58707E+001, 3.16686E+002, 1.84134E+002, 3.79084E-002, 2.04259E-001, 2.89854E+002, 2.30000E-001, 2.61049E+001, 2.61049E+001, 1.19951E-001, 2.86008E+001, 2.50804E+001, 7.50841E-002, 2.69984E+001, 2.50180E+001
 1.42001E+002, 2.56232E+001, 2.73333E+001, 4.09391E+001, 3.01568E+001, 2.50148E+001, 2.58823E+001, 2.74841E+001, 7.42007E+001, 5.61799E+001, 5.26786E+001, 5.44218E+001, 5.83201E+001, 1.89705E+002, 1.47959E+002, 1.14380E+002, 9.20776E+001, 7.09120E+001, 3.44655E+001, 2.92343E+001, 2.87870E+001, 2.88892E+001, 2.95520E+001, 2.54860E+001, 2.55258E+001, 2.56232E+001, 2.57140E+001, 2.59481E+001, 2.53870E+001, 2.54694E+001, 2.55766E+001, 2.56683E+001, 2.59005E+001, 2.53440E+001, 2.54463E+001, 2.55503E+001, 2.56427E+001, 2.58749E+001, 3.16706E+002, 1.84668E+002, 3.79091E-002, 2.04217E-001, 2.90224E+002, 2.30000E-001, 2.61088E+001, 2.61088E+001, 1.20645E-001, 2.86573E+001, 2.50807E+001, 7.42403E-002, 2.69049E+001, 2.50179E+001
 1.43000E+002, 2.56240E+001, 2.73406E+001, 4.18185E+001, 3.03610E+001, 2.50148E+001, 2.53727E+001, 2.68391E+001, 7.38360E+001, 5.57650E+001, 5.19976E+001, 5.40092E+001, 5.72331E+001, 1.89423E+002, 1.48550E+002, 1.14009E+002, 9.17256E+001, 6.90276E+001, 3.54980E+001, 2.91945E+001, 2.86547E+001, 2.87724E+001, 2.89088E+001, 2.54903E+001, 2.55289E+001, 2.56240E+001, 2.57166E+001, 2.59495E+001, 2.53893E+001, 2.54748E+001, 2.55818E+001, 2.56748E+001, 2.59056E+001, 2.53479E+001, 2.54542E+001, 2.55585E+001, 2.56512E+001, 2.58800E+001, 3.16728E+002, 1.84579E+002, 3.79127E-002, 2.04188E-001, 2.90641E+002, 2.30000E-001, 2.61140E+001, 2.61140E+001, 1.20466E-001, 2.86751E+001, 2.50813E+001, 7.91911E-002, 2.70218E+001, 2.50179E+001
 1.44000E+002, 2.56353E+001, 2.73667E+001, 4.16130E+001, 3.00632E+001, 2.50151E+001, 2.52245E+001, 2.66584E+001, 7.41246E+001, 5.57528E+001, 5.27360E+001, 5.42870E+001, 5.65382E+001, 1.90439E+002, 1.49596E+002, 1.15669E+002, 9.39722E+001, 7.10023E+001, 3.52053E+001, 2.91424E+001, 2.86961E+001, 2.87650E+001, 2.93875E+001, 2.55016E+001, 2.55403E+001, 2.56353E+001, 2.57235E+001, 2.59456E+001, 2.53954E+001, 2.54846E+001, 2.55910E+001, 2.56819E+001, 2.59053E+001, 2.53531E+001, 2.54634E+001, 2.55676E+001, 2.56581E+001, 2.58805E+001, 3.16793E+002, 1.85066E+002, 3.79111E-002, 2.04200E-001, 2.91221E+002, 2.30000E-001, 2.61181E+001, 2.61181E+001, 1.20173E-001, 2.86132E+001, 2.50820E+001, 7.81535E-002, 2.72202E+001, 2.50180E+001
 1.45002E+002, 2.56408E+001, 2.73009E+001, 4.12509E+001, 3.03736E+001, 2.50155E+001, 2.55054E+001, 2.62799E+001, 7.54373E+001, 5.71930E+001, 5.30484E+001, 5.41498E+001, 5.76698E+001, 1.89109E+002, 1.47910E+002, 1.13959E+002, 9.20039E+001, 6.89513E+001, 3.49427E+001, 2.89372E+001, 2.86202E+001, 2.85550E+001, 2.89779E+001, 2.55045E+001, 2.55468E+001, 2.56408E+001, 2.57281E+001, 2.59431E+001, 2.54014E+001, 2.54925E+001, 2.55982E+001, 2.56868E+001, 2.59030E+001, 2.53546E+001, 2.54671E+001, 2.55727E+001, 2.56611E+001, 2.58789E+001, 3.16755E+002, 1.84700E+002, 3.79081E-002, 2.04231E-001, 2.91757E+002, 2.30000E-001, 2.61240E+001, 2.61240E+001, 1.22173E-001, 2.86452E+001, 2.50825E+001, 7.81072E-002, 2.72832E+001, 2.50184E+001
 1.46002E+002, 2.56439E+001, 2.73212E+001, 4.02560E+001, 3.04345E+001, 2.50158E+001, 2.63118E+001, 2.64399E+001, 7.48869E+001, 5.67204E+001, 5.32937E+001, 5.51460E+001, 5.73309E+001, 1.88936E+002, 1.47369E+002, 1.13531E+002, 9.14549E+001, 6.93487E+001, 3.55683E+001, 2.90777E+001, 2.86017E+001, 2.86559E+001, 2.89111E+001, 2.55067E+001, 2.55498E+001, 2.56439E+001, 2.57330E+001, 2.59430E+001, 2.54005E+001, 2.54942E+001, 2.56020E+001, 2.56909E+001, 2.59060E+001, 2.53504E+001, 2.54631E+001, 2.55726E+001, 2.56616E+001, 2.58793E+001, 3.16673E+002, 1.84775E+002, 3.79074E-002, 2.04244E-001, 2.92278E+002, 2.30000E-001, 2.61187E+001, 2.61187E+001, 1.23667E-001, 2.86837E+001, 2.50828E+001, 7.84680E-002, 2.71247E+001, 2.50188E+001
 1.47001E+002, 2.56453E+001, 2.74349E+001, 4.10962E+001, 2.97055E+001, 2.50161E+001, 2.64060E+001, 2.65252E+001, 7.48642E+001, 5.71891E+001, 5.34863E+001, 5.50298E+001, 5.85907E+001, 1.89966E+002, 1.48379E+002, 1.14513E+002, 9.16648E+001, 6.90989E+001, 3.51848E+001, 2.90607E+001, 2.85151E+001, 2.85501E+001, 2.89876E+001, 2.55020E+001, 2.55451E+001, 2.56453E+001, 2.57333E+001, 2.59504E+001, 2.53937E+001, 2.54870E+001, 2.56003E+001, 2.56910E+001, 2.59072E+001, 2.53440E+001, 2.54545E+001, 2.55692E+001, 2.56597E+001, 2.58788E+001, 3.17264E+002, 1.84128E+002, 3.79062E-002, 2.04206E-001, 2.92763E+002, 2.30000E-001, 2.61155E+001, 2.61155E+001, 1.20731E-001, 2.85412E+001, 2.50829E+001, 7.75795E-002, 2.74537E+001, 2.50190E+001
 1.48001E+002, 2.56411E+001, 2.74579E+001, 4.08543E+001, 2.96923E+001, 2.50161E+001, 2.63539E+001, 2.65546E+001, 7.47345E+001, 5.69835E+001, 5.40248E+001, 5.63804E+001, 5.92174E+001, 1.89743E+002, 1.48308E+002, 1.13183E+002, 9.11530E+001, 6.86619E+001, 3.48003E+001, 2.89667E+001, 2.84916E+001, 2.86922E+001, 2.84238E+001, 2.54900E+001, 2.55338E+001, 2.56411E+001, 2.57299E+001, 2.59400E+001, 2.53880E+001, 2.54777E+001, 2.55955E+001, 2.56870E+001, 2.59046E+001, 2.53407E+001, 2.54490E+001, 2.55646E+001, 2.56556E+001, 2.58783E+001, 3.16826E+002, 1.83886E+002, 3.79093E-002, 2.04247E-001, 2.93112E+002, 2.30000E-001, 2.61128E+001, 2.61128E+001, 1.21152E-001, 2.85501E+001, 2.50831E+001, 7.05491E-002, 2.72727E+001, 2.50189E+001
 1.49001E+002, 2.56392E+001, 2.74894E+001, 4.14171E+001, 2.99614E+001, 2.50163E+001, 2.66003E+001, 2.72465E+001, 7.44667E+001, 5.67093E+001, 5.36687E+001, 5.60502E+001, 5.92832E+001, 1.90690E+002, 1.49617E+002, 1.14200E+002, 9.23104E+001, 6.89706E+001, 3.50206E+001, 2.88797E+001, 2.86682E+001, 2.85966E+001, 2.84652E+001, 2.54857E+001, 2.55283E+001, 2.56392E+001, 2.57254E+001, 2.59390E+001, 2.53869E+001, 2.54737E+001, 2.55925E+001, 2.56831E+001, 2.59070E+001, 2.53424E+001, 2.54495E+001, 2.55624E+001, 2.56529E+001, 2.58877E+001, 3.16739E+002, 1.84711E+002, 3.79076E-002, 2.04235E-001, 2.93562E+002, 2.30000E-001, 2.61135E+001, 2.61135E+001, 1.22074E-001, 2.85878E+001, 2.50837E+001, 6.70066E-002, 2.70727E+001, 2.50189E+001
 1.50002E+002, 2.56404E+001, 2.74636E+001, 4.15580E+001, 2.99952E+001, 2.50164E+001, 2.59651E+001, 2.69072E+001, 7.38868E+001, 5.69746E+001, 5.40732E+001, 5.61428E+001, 5.97078E+001, 1.91206E+002, 1.49612E+002, 1.15325E+002, 9.31685E+001, 7.07947E+001, 3.42681E+001, 2.88880E+001, 2.86157E+001, 2.85631E+001, 2.87006E+001, 2.54868E+001, 2.55297E+001, 2.56404E+001, 2.57262E+001, 2.59466E+001, 2.53902E+001, 2.54757E+001, 2.55927E+001, 2.56829E+001, 2.59166E+001, 2.53470E+001, 2.54544E+001, 2.55640E+001, 2.56546E+001, 2.59015E+001, 3.16655E+002, 1.84237E+002, 3.79154E-002, 2.04118E-001, 2.94057E+002, 2.30000E-001, 2.61149E+001, 2.61149E+001, 1.21364E-001, 2.85968E+001, 2.50845E+001, 7.41180E-002, 2.70576E+001, 2.50192E+001
 1.51001E+002, 2.56431E+001, 2.73825E+001, 4.10834E+001, 2.99532E+001, 2.50165E+001, 2.52776E+001, 2.65752E+001, 7.45307E+001, 5.75149E+001, 5.45043E+001, 5.67562E+001, 6.03609E+001, 1.89506E+002, 1.48591E+002, 1.14966E+002, 9.36291E+001, 7.27011E+001, 3.39628E+001, 2.87887E+001, 2.83602E+001, 2.83231E+001, 2.84521E+001, 2.54881E+001, 2.55345E+001, 2.56431E+001, 2.57259E+001, 2.59507E+001, 2.53961E+001, 2.54810E+001, 2.55952E+001, 2.56854E+001, 2.59210E+001, 2.53535E+001, 2.54618E+001, 2.55680E+001, 2.56591E+001, 2.59038E+001, 3.16790E+002, 1.83212E+002, 3.79172E-002, 2.04055E-001, 2.94568E+002, 2.30000E-001, 2.61212E+001, 2.61212E+001, 1.19817E-001, 2.85999E+001, 2.50855E+001, 8.33221E-002, 2.68485E+001, 2.50193E+001
 1.52000E+002, 2.56522E+001, 2.73923E+001, 4.08928E+001, 2.98811E+001, 2.50167E+001, 2.51942E+001, 2.66173E+001, 7.41631E+001, 5.70156E+001, 5.47460E+001, 5.72527E+001, 6.04776E+001, 1.89952E+002, 1.48993E+002, 1.15552E+002, 9.49224E+001, 7.31541E+001, 3.37520E+001, 2.86543E+001, 2.84405E+001, 2.85310E+001, 2.82400E+001, 2.54949E+001, 2.55435E+001, 2.56522E+001, 2.57320E+001, 2.59446E+001, 2.54023E+001, 2.54884E+001, 2.55999E+001, 2.56890E+001, 2.59153E+001, 2.53591E+001, 2.54693E+001, 2.55733E+001, 2.56640E+001, 2.58971E+001, 3.16746E+002, 1.83332E+002, 3.79161E-002, 2.04065E-001, 2.95061E+002, 2.30000E-001, 2.61268E+001, 2.61268E+001, 1.20447E-001, 2.86694E+001, 2.50865E+001, 8.57092E-002, 2.69669E+001, 2.50196E+001
 1.53002E+002, 2.56522E+001, 2.74223E+001, 4.12841E+001, 2.99080E+001, 2.50168E+001, 2.55605E+001, 2.65740E+001, 7.47365E+001, 5.83060E+001, 5.51580E+001, 5.73595E+001, 6.10935E+001, 1.89368E+002, 1.48572E+002, 1.15488E+002, 9.45828E+001, 7.37116E+001, 3.36531E+001, 2.86064E+001, 2.82921E+001, 2.83422E+001, 2.84410E+001, 2.54984E+001, 2.55486E+001, 2.56522E+001, 2.57328E+001, 2.59386E+001, 2.54070E+001, 2.54948E+001, 2.56037E+001, 2.56918E+001, 2.59080E+001, 2.53624E+001, 2.54743E+001, 2.55769E+001, 2.56662E+001, 2.58884E+001, 3.16769E+002, 1.81835E+002, 3.79122E-002, 2.04039E-001, 2.95415E+002, 2.30000E-001, 2.61299E+001, 2.61299E+001, 1.20512E-001, 2.86642E+001, 2.50874E+001, 8.37264E-002, 2.74238E+001, 2.50197E+001
 1.54001E+002, 2.56548E+001, 2.73478E+001, 4.07430E+001, 2.97434E+001, 2.50169E+001, 2.60954E+001, 2.61627E+001, 7.47569E+001, 5.79044E+001, 5.50765E+001, 5.77117E+001, 6.09669E+001, 1.88756E+002, 1.47381E+002, 1.14660E+002, 9.42369E+001, 7.38269E+001, 3.36257E+001, 2.85182E+001, 2.82956E+001, 2.83795E+001, 2.82914E+001, 2.55008E+001, 2.55521E+001, 2.56548E+001, 2.57329E+001, 2.59311E+001, 2.54093E+001, 2.54980E+001, 2.56061E+001, 2.56928E+001, 2.58992E+001, 2.53638E+001, 2.54764E+001, 2.55781E+001, 2.56648E+001, 2.58786E+001, 3.16758E+002, 1.83426E+002, 3.79132E-002, 2.03959E-001, 2.95761E+002, 2.30000E-001, 2.61276E+001, 2.61276E+001, 1.19779E-001, 2.86395E+001, 2.50881E+001, 7.48854E-002, 2.75502E+001, 2.50196E+001
 1.55000E+002, 2.56553E+001, 2.72747E+001, 4.06705E+001, 2.98967E+001, 2.50170E+001, 2.66804E+001, 2.63103E+001, 7.49636E+001, 5.85200E+001, 5.56767E+001, 5.81661E+001, 6.15189E+001, 1.89099E+002, 1.47804E+002, 1.14698E+002, 9.38064E+001, 7.30434E+001, 3.39126E+001, 2.85253E+001, 2.82017E+001, 2.83382E+001, 2.83256E+001, 2.55040E+001, 2.55525E+001, 2.56553E+001, 2.57344E+001, 2.59245E+001, 2.54105E+001, 2.54990E+001, 2.56064E+001, 2.56922E+001, 2.58909E+001, 2.53649E+001, 2.54773E+001, 2.55788E+001, 2.56637E+001, 2.58712E+001, 3.16821E+002, 1.82062E+002, 3.79107E-002, 2.03970E-001, 2.96038E+002, 2.30000E-001, 2.61359E+001, 2.61359E+001, 1.19604E-001, 2.86300E+001, 2.50886E+001, 6.67491E-002, 2.72689E+001, 2.50195E+001
 1.56002E+002, 2.56548E+001, 2.72816E+001, 4.11179E+001, 2.95605E+001, 2.50169E+001, 2.67765E+001, 2.73442E+001, 7.52065E+001, 5.77437E+001, 5.52651E+001, 5.79221E+001, 6.15968E+001, 1.89148E+002, 1.47701E+002, 1.15009E+002, 9.40238E+001, 7.28907E+001, 3.39031E+001, 2.85275E+001, 2.82531E+001, 2.83718E+001, 2.82701E+001, 2.55067E+001, 2.55544E+001, 2.56548E+001, 2.57351E+001, 2.59240E+001, 2.54128E+001, 2.55013E+001, 2.56082E+001, 2.56939E+001, 2.58906E+001, 2.53673E+001, 2.54800E+001, 2.55810E+001, 2.56657E+001, 2.58700E+001, 3.16880E+002, 1.82331E+002, 3.79114E-002, 2.04014E-001, 2.96295E+002, 2.30000E-001, 2.61328E+001, 2.61328E+001, 1.19338E-001, 2.85715E+001, 2.50888E+001, 6.57162E-002, 2.71180E+001, 2.50197E+001
 1.57001E+002, 2.56604E+001, 2.72927E+001, 4.11094E+001, 2.96789E+001, 2.50167E+001, 2.60980E+001, 2.72668E+001, 7.48714E+001, 5.78150E+001, 5.50263E+001, 5.75271E+001, 6.09620E+001, 1.88636E+002, 1.46976E+002, 1.14310E+002, 9.34489E+001, 7.26226E+001, 3.40826E+001, 2.85359E+001, 2.82224E+001, 2.82889E+001, 2.82683E+001, 2.55104E+001, 2.55579E+001, 2.56604E+001, 2.57397E+001, 2.59332E+001, 2.54156E+001, 2.55043E+001, 2.56124E+001, 2.56988E+001, 2.58997E+001, 2.53694E+001, 2.54824E+001, 2.55843E+001, 2.56699E+001, 2.58791E+001, 3.16935E+002, 1.83028E+002, 3.79095E-002, 2.04020E-001, 2.96586E+002, 2.30000E-001, 2.61371E+001, 2.61371E+001, 1.20888E-001, 2.86145E+001, 2.50891E+001, 6.56672E-002, 2.71376E+001, 2.50195E+001
 1.58002E+002, 2.56643E+001, 2.73156E+001, 4.10926E+001, 2.98961E+001, 2.50165E+001, 2.56875E+001, 2.66574E+001, 7.45709E+001, 5.74693E+001, 5.43897E+001, 5.70385E+001, 6.04947E+001, 1.89666E+002, 1.48295E+002, 1.15379E+002, 9.43392E+001, 7.23365E+001, 3.44771E+001, 2.86185E+001, 2.82359E+001, 2.83890E+001, 2.83795E+001, 2.55154E+001, 2.55606E+001, 2.56643E+001, 2.57458E+001, 2.59499E+001, 2.54169E+001, 2.55059E+001, 2.56152E+001, 2.57030E+001, 2.59102E+001, 2.53698E+001, 2.54819E+001, 2.55864E+001, 2.56741E+001, 2.58882E+001, 3.16992E+002, 1.82261E+002, 3.79096E-002, 2.03974E-001, 2.96923E+002, 2.30000E-001, 2.61419E+001, 2.61419E+001, 1.20801E-001, 2.86270E+001, 2.50894E+001, 7.41155E-002, 2.72980E+001, 2.50193E+001
 1.59001E+002, 2.56654E+001, 2.73012E+001, 4.14506E+001, 2.97166E+001, 2.50164E+001, 2.53683E+001, 2.64390E+001, 7.43477E+001, 5.69147E+001, 5.37910E+001, 5.63874E+001, 5.97044E+001, 1.89427E+002, 1.47822E+002, 1.15272E+002, 9.43727E+001, 7.31632E+001, 3.45531E+001, 2.86957E+001, 2.82515E+001, 2.83919E+001, 2.85495E+001, 2.55160E+001, 2.55608E+001, 2.56654E+001, 2.57500E+001, 2.59549E+001, 2.54159E+001, 2.55047E+001, 2.56161E+001, 2.57059E+001, 2.59113E+001, 2.53691E+001, 2.54803E+001, 2.55869E+001, 2.56765E+001, 2.58846E+001, 3.17020E+002, 1.83298E+002, 3.79102E-002, 2.03944E-001, 2.97180E+002, 2.30000E-001, 2.61413E+001, 2.61413E+001, 1.19750E-001, 2.85624E+001, 2.50897E+001, 7.39013E-002, 2.74563E+001, 2.50194E+001
 1.60000E+002, 2.56653E+001, 2.73028E+001, 4.12342E+001, 3.00846E+001, 2.50165E+001, 2.52669E+001, 2.65171E+001, 7.44360E+001, 5.72075E+001, 5.39776E+001, 5.63330E+001, 5.96760E+001, 1.89191E+002, 1.47855E+002, 1.15226E+002, 9.42032E+001, 7.26710E+001, 3.49482E+001, 2.86743E+001, 2.81866E+001, 2.83398E+001, 2.82164E+001, 2.55160E+001, 2.55586E+001, 2.56653E+001, 2.57506E+001, 2.59465E+001, 2.54150E+001, 2.55032E+001, 2.56166E+001, 2.57075E+001, 2.59068E+001, 2.53689E+001, 2.54800E+001, 2.55876E+001, 2.56773E+001, 2.58788E+001, 3.17041E+002, 1.82647E+002, 3.79088E-002, 2.03955E-001, 2.97473E+002, 2.30000E-001, 2.61459E+001, 2.61459E+001, 1.21722E-001, 2.86543E+001, 2.50902E+001, 7.12560E-002, 2.73559E+001, 2.50200E+001
 1.61002E+002, 2.56666E+001, 2.73475E+001, 4.11064E+001, 3.00580E+001, 2.50166E+001, 2.54643E+001, 2.65073E+001, 7.43895E+001, 5.67091E+001, 5.32439E+001, 5.54706E+001, 5.89766E+001, 1.89902E+002, 1.48273E+002, 1.15677E+002, 9.46857E+001, 7.33865E+001, 3.50806E+001, 2.87539E+001, 2.82254E+001, 2.83678E+001, 2.83759E+001, 2.55182E+001, 2.55600E+001, 2.56666E+001, 2.57536E+001, 2.59515E+001, 2.54151E+001, 2.55039E+001, 2.56180E+001, 2.57083E+001, 2.59076E+001, 2.53690E+001, 2.54807E+001, 2.55888E+001, 2.56772E+001, 2.58806E+001, 3.17155E+002, 1.83042E+002, 3.79085E-002, 2.03939E-001, 2.97889E+002, 2.30000E-001, 2.61449E+001, 2.61449E+001, 1.22289E-001, 2.86558E+001, 2.50907E+001, 7.56327E-002, 2.72561E+001, 2.50206E+001
 1.62001E+002, 2.56675E+001, 2.73918E+001, 4.10962E+001, 2.99227E+001, 2.50166E+001, 2.56433E+001, 2.68188E+001, 7.41688E+001, 5.68280E+001, 5.37245E+001, 5.58331E+001, 5.92806E+001, 1.88997E+002, 1.47636E+002, 1.15015E+002, 9.41758E+001, 7.32181E+001, 3.50162E+001, 2.86878E+001, 2.82202E+001, 2.83094E+001, 2.82244E+001, 2.55183E+001, 2.55600E+001, 2.56675E+001, 2.57520E+001, 2.59594E+001, 2.54152E+001, 2.55048E+001, 2.56192E+001, 2.57081E+001, 2.59169E+001, 2.53682E+001, 2.54807E+001, 2.55892E+001, 2.56765E+001, 2.58894E+001, 3.17243E+002, 1.83153E+002, 3.79082E-002, 2.03885E-001, 2.98218E+002, 2.30000E-001, 2.61487E+001, 2.61487E+001, 1.21320E-001, 2.85949E+001, 2.50910E+001, 8.33362E-002, 2.71196E+001, 2.50210E+001
 1.63002E+002, 2.56680E+001, 2.73990E+001, 4.13079E+001, 2.98806E+001, 2.50166E+001, 2.54855E+001, 2.69496E+001, 7.40703E+001, 5.64425E+001, 5.28902E+001, 5.50887E+001, 5.86361E+001, 1.89402E+002, 1.47961E+002, 1.15271E+002, 9.42966E+001, 7.26156E+001, 3.52377E+001, 2.87540E+001, 2.82083E+001, 2.83584E+001, 2.83530E+001, 2.55182E+001, 2.55614E+001, 2.56680E+001, 2.57512E+001, 2.59670E+001, 2.54138E+001, 2.55050E+001, 2.56198E+001, 2.57086E+001, 2.59266E+001, 2.53659E+001, 2.54785E+001, 2.55884E+001, 2.56769E+001, 2.58983E+001, 3.17320E+002, 1.82450E+002, 3.79082E-002, 2.03851E-001, 2.98546E+002, 2.30000E-001, 2.61502E+001, 2.61502E+001, 1.21785E-001, 2.86143E+001, 2.50912E+001, 8.01417E-002, 2.70639E+001, 2.50214E+001
 1.64001E+002, 2.56679E+001, 2.73840E+001, 4.14352E+001, 2.99475E+001, 2.50165E+001, 2.52816E+001, 2.69029E+001, 7.35258E+001, 5.57057E+001, 5.27742E+001, 5.50369E+001, 5.85437E+001, 1.89563E+002, 1.48081E+002, 1.15288E+002, 9.42074E+001, 7.31266E+001, 3.50721E+001, 2.87790E+001, 2.82767E+001, 2.82559E+001, 2.84844E+001, 2.55160E+001, 2.55606E+001, 2.56679E+001, 2.57515E+001, 2.59685E+001, 2.54109E+001, 2.55033E+001, 2.56192E+001, 2.57098E+001, 2.59296E+001, 2.53623E+001, 2.54745E+001, 2.55869E+001, 2.56792E+001, 2.59015E+001, 3.17463E+002, 1.83414E+002, 3.79096E-002, 2.03839E-001, 2.98909E+002, 2.30000E-001, 2.61510E+001, 2.61510E+001, 1.22132E-001, 2.86312E+001, 2.50915E+001, 7.27673E-002, 2.71225E+001, 2.50208E+001
 1.65001E+002, 2.56669E+001, 2.73514E+001, 4.11266E+001, 2.99389E+001, 2.50167E+001, 2.52169E+001, 2.70245E+001, 7.34481E+001, 5.57020E+001, 5.22869E+001, 5.40195E+001, 5.78298E+001, 1.89420E+002, 1.48306E+002, 1.15265E+002, 9.39806E+001, 7.21136E+001, 3.52036E+001, 2.87837E+001, 2.83195E+001, 2.83915E+001, 2.83547E+001, 2.55125E+001, 2.55587E+001, 2.56669E+001, 2.57533E+001, 2.59686E+001, 2.54080E+001, 2.55010E+001, 2.56190E+001, 2.57128E+001, 2.59306E+001, 2.53600E+001, 2.54722E+001, 2.55871E+001, 2.56836E+001, 2.59043E+001, 3.17446E+002, 1.82896E+002, 3.79077E-002, 2.03786E-001, 2.99366E+002, 2.30000E-001, 2.61515E+001, 2.61515E+001, 1.21130E-001, 2.86291E+001, 2.50919E+001, 6.84746E-002, 2.69947E+001, 2.50206E+001
 1.66002E+002, 2.56676E+001, 2.73317E+001, 4.09354E+001, 2.97900E+001, 2.50168E+001, 2.52527E+001, 2.68811E+001, 7.35823E+001, 5.51608E+001, 5.18295E+001, 5.40069E+001, 5.76892E+001, 1.89654E+002, 1.47435E+002, 1.14458E+002, 9.29291E+001, 7.11475E+001, 3.51676E+001, 2.88688E+001, 2.82943E+001, 2.83742E+001, 2.85091E+001, 2.55110E+001, 2.55585E+001, 2.56676E+001, 2.57582E+001, 2.59717E+001, 2.54073E+001, 2.55012E+001, 2.56218E+001, 2.57190E+001, 2.59349E+001, 2.53617E+001, 2.54754E+001, 2.55921E+001, 2.56916E+001, 2.59112E+001, 3.17511E+002, 1.83242E+002, 3.79074E-002, 2.03706E-001, 2.99906E+002, 2.30000E-001, 2.61529E+001, 2.61529E+001, 1.19725E-001, 2.86096E+001, 2.50925E+001, 7.50715E-002, 2.70406E+001, 2.50207E+001
 1.67001E+002, 2.56721E+001, 2.73528E+001, 4.12993E+001, 2.97377E+001, 2.50170E+001, 2.54214E+001, 2.71356E+001, 7.31336E+001, 5.53236E+001, 5.21429E+001, 5.37976E+001, 5.70617E+001, 1.88715E+002, 1.47103E+002, 1.13574E+002, 9.21319E+001, 6.97211E+001, 3.52619E+001, 2.88858E+001, 2.83231E+001, 2.85541E+001, 2.84334E+001, 2.55143E+001, 2.55620E+001, 2.56721E+001, 2.57672E+001, 2.59812E+001, 2.54114E+001, 2.55065E+001, 2.56283E+001, 2.57276E+001, 2.59411E+001, 2.53684E+001, 2.54845E+001, 2.56015E+001, 2.57012E+001, 2.59162E+001, 3.17578E+002, 1.83994E+002, 3.79063E-002, 2.03661E-001, 3.00536E+002, 2.30000E-001, 2.61567E+001, 2.61567E+001, 1.18858E-001, 2.85981E+001, 2.50931E+001, 8.74370E-002, 2.71390E+001, 2.50209E+001
 1.68001E+002, 2.56769E+001, 2.73739E+001, 4.09418E+001, 2.96379E+001, 2.50173E+001, 2.59640E+001, 2.62920E+001, 7.37715E+001, 5.51470E+001, 5.17395E+001, 5.35496E+001, 5.74336E+001, 1.88858E+002, 1.46764E+002, 1.12223E+002, 9.07568E+001, 6.82288E+001, 3.54722E+001, 2.88738E+001, 2.85325E+001, 2.84848E+001, 2.91059E+001, 2.55201E+001, 2.55682E+001, 2.56769E+001, 2.57744E+001, 2.59887E+001, 2.54188E+001, 2.55151E+001, 2.56357E+001, 2.57347E+001, 2.59440E+001, 2.53776E+001, 2.54960E+001, 2.56104E+001, 2.57073E+001, 2.59155E+001, 3.20253E+002, 1.84206E+002, 3.79074E-002, 2.03671E-001, 3.01247E+002, 2.30000E-001, 2.61624E+001, 2.61624E+001, 1.17970E-001, 2.85622E+001, 2.50938E+001, 8.90026E-002, 2.73183E+001, 2.50211E+001
