s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PARAFFIN,MLR_PRODUCTS,ZONE_1
 3.82002E+002, 1.80012E-002, 0.00000E+000,-5.24110E-003, 2.87800E-009,-1.28870E-002,-6.35607E-021, 4.72685E-005, 0.00000E+000, 2.65678E-005,-7.95945E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.00768E+002
 3.83002E+002, 1.80025E-002, 0.00000E+000,-5.24494E-003,-7.41272E-009,-1.28133E-002,-6.35618E-021, 7.54019E-005, 0.00000E+000, 1.25531E-004, 1.96513E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.01267E+002
 3.84002E+002, 1.80035E-002, 0.00000E+000,-5.24783E-003, 1.80083E-008,-1.28127E-002,-6.35637E-021, 7.51016E-005, 0.00000E+000, 1.24520E-004, 1.80254E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.01765E+002
 3.85001E+002, 1.79996E-002, 0.00000E+000,-5.24278E-003,-1.11562E-008,-1.28362E-002,-6.35617E-021, 6.63073E-005, 0.00000E+000, 9.32288E-005,-1.30493E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.02203E+002
 3.86000E+002, 1.80022E-002, 0.00000E+000,-5.24614E-003,-3.73765E-010,-1.27936E-002,-6.35623E-021, 8.29205E-005, 0.00000E+000, 1.51696E-004, 4.53928E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.02752E+002
 3.87001E+002, 1.80009E-002, 0.00000E+000,-5.24100E-003, 1.13935E-008,-1.28565E-002,-6.35571E-021, 5.91505E-005, 0.00000E+000, 6.83310E-005,-3.74420E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.03144E+002
 3.88001E+002, 1.80009E-002, 0.00000E+000,-5.25463E-003,-1.20376E-008,-1.27976E-002,-6.35551E-021, 7.68930E-005, 0.00000E+000, 1.31073E-004, 2.56248E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.03653E+002
 3.89001E+002, 1.80020E-002, 0.00000E+000,-5.24497E-003, 4.84652E-009,-1.27454E-002,-6.35629E-021, 1.01811E-004, 0.00000E+000, 2.18440E-004, 1.13442E-004, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.04327E+002
 3.90000E+002, 1.80011E-002, 0.00000E+000,-5.23903E-003, 3.57996E-008,-1.28298E-002,-6.35609E-021, 7.07946E-005, 0.00000E+000, 1.09035E-004, 3.07124E-006, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.04796E+002
 3.91001E+002, 1.80009E-002, 0.00000E+000,-5.24525E-003,-1.02795E-008,-1.28480E-002,-6.35572E-021, 6.05795E-005, 0.00000E+000, 7.30322E-005,-3.18475E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.05198E+002
 3.92000E+002, 1.80012E-002, 0.00000E+000,-5.24505E-003,-3.95490E-009,-1.28553E-002,-6.35525E-021, 5.78697E-005, 0.00000E+000, 6.38875E-005,-4.13055E-005, 0.00000E+000, 8.57211E-007, 0.00000E+000, 4.05581E+002
