s,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door,tr_fire_z03,tr_fire_z08,tr_fire_z13,tr_fire_z18,tr_fire_z22,tr_mid_z03,tr_mid_z08,tr_mid_z13,tr_mid_z18,tr_mid_z22,tr_door_z03,tr_door_z08,tr_door_z13,tr_door_z18,tr_door_z22,tr_roommean,tr_uppermean,tr_lowermean,tr_plenummean
 3.20026E+001, 2.51254E+001, 2.52871E+001, 5.11604E+001, 2.67202E+001, 2.50407E+001, 2.50617E+001, 2.50265E+001, 1.79953E-002, 2.06851E-001, 1.02869E+002, 2.15436E-001, 4.33043E+001, 2.54530E+001, 1.72272E-001, 2.70755E+001, 2.50181E+001, 2.30000E-001, 2.56684E+001, 2.50131E+001, 1.22529E-009, 2.31039E-009, 6.77022E-008, 1.46982E-006, 9.59244E-006, 6.20859E-014, 5.68463E-010, 1.38309E-007, 1.42211E-006, 9.48713E-006, 1.85175E-022, 5.65829E-017, 5.21200E-009, 2.62232E-006, 8.70891E-007, 1.86062E-006, 4.68536E-006, 2.17797E-007, 5.44966E-043
 3.30044E+001, 2.51276E+001, 2.52577E+001, 5.11242E+001, 2.67779E+001, 2.50411E+001, 2.50611E+001, 2.50450E+001, 1.79952E-002, 2.06851E-001, 1.05773E+002, 2.16220E-001, 4.34962E+001, 2.54663E+001, 1.72070E-001, 2.71256E+001, 2.50184E+001, 2.30000E-001, 2.57626E+001, 2.50131E+001, 1.24367E-009, 2.36324E-009, 5.85332E-008, 1.25933E-006, 9.49458E-006, 1.11424E-013, 6.69803E-010, 1.34745E-007, 1.51818E-006, 9.59000E-006, 1.43123E-019, 2.46407E-013, 1.08128E-006, 3.33564E-006, 1.95419E-006, 1.98472E-006, 4.96085E-006, 2.19428E-007, 4.45230E-038
 3.40009E+001, 2.51294E+001, 2.52455E+001, 5.10510E+001, 2.68055E+001, 2.50417E+001, 2.50548E+001, 2.53323E+001, 1.79952E-002, 2.06851E-001, 1.08459E+002, 2.16700E-001, 4.34926E+001, 2.54786E+001, 1.71621E-001, 2.71473E+001, 2.50186E+001, 2.30000E-001, 2.57290E+001, 2.50132E+001, 1.24845E-009, 2.41910E-009, 5.42684E-008, 1.22374E-006, 9.41639E-006, 1.83686E-013, 7.73529E-010, 1.32135E-007, 1.61846E-006, 9.63853E-006, 2.88691E-017, 1.26846E-007, 2.17232E-006, 3.91848E-006, 2.48764E-006, 2.10835E-006, 5.18060E-006, 2.28240E-007, 4.37499E-033
 3.50027E+001, 2.51309E+001, 2.52466E+001, 5.09960E+001, 2.67952E+001, 2.50425E+001, 2.50942E+001, 2.54477E+001, 1.79952E-002, 2.06851E-001, 1.10944E+002, 2.17016E-001, 4.33603E+001, 2.54901E+001, 1.70971E-001, 2.71504E+001, 2.50188E+001, 2.30000E-001, 2.57060E+001, 2.50135E+001, 1.24130E-009, 2.50616E-009, 5.37358E-008, 1.36466E-006, 9.42564E-006, 2.87644E-013, 8.90109E-010, 1.31051E-007, 1.71649E-006, 9.64918E-006, 4.23422E-011, 1.53632E-006, 2.42503E-006, 4.08878E-006, 3.00752E-006, 2.23149E-006, 5.36356E-006, 2.74723E-007, 1.87343E-029
 3.60045E+001, 2.51322E+001, 2.52576E+001, 5.08573E+001, 2.67734E+001, 2.50435E+001, 2.53269E+001, 2.54152E+001, 1.79952E-002, 2.06851E-001, 1.13322E+002, 2.17356E-001, 4.32219E+001, 2.55011E+001, 1.70111E-001, 2.71418E+001, 2.50191E+001, 2.30000E-001, 2.57007E+001, 2.50138E+001, 1.22775E-009, 2.64623E-009, 5.61145E-008, 1.62229E-006, 9.41818E-006, 4.37571E-013, 1.03348E-009, 1.32205E-007, 1.81610E-006, 9.65312E-006, 5.38809E-008, 2.10901E-006, 3.26966E-006, 4.44799E-006, 3.57162E-006, 2.35413E-006, 5.53565E-006, 3.52911E-007, 6.81598E-027
 3.70010E+001, 2.51333E+001, 2.52755E+001, 5.07524E+001, 2.67624E+001, 2.50438E+001, 2.55975E+001, 2.54068E+001, 1.79952E-002, 2.06850E-001, 1.15632E+002, 2.17694E-001, 4.31649E+001, 2.55117E+001, 1.69220E-001, 2.71374E+001, 2.50193E+001, 2.30000E-001, 2.57173E+001, 2.50140E+001, 1.21334E-009, 2.85469E-009, 6.08013E-008, 1.87029E-006, 9.38065E-006, 6.52954E-013, 1.21877E-009, 1.36270E-007, 1.92437E-006, 9.70664E-006, 2.89143E-007, 2.01627E-006, 4.11988E-006, 4.95697E-006, 4.19584E-006, 2.47546E-006, 5.70287E-006, 4.37242E-007, 5.09967E-025
 3.80028E+001, 2.51343E+001, 2.52978E+001, 5.06647E+001, 2.67793E+001, 2.50427E+001, 2.56954E+001, 2.54444E+001, 1.79952E-002, 2.06849E-001, 1.17901E+002, 2.17972E-001, 4.31252E+001, 2.55219E+001, 1.68414E-001, 2.71513E+001, 2.50196E+001, 2.30000E-001, 2.57743E+001, 2.50145E+001, 1.20071E-009, 3.13992E-009, 6.74787E-008, 2.06790E-006, 9.37518E-006, 9.63739E-013, 1.46728E-009, 1.43941E-007, 2.04597E-006, 9.79312E-006, 2.89486E-007, 2.05483E-006, 4.79026E-006, 5.37550E-006, 4.85546E-006, 2.59584E-006, 5.86502E-006, 5.17641E-007, 1.37237E-023
 3.90046E+001, 2.51353E+001, 2.53226E+001, 5.05357E+001, 2.68157E+001, 2.50415E+001, 2.56931E+001, 2.54728E+001, 1.79952E-002, 2.06848E-001, 1.20138E+002, 2.18137E-001, 4.30048E+001, 2.55318E+001, 1.67550E-001, 2.71726E+001, 2.50200E+001, 2.30000E-001, 2.58629E+001, 2.50145E+001, 1.18991E-009, 3.50528E-009, 7.59993E-008, 2.24152E-006, 9.39185E-006, 1.41931E-012, 1.81795E-009, 1.56329E-007, 2.17559E-006, 9.84165E-006, 2.03288E-007, 2.19228E-006, 5.30281E-006, 5.69384E-006, 5.41195E-006, 2.71577E-006, 6.02010E-006, 5.95670E-007, 1.78857E-022
 4.00011E+001, 2.51361E+001, 2.53478E+001, 5.02875E+001, 2.68307E+001, 2.50405E+001, 2.56636E+001, 2.54833E+001, 1.79953E-002, 2.06846E-001, 1.22331E+002, 2.18260E-001, 4.28422E+001, 2.55414E+001, 1.66297E-001, 2.71743E+001, 2.50203E+001, 2.30000E-001, 2.59418E+001, 2.50133E+001, 1.18118E-009, 3.95517E-009, 8.61539E-008, 2.37783E-006, 9.37336E-006, 2.11314E-012, 2.35721E-009, 1.75973E-007, 2.30928E-006, 9.84962E-006, 1.36653E-007, 2.27946E-006, 5.56236E-006, 5.88022E-006, 5.77296E-006, 2.83484E-006, 6.16390E-006, 6.73957E-007, 1.34303E-021
 4.10029E+001, 2.51368E+001, 2.53722E+001, 5.00011E+001, 2.68157E+001, 2.50390E+001, 2.55848E+001, 2.55093E+001, 1.79953E-002, 2.06842E-001, 1.24475E+002, 2.18321E-001, 4.26823E+001, 2.55507E+001, 1.64462E-001, 2.71535E+001, 2.50206E+001, 2.30000E-001, 2.59742E+001, 2.50118E+001, 1.17631E-009, 4.49639E-009, 9.79344E-008, 2.45422E-006, 9.33400E-006, 3.27547E-012, 3.30823E-009, 2.08972E-007, 2.45533E-006, 9.85219E-006, 1.07484E-007, 2.01353E-006, 5.61437E-006, 5.97301E-006, 5.98633E-006, 2.95355E-006, 6.29487E-006, 7.55741E-007, 6.64298E-021
 4.20047E+001, 2.51375E+001, 2.53970E+001, 4.96867E+001, 2.67690E+001, 2.50369E+001, 2.54046E+001, 2.55719E+001, 1.79953E-002, 2.06836E-001, 1.26566E+002, 2.18290E-001, 4.25948E+001, 2.55598E+001, 1.61819E-001, 2.71195E+001, 2.50210E+001, 2.30000E-001, 2.59611E+001, 2.50110E+001, 1.17744E-009, 5.13813E-009, 1.11608E-007, 2.49419E-006, 9.30846E-006, 5.52870E-012, 5.23840E-009, 2.69599E-007, 2.63554E-006, 9.87743E-006, 9.91649E-008, 1.61512E-006, 5.42052E-006, 6.04669E-006, 6.10949E-006, 3.07230E-006, 6.41511E-006, 8.44120E-007, 2.37227E-020
 4.30011E+001, 2.51381E+001, 2.54233E+001, 4.94452E+001, 2.66962E+001, 2.50347E+001, 2.52288E+001, 2.56498E+001, 1.79952E-002, 2.06822E-001, 1.28602E+002, 2.18167E-001, 4.25498E+001, 2.55688E+001, 1.57894E-001, 2.70815E+001, 2.50214E+001, 2.30000E-001, 2.59209E+001, 2.50107E+001, 1.18719E-009, 5.88676E-009, 1.27379E-007, 2.53533E-006, 9.34547E-006, 1.06686E-011, 9.85928E-009, 3.88317E-007, 2.87075E-006, 9.91518E-006, 1.25846E-007, 1.32674E-006, 4.99773E-006, 6.10887E-006, 6.17734E-006, 3.19058E-006, 6.52944E-006, 9.37805E-007, 6.54350E-020
 4.40029E+001, 2.51386E+001, 2.54504E+001, 4.93515E+001, 2.66073E+001, 2.50327E+001, 2.51479E+001, 2.57017E+001, 1.79953E-002, 2.06792E-001, 1.30606E+002, 2.18096E-001, 4.25521E+001, 2.55778E+001, 1.52036E-001, 2.70327E+001, 2.50218E+001, 2.30000E-001, 2.58694E+001, 2.50109E+001, 1.20870E-009, 6.76603E-009, 1.45465E-007, 2.58098E-006, 9.42618E-006, 2.37475E-011, 2.22191E-008, 6.17868E-007, 3.14613E-006, 9.96533E-006, 2.10175E-007, 1.13797E-006, 4.11551E-006, 6.15581E-006, 6.21536E-006, 3.30894E-006, 6.64409E-006, 1.03317E-006, 1.49334E-019
 4.50048E+001, 2.51393E+001, 2.54790E+001, 4.92876E+001, 2.65155E+001, 2.50313E+001, 2.51168E+001, 2.57030E+001, 1.79953E-002, 2.06740E-001, 1.32582E+002, 2.18095E-001, 4.25212E+001, 2.55869E+001, 1.44653E-001, 2.69703E+001, 2.50223E+001, 2.30000E-001, 2.58207E+001, 2.50116E+001, 1.24506E-009, 7.83869E-009, 1.66907E-007, 2.63533E-006, 9.51663E-006, 5.80948E-011, 5.24062E-008, 9.81257E-007, 3.37412E-006, 1.00326E-005, 3.33886E-007, 1.08763E-006, 3.15446E-006, 6.20142E-006, 6.24146E-006, 3.42782E-006, 6.76183E-006, 1.12566E-006, 3.07649E-019
 4.60012E+001, 2.51400E+001, 2.55132E+001, 4.92631E+001, 2.64528E+001, 2.50301E+001, 2.51059E+001, 2.56550E+001, 1.79953E-002, 2.06679E-001, 1.34497E+002, 2.17973E-001, 4.24662E+001, 2.55961E+001, 1.38672E-001, 2.69033E+001, 2.50227E+001, 2.30000E-001, 2.57844E+001, 2.50124E+001, 1.30216E-009, 9.24699E-009, 1.94363E-007, 2.72953E-006, 9.59674E-006, 1.44144E-010, 1.03220E-007, 1.34335E-006, 3.46555E-006, 1.01193E-005, 4.34764E-007, 1.15652E-006, 2.86808E-006, 6.25354E-006, 6.27316E-006, 3.54654E-006, 6.88164E-006, 1.21164E-006, 7.57918E-019
 4.70030E+001, 2.51411E+001, 2.55610E+001, 4.92893E+001, 2.64372E+001, 2.50292E+001, 2.51074E+001, 2.55784E+001, 1.79953E-002, 2.06646E-001, 1.36327E+002, 2.17667E-001, 4.23401E+001, 2.56059E+001, 1.37009E-001, 2.68483E+001, 2.50231E+001, 2.30000E-001, 2.57619E+001, 2.50128E+001, 1.39615E-009, 1.13243E-008, 2.33267E-007, 2.90098E-006, 9.64013E-006, 3.21584E-010, 1.52584E-007, 1.49723E-006, 3.47966E-006, 1.01980E-005, 4.61025E-007, 1.32638E-006, 3.04270E-006, 6.32218E-006, 6.32918E-006, 3.66516E-006, 7.00278E-006, 1.29142E-006, 4.47590E-018
 4.80048E+001, 2.51427E+001, 2.56322E+001, 4.95250E+001, 2.64531E+001, 2.50286E+001, 2.51203E+001, 2.54922E+001, 1.79954E-002, 2.06650E-001, 1.38042E+002, 2.17260E-001, 4.21222E+001, 2.56165E+001, 1.39181E-001, 2.68350E+001, 2.50234E+001, 2.30000E-001, 2.57500E+001, 2.50127E+001, 1.55615E-009, 1.47272E-008, 2.95046E-007, 3.14188E-006, 9.68618E-006, 6.00873E-010, 1.78362E-007, 1.41728E-006, 3.53680E-006, 1.03004E-005, 4.35382E-007, 1.57064E-006, 3.51269E-006, 6.43497E-006, 6.42825E-006, 3.78374E-006, 7.12477E-006, 1.36753E-006, 3.61330E-017
 4.90013E+001, 2.51450E+001, 2.57360E+001, 5.00233E+001, 2.64953E+001, 2.50280E+001, 2.51472E+001, 2.54189E+001, 1.79955E-002, 2.06665E-001, 1.39609E+002, 2.16742E-001, 4.17446E+001, 2.56282E+001, 1.41745E-001, 2.68757E+001, 2.50237E+001, 2.30000E-001, 2.57566E+001, 2.50120E+001, 1.82695E-009, 2.07074E-008, 3.95831E-007, 3.32024E-006, 9.85042E-006, 9.62784E-010, 1.86605E-007, 1.29742E-006, 3.72229E-006, 1.04249E-005, 3.87506E-007, 1.88058E-006, 4.29927E-006, 6.63817E-006, 6.58271E-006, 3.90150E-006, 7.24635E-006, 1.44256E-006, 2.00557E-016
 5.00031E+001, 2.51483E+001, 2.58609E+001, 5.07457E+001, 2.65748E+001, 2.50275E+001, 2.51997E+001, 2.53779E+001, 1.79956E-002, 2.06672E-001, 1.41035E+002, 2.16008E-001, 4.14480E+001, 2.56412E+001, 1.42187E-001, 2.69460E+001, 2.50239E+001, 2.30000E-001, 2.57964E+001, 2.50113E+001, 2.27095E-009, 3.14335E-008, 5.50212E-007, 3.31750E-006, 1.01504E-005, 1.40569E-009, 1.92572E-007, 1.30377E-006, 4.02857E-006, 1.05529E-005, 3.32102E-007, 2.22020E-006, 5.28695E-006, 6.90767E-006, 6.78597E-006, 4.01871E-006, 7.36738E-006, 1.51951E-006, 8.54723E-016
 5.10049E+001, 2.51528E+001, 2.59523E+001, 5.12150E+001, 2.67076E+001, 2.50270E+001, 2.52790E+001, 2.53388E+001, 1.79955E-002, 2.06659E-001, 1.42361E+002, 2.15655E-001, 4.17132E+001, 2.56550E+001, 1.40740E-001, 2.69962E+001, 2.50241E+001, 2.30000E-001, 2.58580E+001, 2.50107E+001, 2.96512E-009, 4.98393E-008, 7.56905E-007, 3.33213E-006, 1.02775E-005, 1.95116E-009, 2.02664E-007, 1.54674E-006, 4.31636E-006, 1.06449E-005, 2.87513E-007, 2.57552E-006, 6.03454E-006, 7.13278E-006, 7.00961E-006, 4.13565E-006, 7.48779E-006, 1.60068E-006, 3.37459E-015
 5.20014E+001, 2.51580E+001, 2.59720E+001, 5.08556E+001, 2.67765E+001, 2.50266E+001, 2.53771E+001, 2.53015E+001, 1.79955E-002, 2.06620E-001, 1.43599E+002, 2.15875E-001, 4.20868E+001, 2.56686E+001, 1.39227E-001, 2.69990E+001, 2.50244E+001, 2.30000E-001, 2.58987E+001, 2.50101E+001, 3.92252E-009, 7.79452E-008, 9.73265E-007, 3.16448E-006, 1.01536E-005, 2.61950E-009, 2.15400E-007, 1.93916E-006, 4.51655E-006, 1.07180E-005, 2.53256E-007, 2.96807E-006, 6.30741E-006, 7.30955E-006, 7.21939E-006, 4.25174E-006, 7.60726E-006, 1.68706E-006, 1.27637E-014
 5.30032E+001, 2.51638E+001, 2.59309E+001, 5.07057E+001, 2.67132E+001, 2.50261E+001, 2.55460E+001, 2.53021E+001, 1.79953E-002, 2.06554E-001, 1.44774E+002, 2.16188E-001, 4.23394E+001, 2.56806E+001, 1.38490E-001, 2.69668E+001, 2.50246E+001, 2.30000E-001, 2.59084E+001, 2.50097E+001, 5.07297E-009, 1.13803E-007, 1.11165E-006, 3.01926E-006, 1.01354E-005, 3.42964E-009, 2.28768E-007, 2.35487E-006, 4.68240E-006, 1.07573E-005, 2.36980E-007, 3.43695E-006, 6.24337E-006, 7.46866E-006, 7.40682E-006, 4.36733E-006, 7.72399E-006, 1.77929E-006, 4.43453E-014
 5.40050E+001, 2.51694E+001, 2.58911E+001, 5.07701E+001, 2.66303E+001, 2.50258E+001, 2.57163E+001, 2.53443E+001, 1.79953E-002, 2.06464E-001, 1.45868E+002, 2.16180E-001, 4.24522E+001, 2.56907E+001, 1.39530E-001, 2.69758E+001, 2.50248E+001, 2.30000E-001, 2.58982E+001, 2.50094E+001, 6.33120E-009, 1.50966E-007, 1.14229E-006, 3.15331E-006, 1.02336E-005, 4.40677E-009, 2.47349E-007, 2.83964E-006, 4.87072E-006, 1.10754E-005, 2.27055E-007, 3.94604E-006, 5.99958E-006, 7.60814E-006, 7.58191E-006, 4.48295E-006, 7.83688E-006, 1.87689E-006, 1.36281E-013
 5.50015E+001, 2.51745E+001, 2.58997E+001, 5.08061E+001, 2.66960E+001, 2.50254E+001, 2.57597E+001, 2.53889E+001, 1.79953E-002, 2.06363E-001, 1.46847E+002, 2.15918E-001, 4.22225E+001, 2.56985E+001, 1.41635E-001, 2.70394E+001, 2.50250E+001, 2.30000E-001, 2.58648E+001, 2.50092E+001, 7.67732E-009, 1.82726E-007, 1.13649E-006, 3.38945E-006, 1.04111E-005, 5.59351E-009, 2.83050E-007, 3.33408E-006, 5.06521E-006, 1.12018E-005, 2.15666E-007, 4.35004E-006, 5.66056E-006, 7.75150E-006, 7.72864E-006, 4.59831E-006, 7.94581E-006, 1.97871E-006, 3.65345E-013
 5.60033E+001, 2.51788E+001, 2.59327E+001, 5.07795E+001, 2.67569E+001, 2.50248E+001, 2.56793E+001, 2.54311E+001, 1.79952E-002, 2.06270E-001, 1.47718E+002, 2.15543E-001, 4.20003E+001, 2.57043E+001, 1.42512E-001, 2.70439E+001, 2.50252E+001, 2.30000E-001, 2.58187E+001, 2.50089E+001, 9.16906E-009, 2.07971E-007, 1.15154E-006, 3.58653E-006, 1.05657E-005, 7.08150E-009, 3.48679E-007, 3.71777E-006, 5.25097E-006, 1.13328E-005, 2.30324E-007, 4.62626E-006, 5.33920E-006, 7.88143E-006, 7.82384E-006, 4.71409E-006, 8.05262E-006, 2.08459E-006, 8.66503E-013
 5.70051E+001, 2.51823E+001, 2.59494E+001, 5.06294E+001, 2.67927E+001, 2.50240E+001, 2.55266E+001, 2.54706E+001, 1.79951E-002, 2.06191E-001, 1.48495E+002, 2.15299E-001, 4.17774E+001, 2.57084E+001, 1.43455E-001, 2.70726E+001, 2.50254E+001, 2.30000E-001, 2.57947E+001, 2.50087E+001, 1.09349E-008, 2.28850E-007, 1.20163E-006, 3.73649E-006, 1.06838E-005, 9.01602E-009, 4.52418E-007, 3.99554E-006, 5.44752E-006, 1.14471E-005, 2.94858E-007, 4.75782E-006, 5.16044E-006, 7.99213E-006, 7.90150E-006, 4.83064E-006, 8.15816E-006, 2.19343E-006, 1.84657E-012
 5.80016E+001, 2.51854E+001, 2.59400E+001, 5.09588E+001, 2.67952E+001, 2.50230E+001, 2.53683E+001, 2.54996E+001, 1.79951E-002, 2.06122E-001, 1.49204E+002, 2.15221E-001, 4.15667E+001, 2.57109E+001, 1.43646E-001, 2.70884E+001, 2.50257E+001, 2.30000E-001, 2.58159E+001, 2.50086E+001, 1.31299E-008, 2.48138E-007, 1.27200E-006, 3.88904E-006, 1.08704E-005, 1.16056E-008, 6.03951E-007, 4.20134E-006, 5.64808E-006, 1.15164E-005, 4.04484E-007, 4.61318E-006, 5.20572E-006, 8.09972E-006, 7.99627E-006, 4.94703E-006, 8.26269E-006, 2.30261E-006, 3.56749E-012
 5.90034E+001, 2.51882E+001, 2.59159E+001, 5.16845E+001, 2.67492E+001, 2.50219E+001, 2.52513E+001, 2.55171E+001, 1.79949E-002, 2.06066E-001, 1.49849E+002, 2.15289E-001, 4.13704E+001, 2.57118E+001, 1.42852E-001, 2.70761E+001, 2.50259E+001, 2.30000E-001, 2.58716E+001, 2.50086E+001, 1.58604E-008, 2.68000E-007, 1.34010E-006, 4.04477E-006, 1.11840E-005, 1.52262E-008, 8.19314E-007, 4.36885E-006, 5.85270E-006, 1.15667E-005, 5.31227E-007, 4.10033E-006, 5.43977E-006, 8.21835E-006, 8.11633E-006, 5.06319E-006, 8.36659E-006, 2.41126E-006, 6.39142E-012
 6.00052E+001, 2.51910E+001, 2.58906E+001, 5.23486E+001, 2.67352E+001, 2.50209E+001, 2.51940E+001, 2.55415E+001, 1.79950E-002, 2.06022E-001, 1.50498E+002, 2.15727E-001, 4.12624E+001, 2.57118E+001, 1.41857E-001, 2.70684E+001, 2.50263E+001, 2.30000E-001, 2.59367E+001, 2.50087E+001, 1.92507E-008, 2.90070E-007, 1.40042E-006, 4.19190E-006, 1.14013E-005, 2.05714E-008, 1.09347E-006, 4.52377E-006, 6.06140E-006, 1.16708E-005, 6.25605E-007, 3.53895E-006, 5.83948E-006, 8.36810E-006, 8.26170E-006, 5.17927E-006, 8.46883E-006, 2.52003E-006, 1.16189E-011
 6.10016E+001, 2.51943E+001, 2.58741E+001, 5.21852E+001, 2.68900E+001, 2.50202E+001, 2.52148E+001, 2.55633E+001, 1.79951E-002, 2.05987E-001, 1.51146E+002, 2.16236E-001, 4.11188E+001, 2.57110E+001, 1.41305E-001, 2.70909E+001, 2.50266E+001, 1.67569E-001, 2.60095E+001, 2.50087E+001, 2.34466E-008, 3.15378E-007, 1.48232E-006, 4.36297E-006, 1.11887E-005, 2.87520E-008, 1.37916E-006, 4.67441E-006, 6.24851E-006, 1.16664E-005, 6.50445E-007, 3.26105E-006, 6.41059E-006, 8.54295E-006, 8.43330E-006, 5.29472E-006, 8.56777E-006, 2.62948E-006, 3.31437E-011
 6.20035E+001, 2.51982E+001, 2.58679E+001, 5.08599E+001, 2.71393E+001, 2.50199E+001, 2.53210E+001, 2.55417E+001, 1.79953E-002, 2.05959E-001, 1.51807E+002, 2.16477E-001, 4.04995E+001, 2.57102E+001, 1.41558E-001, 2.71468E+001, 2.50270E+001, 1.08818E-001, 2.60886E+001, 2.50088E+001, 2.87338E-008, 3.44786E-007, 1.64588E-006, 4.58836E-006, 1.07026E-005, 4.10777E-008, 1.62211E-006, 4.81620E-006, 6.40233E-006, 1.15958E-005, 6.12445E-007, 3.39619E-006, 7.07168E-006, 8.73549E-006, 8.62484E-006, 5.40996E-006, 8.66333E-006, 2.74078E-006, 1.28185E-010
 6.30053E+001, 2.52030E+001, 2.58700E+001, 4.92190E+001, 2.71170E+001, 2.50198E+001, 2.53887E+001, 2.55420E+001, 1.79953E-002, 2.05937E-001, 1.52470E+002, 2.16535E-001, 3.99533E+001, 2.57098E+001, 1.40883E-001, 2.71256E+001, 2.50274E+001, 1.07413E-001, 2.61523E+001, 2.50087E+001, 3.53649E-008, 3.79529E-007, 1.89706E-006, 4.85224E-006, 1.04161E-005, 5.81693E-008, 1.79363E-006, 4.94502E-006, 6.52803E-006, 1.13197E-005, 5.66177E-007, 3.94920E-006, 7.49141E-006, 8.92294E-006, 8.83587E-006, 5.52532E-006, 8.75662E-006, 2.85396E-006, 3.62606E-010
 6.40017E+001, 2.52086E+001, 2.58799E+001, 4.76564E+001, 2.68465E+001, 2.50197E+001, 2.53402E+001, 2.55757E+001, 1.79954E-002, 2.05922E-001, 1.53209E+002, 2.16458E-001, 3.94164E+001, 2.57100E+001, 1.39111E-001, 2.70314E+001, 2.50278E+001, 1.00492E-001, 2.61370E+001, 2.50088E+001, 4.35590E-008, 4.22185E-007, 2.18851E-006, 5.11963E-006, 1.02457E-005, 7.93875E-008, 1.89484E-006, 5.06697E-006, 6.65895E-006, 1.11639E-005, 6.57448E-007, 4.61399E-006, 7.48190E-006, 9.06652E-006, 9.04414E-006, 5.64015E-006, 8.84900E-006, 2.96820E-006, 7.30992E-010
 6.50035E+001, 2.52150E+001, 2.58957E+001, 4.66040E+001, 2.66218E+001, 2.50198E+001, 2.52950E+001, 2.56321E+001, 1.79954E-002, 2.05912E-001, 1.53990E+002, 2.16286E-001, 3.88227E+001, 2.57104E+001, 1.38319E-001, 2.69788E+001, 2.50282E+001, 9.26204E-002, 2.60876E+001, 2.50088E+001, 5.36877E-008, 4.78082E-007, 2.47918E-006, 5.36165E-006, 1.01539E-005, 1.03792E-007, 1.94588E-006, 5.19700E-006, 6.82119E-006, 1.12126E-005, 8.63990E-007, 5.20737E-006, 7.27857E-006, 9.16913E-006, 9.16926E-006, 5.75464E-006, 8.94269E-006, 3.08334E-006, 1.19500E-009
 6.60053E+001, 2.52218E+001, 2.59166E+001, 4.58920E+001, 2.64726E+001, 2.50198E+001, 2.53382E+001, 2.57344E+001, 1.79954E-002, 2.05906E-001, 1.54717E+002, 2.16282E-001, 3.84807E+001, 2.57111E+001, 1.37324E-001, 2.69258E+001, 2.50285E+001, 8.96416E-002, 2.60723E+001, 2.50089E+001, 6.62003E-008, 5.53454E-007, 2.76116E-006, 5.58071E-006, 1.01319E-005, 1.30956E-007, 1.96974E-006, 5.34249E-006, 6.99653E-006, 1.11084E-005, 7.77877E-007, 5.61078E-006, 7.17105E-006, 9.21912E-006, 9.20865E-006, 5.86900E-006, 9.03623E-006, 3.19899E-006, 1.73834E-009
 6.70018E+001, 2.52287E+001, 2.59399E+001, 4.53850E+001, 2.63781E+001, 2.50197E+001, 2.53800E+001, 2.57715E+001, 1.79953E-002, 2.05898E-001, 1.55386E+002, 2.16155E-001, 3.83847E+001, 2.57129E+001, 1.35977E-001, 2.68589E+001, 2.50289E+001, 8.94557E-002, 2.60816E+001, 2.50089E+001, 8.15188E-008, 6.51597E-007, 3.03396E-006, 5.78509E-006, 1.02250E-005, 1.61147E-007, 1.98624E-006, 5.50281E-006, 7.17574E-006, 1.09846E-005, 5.35901E-007, 5.69951E-006, 7.20060E-006, 9.24830E-006, 9.23389E-006, 5.98267E-006, 9.13015E-006, 3.31434E-006, 2.35867E-009
 6.80036E+001, 2.52355E+001, 2.59653E+001, 4.49628E+001, 2.63508E+001, 2.50196E+001, 2.54742E+001, 2.57375E+001, 1.79953E-002, 2.05886E-001, 1.56055E+002, 2.16009E-001, 3.80488E+001, 2.57160E+001, 1.35187E-001, 2.68426E+001, 2.50292E+001, 8.97039E-002, 2.60780E+001, 2.50088E+001, 1.00399E-007, 7.73202E-007, 3.30506E-006, 5.98024E-006, 1.02626E-005, 1.95437E-007, 2.00853E-006, 5.68611E-006, 7.37981E-006, 1.10114E-005, 4.03619E-007, 5.77250E-006, 7.25964E-006, 9.27980E-006, 9.28792E-006, 6.09610E-006, 9.22720E-006, 3.43034E-006, 3.05991E-009
 6.90001E+001, 2.52421E+001, 2.59973E+001, 4.44757E+001, 2.65201E+001, 2.50194E+001, 2.55198E+001, 2.57072E+001, 1.79953E-002, 2.05866E-001, 1.56733E+002, 2.15737E-001, 3.76245E+001, 2.57201E+001, 1.37132E-001, 2.69783E+001, 2.50295E+001, 9.31256E-002, 2.60550E+001, 2.50087E+001, 1.23866E-007, 9.17076E-007, 3.58199E-006, 6.18333E-006, 1.03763E-005, 2.34340E-007, 2.03733E-006, 5.89570E-006, 7.61460E-006, 1.11001E-005, 3.57947E-007, 5.82290E-006, 7.30450E-006, 9.30143E-006, 9.37230E-006, 6.20952E-006, 9.32700E-006, 3.54763E-006, 3.83808E-009
