s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PARAFFIN,MLR_PRODUCTS,ZONE_1
 0.00000E+000, 0.00000E+000, 0.00000E+000,-1.16650E-004, 9.90273E-027, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000, 0.00000E+000,-1.16650E-004, 0.00000E+000, 0.00000E+000, 0.00000E+000,-2.99270E-002
 1.00481E+000, 8.96839E-006, 0.00000E+000,-5.15402E-006, 3.21423E-012,-3.87987E-006,-3.58853E-024,-3.05806E-007, 0.00000E+000,-3.39259E-007,-3.71302E-007, 0.00000E+000, 2.34618E-010, 0.00000E+000,-3.04534E-002
 2.00962E+000, 6.55735E-005, 0.00000E+000,-1.82890E-005, 4.39417E-013,-1.74563E-005,-2.48712E-023, 1.19250E-005, 0.00000E+000, 4.11509E-005, 4.17531E-005, 0.00000E+000, 1.62669E-009, 0.00000E+000, 5.03771E-002
 3.00314E+000, 1.79462E-004, 0.00000E+000,-5.61296E-005,-2.12429E-012,-4.82725E-005,-6.69562E-023, 3.01608E-005, 0.00000E+000, 1.04196E-004, 1.05221E-004, 0.00000E+000, 4.38230E-009, 0.00000E+000, 2.52927E-001
 4.00796E+000, 3.50920E-004, 0.00000E+000,-1.13614E-004,-2.47995E-012,-8.19264E-005,-1.29942E-022, 6.25174E-005, 0.00000E+000, 2.16420E-004, 2.17897E-004, 0.00000E+000, 8.50927E-009, 0.00000E+000, 6.78077E-001
 5.00148E+000, 5.79799E-004, 0.00000E+000,-1.93245E-004,-2.79685E-011,-1.26950E-004,-2.13660E-022, 1.04573E-004, 0.00000E+000, 3.62450E-004, 3.64176E-004, 0.00000E+000, 1.40024E-008, 0.00000E+000, 1.38196E+000
 6.00629E+000, 8.66239E-004, 0.00000E+000,-2.90716E-004,-9.83860E-010,-1.71208E-004,-3.18147E-022, 1.62877E-004, 0.00000E+000, 5.65093E-004, 5.67190E-004, 0.00000E+000, 2.08670E-008, 0.00000E+000, 2.49126E+000
 7.01110E+000, 1.21225E-003, 0.00000E+000,-4.07267E-004,-5.31817E-009,-3.53191E-004,-4.44027E-022, 1.83065E-004, 0.00000E+000, 6.34468E-004, 6.34856E-004, 0.00000E+000, 2.91494E-008, 0.00000E+000, 3.74029E+000
 8.00462E+000, 1.61393E-003, 0.00000E+000,-5.43474E-004,-1.31143E-008,-5.82262E-004,-5.89831E-022, 1.98544E-004, 0.00000E+000, 6.85291E-004, 6.86730E-004, 0.00000E+000, 3.87567E-008, 0.00000E+000, 5.07862E+000
 9.00943E+000, 2.07322E-003, 0.00000E+000,-6.35116E-004,-2.41865E-008,-8.23032E-004,-7.56241E-022, 2.50162E-004, 0.00000E+000, 8.62831E-004, 8.65214E-004, 0.00000E+000, 4.97353E-008, 0.00000E+000, 6.78334E+000
 1.00030E+001, 2.58987E-003, 0.00000E+000,-7.19981E-004,-4.57310E-008,-1.12494E-003,-9.43053E-022, 3.03401E-004, 0.00000E+000, 1.04648E-003, 1.04831E-003, 0.00000E+000, 6.20801E-008, 0.00000E+000, 8.82876E+000
 1.10100E+001, 3.16685E-003, 0.00000E+000,-8.13587E-004,-6.24157E-008,-1.49500E-003,-1.15047E-021, 3.50192E-004, 0.00000E+000, 1.20679E-003, 1.20840E-003, 0.00000E+000, 7.58109E-008, 0.00000E+000, 1.12222E+001
 1.20055E+001, 3.79763E-003, 0.00000E+000,-9.42004E-004,-6.65812E-008,-1.91157E-003,-1.37828E-021, 3.86166E-004, 0.00000E+000, 1.32851E-003, 1.33015E-003, 0.00000E+000, 9.09208E-008, 0.00000E+000, 1.38316E+001
 1.30031E+001, 4.48728E-003, 0.00000E+000,-1.09975E-003,-7.29846E-008,-2.36173E-003,-1.62510E-021, 4.20898E-004, 0.00000E+000, 1.44602E-003, 1.44663E-003, 0.00000E+000, 1.07325E-007, 0.00000E+000, 1.66827E+001
 1.40039E+001, 5.23431E-003, 0.00000E+000,-1.31622E-003,-7.29108E-008,-2.83518E-003,-1.89267E-021, 4.45688E-004, 0.00000E+000, 1.52698E-003, 1.52853E-003, 0.00000E+000, 1.25143E-007, 0.00000E+000, 1.97105E+001
 1.50065E+001, 6.03800E-003, 0.00000E+000,-1.52791E-003,-8.06418E-008,-3.32800E-003,-2.18076E-021, 4.87537E-004, 0.00000E+000, 1.66839E-003, 1.66956E-003, 0.00000E+000, 1.44376E-007, 0.00000E+000, 2.30288E+001
 1.60048E+001, 6.90557E-003, 0.00000E+000,-1.74295E-003,-9.70938E-008,-3.85938E-003,-2.48850E-021, 5.38331E-004, 0.00000E+000, 1.84019E-003, 1.84147E-003, 0.00000E+000, 1.64961E-007, 0.00000E+000, 2.66771E+001
 1.70028E+001, 7.82146E-003, 0.00000E+000,-1.97126E-003,-9.79967E-008,-4.44057E-003,-2.81516E-021, 5.83291E-004, 0.00000E+000, 1.99190E-003, 1.99281E-003, 0.00000E+000, 1.86863E-007, 0.00000E+000, 3.06299E+001
 1.80009E+001, 8.79803E-003, 0.00000E+000,-2.24761E-003,-1.11850E-007,-5.05618E-003,-3.16142E-021, 6.20400E-004, 0.00000E+000, 2.11460E-003, 2.11453E-003, 0.00000E+000, 2.10134E-007, 0.00000E+000, 3.48334E+001
 1.90044E+001, 9.83843E-003, 0.00000E+000,-2.51922E-003,-1.14671E-007,-5.70962E-003,-3.52798E-021, 6.69824E-004, 0.00000E+000, 2.28105E-003, 2.27929E-003, 0.00000E+000, 2.34835E-007, 0.00000E+000, 3.93976E+001
 2.00009E+001, 1.09278E-002, 0.00000E+000,-2.83886E-003,-9.31068E-008,-6.39479E-003,-3.91364E-021, 7.05610E-004, 0.00000E+000, 2.39867E-003, 2.39965E-003, 0.00000E+000, 2.60890E-007, 0.00000E+000, 4.41717E+001
 2.10026E+001, 1.20819E-002, 0.00000E+000,-3.20382E-003,-6.19572E-008,-7.07481E-003,-4.31821E-021, 7.53333E-004, 0.00000E+000, 2.55777E-003, 2.55658E-003, 0.00000E+000, 2.88295E-007, 0.00000E+000, 4.92956E+001
 2.20005E+001, 1.32867E-002, 0.00000E+000,-3.57993E-003,-5.37183E-008,-7.78090E-003,-4.74193E-021, 8.04689E-004, 0.00000E+000, 2.72942E-003, 2.73052E-003, 0.00000E+000, 3.17078E-007, 0.00000E+000, 5.47476E+001
 2.30043E+001, 1.45543E-002, 0.00000E+000,-4.00812E-003,-5.33933E-008,-8.51292E-003,-5.18520E-021, 8.51203E-004, 0.00000E+000, 2.88335E-003, 2.88444E-003, 0.00000E+000, 3.47274E-007, 0.00000E+000, 6.05492E+001
 2.40021E+001, 1.58800E-002, 0.00000E+000,-4.49703E-003,-6.82395E-008,-9.24583E-003,-5.64714E-021, 8.96582E-004, 0.00000E+000, 3.03327E-003, 3.03369E-003, 0.00000E+000, 3.78841E-007, 0.00000E+000, 6.66243E+001
 2.50027E+001, 1.72659E-002, 0.00000E+000,-5.04167E-003,-6.91710E-008,-1.00276E-002,-6.12673E-021, 9.24303E-004, 0.00000E+000, 3.12059E-003, 3.12092E-003, 0.00000E+000, 4.11721E-007, 0.00000E+000, 7.29049E+001
 2.60027E+001, 1.79948E-002, 0.00000E+000,-5.38694E-003,-3.09654E-008,-1.07346E-002,-6.37018E-021, 8.00077E-004, 0.00000E+000, 2.67705E-003, 2.67329E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 7.83423E+001
 2.70027E+001, 1.79952E-002, 0.00000E+000,-5.39386E-003,-6.15215E-009,-1.10862E-002,-6.37015E-021, 6.57745E-004, 0.00000E+000, 2.17464E-003, 2.17285E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 8.28108E+001
 2.80026E+001, 1.79952E-002, 0.00000E+000,-5.39377E-003,-8.52631E-009,-1.12800E-002,-6.37017E-021, 5.80725E-004, 0.00000E+000, 1.90339E-003, 1.90209E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 8.67558E+001
 2.90026E+001, 1.79953E-002, 0.00000E+000,-5.39866E-003,-9.20352E-009,-1.14292E-002,-6.37016E-021, 5.19572E-004, 0.00000E+000, 1.68810E-003, 1.68698E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 9.02853E+001
 3.00026E+001, 1.79953E-002, 0.00000E+000,-5.40131E-003,-8.96652E-009,-1.15442E-002,-6.37014E-021, 4.72848E-004, 0.00000E+000, 1.52364E-003, 1.52262E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 9.34974E+001
