s,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door
 0.00000E+000, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 0.00000E+000, 2.06860E-001,-2.50161E-005, 2.30000E-001, 2.50000E+001, 2.50000E+001, 2.30000E-001, 2.50000E+001, 2.50000E+001, 2.30000E-001, 2.50000E+001, 2.50000E+001
 1.00481E+000, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 1.04642E-005, 2.06860E-001,-8.99365E-003, 2.30000E-001, 2.06103E+001, 2.50002E+001, 2.30000E-001, 1.30370E+001, 2.50000E+001, 2.30000E-001, 2.15732E+001, 2.50000E+001
 2.00962E+000, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 7.65111E-005, 2.06860E-001, 4.60088E-002, 2.30000E-001, 2.50000E+001, 2.50071E+001, 2.30000E-001, 1.86101E+001, 2.50000E+001, 2.30000E-001, 2.45746E+001, 2.50000E+001
 3.00315E+000, 2.50003E+001, 2.50002E+001, 2.50001E+001, 2.50001E+001, 2.50002E+001, 2.50002E+001, 2.50002E+001, 2.09393E-004, 2.06860E-001, 2.30129E-001, 2.30000E-001, 2.50002E+001, 2.50239E+001, 2.30000E-001, 2.50002E+001, 2.50001E+001, 2.30000E-001, 2.50002E+001, 2.50001E+001
 4.00796E+000, 2.50021E+001, 2.50006E+001, 2.50004E+001, 2.50003E+001, 2.50005E+001, 2.50005E+001, 2.50005E+001, 4.09449E-004, 2.06860E-001, 6.61170E-001, 2.30000E-001, 2.50005E+001, 2.50243E+001, 2.30000E-001, 2.50005E+001, 2.50003E+001, 2.30000E-001, 2.50005E+001, 2.50003E+001
 5.00148E+000, 2.50192E+001, 2.50013E+001, 2.50008E+001, 2.50006E+001, 2.50011E+001, 2.50012E+001, 2.50011E+001, 6.76498E-004, 2.06860E-001, 1.44742E+000, 2.30000E-001, 2.50009E+001, 2.50267E+001, 2.30000E-001, 2.50012E+001, 2.50006E+001, 2.30000E-001, 2.50012E+001, 2.50005E+001
 6.00629E+000, 2.50244E+001, 2.50191E+001, 2.54239E+001, 2.50010E+001, 2.50021E+001, 2.50022E+001, 2.50019E+001, 1.01073E-003, 2.06860E-001, 2.67372E+000, 2.30000E-001, 2.52059E+001, 2.50324E+001, 2.30000E-001, 2.50022E+001, 2.50010E+001, 2.30000E-001, 2.50022E+001, 2.50009E+001
 7.01110E+000, 2.50246E+001, 2.50480E+001, 2.67895E+001, 2.50014E+001, 2.50031E+001, 2.50034E+001, 2.50029E+001, 1.41443E-003, 2.06860E-001, 4.15118E+000, 2.30000E-001, 2.55951E+001, 2.50305E+001, 2.30000E-001, 2.50034E+001, 2.50014E+001, 2.30000E-001, 2.50033E+001, 2.50013E+001
 8.00462E+000, 2.50251E+001, 2.50564E+001, 2.75700E+001, 2.50017E+001, 2.50042E+001, 2.50046E+001, 2.50038E+001, 1.88312E-003, 2.06860E-001, 5.75086E+000, 2.21059E-001, 2.59889E+001, 2.50358E+001, 2.30000E-001, 2.50047E+001, 2.50017E+001, 2.30000E-001, 2.50046E+001, 2.50017E+001
 9.00944E+000, 2.50261E+001, 2.50586E+001, 2.83128E+001, 2.50021E+001, 2.50053E+001, 2.50060E+001, 2.50049E+001, 2.41899E-003, 2.06860E-001, 7.58220E+000, 2.10118E-001, 2.64857E+001, 2.50459E+001, 2.30000E-001, 2.50061E+001, 2.50021E+001, 2.30000E-001, 2.50060E+001, 2.50020E+001
 1.00097E+001, 2.50277E+001, 2.50594E+001, 2.91063E+001, 2.50026E+001, 2.50066E+001, 2.50076E+001, 2.50060E+001, 3.02549E-003, 2.06860E-001, 9.71149E+000, 2.13688E-001, 2.71165E+001, 2.50567E+001, 2.30000E-001, 2.50078E+001, 2.50026E+001, 2.30000E-001, 2.50077E+001, 2.50025E+001
 1.10047E+001, 2.50298E+001, 2.50596E+001, 2.99094E+001, 2.50032E+001, 2.50080E+001, 2.50095E+001, 2.50074E+001, 3.69334E-003, 2.06860E-001, 1.21521E+001, 2.16212E-001, 2.78346E+001, 2.50685E+001, 2.30000E-001, 2.50098E+001, 2.50032E+001, 2.30000E-001, 2.50096E+001, 2.50030E+001
 1.20011E+001, 2.50323E+001, 2.50594E+001, 3.08159E+001, 2.50038E+001, 2.50096E+001, 2.50115E+001, 2.50089E+001, 4.42949E-003, 2.06860E-001, 1.49476E+001, 2.18277E-001, 2.87367E+001, 2.50814E+001, 2.30000E-001, 2.50120E+001, 2.50038E+001, 2.30000E-001, 2.50117E+001, 2.50036E+001
 1.30014E+001, 2.50351E+001, 2.50586E+001, 3.17163E+001, 2.50045E+001, 2.50114E+001, 2.50138E+001, 2.50105E+001, 5.23302E-003, 2.06860E-001, 1.81142E+001, 2.19831E-001, 2.97631E+001, 2.50951E+001, 2.30000E-001, 2.50145E+001, 2.50045E+001, 2.30000E-001, 2.50141E+001, 2.50042E+001
 1.40032E+001, 2.50384E+001, 2.50571E+001, 3.26591E+001, 2.50051E+001, 2.50132E+001, 2.50163E+001, 2.50123E+001, 6.10327E-003, 2.06860E-001, 2.15551E+001, 2.21170E-001, 3.08656E+001, 2.51101E+001, 2.30000E-001, 2.50172E+001, 2.50052E+001, 2.30000E-001, 2.50167E+001, 2.50048E+001
 1.50040E+001, 2.50422E+001, 2.50556E+001, 3.36198E+001, 2.50058E+001, 2.50150E+001, 2.50189E+001, 2.50140E+001, 7.04805E-003, 2.06860E-001, 2.52528E+001, 2.22268E-001, 3.21384E+001, 2.51260E+001, 2.30000E-001, 2.50201E+001, 2.50060E+001, 2.30000E-001, 2.50195E+001, 2.50054E+001
 1.60015E+001, 2.50464E+001, 2.50542E+001, 3.44746E+001, 2.50064E+001, 2.50170E+001, 2.50216E+001, 2.50159E+001, 8.05135E-003, 2.06860E-001, 2.92554E+001, 2.23201E-001, 3.34653E+001, 2.51437E+001, 2.30000E-001, 2.50232E+001, 2.50068E+001, 2.30000E-001, 2.50225E+001, 2.50061E+001
 1.70055E+001, 2.50509E+001, 2.50531E+001, 3.56673E+001, 2.50071E+001, 2.50191E+001, 2.50246E+001, 2.50179E+001, 9.13047E-003, 2.06860E-001, 3.35994E+001, 2.23919E-001, 3.52909E+001, 2.51647E+001, 2.30000E-001, 2.50265E+001, 2.50077E+001, 2.30000E-001, 2.50257E+001, 2.50068E+001
 1.80027E+001, 2.50560E+001, 2.50527E+001, 3.64487E+001, 2.50112E+001, 2.50213E+001, 2.50278E+001, 2.50200E+001, 1.02686E-002, 2.06860E-001, 3.83164E+001, 2.24355E-001, 3.65350E+001, 2.51860E+001, 2.30000E-001, 2.50445E+001, 2.50087E+001, 2.30000E-001, 2.50291E+001, 2.50075E+001
 1.90064E+001, 2.50618E+001, 2.50540E+001, 3.80386E+001, 2.50412E+001, 2.50236E+001, 2.50311E+001, 2.50222E+001, 1.14780E-002, 2.06860E-001, 4.33862E+001, 2.23884E-001, 3.78358E+001, 2.52083E+001, 2.30000E-001, 2.52211E+001, 2.50098E+001, 2.30000E-001, 2.50328E+001, 2.50083E+001
 2.00053E+001, 2.50681E+001, 2.50599E+001, 3.95772E+001, 2.50943E+001, 2.50261E+001, 2.50348E+001, 2.50246E+001, 1.27599E-002, 2.06860E-001, 4.89129E+001, 2.22511E-001, 3.82827E+001, 2.52316E+001, 2.30000E-001, 2.54206E+001, 2.50110E+001, 2.30000E-001, 2.50368E+001, 2.50092E+001
 2.10041E+001, 2.50750E+001, 2.50957E+001, 4.14168E+001, 2.51773E+001, 2.50288E+001, 2.50387E+001, 2.50270E+001, 1.40986E-002, 2.06860E-001, 5.48491E+001, 2.20856E-001, 3.92049E+001, 2.52564E+001, 2.30000E-001, 2.55605E+001, 2.50122E+001, 2.30000E-001, 2.50411E+001, 2.50101E+001
 2.20029E+001, 2.50826E+001, 2.52628E+001, 4.51788E+001, 2.54134E+001, 2.50316E+001, 2.50429E+001, 2.50297E+001, 1.55081E-002, 2.06860E-001, 6.12896E+001, 2.18807E-001, 3.96218E+001, 2.52824E+001, 2.30000E-001, 2.58658E+001, 2.50136E+001, 2.30000E-001, 2.50457E+001, 2.50111E+001
 2.30040E+001, 2.50907E+001, 2.54928E+001, 4.94145E+001, 2.57888E+001, 2.50347E+001, 2.50474E+001, 2.50324E+001, 1.69911E-002, 2.06859E-001, 6.82891E+001, 2.16851E-001, 4.07970E+001, 2.53099E+001, 1.80113E-001, 2.60960E+001, 2.50150E+001, 2.30000E-001, 2.50507E+001, 2.50122E+001
 2.40050E+001, 2.50992E+001, 2.56341E+001, 5.01970E+001, 2.59719E+001, 2.50380E+001, 2.50522E+001, 2.50352E+001, 1.85331E-002, 2.06856E-001, 7.57254E+001, 2.15584E-001, 4.20132E+001, 2.53389E+001, 1.65119E-001, 2.62288E+001, 2.50165E+001, 2.30000E-001, 2.50560E+001, 2.50133E+001
 2.50006E+001, 2.51081E+001, 2.56829E+001, 5.20926E+001, 2.62610E+001, 2.50413E+001, 2.50572E+001, 2.50379E+001, 2.01436E-002, 2.06854E-001, 8.35385E+001, 2.15109E-001, 4.31639E+001, 2.53698E+001, 1.68391E-001, 2.65287E+001, 2.50180E+001, 2.30000E-001, 2.50615E+001, 2.50144E+001
 2.60016E+001, 2.51169E+001, 2.56786E+001, 5.40392E+001, 2.63894E+001, 2.50443E+001, 2.50619E+001, 2.50401E+001, 2.09966E-002, 2.06853E-001, 9.12997E+001, 2.14241E-001, 4.40754E+001, 2.53998E+001, 1.68761E-001, 2.66436E+001, 2.50192E+001, 2.30000E-001, 2.50669E+001, 2.50153E+001
 2.70026E+001, 2.51236E+001, 2.56239E+001, 5.45417E+001, 2.66361E+001, 2.50459E+001, 2.50652E+001, 2.50405E+001, 2.09964E-002, 2.06852E-001, 9.75619E+001, 2.12804E-001, 4.41090E+001, 2.54236E+001, 1.70274E-001, 2.68293E+001, 2.50197E+001, 2.30000E-001, 2.50709E+001, 2.50154E+001
 2.80036E+001, 2.51289E+001, 2.55249E+001, 5.46974E+001, 2.68320E+001, 2.50466E+001, 2.50674E+001, 2.50398E+001, 2.09965E-002, 2.06852E-001, 1.02818E+002, 2.12788E-001, 4.45116E+001, 2.54447E+001, 1.71779E-001, 2.70005E+001, 2.50199E+001, 2.30000E-001, 2.50737E+001, 2.50154E+001
 2.90028E+001, 2.51334E+001, 2.54238E+001, 5.47363E+001, 2.69833E+001, 2.50470E+001, 2.50691E+001, 2.50383E+001, 2.10027E-002, 2.06852E-001, 1.07461E+002, 2.13212E-001, 4.48428E+001, 2.54644E+001, 1.72969E-001, 2.71676E+001, 2.50202E+001, 2.30000E-001, 2.50750E+001, 2.50154E+001
 3.00048E+001, 2.51372E+001, 2.53440E+001, 5.44564E+001, 2.71024E+001, 2.50473E+001, 2.50702E+001, 2.50355E+001, 2.09964E-002, 2.06852E-001, 1.11647E+002, 2.14097E-001, 4.50791E+001, 2.54830E+001, 1.73505E-001, 2.73020E+001, 2.50205E+001, 2.30000E-001, 2.51825E+001, 2.50153E+001
 3.10020E+001, 2.51404E+001, 2.52920E+001, 5.44177E+001, 2.72108E+001, 2.50478E+001, 2.50710E+001, 2.50289E+001, 2.09965E-002, 2.06852E-001, 1.15479E+002, 2.15249E-001, 4.56257E+001, 2.55003E+001, 1.73591E-001, 2.74199E+001, 2.50207E+001, 2.30000E-001, 2.57944E+001, 2.50153E+001
 3.20040E+001, 2.51432E+001, 2.52639E+001, 5.44004E+001, 2.72420E+001, 2.50484E+001, 2.50694E+001, 2.50931E+001, 2.09965E-002, 2.06852E-001, 1.19051E+002, 2.16039E-001, 4.58103E+001, 2.55162E+001, 1.72987E-001, 2.74745E+001, 2.50210E+001, 2.30000E-001, 2.58272E+001, 2.50154E+001
 3.30012E+001, 2.51455E+001, 2.52528E+001, 5.43656E+001, 2.72440E+001, 2.50493E+001, 2.50671E+001, 2.54390E+001, 2.09965E-002, 2.06851E-001, 1.22333E+002, 2.16610E-001, 4.58287E+001, 2.55308E+001, 1.72186E-001, 2.74842E+001, 2.50213E+001, 2.30000E-001, 2.57869E+001, 2.50156E+001
 3.40032E+001, 2.51474E+001, 2.52545E+001, 5.42299E+001, 2.72266E+001, 2.50506E+001, 2.51548E+001, 2.54782E+001, 2.09965E-002, 2.06851E-001, 1.25400E+002, 2.17184E-001, 4.56976E+001, 2.55444E+001, 1.71421E-001, 2.74674E+001, 2.50216E+001, 2.30000E-001, 2.57738E+001, 2.50159E+001
 3.50003E+001, 2.51491E+001, 2.52667E+001, 5.41588E+001, 2.72100E+001, 2.50520E+001, 2.54906E+001, 2.54003E+001, 2.09965E-002, 2.06851E-001, 1.28353E+002, 2.17773E-001, 4.56175E+001, 2.55574E+001, 1.70751E-001, 2.74598E+001, 2.50219E+001, 2.30000E-001, 2.58034E+001, 2.50163E+001
 3.60023E+001, 2.51507E+001, 2.52870E+001, 5.41083E+001, 2.72074E+001, 2.50521E+001, 2.57330E+001, 2.54385E+001, 2.09965E-002, 2.06850E-001, 1.31231E+002, 2.18138E-001, 4.55601E+001, 2.55699E+001, 1.70002E-001, 2.74789E+001, 2.50222E+001, 2.30000E-001, 2.58736E+001, 2.50168E+001
 3.70043E+001, 2.51521E+001, 2.53124E+001, 5.39393E+001, 2.72288E+001, 2.50506E+001, 2.57907E+001, 2.54852E+001, 2.09965E-002, 2.06849E-001, 1.34052E+002, 2.18391E-001, 4.54719E+001, 2.55821E+001, 1.69011E-001, 2.75041E+001, 2.50226E+001, 1.96073E-001, 2.59804E+001, 2.50176E+001
 3.80015E+001, 2.51533E+001, 2.53395E+001, 5.39174E+001, 2.72632E+001, 2.50492E+001, 2.57770E+001, 2.55245E+001, 2.09965E-002, 2.06847E-001, 1.36804E+002, 2.18499E-001, 4.53712E+001, 2.55937E+001, 1.67849E-001, 2.75202E+001, 2.50230E+001, 5.89406E-002, 2.60867E+001, 2.50168E+001
 3.90035E+001, 2.51545E+001, 2.53677E+001, 5.36556E+001, 2.72849E+001, 2.50474E+001, 2.56991E+001, 2.55855E+001, 2.09965E-002, 2.06844E-001, 1.39487E+002, 2.18471E-001, 4.51916E+001, 2.56049E+001, 1.66397E-001, 2.75187E+001, 2.50234E+001, 6.63425E-002, 2.61311E+001, 2.50149E+001
 4.00006E+001, 2.51555E+001, 2.53960E+001, 5.33838E+001, 2.72926E+001, 2.50445E+001, 2.54817E+001, 2.56851E+001, 2.09965E-002, 2.06838E-001, 1.42100E+002, 2.18388E-001, 4.50263E+001, 2.56159E+001, 1.64253E-001, 2.74997E+001, 2.50238E+001, 7.49278E-002, 2.61110E+001, 2.50133E+001
 4.10026E+001, 2.51564E+001, 2.54244E+001, 5.30545E+001, 2.72394E+001, 2.50413E+001, 2.52618E+001, 2.58006E+001, 2.09965E-002, 2.06826E-001, 1.44642E+002, 2.18294E-001, 4.49110E+001, 2.56267E+001, 1.60652E-001, 2.74578E+001, 2.50243E+001, 8.51524E-002, 2.60527E+001, 2.50126E+001
 4.20046E+001, 2.51572E+001, 2.54560E+001, 5.27320E+001, 2.71492E+001, 2.50386E+001, 2.51687E+001, 2.58653E+001, 2.09964E-002, 2.06798E-001, 1.47119E+002, 2.18085E-001, 4.48687E+001, 2.56374E+001, 1.54879E-001, 2.74041E+001, 2.50248E+001, 2.23934E-001, 2.59768E+001, 2.50128E+001
 4.30018E+001, 2.51581E+001, 2.54899E+001, 5.26236E+001, 2.70360E+001, 2.50367E+001, 2.51356E+001, 2.58368E+001, 2.09965E-002, 2.06744E-001, 1.49529E+002, 2.17910E-001, 4.48723E+001, 2.56481E+001, 1.47112E-001, 2.73270E+001, 2.50253E+001, 2.30000E-001, 2.59066E+001, 2.50137E+001
 4.40038E+001, 2.51591E+001, 2.55276E+001, 5.25978E+001, 2.69463E+001, 2.50355E+001, 2.51285E+001, 2.57506E+001, 2.09965E-002, 2.06674E-001, 1.51880E+002, 2.17834E-001, 4.48865E+001, 2.56592E+001, 1.40674E-001, 2.72393E+001, 2.50259E+001, 2.30000E-001, 2.58633E+001, 2.50148E+001
 4.50010E+001, 2.51605E+001, 2.55792E+001, 5.26727E+001, 2.69012E+001, 2.50348E+001, 2.51381E+001, 2.56400E+001, 2.09965E-002, 2.06634E-001, 1.54130E+002, 2.17632E-001, 4.48425E+001, 2.56709E+001, 1.39003E-001, 2.71646E+001, 2.50263E+001, 2.30000E-001, 2.58514E+001, 2.50152E+001
 4.60030E+001, 2.51625E+001, 2.56621E+001, 5.29435E+001, 2.69052E+001, 2.50342E+001, 2.51615E+001, 2.55206E+001, 2.09966E-002, 2.06637E-001, 1.56237E+002, 2.17188E-001, 4.46811E+001, 2.56838E+001, 1.41234E-001, 2.71518E+001, 2.50267E+001, 2.30000E-001, 2.58580E+001, 2.50145E+001
 4.70001E+001, 2.51655E+001, 2.57983E+001, 5.35651E+001, 2.69520E+001, 2.50336E+001, 2.52057E+001, 2.54552E+001, 2.09967E-002, 2.06653E-001, 1.58169E+002, 2.16507E-001, 4.42579E+001, 2.56984E+001, 1.43343E-001, 2.72082E+001, 2.50270E+001, 2.30000E-001, 2.58837E+001, 2.50136E+001
 4.80021E+001, 2.51697E+001, 2.59655E+001, 5.41227E+001, 2.70737E+001, 2.50330E+001, 2.52792E+001, 2.53949E+001, 2.09969E-002, 2.06659E-001, 1.59939E+002, 2.15769E-001, 4.37746E+001, 2.57144E+001, 1.43198E-001, 2.72896E+001, 2.50272E+001, 2.30000E-001, 2.59439E+001, 2.50128E+001
 4.90041E+001, 2.51752E+001, 2.60717E+001, 5.39283E+001, 2.72119E+001, 2.50324E+001, 2.54100E+001, 2.53336E+001, 2.09968E-002, 2.06650E-001, 1.61571E+002, 2.15746E-001, 4.39561E+001, 2.57315E+001, 1.41676E-001, 2.73276E+001, 2.50275E+001, 1.47883E-001, 2.60140E+001, 2.50122E+001
 5.00013E+001, 2.51816E+001, 2.60763E+001, 5.34793E+001, 2.71587E+001, 2.50317E+001, 2.56550E+001, 2.53147E+001, 2.09968E-002, 2.06619E-001, 1.63088E+002, 2.16228E-001, 4.44182E+001, 2.57476E+001, 1.40299E-001, 2.73010E+001, 2.50278E+001, 8.06530E-002, 2.60518E+001, 2.50117E+001
 5.10033E+001, 2.51882E+001, 2.60225E+001, 5.36013E+001, 2.69524E+001, 2.50312E+001, 2.58576E+001, 2.53251E+001, 2.09967E-002, 2.06560E-001, 1.64500E+002, 2.16293E-001, 4.45967E+001, 2.57613E+001, 1.40343E-001, 2.72809E+001, 2.50280E+001, 8.09684E-002, 2.60562E+001, 2.50112E+001
 5.20004E+001, 2.51943E+001, 2.60041E+001, 5.39961E+001, 2.70326E+001, 2.50307E+001, 2.59096E+001, 2.53727E+001, 2.09965E-002, 2.06452E-001, 1.65789E+002, 2.15912E-001, 4.44372E+001, 2.57721E+001, 1.42645E-001, 2.73744E+001, 2.50283E+001, 8.29746E-002, 2.60428E+001, 2.50108E+001
 5.30024E+001, 2.51996E+001, 2.60299E+001, 5.41372E+001, 2.71798E+001, 2.50301E+001, 2.58306E+001, 2.54262E+001, 2.09964E-002, 2.06313E-001, 1.66954E+002, 2.15480E-001, 4.42074E+001, 2.57802E+001, 1.43483E-001, 2.73742E+001, 2.50285E+001, 1.96274E-001, 2.59881E+001, 2.50105E+001
 5.40044E+001, 2.52038E+001, 2.60559E+001, 5.41372E+001, 2.72867E+001, 2.50292E+001, 2.56567E+001, 2.54560E+001, 2.09963E-002, 2.06196E-001, 1.67977E+002, 2.15238E-001, 4.40792E+001, 2.57857E+001, 1.44556E-001, 2.74060E+001, 2.50287E+001, 2.30000E-001, 2.59085E+001, 2.50102E+001
 5.50016E+001, 2.52071E+001, 2.60584E+001, 5.41005E+001, 2.73252E+001, 2.50280E+001, 2.54471E+001, 2.54691E+001, 2.09962E-002, 2.06107E-001, 1.68897E+002, 2.15098E-001, 4.37957E+001, 2.57885E+001, 1.45086E-001, 2.74384E+001, 2.50289E+001, 2.30000E-001, 2.58926E+001, 2.50101E+001
 5.60036E+001, 2.52100E+001, 2.60375E+001, 5.45586E+001, 2.72886E+001, 2.50264E+001, 2.52793E+001, 2.54913E+001, 2.09963E-002, 2.06031E-001, 1.69771E+002, 2.15027E-001, 4.35970E+001, 2.57892E+001, 1.44543E-001, 2.74376E+001, 2.50292E+001, 2.13613E-001, 2.59693E+001, 2.50102E+001
 5.70008E+001, 2.52129E+001, 2.60067E+001, 5.55538E+001, 2.72227E+001, 2.50250E+001, 2.51848E+001, 2.55371E+001, 2.09962E-002, 2.05972E-001, 1.70583E+002, 2.15097E-001, 4.34546E+001, 2.57885E+001, 1.43445E-001, 2.74209E+001, 2.50296E+001, 1.06348E-001, 2.60873E+001, 2.50102E+001
 5.80028E+001, 2.52164E+001, 2.59828E+001, 5.59105E+001, 2.72898E+001, 2.50239E+001, 2.51700E+001, 2.56515E+001, 2.09963E-002, 2.05932E-001, 1.71404E+002, 2.15552E-001, 4.32231E+001, 2.57873E+001, 1.42644E-001, 2.74229E+001, 2.50299E+001, 1.07877E-001, 2.61990E+001, 2.50103E+001
 5.90048E+001, 2.52210E+001, 2.59738E+001, 5.47089E+001, 2.76598E+001, 2.50233E+001, 2.53133E+001, 2.56127E+001, 2.09964E-002, 2.05903E-001, 1.72236E+002, 2.15861E-001, 4.24725E+001, 2.57860E+001, 1.43092E-001, 2.74956E+001, 2.50304E+001, 1.08740E-001, 2.63381E+001, 2.50102E+001
 6.00019E+001, 2.52269E+001, 2.59775E+001, 5.24391E+001, 2.77081E+001, 2.50232E+001, 2.55579E+001, 2.55594E+001, 2.09965E-002, 2.05884E-001, 1.73050E+002, 2.16067E-001, 4.17679E+001, 2.57849E+001, 1.42500E-001, 2.74710E+001, 2.50308E+001, 1.09599E-001, 2.64520E+001, 2.50102E+001
