# run,2026-08-27_exponat_R2
# scope,TEMPERATURE + event timing only (flux/mass channels dead)
# t_ignition_exp_time_s,74.0
# x_axis,time_from_ignition_s = exp_time_s - t_ignition_exp_time_s
# tc_positions_m,"TC_01:(x=0.12,z=0.05); TC_02:(x=0.12,z=0.16); TC_03:(x=0.12,z=0.23); TC_05:(x=0.35,z=0.23); TC_09:(x=0.7,z=0.015); TC_10:(x=0.7,z=0.075); TC_11:(x=0.7,z=0.14)"
# source,exponat_analysis.py
time_from_ignition_s,exp_time_s,event_number,TC_01_C,TC_02_C,TC_03_C,TC_05_C,TC_09_C,TC_10_C,TC_11_C,dT_upperlayer_T3_T2_C,dT_doorway_T11_T9_C
368,442,3,123.1,46.5,58.9,29.4,25.5,25.9,30,12.4,4.5
369,443,3,123.5,46.2,60.4,29.6,25.5,25.9,30.1,14.2,4.6
370,444,3,124.3,45.4,62.5,29.5,25.5,25.9,29.8,17.1,4.3
371,445,3,124,46.3,66.9,29.4,25.5,25.9,30.1,20.6,4.6
372,446,3,123.6,48.3,69.5,29.6,25.5,25.8,30.2,21.2,4.7
374,448,3,123.5,43.1,72.5,29.5,25.5,25.8,30.1,29.4,4.6
375,449,3,123.9,44.4,71.3,30.1,25.5,25.8,29.8,26.9,4.3
376,450,3,125,46.4,70.2,30.1,25.5,25.8,29.9,23.8,4.4
377,451,3,126.1,52.6,67.5,29.7,25.5,25.7,30,14.9,4.5
378,452,3,124.7,47,66,29.9,25.5,25.7,29.5,19,4
379,453,3,122.7,49.9,67.6,29.7,25.5,25.7,29.3,17.7,3.8
380,454,3,121.1,52.5,68.4,29.6,25.5,25.7,29.5,15.9,4
381,455,3,120.5,47.5,67.9,29.5,25.5,25.7,29.9,20.4,4.4
382,456,3,120.6,48.8,67.1,29.7,25.5,25.7,29.6,18.3,4.1
383,457,3,122.8,56.3,65.4,29.3,25.5,25.8,29.7,9.1,4.2
384,458,3,127.3,48.5,62.9,29.2,25.5,25.8,29.6,14.4,4.1
385,459,3,126.6,47.2,61.2,29.3,25.5,25.8,29.7,14,4.2
386,460,3,126,44.2,60.5,29.3,25.5,25.8,29.7,16.3,4.2
387,461,3,127.6,43.2,62.4,29.3,25.5,25.8,29,19.2,3.5
388,462,3,125.8,44.1,65.1,29.6,25.5,25.8,29.2,21,3.7
389,463,3,121.6,40.6,65.9,29.9,25.5,25.9,29.4,25.3,3.9
390,464,3,115.1,41.7,64.3,30,25.5,25.8,29.8,22.6,4.3
391,465,3,113.4,41.1,59,29.7,25.5,25.8,29.8,17.9,4.3
392,466,3,118.2,42.3,60.5,29.5,25.5,25.8,30,18.2,4.5
393,467,3,122.3,46.9,59.4,29.9,25.5,25.7,30.1,12.5,4.6
394,468,3,124.5,45.9,62,29.6,25.5,25.7,30.2,16.1,4.7
395,469,3,124.3,44.8,63.7,29.7,25.5,25.8,29.9,18.9,4.4
396,470,3,122.5,48,64,29.5,25.5,26,29.9,16,4.4
397,471,3,121.6,45.5,67,29.6,25.5,25.9,30.2,21.5,4.7
398,472,3,119.9,46.7,69.1,29.6,25.5,25.8,30.3,22.4,4.8
399,473,3,119,45.7,70.7,29.5,25.5,25.8,30.4,25,4.9
400,474,3,118.7,46,70.2,29.2,25.5,25.8,30.4,24.2,4.9
401,475,3,119.5,49.9,67.6,29.3,25.5,25.8,30.2,17.7,4.7
402,476,3,120.5,49.9,66.3,29.2,25.5,25.8,29.9,16.4,4.4
403,477,3,123.1,47.6,66.7,30.1,25.5,25.8,29.8,19.1,4.3
404,478,3,127.3,46.9,64.4,29.8,25.5,25.8,30.1,17.5,4.6
405,479,3,129.9,42.6,62.7,29.3,25.5,25.8,29.7,20.1,4.2
406,480,3,129.9,50.3,63.6,29.3,25.5,25.8,29.5,13.3,4
407,481,3,125.7,42.3,63.3,29.4,25.5,25.8,29.5,21,4
408,482,3,128.4,42.6,61.2,29.1,25.5,25.8,29.7,18.6,4.2
409,483,3,130.3,45.2,63.1,29.6,25.5,25.8,29.8,17.9,4.3
410,484,3,129.4,47.7,67.1,29.6,25.5,25.9,29.9,19.4,4.4
411,485,3,129.4,43.1,68.7,30.5,25.5,25.8,29.7,25.6,4.2
412,486,3,131.3,46.7,64.1,30.1,25.5,25.8,29.9,17.4,4.4
413,487,3,133.8,46.3,64.1,30.2,25.5,25.8,30,17.8,4.5
414,488,3,135.4,45.4,62.7,29.9,25.5,25.8,30.3,17.3,4.8
416,490,3,136.8,47.5,61.9,29.9,25.5,25.7,30.4,14.4,4.9
417,491,3,133.9,50,66.5,30.1,25.5,25.7,30.2,16.5,4.7
418,492,3,130.3,50,69.3,30.2,25.5,25.7,30,19.3,4.5
419,493,3,129.1,51.4,67.1,30.3,25.5,25.7,29.3,15.7,3.8
420,494,3,127.3,50,66.2,29.8,25.5,25.7,29.4,16.2,3.9
421,495,3,127.1,49.4,63.3,30,25.5,25.8,29.5,13.9,4
422,496,3,124.7,47.7,62.7,30.2,25.5,25.8,30.1,15,4.6
423,497,3,125,42.8,65,30.2,25.5,25.7,30.1,22.2,4.6
424,498,3,121.5,45.4,63.8,30.2,25.5,25.7,30,18.4,4.5
425,499,3,121.5,45,63.2,30.3,25.5,25.7,29.9,18.2,4.4
426,500,3,120.9,44.5,60.9,29.7,25.5,25.9,30.1,16.4,4.6
427,501,3,110.8,41.7,60.3,29.6,25.5,25.9,30.2,18.6,4.7
428,502,3,110.5,41.1,59,29.2,25.5,25.9,30,17.9,4.5
429,503,3,119.1,48.5,61.4,29.3,25.5,25.8,30,12.9,4.5
430,504,3,123.8,47.5,63.6,29.4,25.5,25.8,29.9,16.1,4.4
431,505,3,126.3,49.2,62.9,29.4,25.5,25.8,29.9,13.7,4.4
432,506,3,126.2,50.4,64.5,29.5,25.5,25.8,29.8,14.1,4.3
433,507,3,124.8,51.6,66.7,29.6,25.5,25.8,29.5,15.1,4
434,508,3,123.6,48.7,69.2,30,25.5,25.8,29,20.5,3.5
435,509,3,121.5,50.7,70.9,30.1,25.5,25.9,29.6,20.2,4.1
436,510,3,120.2,48.9,73.5,30.6,25.5,25.8,29.8,24.6,4.3
437,511,3,118.8,48.2,73.2,30.7,25.5,25.7,29.9,25,4.4
438,512,3,118.7,48.4,73.4,30.9,25.5,25.7,30.1,25,4.6
439,513,3,119.7,50.3,72.6,30.8,25.5,25.7,29.8,22.3,4.3
440,514,3,122,52.3,73,30.4,25.5,25.8,29.8,20.7,4.3
441,515,3,115.9,52.3,70.1,30.8,25.5,25.8,29.9,17.8,4.4
442,516,3,111.2,43.5,62.4,30.4,25.5,25.8,29.8,18.9,4.3
443,517,3,107.3,39.7,61.5,30.3,25.5,25.8,29.8,21.8,4.3
444,518,3,106.4,38.2,62.1,29.7,25.5,25.9,29.9,23.9,4.4
445,519,3,113.5,39.5,64.6,29.6,25.5,25.9,29.8,25.1,4.3
446,520,3,118.7,40.3,64,29.7,25.5,25.8,30,23.7,4.5
447,521,3,125.2,45.2,62.8,30.1,25.5,25.8,30.1,17.6,4.6
448,522,3,124.7,50.3,65.1,30.1,25.5,25.8,30.1,14.8,4.6
449,523,3,120.2,45.9,67.8,30.1,25.5,25.8,30.1,21.9,4.6
450,524,3,112.5,44.4,64.1,30.2,25.5,25.9,30,19.7,4.5
451,525,3,108.6,40.9,63,29.8,25.5,25.9,29.5,22.1,4
452,526,3,103.7,36,64.3,30.2,25.5,25.8,30,28.3,4.5
453,527,3,103.8,36.5,66.5,30,25.5,25.7,30,30,4.5
454,528,3,108.9,39.5,67.9,29.9,25.5,25.7,29.9,28.4,4.4
455,529,3,115.2,41.5,67.2,29.9,25.5,25.8,29.8,25.7,4.3
457,531,3,117.8,44.9,68.8,29.7,25.5,25.9,29.9,23.9,4.4
458,532,3,117.3,47.3,69.2,30.2,25.5,25.9,29.9,21.9,4.4
459,533,3,117.5,42.8,69.9,30,25.5,25.8,29.9,27.1,4.4
460,534,3,116.6,45.4,67.6,30,25.5,25.8,29.7,22.2,4.2
461,535,3,116.8,43.4,66.9,29.7,25.5,25.8,29.4,23.5,3.9
462,536,3,118.8,45.4,64.4,30.2,25.5,25.9,29.8,19,4.3
463,537,3,118.8,53.4,62,30.1,25.5,25.9,29.9,8.6,4.4
464,538,3,114.9,48.9,61.9,30,25.5,26,29.9,13,4.4
465,539,3,108.3,42.4,59.6,29.9,25.5,25.9,30.1,17.2,4.6
466,540,3,104,42.3,60,30.1,25.5,25.9,30.3,17.7,4.8
467,541,3,99.5,39.5,59.7,29.9,25.5,25.9,29.7,20.2,4.2
468,542,3,97.5,38.3,59.6,29.7,25.5,25.9,29.3,21.3,3.8
469,543,3,104.8,37.2,62.2,29.8,25.5,26,29.1,25,3.6
470,544,3,112.8,45.7,62.8,30,25.5,26,29.6,17.1,4.1
471,545,3,118.5,48.7,65.9,29.4,25.5,25.9,29.8,17.2,4.3
472,546,3,120,45.2,69.1,29.4,25.5,25.8,29.3,23.9,3.8
473,547,3,121.1,50.3,67.8,30,25.5,25.8,29.5,17.5,4
474,548,3,120.8,47.1,69.2,30.1,25.5,25.8,29.5,22.1,4
475,549,3,118.1,48.8,69.1,30.3,25.5,25.8,30.2,20.3,4.7
476,550,3,118.3,41.5,66,30.1,25.5,25.8,30.5,24.5,5
477,551,3,120,38.3,68.6,29.8,25.5,25.7,30.5,30.3,5
478,552,3,118.7,39.7,65,29.5,25.5,25.7,30.2,25.3,4.7
479,553,3,119.4,38.9,63.6,29.3,25.5,25.7,29.7,24.7,4.2
480,554,3,121.8,42.7,62.9,29.2,25.5,25.8,29.8,20.2,4.3
481,555,3,122.6,48.4,64.9,29.3,25.5,25.8,30,16.5,4.5
482,556,3,125.6,49.7,64.9,29.2,25.5,25.8,30.1,15.2,4.6
483,557,3,120.3,50.7,66.6,29.4,25.5,25.8,29.8,15.9,4.3
484,558,3,111.4,43.2,61.3,30.2,25.5,25.8,29.8,18.1,4.3
485,559,3,106,39.9,60.8,30.1,25.5,25.9,29.9,20.9,4.4
486,560,3,100.4,36.3,59.9,30.1,25.5,25.9,30.1,23.6,4.6
487,561,3,98.7,36.3,59.1,29.9,25.5,25.9,29.8,22.8,4.3
488,562,3,101.3,42.7,60.6,29.5,25.5,25.9,30.1,17.9,4.6
489,563,3,102.3,44.9,63.3,29.6,25.5,25.8,30.1,18.4,4.6
490,564,3,104.7,45.5,63.6,29.4,25.6,25.9,30.2,18.1,4.6
491,565,3,103.2,41.8,62.8,29.4,25.5,25.8,30.1,21,4.6
492,566,3,113.2,47.3,61.6,29.2,25.5,25.8,29.7,14.3,4.2
493,567,3,117.5,47.9,67.4,29.6,25.5,25.8,29.8,19.5,4.3
494,568,3,117.8,46.9,65.9,30.2,25.5,25.8,29.8,19,4.3
495,569,3,120.1,42.6,67.2,30.1,25.5,25.8,29.7,24.6,4.2
497,571,3,119.8,41.9,65.8,30.1,25.5,25.9,29.7,23.9,4.2
498,572,3,120.2,44,61.5,30.1,25.5,25.8,30.1,17.5,4.6
499,573,3,112.7,39.9,60.8,29.6,25.5,25.8,30.3,20.9,4.8
500,574,3,107.7,39,59,30.1,25.6,25.8,29.8,20,4.2
501,575,3,106.5,38.5,61.7,29.8,25.5,25.8,29.9,23.2,4.4
502,576,3,110.2,44.5,64.1,29.7,25.5,25.8,30.2,19.6,4.7
503,577,3,112.1,42.2,66,29.7,25.6,25.8,30.3,23.8,4.7
504,578,3,123.5,42.8,65.4,29.7,25.5,25.8,30.4,22.6,4.9
505,579,3,124.7,43.9,67.5,29.6,25.5,25.8,29.8,23.6,4.3
506,580,3,122.8,46.6,66.3,29.6,25.5,25.8,29.8,19.7,4.3
507,581,3,121.7,43.5,68,30.4,25.6,25.8,29.4,24.5,3.8
508,582,3,119.3,42.2,64.7,30.1,25.6,25.8,29.6,22.5,4
509,583,3,119.8,40,67.6,29.7,25.5,25.8,29.9,27.6,4.4
510,584,3,120.2,47.6,68.3,29.6,25.6,25.8,29.8,20.7,4.2
511,585,3,121.3,43.2,66.1,29.5,25.6,25.8,30.1,22.9,4.5
512,586,3,127.7,44.1,66.2,29.9,25.6,25.8,30.1,22.1,4.5
513,587,3,128.9,49.4,64.1,29.9,25.5,25.8,30,14.7,4.5
514,588,3,129.9,46.8,66.7,30,25.6,25.9,29.9,19.9,4.3
515,589,3,123.8,50.8,66.6,30.2,25.5,25.9,30.1,15.8,4.6
516,590,3,116.6,45.2,63.1,30,25.6,25.9,30.4,17.9,4.8
517,591,3,111.5,39.9,64.1,29.7,25.6,25.9,30.2,24.2,4.6
518,592,3,111.8,44.1,64.7,29.6,25.6,25.9,30.3,20.6,4.7
519,593,3,111.2,44.5,64.2,29.6,25.6,25.9,30.3,19.7,4.7
520,594,3,107.1,41.2,61.9,30.1,25.6,25.9,30.2,20.7,4.6
521,595,3,106.2,37.9,64.1,29.9,25.6,25.9,30.5,26.2,4.9
522,596,3,106.6,35.4,64.1,29.9,25.6,25.9,30.3,28.7,4.7
523,597,3,103.5,36.6,61.9,29.9,25.6,25.9,30.1,25.3,4.5
524,598,3,110.6,34.5,63.3,30,25.6,25.9,30.1,28.8,4.5
525,599,3,114.5,40.5,64,29.9,25.6,26.1,30.3,23.5,4.7
526,600,3,116.4,43.6,65.7,29.6,25.6,26,30.2,22.1,4.6
527,601,3,118.3,45.4,69.7,29.8,25.6,26,30,24.3,4.4
528,602,3,119.3,46.2,69.5,30,25.6,25.9,30,23.3,4.4
529,603,3,114.9,41.4,63.6,30.1,25.6,25.9,30.1,22.2,4.5
530,604,3,108.3,38,61.6,29.8,25.6,25.9,30.2,23.6,4.6
531,605,3,104.8,37.6,61.8,29.8,25.6,25.9,30.2,24.2,4.6
532,606,3,110.9,37.1,62.5,30,25.6,25.8,29.6,25.4,4
533,607,3,116.5,44.9,62.8,29.9,25.6,25.8,29.2,17.9,3.6
534,608,3,117.7,43.8,62.6,30,25.6,25.8,29.7,18.8,4.1
535,609,3,120.3,42.3,63.9,30.1,25.6,25.8,30.1,21.6,4.5
537,611,3,118.1,49,64,29.8,25.6,25.8,30,15,4.4
538,612,3,111.5,44.7,60.3,29.9,25.6,25.9,29.9,15.6,4.3
539,613,3,109.4,41.7,62.5,29.5,25.6,25.9,30.2,20.8,4.6
540,614,3,116.1,45,62,29.5,25.6,26,30.6,17,5
541,615,3,120.6,47.6,60.7,29.7,25.6,26,30.7,13.1,5.1
542,616,3,122.7,50.4,61.6,29.4,25.6,25.9,30.6,11.2,5
543,617,3,123.4,49,67.2,29.6,25.6,25.9,30.3,18.2,4.7
544,618,3,121.2,53.4,66.4,30.3,25.6,25.9,30,13,4.4
545,619,3,118.1,44,65.7,30.1,25.6,26,29.9,21.7,4.3
546,620,3,110,39.5,63.5,29.6,25.6,26,30.1,24,4.5
547,621,3,114.6,42.2,65.6,29.6,25.6,25.9,30,23.4,4.4
548,622,3,120.1,45.1,64.3,29.6,25.6,25.9,30.1,19.2,4.5
549,623,3,120.9,47.1,68.9,29.7,25.6,25.9,30.1,21.8,4.5
550,624,3,120.6,52,66.9,30.1,25.6,25.9,30,14.9,4.4
551,625,3,121.4,49.9,70.4,30.6,25.6,25.9,30.2,20.5,4.6
552,626,3,117.7,50.1,64.9,30.4,25.6,25.9,30.4,14.8,4.8
553,627,3,107.7,46.3,63.7,30.5,25.6,26,30.3,17.4,4.7
554,628,3,113.7,43.7,63.7,30.2,25.6,26,30.1,20,4.5
555,629,3,120.7,45.8,64.6,30.1,25.6,26,30.5,18.8,4.9
556,630,3,123.1,47.3,68.5,29.6,25.6,26,30.5,21.2,4.9
557,631,3,120.2,50.8,65,29.6,25.6,25.9,30.3,14.2,4.7
558,632,3,116.5,45.2,61.7,30.3,25.6,25.9,30.2,16.5,4.6
559,633,3,107.2,40.9,61.5,30.2,25.6,25.9,30,20.6,4.4
560,634,3,106,40.9,62.4,29.9,25.6,26,30.2,21.5,4.6
561,635,3,115.6,47.3,64,30.3,25.6,26,30.2,16.7,4.6
562,636,3,119.3,50,62.9,30.1,25.6,25.9,30.1,12.9,4.5
563,637,3,120.6,49.2,67.4,29.9,25.6,25.9,30.1,18.2,4.5
564,638,3,120.6,48.9,63.4,30.4,25.6,25.9,30.2,14.5,4.6
565,639,3,122.4,42.6,64.9,30.2,25.6,26,30,22.3,4.4
566,640,3,121,49.5,64.9,30.2,25.6,26,30.1,15.4,4.5
567,641,3,118.9,45,65.7,30.3,25.6,26,30.1,20.7,4.5
568,642,3,120.2,43.9,64.5,30.1,25.6,26,30,20.6,4.4
569,643,3,123.2,43.7,64.8,30,25.6,25.9,30,21.1,4.4
570,644,3,121.5,46.3,65.8,29.9,25.6,26,29.9,19.5,4.3
571,645,3,122.2,41.9,65.5,29.9,25.6,26,30.1,23.6,4.5
572,646,3,123.5,52.2,66,30,25.6,26,30.1,13.8,4.5
573,647,3,120.4,51.1,64.7,29.8,25.6,25.9,30.3,13.6,4.7
574,648,3,117.7,44.5,62.1,30.1,25.6,25.9,30.4,17.6,4.8
575,649,3,113.4,40.3,63.7,30,25.6,25.9,30.5,23.4,4.9
577,651,3,111.6,37.5,62.2,29.9,25.6,25.9,30.4,24.7,4.8
578,652,3,110.5,39.6,62.6,29.6,25.6,25.9,30.1,23,4.5
579,653,3,111.7,42.4,62.2,29.8,25.6,25.9,30.1,19.8,4.5
580,654,3,114.4,44,62.8,29.8,25.6,25.9,30.3,18.8,4.7
581,655,3,114.9,43.2,64.1,29.6,25.6,26,30.2,20.9,4.6
582,656,3,111.7,40,62.8,29.7,25.6,26,30.2,22.8,4.6
583,657,3,105.9,40.4,60.7,29.4,25.6,25.9,30.2,20.3,4.6
584,658,3,102.7,38.9,61.6,29.3,25.6,25.9,30.2,22.7,4.6
585,659,3,99.5,36.8,63.8,29.5,25.6,25.9,30.2,27,4.6
586,660,3,99.7,36.3,65.7,29.4,25.6,25.9,30.1,29.4,4.5
587,661,3,101.8,40.7,64.3,29.4,25.6,25.9,29.9,23.6,4.3
588,662,3,101.3,39.4,63.6,29.5,25.6,25.9,29.8,24.2,4.2
589,663,3,102.6,39.4,61.5,29.6,25.6,25.9,29.9,22.1,4.3
590,664,3,104.1,37.4,61.7,29.6,25.6,25.9,30,24.3,4.4
591,665,3,106,36.7,60.1,29.5,25.6,25.9,29.8,23.4,4.2
592,666,3,104.4,34.5,60.1,29.4,25.6,25.9,29.8,25.6,4.2
593,667,3,100.8,36.1,61.7,29.2,25.6,25.9,29.9,25.6,4.3
594,668,3,102.3,36.7,62.8,29.3,25.6,25.9,30.1,26.1,4.5
595,669,3,103.9,37.9,62.4,29.6,25.6,25.9,30.2,24.5,4.6
596,670,3,109,44.1,61.2,29.7,25.6,25.9,30.2,17.1,4.6
597,671,3,115.4,49.6,61,29.9,25.6,26,30.3,11.4,4.7
598,672,3,118.5,46.5,64.8,29.5,25.6,25.9,30.2,18.3,4.6
599,673,3,119.8,51.7,64.2,30.5,25.6,25.9,30.2,12.5,4.6
600,674,3,118.8,51.6,64.5,30.7,25.6,26,30.3,12.9,4.7
601,675,3,116.8,47.4,63.1,30,25.6,26,30.4,15.7,4.8
602,676,3,115.7,45.9,64.1,30.4,25.6,26,30.1,18.2,4.5
603,677,3,114.3,43.3,61.6,30.3,25.6,26.2,30,18.3,4.4
604,678,3,112,38.4,61.9,30,25.6,26.3,29.7,23.5,4.1
605,679,3,111.9,42.3,62,30.4,25.6,26.2,29.5,19.7,3.9
606,680,3,109.8,48.1,62.9,30.2,25.6,26.2,29.7,14.8,4.1
607,681,3,103.4,44.7,58,29.8,25.6,26.1,29.7,13.3,4.1
608,682,3,100.1,41.5,59,29.9,25.6,26,30,17.5,4.4
609,683,3,98,41.1,62,29.8,25.6,26,30,20.9,4.4
610,684,3,101.6,43.6,62.8,29.7,25.6,26,30,19.2,4.4
611,685,3,108,53.3,62.8,29.8,25.6,26,30.3,9.5,4.7
612,686,3,115.5,57.3,61,30.3,25.6,26,30.3,3.7,4.7
613,687,3,117.3,51.8,66.6,30.1,25.6,26,30.1,14.8,4.5
614,688,3,118.1,50.9,63.5,29.8,25.6,26,30.1,12.6,4.5
616,690,3,119.7,45.1,68,29.8,25.6,26,30.3,22.9,4.7
617,691,3,112.9,50,65.4,30.3,25.6,25.9,30.1,15.4,4.5
618,692,3,109.2,43.8,63.1,29.6,25.6,25.9,29.9,19.3,4.3
619,693,3,104.5,40.4,64.1,29.5,25.6,25.9,30.1,23.7,4.5
620,694,3,109.9,39.8,62.7,29.8,25.6,25.9,30.2,22.9,4.6
621,695,3,115,44.7,64.9,29.9,25.6,26,30.3,20.2,4.7
622,696,3,117.7,45.1,66.6,29.8,25.6,26,30.4,21.5,4.8
623,697,3,116.9,51,62.6,30,25.6,26,30.3,11.6,4.7
624,698,3,113.1,43.5,62.9,30.1,25.6,26,30.3,19.4,4.7
625,699,3,107.4,39.2,61.7,30,25.6,26,30.4,22.5,4.8
626,700,3,112.1,39.9,63.6,29.8,25.6,25.9,30.6,23.7,5
627,701,3,118,45.9,62.4,30.2,25.6,25.9,30.4,16.5,4.8
628,702,3,121.7,48.4,63.1,29.8,25.6,25.9,30.2,14.7,4.6
629,703,3,121.1,49.6,64.6,30.5,25.6,25.9,30.2,15,4.6
630,704,3,122.8,49.2,66.4,30.7,25.6,26,30.1,17.2,4.5
631,705,3,118.4,50.3,64.2,30.9,25.6,26,30.3,13.9,4.7
632,706,3,112.1,41.3,61.1,30.5,25.6,26,30.4,19.8,4.8
633,707,3,108.9,37.7,62.1,30.4,25.6,26,29.8,24.4,4.2
634,708,3,112,34.9,61.8,30,25.6,25.9,30,26.9,4.4
635,709,3,116.3,35.4,59.9,29.9,25.6,25.9,30.1,24.5,4.5
636,710,3,119,40.7,62.8,29.6,25.6,25.9,30,22.1,4.4
637,711,3,120.9,40.6,65.4,29.7,25.6,25.9,30,24.8,4.4
638,712,3,123.3,41.6,65.3,29.5,25.6,26,30,23.7,4.4
639,713,3,124.6,51.9,64.5,29.5,25.6,25.9,30,12.6,4.4
640,714,3,117.8,52.2,61.9,29.3,25.6,25.9,29.5,9.7,3.9
641,715,3,116.9,46.3,61.1,29.4,25.6,25.9,29.9,14.8,4.3
642,716,3,112.2,45.2,60.3,29.6,25.6,26,29.4,15.1,3.8
643,717,3,111.8,44.9,60.5,29.9,25.6,26,29.6,15.6,4
644,718,3,111.9,49.6,62.9,30.1,25.6,26.1,29.8,13.3,4.2
645,719,3,111.1,51.5,63.8,29.9,25.6,26.1,29.9,12.3,4.3
646,720,3,113.4,48.1,64.6,30.5,25.6,26,30.1,16.5,4.5
647,721,3,117.4,49.5,64.1,30.1,25.6,26,30.1,14.6,4.5
648,722,3,118.7,51.8,63.2,30.5,25.6,26,30.1,11.4,4.5
649,723,3,117.3,45.2,63.8,30.9,25.6,26,29.9,18.6,4.3
650,724,3,116.2,43.3,62.2,30.4,25.6,26,30.2,18.9,4.6
651,725,3,117.3,46.3,68.7,30.2,25.6,25.9,30.3,22.4,4.7
652,726,3,119.4,48.7,69.2,30,25.6,25.9,30.3,20.5,4.7
653,727,3,121.1,43.1,65.3,30,25.6,25.9,30.4,22.2,4.8
654,728,3,119.6,41.3,64.2,30.2,25.6,25.9,30.2,22.9,4.6
656,730,3,123.6,39.7,65.6,29.8,25.6,25.9,30.2,25.9,4.6
657,731,3,125.1,42.2,65.7,29.5,25.6,25.9,30.3,23.5,4.7
658,732,3,121.2,41.9,67,29.6,25.6,25.9,30.1,25.1,4.5
659,733,3,119.5,46.8,63,29.5,25.6,25.9,30,16.2,4.4
660,734,3,118,53,64.7,29.7,25.6,25.9,29.9,11.7,4.3
661,735,3,113.1,50.4,63.8,29.6,25.6,25.9,29.9,13.4,4.3
662,736,3,106.9,45.2,64.5,29.9,25.6,26,30,19.3,4.4
663,737,3,103.2,44.1,64.2,30,25.6,25.9,30.1,20.1,4.5
664,738,3,99.2,39.8,64.4,30.1,25.6,25.9,30.3,24.6,4.7
665,739,3,97.4,40.2,64.5,30.2,25.6,25.9,30.6,24.3,5
666,740,3,99.4,44.1,64.3,30.2,25.6,25.9,30.2,20.2,4.6
667,741,3,102.3,45.7,65.7,29.9,25.6,25.9,30.2,20,4.6
668,742,3,106.4,50.8,63.5,29.9,25.6,25.9,30.1,12.7,4.5
669,743,3,107.9,47.3,64.2,29.7,25.6,25.9,30.2,16.9,4.6
670,744,3,108.1,48.9,63.6,29.6,25.6,25.9,30.3,14.7,4.7
671,745,3,106.6,46,62.8,29.8,25.6,25.9,30.4,16.8,4.8
672,746,3,110.4,45.5,62.2,29.9,25.6,25.9,30.3,16.7,4.7
673,747,3,115,42.4,64.9,29.9,25.6,25.9,30,22.5,4.4
674,748,3,113.8,41.7,65.7,29.8,25.6,25.9,29.9,24,4.3
675,749,3,112.5,41.2,65.5,30.2,25.6,25.9,30,24.3,4.4
676,750,3,112,42,65.9,30.2,25.6,25.9,30,23.9,4.4
677,751,3,107.7,44,61.6,30.1,25.6,25.9,29.8,17.6,4.2
678,752,3,102.2,39.4,61.3,29.9,25.6,26,29.9,21.9,4.3
679,753,3,96.4,36.8,60.3,29.8,25.6,26,29.8,23.5,4.2
680,754,3,92.4,34.7,58,30,25.6,26,29.8,23.3,4.2
681,755,3,88.5,34.2,57.7,30.2,25.6,26,30.2,23.5,4.6
682,756,3,88.1,33.7,60.6,30,25.6,26,30.4,26.9,4.8
683,757,3,97.3,39.6,63.2,29.9,25.6,26,30.2,23.6,4.6
684,758,3,103.4,40.9,62.6,30.3,25.6,26,30,21.7,4.4
685,759,3,112.5,45,64.2,30,25.6,26,30.3,19.2,4.7
686,760,3,116,47.3,65.2,30.5,25.6,25.9,30.4,17.9,4.8
687,761,3,116.8,46.2,66.1,30.2,25.6,25.9,30.5,19.9,4.9
688,762,3,116.4,47.4,64.5,30,25.6,25.9,30.5,17.1,4.9
689,763,3,119.2,49.9,61.8,29.9,25.6,25.9,30.6,11.9,5
690,764,3,122.1,48.4,63.5,29.8,25.6,25.9,30.4,15.1,4.8
691,765,3,122.2,45.4,62.6,29.7,25.6,25.9,30,17.2,4.4
692,766,3,121.4,40.7,66.6,29.7,25.6,25.9,30,25.9,4.4
693,767,3,119.6,43.6,65.1,29.9,25.6,25.9,29.9,21.5,4.3
694,768,3,121.8,42.7,61.7,29.8,25.6,25.9,29.9,19,4.3
695,769,3,122,44.3,60.4,29.6,25.6,26,29.9,16.1,4.3
696,770,3,122.1,54.5,59.6,29.9,25.6,26,29.9,5.1,4.3
698,772,4,120.1,57,59.6,29.9,25.6,26,30,2.6,4.4
699,773,4,112.6,50.3,60.6,29.8,25.6,26,30.1,10.3,4.5
700,774,4,106.8,43.8,58.9,30,25.6,26,30.1,15.1,4.5
701,775,4,100.3,42,59.7,29.7,25.6,26,30.3,17.7,4.7
702,776,4,98.1,39,63,29.8,25.6,26,30.3,24,4.7
703,777,4,100.9,42.9,65.4,29.8,25.6,26,30.2,22.5,4.6
704,778,4,107.3,44.7,62.6,30.1,25.6,25.9,30.3,17.9,4.7
705,779,4,109.9,42.1,64,30.2,25.6,25.9,30.2,21.9,4.6
706,780,4,108.6,38.6,60.4,30.1,25.6,26,30.1,21.8,4.5
707,781,4,106.9,35.6,62.7,30.1,25.6,26,30.1,27.1,4.5
708,782,4,107.8,36.7,59.7,30.2,25.6,25.9,30.2,23,4.6
709,783,4,106.5,38.9,59.7,30.3,25.6,26,30.1,20.8,4.5
710,784,4,109.8,44.2,61.8,29.8,25.6,26.6,30.2,17.6,4.6
711,785,4,115.8,47.6,64,29.9,25.6,26.4,30.1,16.4,4.5
712,786,4,118.6,44.2,63.2,29.9,25.6,26.2,30.1,19,4.5
713,787,4,117,43.6,65.2,30.3,25.6,26.1,30.1,21.6,4.5
714,788,4,114.4,42.1,66.5,30.1,25.6,26.1,30.2,24.4,4.6
