# run,2026-08-27_exponat_R2
# scope,TEMPERATURE + event timing only (flux/mass channels dead)
# t_ignition_exp_time_s,74.0
# x_axis,time_from_ignition_s = exp_time_s - t_ignition_exp_time_s
# tc_positions_m,"TC_01:(x=0.12,z=0.05); TC_02:(x=0.12,z=0.16); TC_03:(x=0.12,z=0.23); TC_05:(x=0.35,z=0.23); TC_09:(x=0.7,z=0.015); TC_10:(x=0.7,z=0.075); TC_11:(x=0.7,z=0.14)"
# source,exponat_analysis.py
time_from_ignition_s,exp_time_s,event_number,TC_01_C,TC_02_C,TC_03_C,TC_05_C,TC_09_C,TC_10_C,TC_11_C,dT_upperlayer_T3_T2_C,dT_doorway_T11_T9_C
715,789,4,110.4,40.3,64.9,30.1,25.6,26,30.3,24.6,4.7
716,790,4,108.5,37.6,65.2,30.1,25.6,26,30.5,27.6,4.9
717,791,4,105.9,41.5,61.4,29.5,25.6,26,30.4,19.9,4.8
718,792,4,102.5,40.3,59.3,29.4,25.6,26,30.3,19,4.7
719,793,4,101.7,40.9,61.7,29.4,25.6,26,30,20.8,4.4
720,794,4,103.8,41.3,61.8,29.5,25.6,26,29.9,20.5,4.3
721,795,4,104.8,40.3,59.7,29.6,25.6,26,29.8,19.4,4.2
722,796,4,102.5,43,59.5,29.5,25.6,26,29.9,16.5,4.3
723,797,4,101.7,41.9,58.2,29.6,25.6,26,30.2,16.3,4.6
724,798,4,107.9,43.3,60.6,29.6,25.6,26,30.3,17.3,4.7
725,799,4,111.8,45.5,64.1,29.7,25.6,26,30.3,18.6,4.7
726,800,4,113.6,47.6,63.7,29.7,25.6,26,30,16.1,4.4
727,801,4,113.8,47.4,63.2,30,25.6,26,30.1,15.8,4.5
728,802,4,112.3,41.5,61.8,29.9,25.6,26,30.3,20.3,4.7
729,803,4,107.4,42.1,60.8,30.2,25.6,26,30.1,18.7,4.5
730,804,4,102.1,37.9,61.5,30.2,25.6,26,30.2,23.6,4.6
731,805,4,101.3,39.4,60.3,29.9,25.6,26,30.3,20.9,4.7
732,806,4,101,42.7,61,30,25.6,26,30.1,18.3,4.5
733,807,4,105,40.5,58.4,29.6,25.6,26.1,30.1,17.9,4.5
734,808,4,111.1,40.7,60.3,29.7,25.6,26.1,30.2,19.6,4.6
735,809,4,110.3,37.7,63.3,29.5,25.6,26.2,30.3,25.6,4.7
736,810,4,110.3,41.5,59.8,29.4,25.6,26.1,30.3,18.3,4.7
737,811,4,108.8,46.5,63,29.3,25.6,26.1,30.4,16.5,4.8
739,813,4,102.2,41.1,57,29.9,25.6,26,30.3,15.9,4.7
740,814,4,101.4,38.7,42.5,30,25.6,26,30.1,3.8,4.5
741,815,4,105.7,43.1,37.9,30.1,25.6,26.1,30.1,-5.2,4.5
742,816,4,108.8,51.3,34.7,30.2,25.6,26.1,30.2,-16.6,4.6
743,817,4,110.6,47.5,33.5,30.7,25.6,26.1,30.1,-14,4.5
744,818,4,110.7,43,32.4,30.6,25.6,26,30.3,-10.6,4.7
745,819,4,107.7,48.9,31.9,30.2,25.6,26,30.1,-17,4.5
746,820,4,104.5,40.6,31.6,30.1,25.6,25.9,30.3,-9,4.7
