General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
Test;;0;20,96100;0,05000;0,026000;127,775;100,11;0,0000;0,000;100,074;43,300;0,005;304,150;302,250;25,70;325,950;263,164;0,000;49,100;55,200;54,100;301,950;;;;;0,00;0,00;0,00;3,00;2,50;15,471;25,966;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00175;-Infinity;0,0000;27,870675;-0,000357;24,001345;23,851410;-0,0001;-0,0085;0,00;0,00;0,00;0,00;-0,08;;;;0,0000000;20,96200;0,04900;0,01500;-0,0003139;;38,13;0,00;;;
Standard used;ISO 5660-1;1;20,96200;0,04900;0,021000;124,600;100,12;0,0000;0,000;100,074;43,300;0,005;304,150;302,250;25,70;325,950;263,164;0,000;49,100;55,200;54,100;301,950;;;;;0,00;0,00;0,00;3,00;2,51;15,469;25,984;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00125;-Infinity;0,0000;27,522226;-0,000430;23,701272;23,553212;-0,0001;-0,0100;0,00;0,00;0,00;0,00;-0,01;;0,000;0,000;0,0000000;20,96000;0,05000;0,01300;-0,0001805;;38,13;1,00;;;
Date of test;27.08.2026;2;20,96300;0,04700;-0,008000;127,800;100,12;0,0000;0,000;100,076;43,300;0,005;304,150;302,250;25,70;325,950;263,164;0,000;49,100;55,200;54,100;301,950;;;;;0,00;0,00;0,00;3,00;2,51;15,454;25,931;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;6,51333300;6,51333300;-0,00095;0,00004;0,0000;27,873402;-0,000416;24,003693;23,853744;-0,0001;-0,0098;0,00;0,00;0,00;0,00;0,02;;0,000;0,000;0,0000000;20,95900;0,05100;0,00400;-0,0000188;;38,13;2,00;;;
Time of test;10:19;3;20,96200;0,05100;0,016000;130,775;100,13;0,0000;0,000;100,074;43,300;0,005;304,150;302,250;25,70;325,917;263,170;0,000;49,000;55,200;54,100;301,950;;;;;0,00;0,00;0,00;3,00;2,51;15,477;25,968;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;-6,35999552;-6,35999552;-0,00096;-0,00018;0,0000;28,195962;-0,000576;24,281472;24,129787;-0,0001;-0,0138;0,00;0,00;0,00;0,00;0,02;;0,000;0,000;0,0000000;20,95900;0,05300;0,00400;-0,0000442;;38,13;3,00;;;
Heat flux (kW/m²);75;4;20,96000;0,05000;0,007000;127,500;100,11;78,1600;0,000;100,074;43,300;0,005;304,150;302,250;25,70;325,917;263,170;0,000;49,000;55,200;54,100;301,950;;;;;0,00;0,00;0,00;3,00;2,51;15,484;25,966;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,5691;0,00000;0,0000;-229,60667928;-229,60667928;-0,00316;-0,00001;0,0026;27,840667;-0,000354;23,975503;23,825730;-0,0001;-0,0084;0,00;0,00;0,00;0,00;0,16;;0,321;0,000;0,0227004;20,95500;0,05600;-0,00500;0,0002733;;116,29;4,00;;;
Nominal duct flow rate (l/s);24,0;5;20,96200;0,04900;-0,021000;125,150;100,12;548,9600;0,000;100,068;43,300;0,005;304,150;302,250;25,70;325,850;263,170;0,000;49,000;55,100;54,000;301,950;;;;;0,00;0,00;0,00;3,00;2,51;15,479;25,952;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,7704;0,00000;0,0000;-902,46001689;-902,46001689;-0,00678;0,00000;0,0083;27,582904;-0,000427;23,753525;23,605139;-0,0001;-0,0100;0,00;0,00;-0,01;0,00;0,26;;1,091;1,154;0,0509875;20,95200;0,05800;-0,02000;0,0006188;;587,09;5,00;;;
Sampling interval (s);1;6;20,96200;0,04900;0,006000;123,325;100,13;1636,4000;0,000;100,074;43,300;0,005;304,150;302,250;25,70;325,850;263,170;0,000;49,000;55,100;54,000;301,950;;;;;0,00;0,00;0,00;3,00;2,51;15,418;25,944;0,58;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,7831;0,00000;0,0000;-595,10999235;-595,10999235;-0,00045;-0,00001;0,0131;27,381050;-0,000535;23,579695;23,432395;-0,0001;-0,0125;0,00;0,00;0,00;0,00;0,40;;1,789;1,154;0,0422639;20,94800;0,05900;0,00600;0,0005187;;1674,53;6,00;;;
Separation (mm);25;7;20,95900;0,05000;0,003000;125,550;100,13;1636,4000;0,000;100,074;43,300;0,005;304,150;302,350;25,70;325,817;263,170;0,000;48,900;55,100;54,000;301,950;;;;;0,00;0,00;0,00;3,00;2,51;15,507;25,947;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,6108;0,00000;0,0000;90,65161641;90,65161641;0,00247;0,00005;0,0167;27,626948;-0,000522;23,791455;23,650654;-0,0001;-0,0123;0,00;0,00;0,00;0,00;0,44;;2,133;2,165;0,0319046;20,94700;0,06200;0,01800;0,0003892;;1674,53;7,00;;;
Orientation;hor;8;20,95900;0,05000;0,021000;126,475;100,13;1636,3601;0,000;100,072;43,300;0,005;304,250;302,450;25,70;325,783;263,170;0,000;48,800;55,100;54,000;301,950;;;;;0,00;0,00;0,00;3,00;2,52;15,433;25,976;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9902;0,00000;0,0000;0,92745972;0,92745972;0,00199;0,00534;0,0217;27,723976;-0,000510;23,882862;23,741567;-0,0001;-0,0120;0,00;0,00;0,00;0,00;0,51;;2,404;2,165;0,0440936;20,94500;0,06200;0,01600;0,0005353;;1674,49;8,00;;;
Edge frame?;N;9;20,95900;0,04900;0,032000;130,150;100,13;1636,4601;0,000;100,068;43,300;0,005;304,250;302,450;25,70;325,783;263,170;0,000;48,800;55,100;54,000;301,950;;;;;0,00;0,00;0,00;3,00;2,52;15,469;25,966;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,7006;0,00000;0,0000;-7,76576742;-7,76576742;0,00252;-0,00070;0,0264;28,123881;-0,000583;24,227361;24,084027;-0,0001;-0,0140;0,00;0,00;0,00;0,01;0,52;;2,675;2,607;0,0415346;20,94500;0,06300;0,01800;0,0004973;;1674,59;9,00;;;
Grid?;N;10;20,96000;0,04900;0,026000;131,850;100,13;1648,0100;0,000;100,072;43,300;0,005;304,250;302,550;25,70;325,717;263,170;0,000;48,700;55,000;54,000;301,950;;;;;0,00;0,00;0,00;3,00;2,52;15,463;25,955;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5730;0,00000;0,0000;0,03752645;0,03752645;0,00728;0,14624;0,0300;28,306960;-0,000587;24,385074;24,248822;-0,0001;-0,0141;0,00;0,00;0,01;0,01;0,59;;2,821;2,607;0,0315712;20,94300;0,06300;0,03700;0,0003776;;1686,14;10,00;;;
Non-scrubbed?;;11;20,96100;0,05000;0,015000;125,525;100,14;1636,4100;0,000;100,074;43,300;0,005;304,350;302,650;25,70;325,683;263,170;0,000;48,700;55,000;53,900;301,950;;;;;0,00;0,00;0,00;3,00;2,52;15,467;25,944;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2279;0,00000;0,0000;7,72914632;7,72914632;0,00466;0,00064;0,0342;27,615119;-0,000679;23,796906;23,663984;-0,0001;-0,0159;0,00;0,00;0,00;0,00;0,54;;2,919;2,945;0,0373574;20,94400;0,06200;0,02700;0,0004564;;1674,54;11,00;;;
Substrate used? {Y/N};;12;20,96200;0,05100;0,013000;129,925;100,15;1636,4100;0,000;100,072;43,300;0,005;304,350;302,650;25,70;325,683;263,170;0,000;48,700;55,000;53,900;301,950;;;;;0,00;0,00;0,00;3,00;2,52;15,465;25,979;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,7030;0,00000;0,0000;-0,96666463;-0,96666463;-0,00220;-0,00563;0,0429;28,094944;-0,000752;24,210388;24,075157;-0,0002;-0,0180;0,00;0,00;0,00;0,01;0,62;;3,215;2,945;0,0768996;20,94200;0,06300;-0,00100;0,0009188;;1674,54;12,00;;;
Substrate;;13;20,96000;0,05300;0,004000;130,750;100,15;1636,4100;0,000;100,072;43,300;0,005;304,350;302,750;25,70;325,683;263,170;0,000;48,700;55,000;53,900;301,950;;;;;0,00;0,00;0,00;3,00;2,52;15,463;25,966;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,5193;0,00000;0,0000;0,00000000;0,00000000;-0,00270;Infinity;0,0514;28,184002;-0,000723;24,287132;24,159452;-0,0002;-0,0173;0,00;0,00;0,00;0,01;0,59;;3,630;3,472;0,0752763;20,94300;0,06200;-0,00300;0,0008964;;1674,54;13,00;;;
Additional preparation details;;14;20,95900;0,05600;0,004000;127,975;100,15;1636,4100;0,000;100,072;43,300;0,005;304,350;302,750;25,80;325,683;263,170;0,000;48,700;55,000;53,900;301,950;;;;;0,00;0,00;0,00;3,00;2,52;15,463;25,966;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,2660;0,00000;0,0000;0,00000000;0,00000000;-0,00440;Infinity;0,0607;27,883313;-0,000711;24,028018;23,901700;-0,0001;-0,0169;0,00;0,00;0,00;0,00;0,58;;4,006;3,472;0,0818748;20,94300;0,06200;-0,01000;0,0009849;;1674,54;14,00;;;
;;15;20,95900;0,05800;-0,005000;123,975;100,15;1636,4100;0,000;100,072;43,300;0,005;304,450;302,750;25,70;325,617;263,170;0,000;48,600;54,900;53,900;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,465;25,976;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,0591;0,00000;0,0000;0,00000000;0,00000000;-0,00215;Infinity;0,0678;27,439584;-0,000699;23,653410;23,521334;-0,0001;-0,0163;0,00;0,00;0,00;0,00;0,50;;4,283;4,048;0,0623745;20,94500;0,06100;-0,00100;0,0007630;;1674,54;15,00;;;
Specimen;;16;20,95500;0,05900;-0,020000;127,500;100,14;1636,4100;0,000;100,072;43,300;0,005;304,450;302,850;25,80;325,617;263,170;0,000;48,600;54,900;53,900;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,463;25,966;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,8315;0,00000;0,0000;0,00000000;0,00000000;-0,00267;Infinity;0,0746;27,826947;-0,000687;23,987325;23,861262;-0,0001;-0,0163;0,00;0,00;0,00;0,00;0,48;;4,449;4,048;0,0603634;20,94600;0,06100;-0,00300;0,0007279;;1674,54;16,00;;;
Sample description;3_Candles_R2;17;20,95200;0,06200;0,006000;123,400;100,15;1636,4100;0,000;100,072;43,300;0,005;304,450;302,850;25,80;325,583;263,177;0,000;48,600;54,900;53,800;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,477;25,966;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,7216;0,00000;0,0000;-0,00083415;-0,00083415;0,00172;-4,85577;0,0793;27,375878;-0,000726;23,598494;23,474476;-0,0001;-0,0169;0,00;0,00;0,00;0,00;0,47;;4,527;4,265;0,0417197;20,94600;0,06000;0,01500;0,0005129;;1674,54;17,00;;;
Material name/ID;Candle / Teelicht (3x);18;20,94800;0,06200;0,018000;127,675;100,15;1636,4100;0,000;100,072;43,300;0,005;304,450;302,850;25,80;325,583;263,177;0,000;48,600;54,900;53,800;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,467;25,947;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,2810;0,00000;0,0000;0,00583903;0,00583903;0,00077;0,70560;0,0846;27,846037;-0,000748;24,003781;23,877632;-0,0002;-0,0177;0,00;0,00;0,00;0,00;0,48;;4,554;4,265;0,0466632;20,94600;0,06000;0,01100;0,0005635;;1674,54;18,00;;;
Specimen number;R2;19;20,94700;0,06300;0,016000;126,200;100,16;1636,4000;0,000;100,070;43,300;0,005;304,450;302,850;25,80;325,550;263,170;0,000;48,500;54,900;53,800;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,448;25,958;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,3788;0,00000;0,0000;0,00583903;0,00583903;0,00345;0,70151;0,0880;27,684721;-0,000805;23,864723;23,739305;-0,0002;-0,0190;0,00;0,00;0,00;0,00;0,44;;4,542;4,242;0,0298553;20,94700;0,06000;0,02200;0,0003639;;1674,53;19,00;;;
E (MJ/kg);13,10;20;20,94500;0,06300;0,018000;130,700;100,16;1636,4000;0,000;100,066;43,300;0,005;304,450;302,850;25,80;325,517;263,170;0,000;48,500;54,800;53,800;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,435;25,955;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,1699;0,00000;0,0000;-0,00083415;-0,00083415;0,00700;-4,99734;0,0892;28,173983;-0,000793;24,286476;24,158842;-0,0002;-0,0190;0,00;0,00;0,01;0,00;0,41;;4,429;4,242;0,0103373;20,94800;0,06000;0,03600;0,0001262;;1674,53;20,00;;;
Initial mass (g);38,13;21;20,94500;0,06200;0,037000;128,025;100,17;1636,4000;0,000;100,070;43,300;0,005;304,450;302,850;25,80;325,517;263,170;0,000;48,500;54,800;53,800;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,441;25,974;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,4761;0,00000;0,0000;0,00000000;0,00000000;0,00422;Infinity;0,0916;27,884179;-0,000902;24,036659;23,910338;-0,0002;-0,0214;0,00;0,00;0,00;0,00;0,41;;4,304;4,117;0,0218788;20,94800;0,06000;0,02500;0,0002655;;1674,53;21,00;;;
Thickness (mm);12,5;22;20,94300;0,06300;0,027000;126,650;100,16;1636,4000;0,000;100,070;43,300;0,005;304,450;302,850;25,80;325,517;263,170;0,000;48,500;54,800;53,800;301,950;;;;;0,00;0,00;0,00;3,00;2,53;15,416;25,990;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,8751;0,00000;0,0000;0,00000000;0,00000000;-0,00144;Infinity;0,0965;27,734036;-0,000822;23,907233;23,781592;-0,0002;-0,0194;0,00;0,00;0,00;0,00;0,37;;4,276;4,117;0,0430768;20,94900;0,05800;0,00200;0,0005216;;1674,53;22,00;;;
Surface area (cm²);88,36;23;20,94400;0,06200;-0,001000;124,500;100,15;1636,4000;0,000;100,070;43,300;0,005;304,450;302,950;25,80;325,483;263,170;0,000;48,500;54,800;53,700;301,950;;;;;0,00;0,00;0,00;3,00;2,54;15,486;25,984;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,4257;0,00000;0,0000;-0,00083415;-0,00083415;-0,00264;-4,37283;0,1029;27,497623;-0,000759;23,703441;23,586656;-0,0002;-0,0178;0,00;0,00;0,00;0,00;0,44;;4,336;4,146;0,0567776;20,94700;0,05900;-0,00300;0,0006929;;1674,53;23,00;;;
Sponsor;;24;20,94200;0,06200;-0,003000;123,275;100,16;1636,4000;0,000;100,070;43,300;0,005;304,550;302,950;25,80;325,450;263,177;0,000;48,400;54,800;53,700;301,950;;;;;0,00;0,00;0,00;3,00;2,54;15,461;25,982;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,6923;0,00000;0,0000;0,00583903;0,00583903;-0,00142;0,62151;0,1076;27,357516;-0,000833;23,590412;23,466476;-0,0002;-0,0194;0,00;0,00;0,00;0,00;0,37;;4,387;4,146;0,0414609;20,94900;0,05900;0,00200;0,0005089;;1674,53;24,00;;;
Manufacturer;;25;20,94300;0,06100;-0,010000;128,700;100,15;1636,3900;0,000;100,070;43,300;0,005;304,550;302,950;25,80;325,450;263,177;0,000;48,400;54,800;53,700;301,950;;;;;0,00;0,00;0,00;3,00;2,54;15,469;25,974;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,3632;0,00000;0,0000;0,00583903;0,00583903;-0,00145;0,63504;0,1130;27,953000;-0,000787;24,103899;23,977265;-0,0002;-0,0187;0,00;0,00;0,00;0,00;0,41;;4,412;4,286;0,0473895;20,94800;0,05900;0,00200;0,0005693;;1674,52;25,00;;;
Test start time (s);60;26;20,94300;0,06100;-0,001000;132,450;100,17;1636,3900;0,000;100,068;43,300;0,005;304,450;302,950;25,80;325,417;263,177;0,000;48,400;54,700;53,700;301,950;;;;;0,00;0,00;0,00;3,00;2,54;15,469;25,976;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,8387;0,00000;0,0000;-0,00083415;-0,00083415;-0,00172;-3,98987;0,1198;28,361974;-0,000895;24,448527;24,328071;-0,0002;-0,0216;0,00;0,00;0,00;0,00;0,49;;4,477;4,286;0,0604264;20,94600;0,05800;0,00100;0,0007153;;1674,52;26,00;;;
Time to ignition (s);12;27;20,94500;0,06000;-0,003000;125,725;100,17;1636,3900;0,000;100,078;43,300;0,005;304,550;302,950;25,80;325,417;263,177;0,000;48,400;54,700;53,700;301,950;;;;;0,00;0,00;0,00;3,00;2,54;15,441;25,979;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,1504;0,00000;0,0000;0,00000000;0,00000000;0,00028;Infinity;0,1250;27,628034;-0,000917;23,823680;23,698519;-0,0002;-0,0216;0,00;0,00;0,00;0,00;0,44;;4,533;4,358;0,0455093;20,94700;0,05800;0,00900;0,0005537;;1674,52;27,00;;;
Time to flameout (s);856;28;20,94600;0,06000;0,015000;122,350;100,17;1636,3900;0,000;100,068;43,300;0,005;304,550;302,950;25,80;325,417;263,177;0,000;48,400;54,700;53,700;301,950;;;;;0,00;0,00;0,00;3,00;2,54;15,484;25,971;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5040;0,00000;0,0000;0,00000000;0,00000000;0,00099;Infinity;0,1285;27,254683;-0,000939;23,501739;23,378269;-0,0002;-0,0218;0,00;0,00;0,00;0,00;0,36;;4,526;4,358;0,0309613;20,94900;0,05900;0,01200;0,0003824;;1674,52;28,00;;;
End of test criteria;User end of test;29;20,94600;0,06000;0,011000;125,900;100,17;1636,3900;0,000;100,078;43,300;0,005;304,550;302,950;25,80;325,383;263,177;0,000;48,400;54,700;53,600;301,950;;;;;0,00;0,00;0,00;3,00;2,54;15,458;25,982;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,7534;0,00000;0,0000;0,00000000;0,00000000;0,00174;Infinity;0,1312;27,647255;-0,000895;23,840255;23,715006;-0,0002;-0,0211;0,00;0,00;0,00;0,00;0,33;;4,478;4,330;0,0243288;20,95000;0,05800;0,01500;0,0002967;;1674,52;29,00;;;
User EOT time (s);973;30;20,94600;0,06000;0,022000;128,900;100,16;1636,3900;0,000;100,068;43,300;0,005;304,550;302,950;25,80;325,350;263,177;0,000;48,300;54,700;53,600;301,950;;;;;0,00;0,00;0,00;3,00;2,55;15,481;25,971;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5958;0,00000;0,0000;0,00000000;0,00000000;0,00127;Infinity;0,1348;27,974711;-0,000849;24,122620;23,995888;-0,0002;-0,0202;0,00;0,00;0,00;0,00;0,37;;4,434;4,330;0,0317721;20,94900;0,05800;0,01300;0,0003824;;1674,52;30,00;;;
MLR EOT mass (g/m²);;31;20,94700;0,06000;0,036000;125,500;100,16;1636,3900;0,000;100,078;43,300;0,005;304,550;302,950;25,80;325,350;263,177;0,000;48,300;54,700;53,600;301,950;;;;;0,00;0,00;0,00;3,00;2,55;15,427;25,976;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,0434;0,00000;0,0000;0,00000000;0,00000000;0,00320;Infinity;0,1379;27,603301;-0,000803;23,802353;23,677304;-0,0002;-0,0189;0,00;0,00;0,00;0,00;0,40;;4,398;4,237;0,0268914;20,94800;0,05900;0,02100;0,0003288;;1674,52;31,00;;;
MLR time period (s);;32;20,94800;0,05800;0,025000;129,625;100,16;1636,3900;0,000;100,078;43,300;0,005;304,550;302,950;25,80;325,317;263,183;0,000;48,300;54,600;53,600;301,950;;;;;0,00;0,00;0,00;3,00;2,55;15,479;25,958;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,6596;0,00000;0,0000;0,00000000;0,00000000;0,00003;Infinity;0,1425;28,053273;-0,000825;24,190365;24,063277;-0,0002;-0,0197;0,00;0,00;0,00;0,00;0,41;;4,381;4,237;0,0411723;20,94800;0,05900;0,00800;0,0004934;;1674,52;32,00;;;
Truncate graphs at EOT;;33;20,94800;0,05900;0,002000;124,775;100,16;1636,3900;0,000;100,078;43,300;0,005;304,550;302,950;25,80;325,317;263,183;0,000;48,300;54,600;53,600;301,950;;;;;0,00;0,00;0,00;3,00;2,55;15,423;25,992;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,7844;0,00000;0,0000;0,00000000;0,00000000;-0,00361;Infinity;0,1483;27,523454;-0,000882;23,733501;23,608814;-0,0002;-0,0207;0,00;0,00;0,00;0,00;0,37;;4,407;4,248;0,0511110;20,94900;0,05900;-0,00700;0,0006228;;1674,52;33,00;;;
Smooth data?;;34;20,94900;0,05900;-0,003000;130,475;100,17;1636,3900;0,000;100,076;43,300;0,005;304,550;302,950;25,80;325,317;263,183;0,000;48,300;54,600;53,600;301,950;;;;;0,00;0,00;0,00;3,00;2,55;15,505;25,976;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2538;0,00000;0,0000;-0,00083415;-0,00083415;-0,00121;-3,95936;0,1526;28,145101;-0,000922;24,269548;24,142044;-0,0002;-0,0221;0,00;0,00;0,00;0,00;0,34;;4,425;4,248;0,0375864;20,95000;0,05800;0,00300;0,0004485;;1674,52;34,00;;;
