General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;264;20,94500;0,06000;0,013000;126,275;100,33;1636,1000;0,000;100,068;43,200;0,005;303,650;302,350;26,20;322,250;263,190;0,000;46,000;51,200;50,100;302,050;;;;;0,00;0,00;0,00;3,00;2,88;15,446;26,206;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,3772;0,00000;0,0000;0,00000000;0,00000000;0,00077;Infinity;1,3130;27,729401;-0,002503;23,840428;23,738361;-0,0005;-0,0590;0,00;0,00;0,00;0,00;0,47;;4,963;4,918;0,0475129;20,94600;0,05900;0,01100;0,0005761;;1674,23;264,00;;;
;;265;20,94400;0,05900;0,022000;132,525;100,32;1636,1000;0,000;100,070;43,200;0,005;303,650;302,350;26,20;322,217;263,190;0,000;45,900;51,200;50,100;302,050;;;;;0,00;0,00;0,00;3,00;2,88;15,454;26,203;0,59;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,0943;0,00000;0,0000;0,00000000;0,00000000;-0,00247;Infinity;1,3201;28,407349;-0,002411;24,423296;24,318734;-0,0005;-0,0582;0,00;0,00;0,00;0,00;0,49;;4,968;4,925;0,0626855;20,94600;0,05900;-0,00200;0,0007406;;1674,23;265,00;;;
;;266;20,94500;0,05900;0,006000;128,300;100,32;1636,1000;0,000;100,072;43,200;0,005;303,650;302,350;26,20;322,183;263,190;0,000;45,900;51,200;50,000;302,050;;;;;0,00;0,00;0,00;3,00;2,88;15,454;26,217;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,7487;0,00000;0,0000;-0,00083415;-0,00083415;-0,00490;-4,44481;1,3289;27,950858;-0,002420;24,030826;23,927944;-0,0005;-0,0575;0,00;0,00;0,00;0,00;0,51;;4,979;4,925;0,0773032;20,94500;0,05900;-0,01200;0,0009274;;1674,23;266,00;;;
;;267;20,94500;0,05900;0,002000;128,325;100,33;1636,1000;0,000;100,068;43,200;0,005;303,650;302,350;26,20;322,150;263,190;0,000;45,900;51,100;50,000;302,050;;;;;0,00;0,00;0,00;3,00;2,88;15,463;26,225;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,9185;0,00000;0,0000;0,00583903;0,00583903;0,00003;0,63503;1,3358;27,953581;-0,002564;24,033167;23,930275;-0,0005;-0,0609;0,00;0,00;0,00;0,00;0,55;;4,990;4,940;0,0611315;20,94400;0,05900;0,00800;0,0007348;;1674,23;267,00;;;
;;268;20,94700;0,05900;-0,018000;123,825;100,33;1636,0900;0,000;100,068;43,200;0,005;303,650;302,350;26,20;322,150;263,190;0,000;45,900;51,100;50,000;302,050;;;;;0,00;0,00;0,00;3,00;2,88;15,441;26,206;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,6826;0,00000;0,0000;0,00583903;0,00583903;-0,00409;0,62380;1,3435;27,459079;-0,002522;23,608018;23,506946;-0,0005;-0,0589;0,00;0,00;0,00;0,00;0,47;;4,999;4,940;0,0678835;20,94600;0,05900;-0,00900;0,0008291;;1674,22;268,00;;;
;;269;20,94700;0,05900;0,008000;131,625;100,33;1636,0900;0,000;100,070;43,200;0,005;303,650;302,350;26,20;322,150;263,190;0,000;45,900;51,100;50,000;302,050;;;;;0,00;0,00;0,00;3,00;2,88;15,463;26,227;0,60;0,59;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,1876;0,00000;0,0000;-0,00083415;-0,00083415;0,00053;-4,50204;1,3497;28,310726;-0,002548;24,340224;24,236017;-0,0005;-0,0613;0,00;0,00;0,00;0,00;0,52;;5,006;4,952;0,0546739;20,94500;0,05900;0,01000;0,0006492;;1674,22;269,00;;;
;;270;20,94700;0,05900;0,013000;131,975;100,34;1636,0900;0,000;100,072;43,200;0,005;303,650;302,350;26,20;322,150;263,190;0,000;45,900;51,100;50,000;302,050;;;;;0,00;0,00;0,00;3,00;2,88;15,420;26,206;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,2596;0,00000;0,0000;0,00000000;0,00000000;-0,00047;Infinity;1,3569;28,348341;-0,002590;24,372563;24,268218;-0,0006;-0,0624;0,00;0,00;0,00;0,00;0,56;;5,012;4,952;0,0641456;20,94400;0,05900;0,00600;0,0007601;;1674,22;270,00;;;
;;271;20,94700;0,05800;0,019000;130,100;100,33;1636,0900;0,000;100,070;43,200;0,005;303,650;302,350;26,20;322,150;263,190;0,000;45,900;51,100;50,000;302,050;;;;;0,00;0,00;0,00;3,00;2,89;15,465;26,211;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,2508;0,00000;0,0000;0,00000000;0,00000000;0,00624;Infinity;1,3602;28,146245;-0,002583;24,198811;24,095210;-0,0005;-0,0618;0,00;0,00;0,01;0,00;0,52;;5,013;4,950;0,0287244;20,94500;0,06000;0,03300;0,0003454;;1674,22;271,00;;;
;;272;20,94800;0,05900;0,019000;126,550;100,34;1636,0900;0,000;100,074;43,200;0,005;303,550;302,350;26,20;322,150;263,190;0,000;45,900;51,100;50,000;302,050;;;;;0,00;0,00;0,00;3,00;2,89;15,477;26,203;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,8336;0,00000;0,0000;0,00000000;0,00000000;0,00395;Infinity;1,3640;27,764152;-0,002675;23,862444;23,768110;-0,0006;-0,0631;0,00;0,00;0,00;0,00;0,48;;5,008;4,950;0,0338737;20,94600;0,05900;0,02400;0,0004116;;1674,22;272,00;;;
;;273;20,94700;0,06000;0,025000;128,575;100,35;1636,0900;0,000;100,070;43,200;0,005;303,650;302,350;26,20;322,083;263,190;0,000;45,800;51,100;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,89;15,446;26,206;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,1047;0,00000;0,0000;-0,00083415;-0,00083415;0,00324;-4,96298;1,3681;27,980796;-0,002717;24,056566;23,953574;-0,0006;-0,0646;0,00;0,00;0,00;0,00;0,48;;5,004;4,941;0,0362694;20,94600;0,06000;0,02100;0,0004369;;1674,22;273,00;;;
;;274;20,94700;0,05900;0,018000;128,600;100,35;1636,0900;0,000;100,072;43,200;0,005;303,650;302,350;26,20;322,083;263,190;0,000;45,800;51,100;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,89;15,420;26,217;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,5545;0,00000;0,0000;0,00583903;0,00583903;0,00349;0,70907;1,3727;27,983516;-0,002708;24,058904;23,955902;-0,0006;-0,0644;0,00;0,00;0,00;0,00;0,51;;5,001;4,941;0,0402438;20,94500;0,06000;0,02200;0,0004846;;1674,22;274,00;;;
;;275;20,94600;0,05900;0,011000;131,500;100,34;1636,0800;0,000;100,068;43,200;0,005;303,550;302,350;26,20;322,083;263,190;0,000;45,800;51,100;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,89;15,463;26,233;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,9435;0,00000;0,0000;0,00583903;0,00583903;0,00078;0,71713;1,3786;28,301940;-0,002650;24,324657;24,228496;-0,0006;-0,0637;0,00;0,00;0,00;0,00;0,52;;5,002;4,942;0,0525164;20,94500;0,06000;0,01100;0,0006238;;1674,21;275,00;;;
;;276;20,94600;0,05900;-0,002000;129,550;100,35;1636,0800;0,000;100,070;43,200;0,005;303,650;302,350;26,20;322,050;263,190;0,000;45,800;51,000;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,89;15,429;26,217;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,6344;0,00000;0,0000;-0,00083415;-0,00083415;0,00102;-4,98176;1,3832;28,086687;-0,002774;24,147605;24,044224;-0,0006;-0,0662;0,00;0,00;0,00;0,00;0,45;;5,003;4,942;0,0409498;20,94700;0,06000;0,01200;0,0004905;;1674,21;276,00;;;
;;277;20,94600;0,05900;-0,012000;120,325;100,36;1636,0800;0,000;100,072;43,200;0,005;303,650;302,350;26,20;322,050;263,190;0,000;45,800;51,000;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,89;15,446;26,217;0,60;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,1493;0,00000;0,0000;0,00000000;0,00000000;-0,00021;Infinity;1,3894;27,068223;-0,002848;23,271978;23,172345;-0,0006;-0,0655;0,00;0,00;0,00;0,00;0,50;;5,005;4,950;0,0543353;20,94500;0,06000;0,00700;0,0006745;;1674,21;277,00;;;
;;278;20,94500;0,05900;0,008000;124,400;100,35;1636,0800;0,000;100,074;43,200;0,005;303,650;302,350;26,20;322,050;263,190;0,000;45,800;51,000;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,90;15,425;26,219;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,2197;0,00000;0,0000;0,00000000;0,00000000;0,00076;Infinity;1,3946;27,522761;-0,002723;23,662769;23,561463;-0,0006;-0,0637;0,00;0,00;0,00;0,00;0,47;;5,007;4,950;0,0461214;20,94600;0,06000;0,01100;0,0005635;;1674,21;278,00;;;
;;279;20,94400;0,05900;-0,009000;127,125;100,35;1636,0800;0,000;100,070;43,200;0,005;303,650;302,350;26,20;322,050;263,183;0,000;45,800;51,000;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,90;15,435;26,235;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,7985;0,00000;0,0000;0,00000000;0,00000000;-0,00120;Infinity;1,4014;27,822574;-0,002780;23,920533;23,818124;-0,0006;-0,0657;0,00;0,00;0,00;0,00;0,51;;5,011;4,961;0,0600717;20,94500;0,06000;0,00300;0,0007251;;1674,21;279,00;;;
;;280;20,94600;0,05900;0,010000;130,150;100,35;1636,0800;0,000;100,068;43,200;0,005;303,650;302,350;26,20;322,050;263,183;0,000;45,800;51,000;49,900;302,050;;;;;0,00;0,00;0,00;3,00;2,90;15,450;26,217;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,1865;0,00000;0,0000;-0,00083415;-0,00083415;0,00227;-4,99329;1,4066;28,151653;-0,002738;24,203460;24,099839;-0,0006;-0,0655;0,00;0,00;0,00;0,00;0,52;;5,014;4,961;0,0458278;20,94500;0,06000;0,01700;0,0005479;;1674,21;280,00;;;
;;281;20,94500;0,06000;0,006000;124,850;100,35;1636,0800;0,000;100,072;43,200;0,005;303,550;302,350;26,20;322,017;263,183;0,000;45,800;51,000;49,800;302,050;;;;;0,00;0,00;0,00;3,00;2,90;15,448;26,235;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,8437;0,00000;0,0000;0,00583903;0,00583903;0,00271;0,69877;1,4114;27,577038;-0,002745;23,701625;23,607927;-0,0006;-0,0643;0,00;0,00;0,00;0,00;0,51;;5,014;4,967;0,0427992;20,94500;0,06000;0,01900;0,0005226;;1674,21;281,00;;;
;;282;20,94400;0,05900;0,033000;129,650;100,35;1636,0699;0,000;100,072;43,200;0,005;303,550;302,350;26,20;322,017;263,183;0,000;45,900;50,900;49,800;302,050;;;;;0,00;0,00;0,00;3,00;2,90;15,414;26,225;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9352;0,00000;0,0000;0,00583903;0,00583903;0,00301;0,63841;1,4164;28,102153;-0,002702;24,152946;24,057464;-0,0006;-0,0645;0,00;0,00;0,00;0,00;0,52;;5,014;4,967;0,0436070;20,94500;0,05900;0,02000;0,0005226;;1674,20;282,00;;;
;;283;20,94500;0,06000;0,024000;125,775;100,35;1636,0699;0,000;100,072;43,200;0,005;303,550;302,350;26,20;321,983;263,183;0,000;45,800;50,900;49,800;302,050;;;;;0,00;0,00;0,00;3,00;2,90;15,475;26,219;0,61;0,60;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,1475;0,00000;0,0000;-0,00083415;-0,00083415;0,00443;-4,40158;1,4205;27,679006;-0,002757;23,789264;23,695220;-0,0006;-0,0649;0,00;0,00;0,00;0,00;0,51;;5,012;4,963;0,0366469;20,94500;0,05900;0,02600;0,0004467;;1674,20;283,00;;;
;;284;20,94600;0,06000;0,021000;125,000;100,35;1636,0699;0,000;100,072;43,200;0,005;303,550;302,350;26,20;321,983;263,177;0,000;45,800;50,900;49,800;302,050;;;;;0,00;0,00;0,00;3,00;2,90;15,484;26,227;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,5569;0,00000;0,0000;0,00000000;0,00000000;0,00149;Infinity;1,4261;27,593599;-0,002714;23,715859;23,622105;-0,0006;-0,0637;0,00;0,00;0,00;0,00;0,51;;5,012;4,963;0,0491009;20,94500;0,05900;0,01400;0,0005985;;1674,20;284,00;;;
;;285;20,94600;0,06000;0,022000;127,700;100,35;1636,0699;0,000;100,072;43,200;0,005;303,650;302,350;26,20;321,983;263,177;0,000;45,800;50,900;49,800;302,050;;;;;0,00;0,00;0,00;3,00;2,91;15,456;26,257;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,9648;0,00000;0,0000;0,00000000;0,00000000;-0,00267;Infinity;1,4330;27,885425;-0,002736;23,974569;23,871929;-0,0006;-0,0648;0,00;0,00;0,00;0,00;0,48;;5,016;4,968;0,0615409;20,94600;0,06000;-0,00300;0,0007406;;1674,20;285,00;;;
;;286;20,94500;0,06000;0,011000;126,375;100,34;1636,0699;0,000;100,068;43,300;0,005;303,550;302,350;26,20;321,983;263,177;0,000;45,800;50,900;49,800;302,050;;;;;0,00;0,00;0,00;3,00;2,91;15,450;26,238;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,0488;0,00000;0,0000;0,00000000;0,00000000;-0,00291;Infinity;1,4401;27,744948;-0,002676;23,845939;23,751671;-0,0006;-0,0631;0,00;0,00;0,00;0,00;0,47;;5,023;4,968;0,0622833;20,94600;0,06000;-0,00400;0,0007532;;1674,20;286,00;;;
;;287;20,94500;0,06000;0,012000;131,275;100,35;1636,0699;0,000;100,080;43,300;0,005;303,550;302,350;26,20;321,983;263,177;0,000;45,800;50,900;49,800;302,050;;;;;0,00;0,00;0,00;3,00;2,91;15,448;26,235;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,3348;0,00000;0,0000;-0,00082397;-0,00082397;-0,00296;-5,07757;1,4484;28,277718;-0,002715;24,303838;24,207760;-0,0006;-0,0652;0,00;0,00;0,00;0,00;0,55;;5,032;4,986;0,0736462;20,94400;0,06000;-0,00400;0,0008740;;1674,20;287,00;;;
;;288;20,94700;0,06000;0,007000;130,225;100,34;1636,0699;0,000;100,072;43,300;0,005;303,550;302,350;26,20;321,883;263,177;0,000;45,700;50,800;49,700;302,050;;;;;0,00;0,00;0,00;3,00;2,91;15,456;26,249;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,2763;0,00000;0,0000;0,00576782;0,00576782;-0,00320;0,72246;1,4557;28,164401;-0,002670;24,206445;24,110752;-0,0006;-0,0639;0,00;0,00;0,00;0,00;0,48;;5,042;4,986;0,0642932;20,94600;0,06000;-0,00500;0,0007659;;1674,20;288,00;;;
;;289;20,94500;0,06000;0,011000;126,850;100,34;1636,0601;0,000;100,068;43,200;0,005;303,550;302,350;26,20;321,883;263,177;0,000;45,700;50,800;49,700;302,050;;;;;0,00;0,00;0,00;3,00;2,91;15,463;26,233;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,8835;0,00000;0,0000;0,00576782;0,00576782;0,00568;0,71304;1,4586;27,797042;-0,002659;23,890711;23,796266;-0,0006;-0,0628;0,00;0,00;0,01;0,00;0,48;;5,042;4,991;0,0254785;20,94600;0,06000;0,03100;0,0003103;;1674,19;289,00;;;
;;290;20,94600;0,06000;0,003000;129,450;100,34;1636,0601;0,000;100,072;43,200;0,005;303,550;302,250;26,20;321,883;263,177;0,000;45,700;50,800;49,700;302,050;;;;;0,00;0,00;0,00;3,00;2,91;15,435;26,233;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,5478;0,00000;0,0000;-0,00082397;-0,00082397;0,00326;-5,04213;1,4621;28,080470;-0,002663;24,134310;24,030951;-0,0006;-0,0635;0,00;0,00;0,00;0,00;0,45;;5,036;4,991;0,0313481;20,94700;0,06000;0,02100;0,0003765;;1674,19;290,00;;;
;;291;20,94500;0,06000;0,017000;129,200;100,34;1636,0601;0,000;100,072;43,200;0,005;303,550;302,250;26,20;321,850;263,177;0,000;45,600;50,800;49,700;302,050;;;;;0,00;0,00;0,00;3,00;2,91;15,437;26,233;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9581;0,00000;0,0000;0,00000000;0,00000000;0,00177;Infinity;1,4671;28,053341;-0,002651;24,110993;24,007734;-0,0006;-0,0632;0,00;0,00;0,00;0,00;0,48;;5,033;4,983;0,0438096;20,94600;0,05900;0,01500;0,0005255;;1674,19;291,00;;;
;;292;20,94500;0,05900;0,019000;128,675;100,35;1636,0601;0,000;100,072;43,200;0,005;303,550;302,250;26,20;321,850;263,177;0,000;45,600;50,800;49,700;302,050;;;;;0,00;0,00;0,00;3,00;2,92;15,439;26,257;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,2265;0,00000;0,0000;0,00000000;0,00000000;0,00325;Infinity;1,4713;27,996286;-0,002753;24,061956;23,958907;-0,0006;-0,0655;0,00;0,00;0,00;0,00;0,48;;5,032;4,983;0,0373451;20,94600;0,05900;0,02100;0,0004496;;1674,19;292,00;;;
;;293;20,94500;0,05900;0,020000;129,325;100,35;1636,0601;0,000;100,068;43,200;0,005;303,550;302,250;26,20;321,850;263,177;0,000;45,600;50,800;49,700;302,050;;;;;0,00;0,00;0,00;3,00;2,92;15,471;26,233;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,5497;0,00000;0,0000;0,00000000;0,00000000;0,00647;Infinity;1,4739;28,066909;-0,002756;24,122654;24,019345;-0,0006;-0,0657;0,00;0,00;0,01;0,00;0,48;;5,026;4,975;0,0225287;20,94600;0,06000;0,03400;0,0002724;;1674,19;293,00;;;
;;294;20,94500;0,05900;0,026000;124,425;100,35;1636,0601;0,000;100,072;43,200;0,005;303,550;302,250;26,20;321,850;263,177;0,000;45,600;50,800;49,700;302,050;;;;;0,00;0,00;0,00;3,00;2,92;15,435;26,249;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,7262;0,00000;0,0000;0,00000000;0,00000000;-0,00094;Infinity;1,4806;27,530060;-0,002759;23,661249;23,559916;-0,0006;-0,0645;0,00;0,00;0,00;0,00;0,51;;5,025;4,975;0,0594331;20,94500;0,05900;0,00400;0,0007251;;1674,19;294,00;;;
;;295;20,94500;0,06000;0,014000;125,450;100,35;1636,0601;0,000;100,068;43,200;0,005;303,550;302,250;26,20;321,817;263,177;0,000;45,600;50,800;49,600;302,050;;;;;0,00;0,00;0,00;3,00;2,92;15,448;26,238;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,9540;0,00000;0,0000;0,00000000;0,00000000;-0,00046;Infinity;1,4866;27,643222;-0,002746;23,758508;23,656759;-0,0006;-0,0645;0,00;0,00;0,00;0,00;0,47;;5,029;4,970;0,0526097;20,94600;0,05900;0,00600;0,0006394;;1674,19;295,00;;;
;;296;20,94500;0,06000;-0,003000;135,125;100,35;1636,0601;0,000;100,072;43,200;0,005;303,550;302,250;26,20;321,783;263,177;0,000;45,600;50,700;49,600;302,050;;;;;0,00;0,00;0,00;3,00;2,92;15,479;26,222;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;5,1027;0,00000;0,0000;0,00000000;0,00000000;0,00054;Infinity;1,4917;28,689382;-0,002781;24,657651;24,552050;-0,0006;-0,0678;0,00;0,00;0,00;0,00;0,46;;5,031;4,970;0,0450875;20,94700;0,05900;0,01000;0,0005284;;1674,19;296,00;;;
;;297;20,94600;0,06000;-0,004000;126,975;100,35;1636,0601;0,000;100,072;43,200;0,005;303,550;302,350;26,20;321,750;263,177;0,000;45,500;50,700;49,600;302,050;;;;;0,00;0,00;0,00;3,00;2,92;15,492;26,243;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,9314;0,00000;0,0000;0,00000000;0,00000000;-0,00561;Infinity;1,4996;27,810734;-0,002767;23,902480;23,807988;-0,0006;-0,0654;0,00;0,00;-0,01;0,00;0,44;;5,036;4,983;0,0700820;20,94700;0,05900;-0,01500;0,0008447;;1674,19;297,00;;;
;;298;20,94600;0,06000;-0,004000;128,950;100,35;1636,0601;0,000;100,072;43,200;0,005;303,550;302,350;26,20;321,750;263,170;0,000;45,500;50,700;49,600;302,050;;;;;0,00;0,00;0,00;3,00;2,92;15,400;26,235;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;4,9847;0,00000;0,0000;-0,00083415;-0,00083415;0,00053;-4,45679;1,5046;28,026187;-0,002769;24,087655;23,992431;-0,0006;-0,0659;0,00;0,00;0,00;0,00;0,44;;5,041;4,983;0,0440452;20,94700;0,05900;0,01000;0,0005284;;1674,19;298,00;;;
;;299;20,94400;0,06000;-0,005000;131,900;100,36;1636,0601;0,000;100,072;43,200;0,005;303,550;302,350;26,20;321,750;263,170;0,000;45,500;50,700;49,600;302,050;;;;;0,00;0,00;0,00;3,00;2,93;15,460;26,251;0,61;0,61;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,8354;0,00000;0,0000;0,00583903;0,00583903;-0,00197;0,64393;1,5114;28,344953;-0,002803;24,361625;24,265318;-0,0006;-0,0675;0,00;0,00;0,00;0,00;0,49;;5,043;4,999;0,0603973;20,94600;0,05900;0,00000;0,0007153;;1674,19;299,00;;;
