General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;2393;20,94900;0,05100;-0,007000;135,000;99,90;-1,7200;0,000;100,656;39,900;0,000;298,850;298,350;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,93;15,616;25,966;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,2371;0,00000;0,0000;0,00000000;0,00000000;0,00043;Infinity;27,2291;28,967934;0,001060;24,511565;24,470556;0,0002;0,2173;0,17;163,99;0,00;0,00;0,36;;11,369;11,610;0,0033893;20,94900;0,05200;0,00000;0,0000392;;9,50;2393,00;;;
;;2394;20,94900;0,05100;-0,014000;128,550;99,90;-1,7200;0,000;100,656;39,900;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,93;15,622;25,960;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,4329;0,00000;0,0000;0,00000000;0,00000000;-0,00357;Infinity;27,2535;28,267453;0,001060;23,918845;23,886831;0,0002;0,2121;0,17;164,20;0,00;0,00;0,65;;11,370;11,610;0,0255812;20,94800;0,05200;-0,01600;0,0003021;;9,50;2394,00;;;
;;2395;20,94900;0,05100;-0,014000;128,550;99,90;-1,7200;0,000;100,656;39,900;0,000;298,850;298,450;25,50;302,850;263,151;0,000;29,400;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,633;25,976;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;36,1979;0,00000;0,0000;0,00000000;0,00000000;-0,00382;Infinity;27,2897;28,267453;0,001060;23,918845;23,886831;0,0002;0,2121;0,17;164,42;0,00;0,00;1,24;;11,378;11,616;0,0378992;20,94600;0,05100;-0,01700;0,0004481;;9,50;2395,00;;;
;;2396;20,94800;0,05000;-0,013000;128,100;99,90;-1,7200;0,000;100,654;39,900;0,000;298,850;298,450;25,50;302,850;263,151;0,000;29,400;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,624;25,990;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,2166;0,00000;0,0000;0,00000000;0,00000000;-0,00158;Infinity;27,3070;28,217933;0,001111;23,876943;23,844985;0,0002;0,2220;0,17;164,64;0,00;0,00;0,65;;11,384;11,616;0,0180257;20,94800;0,05100;-0,00800;0,0002135;;9,50;2396,00;;;
;;2397;20,95000;0,05100;0,001000;129,275;99,91;-1,7200;0,000;100,656;39,900;0,000;298,850;298,450;25,50;302,850;263,151;0,000;29,400;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,578;25,984;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,1807;0,00000;0,0000;0,00000000;0,00000000;-0,00058;Infinity;27,3201;28,347053;0,001025;23,986200;23,954095;0,0002;0,2058;0,17;164,84;0,00;0,00;0,65;;11,386;11,627;0,0138002;20,94800;0,05100;-0,00400;0,0001629;;9,50;2397,00;;;
;;2398;20,94900;0,05100;0,001000;129,200;99,91;-1,7200;0,000;100,656;39,900;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,572;25,966;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00567;Infinity;27,3201;28,338829;0,001025;23,979241;23,947145;0,0002;0,2057;0,17;165,05;0,01;0,00;0,65;;11,384;11,627;0,0000000;20,94800;0,05200;0,02100;-0,0001662;;9,50;2398,00;;;
;;2399;20,94800;0,05100;0,003000;134,350;99,91;-1,7200;0,000;100,650;39,900;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,568;25,974;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00450;Infinity;27,3201;28,898112;0,001025;24,452485;24,419756;0,0002;0,2098;0,17;165,26;0,00;0,00;0,66;;11,379;11,623;0,0000000;20,94800;0,05200;0,01600;-0,0001029;;9,50;2399,00;;;
;;2400;20,94800;0,05200;0,004000;126,375;99,91;-1,7200;0,000;100,656;39,800;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,578;25,958;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,0973;0,00000;0,0000;0,00000000;0,00000000;0,00091;Infinity;27,3212;28,027298;0,001042;23,715635;23,683892;0,0002;0,2069;0,17;165,47;0,00;0,00;0,35;;11,375;11,623;0,0011489;20,94900;0,05200;0,00200;0,0000139;;9,50;2400,00;;;
;;2401;20,94700;0,05200;0,003000;129,700;99,91;-1,7200;0,000;100,656;39,800;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,578;25,979;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,3738;0,00000;0,0000;0,00000000;0,00000000;-0,00008;Infinity;27,3226;28,393611;0,001008;24,025595;23,993438;0,0002;0,2027;0,17;165,67;0,00;0,00;0,05;;11,370;11,614;0,0014384;20,95000;0,05100;-0,00200;0,0000168;;9,50;2401,00;;;
;;2402;20,94900;0,05200;0,001000;126,500;99,91;-1,7200;0,000;100,654;39,900;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,94;15,576;25,950;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;3,1336;0,00000;0,0000;0,00000000;0,00000000;0,00041;Infinity;27,3257;28,041156;0,001025;23,727361;23,695603;0,0002;0,2036;0,17;165,87;0,00;0,00;0,35;;11,367;11,614;0,0032808;20,94900;0,05200;0,00000;0,0000392;;9,50;2402,00;;;
;;2403;20,94900;0,05200;-0,007000;127,650;99,91;-1,7200;0,000;100,652;39,900;0,000;298,850;298,450;25,50;302,850;263,151;0,000;29,400;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,597;25,984;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,4083;0,00000;0,0000;0,00000000;0,00000000;-0,00232;Infinity;27,3411;28,168327;0,000974;23,834969;23,803066;0,0002;0,1942;0,17;166,07;0,00;0,00;0,35;;11,366;11,611;0,0161325;20,94900;0,05100;-0,01100;0,0001911;;9,50;2403,00;;;
;;2404;20,94800;0,05200;0,000000;131,050;99,92;-1,7200;0,000;100,654;39,900;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,601;25,960;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,9530;0,00000;0,0000;0,00000000;0,00000000;-0,00411;Infinity;27,3591;28,540997;0,000957;24,150308;24,117984;0,0002;0,1933;0,17;166,26;0,00;0,00;0,05;;11,368;11,611;0,0187967;20,95000;0,05100;-0,01800;0,0002193;;9,50;2404,00;;;
;;2405;20,94900;0,05100;-0,016000;125,525;99,92;-1,7200;0,000;100,650;39,900;0,000;298,850;298,450;25,50;302,850;263,151;0,000;29,400;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,637;25,968;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;24,1437;0,00000;0,0000;0,00000000;0,00000000;-0,00353;Infinity;27,3832;27,932883;0,000922;23,635745;23,604109;0,0002;0,1824;0,17;166,44;0,00;0,00;0,64;;11,372;11,618;0,0252785;20,94800;0,05200;-0,01600;0,0003021;;9,50;2405,00;;;
;;2406;20,94800;0,05100;-0,017000;131,275;99,91;-1,7200;0,000;100,656;39,900;0,000;298,850;298,450;25,50;302,850;263,151;0,000;29,400;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,606;25,971;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;28,8355;0,00000;0,0000;-0,00083327;-0,00083327;-0,00462;-1,29339;27,4121;28,565489;0,000974;24,171032;24,138680;0,0002;0,1970;0,17;166,64;0,00;0,00;0,65;;11,378;11,618;0,0301908;20,94800;0,05200;-0,02000;0,0003527;;9,50;2406,00;;;
;;2407;20,94600;0,05100;-0,008000;131,400;99,92;-1,7200;0,000;100,656;39,900;0,000;298,850;298,450;25,50;302,817;263,151;0,000;29,300;30,400;29,300;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,626;25,971;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,4847;0,00000;0,0000;0,00583291;0,00583291;-0,00134;0,10992;27,4236;28,579086;0,000906;24,182537;24,150170;0,0002;0,1832;0,17;166,82;0,00;0,00;0,35;;11,382;11,623;0,0120244;20,94900;0,05100;-0,00700;0,0001405;;9,50;2407,00;;;
;;2408;20,94800;0,05200;-0,004000;130,425;99,91;-1,7300;0,000;100,656;39,900;0,000;298,850;298,450;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,584;25,944;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,1413;0,00000;0,0000;0,00583291;0,00583291;0,00092;0,10951;27,4257;28,472859;0,000974;24,092652;24,060404;0,0002;0,1964;0,17;167,02;0,00;0,00;0,35;;11,380;11,623;0,0022420;20,94900;0,05100;0,00200;0,0000266;;9,49;2408,00;;;
;;2409;20,94800;0,05200;0,021000;128,775;99,92;-1,7300;0,000;100,654;39,900;0,000;298,850;298,450;25,50;302,783;263,151;0,000;29,300;30,400;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,616;25,955;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;18,2884;0,00000;0,0000;-0,00083327;-0,00083327;-0,00183;-0,76169;27,4440;28,292181;0,000957;23,939769;23,907727;0,0002;0,1918;0,18;167,21;0,00;0,00;0,65;;11,379;11,626;0,0191480;20,94800;0,05100;-0,00900;0,0002262;;9,49;2409,00;;;
;;2410;20,94800;0,05200;0,016000;129,100;99,92;-1,7300;0,000;100,650;39,900;0,000;298,850;298,450;25,50;302,783;263,151;0,000;29,300;30,400;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,95;15,614;25,968;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,1091;0,00000;0,0000;0,00000000;0,00000000;0,00092;Infinity;27,4451;28,327860;0,000906;23,969960;23,937877;0,0002;0,1817;0,18;167,39;0,00;0,00;0,35;;11,379;11,626;0,0011612;20,94900;0,05200;0,00200;0,0000139;;9,49;2410,00;;;
;;2411;20,94800;0,05100;0,002000;132,875;99,92;-1,7300;0,000;100,654;39,900;0,000;298,850;298,450;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,595;25,966;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00144;Infinity;27,4451;28,739041;0,000906;24,317885;24,285336;0,0002;0,1844;0,18;167,58;0,00;0,00;0,35;;11,374;11,624;0,0000000;20,94900;0,05200;0,00400;-0,0000114;;9,49;2411,00;;;
;;2412;20,94900;0,05200;-0,002000;130,700;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,450;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,601;25,960;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,3861;0,00000;0,0000;0,00000000;0,00000000;-0,00034;Infinity;27,4465;28,502859;0,001009;24,118037;24,085756;0,0002;0,2037;0,18;167,78;0,00;0,00;0,05;;11,370;11,624;0,0014512;20,95000;0,05200;-0,00300;0,0000168;;9,49;2412,00;;;
;;2413;20,95000;0,05100;0,000000;127,700;99,91;-1,7300;0,000;100,650;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,559;25,960;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;10,3063;0,00000;0,0000;0,00000000;0,00000000;-0,00133;Infinity;27,4568;28,173843;0,000959;23,839636;23,799750;0,0002;0,1911;0,18;167,97;0,00;0,00;0,35;;11,368;11,619;0,0107906;20,94900;0,05200;-0,00700;0,0001278;;9,49;2413,00;;;
;;2414;20,94900;0,05100;-0,011000;130,900;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,450;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,608;25,966;0,59;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,6382;0,00000;0,0000;0,00000000;0,00000000;-0,00260;Infinity;27,4734;28,524658;0,001010;24,136483;24,104177;0,0002;0,2041;0,18;168,18;0,00;0,00;0,35;;11,368;11,619;0,0174202;20,94900;0,05100;-0,01200;0,0002038;;9,49;2414,00;;;
;;2415;20,94900;0,05200;-0,018000;130,200;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,606;25,971;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;37,9966;0,00000;0,0000;0,00000000;0,00000000;-0,00661;Infinity;27,5114;28,448287;0,000959;24,071861;24,031586;0,0002;0,1931;0,18;168,37;-0,01;0,00;0,65;;11,375;11,629;0,0397825;20,94800;0,05100;-0,02800;0,0004665;;9,49;2415,00;;;
;;2416;20,95000;0,05200;-0,016000;129,850;99,91;-1,7300;0,000;100,656;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,606;25,979;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,2789;0,00000;0,0000;0,00000000;0,00000000;-0,00134;Infinity;27,5267;28,410025;0,001045;24,039484;23,999264;0,0002;0,2102;0,18;168,58;0,00;0,00;0,65;;11,381;11,629;0,0159970;20,94800;0,05200;-0,00700;0,0001882;;9,49;2416,00;;;
;;2417;20,94800;0,05100;-0,020000;133,300;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,593;25,974;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,2975;0,00000;0,0000;0,00000000;0,00000000;-0,00059;Infinity;27,5440;28,784965;0,001046;24,356745;24,315994;0,0002;0,2131;0,18;168,79;0,00;0,00;0,96;;11,383;11,642;0,0181105;20,94700;0,05200;-0,00400;0,0002106;;9,49;2417,00;;;
;;2418;20,94800;0,05100;-0,007000;128,800;99,91;-1,7300;0,000;100,650;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,96;15,637;25,950;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00366;Infinity;27,5440;28,294927;0,000978;23,942093;23,902036;0,0002;0,1958;0,18;168,99;0,00;0,00;0,65;;11,382;11,642;0,0000000;20,94800;0,05300;0,01300;-0,0000776;;9,49;2418,00;;;
;;2419;20,94900;0,05100;0,002000;129,650;99,92;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,637;25,958;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00167;Infinity;27,5440;28,388138;0,000927;24,020964;23,980775;0,0002;0,1862;0,18;169,17;0,00;0,00;0,35;;11,378;11,640;0,0000000;20,94900;0,05200;0,00500;-0,0000241;;9,49;2419,00;;;
;;2420;20,94900;0,05200;-0,009000;128,225;99,91;-1,7300;0,000;100,650;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,606;25,968;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00266;Infinity;27,5440;28,231697;0,000996;23,888590;23,848623;0,0002;0,1990;0,18;169,37;0,00;0,00;0,05;;11,373;11,640;0,0000000;20,95000;0,05300;0,00900;-0,0001478;;9,49;2420,00;;;
;;2421;20,94800;0,05200;0,002000;131,200;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,597;25,974;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00168;Infinity;27,5440;28,557327;0,000962;24,164126;24,123697;0,0002;0,1944;0,18;169,57;0,00;0,00;0,35;;11,368;11,630;0,0000000;20,94900;0,05200;0,00500;-0,0000241;;9,49;2421,00;;;
;;2422;20,94900;0,05200;0,004000;129,500;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,158;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,572;25,966;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,8119;0,00000;0,0000;0,00000000;0,00000000;0,00142;Infinity;27,5528;28,371711;0,000962;24,007064;23,966899;0,0002;0,1932;0,18;169,76;0,00;0,00;0,95;;11,365;11,630;0,0092261;20,94700;0,05200;0,00400;0,0001094;;9,49;2422,00;;;
;;2423;20,94900;0,05200;-0,003000;129,925;99,92;-1,7300;0,000;100,652;39,900;0,000;298,850;298,350;25,50;302,750;263,158;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,616;25,968;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,9378;0,00000;0,0000;0,00000000;0,00000000;-0,00460;Infinity;27,5728;28,418229;0,000945;24,046426;24,006195;0,0002;0,1901;0,18;169,95;0,00;0,00;0,05;;11,367;11,629;0,0208749;20,95000;0,05100;-0,02000;0,0002446;;9,49;2423,00;;;
;;2424;20,95000;0,05100;-0,007000;131,925;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,151;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,593;25,976;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,9287;0,00000;0,0000;0,00000000;0,00000000;0,00168;Infinity;27,5757;28,636122;0,000963;24,230799;24,190259;0,0002;0,1953;0,18;170,15;0,00;0,00;0,66;;11,367;11,629;0,0030663;20,94800;0,05200;0,00500;0,0000363;;9,49;2424,00;;;
;;2425;20,94900;0,05100;-0,012000;126,025;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,158;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,622;25,958;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;29,5321;0,00000;0,0000;0,00000000;0,00000000;-0,00601;Infinity;27,6052;27,988460;0,000981;23,682772;23,643148;0,0002;0,1943;0,18;170,34;-0,01;0,00;0,34;;11,369;11,640;0,0309201;20,94900;0,05200;-0,02600;0,0003682;;9,49;2425,00;;;
;;2426;20,94900;0,05200;-0,028000;132,650;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,158;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,97;15,624;25,982;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,7491;0,00000;0,0000;0,00000000;0,00000000;-0,00262;Infinity;27,6220;28,714699;0,000964;24,297288;24,256636;0,0002;0,1960;0,18;170,54;0,00;0,00;0,35;;11,373;11,640;0,0175363;20,94900;0,05100;-0,01200;0,0002038;;9,49;2426,00;;;
;;2427;20,94800;0,05200;-0,007000;133,650;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,158;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,98;15,601;25,971;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;16,8121;0,00000;0,0000;-0,00083335;-0,00083335;-0,00263;-0,77590;27,6388;28,822730;0,001017;24,388700;24,347896;0,0002;0,2074;0,18;170,74;0,00;0,00;0,36;;11,376;11,649;0,0176022;20,94900;0,05100;-0,01200;0,0002038;;9,49;2427,00;;;
;;2428;20,94800;0,05300;-0,004000;127,475;99,91;-1,7300;0,000;100,654;39,900;0,000;298,850;298,350;25,50;302,750;263,158;0,000;29,300;30,300;29,200;301,250;;;;;0,00;0,00;0,00;3,00;5,98;15,603;25,982;0,58;0,58;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00583347;0,00583347;0,00116;0,10825;27,6388;28,149012;0,000966;23,818625;23,778775;0,0002;0,1924;0,18;170,94;0,00;0,00;0,05;;11,374;11,649;0,0000000;20,95000;0,05100;0,00300;-0,0000465;;9,49;2428,00;;;
