General information;;time (s);O2;CO2;CO;Pdiff;Light;Mass;Methane;AmbP;AmbH;HFM;TC stack;TC smoke;TC amb.;TC cone;T PK;Soot;TC cone1;TC cone2;TC cone3;TC aux;CH4;CO;CO2;Ethene;H2O;n.u.;n.u.;UOX Bin;n.u.;UOX Hum.;UOX Temp;n.u.;TEext1;TEext2;TEext3;TEext4;TEext5;TEext6;TEext7;TEext8;TEext9;TEext10;TEext11;TEext12;TEext13;TEext14;TEext15;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;n.u.;HRR/a;EHC;SEA;MLR;MLR/a;COY;CO2Y/sh;THR/a;MFR;K;Vstack;Vsmoke;SPR;RSR;TSP;TSR;COP;CO2P;O2C;TOC;ARHE;Mass;HRR;O2/sh;CO2/sh;CO/sh;phi;FU27;FU28;FU29;FU30;FU31;
;;;%;%;%;Pa;-;g;g/s;Pa;%;kW/m²;°C;°C;°C;°C;°C;g/min;°C;°C;°C;°C;ppm;ppm;%;ppm;ppm;no;no;;no;%;°C;no;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;kW/m²;MJ/kg;m²/kg;g/s;g/(s*m²);[kg/kg];[kg/kg];MJ/m²;g/s;1/m;l/s;l/s;m²/s;(m²/s)/m²;m²;m²;g/s;g/s;g/s;g;kW/m²;g;kW;[%];[%];%;;;;;;;
;;1107;20,94900;0,05200;0,021000;128,975;99,95;-1,1900;0,000;100,670;38,700;0,000;299,250;298,650;25,50;307,350;263,158;0,000;33,400;35,000;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,681;25,640;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,1280;0,00000;0,0000;0,00000000;0,00000000;0,00092;Infinity;15,3984;28,295213;0,000560;23,974380;23,926312;0,0001;0,1122;0,03;27,53;0,00;0,00;0,35;;13,889;14,299;0,0022280;20,94900;0,05100;0,00200;0,0000266;;10,03;1107,00;;;
;;1108;20,94900;0,05200;-0,002000;127,975;99,95;-1,1900;0,000;100,676;38,700;0,000;299,150;298,650;25,50;307,350;263,158;0,000;33,400;35,000;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,706;25,637;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;20,2681;0,00000;0,0000;0,00000000;0,00000000;-0,00232;Infinity;15,4187;28,190017;0,000596;23,877267;23,837359;0,0001;0,1191;0,03;27,65;0,00;0,00;0,65;;13,887;14,299;0,0212207;20,94800;0,05100;-0,01100;0,0002515;;10,03;1108,00;;;
;;1109;20,94900;0,05100;-0,015000;132,700;99,95;-1,1900;0,000;100,680;38,700;0,000;299,150;298,650;25,50;307,350;263,158;0,000;33,400;35,000;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,690;25,645;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,7633;0,00000;0,0000;0,00000000;0,00000000;-0,00312;Infinity;15,4424;28,705705;0,000580;24,314061;24,273422;0,0001;0,1179;0,03;27,77;0,00;0,00;0,66;;13,894;14,297;0,0248801;20,94800;0,05100;-0,01400;0,0002894;;10,03;1109,00;;;
;;1110;20,95100;0,05100;-0,004000;129,125;99,96;-1,1900;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,350;263,158;0,000;33,400;35,000;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,688;25,640;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,5297;0,00000;0,0000;0,00000000;0,00000000;-0,00408;Infinity;15,4690;28,316394;0,000546;23,984309;23,944222;0,0001;0,1096;0,03;27,88;0,00;0,00;0,65;;13,904;14,297;0,0277766;20,94800;0,05200;-0,01800;0,0003274;;10,03;1110,00;;;
;;1111;20,94800;0,05100;-0,018000;131,250;99,95;-1,1900;0,000;100,680;38,700;0,000;299,250;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,732;25,667;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,7832;0,00000;0,0000;0,00000000;0,00000000;-0,00311;Infinity;15,4818;28,543673;0,000600;24,184899;24,136408;0,0001;0,1214;0,03;28,00;0,00;0,00;0,05;;13,910;14,304;0,0133840;20,95000;0,05200;-0,01400;0,0001560;;10,03;1111,00;;;
;;1112;20,94900;0,05100;-0,026000;130,500;99,95;-1,1900;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,685;25,640;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,1040;0,00000;0,0000;0,00000000;0,00000000;0,00042;Infinity;15,4909;28,466759;0,000566;24,111670;24,071370;0,0001;0,1141;0,03;28,11;0,00;0,00;0,65;;13,907;14,304;0,0095318;20,94800;0,05100;0,00000;0,0001123;;10,03;1112,00;;;
;;1113;20,94900;0,05200;-0,011000;125,925;99,96;-1,1900;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,690;25,656;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;2,5881;0,00000;0,0000;0,00000000;0,00000000;0,00312;Infinity;15,4934;27,963321;0,000550;23,685253;23,645665;0,0001;0,1089;0,03;28,22;0,00;0,00;0,94;;13,900;14,292;0,0027097;20,94700;0,05100;0,01100;0,0000334;;10,03;1113,00;;;
;;1114;20,94700;0,05200;-0,004000;128,400;99,96;-1,1900;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,36;15,698;25,653;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;9,7880;0,00000;0,0000;0,00000000;0,00000000;0,00141;Infinity;15,5032;28,236787;0,000480;23,916881;23,876907;0,0001;0,0961;0,03;28,32;0,00;0,00;0,94;;13,893;14,292;0,0102481;20,94700;0,05100;0,00400;0,0001220;;10,03;1114,00;;;
;;1115;20,94800;0,05100;0,021000;128,700;99,96;-1,1900;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,690;25,658;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00341;Infinity;15,5032;28,269755;0,000516;23,944806;23,904784;0,0001;0,1034;0,03;28,42;0,00;0,00;0,35;;13,885;14,269;0,0000000;20,94900;0,05100;0,01200;-0,0001000;;10,03;1115,00;;;
;;1116;20,94900;0,05100;0,022000;128,950;99,95;-1,1900;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,677;25,650;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00191;Infinity;15,5032;28,297199;0,000588;23,968051;23,927991;0,0001;0,1178;0,03;28,54;0,00;0,00;0,35;;13,872;14,269;0,0000000;20,94900;0,05100;0,00600;-0,0000241;;10,03;1116,00;;;
;;1117;20,94800;0,05100;0,013000;126,650;99,96;-1,1900;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,350;263,158;0,000;33,500;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,673;25,664;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;1,0911;0,00000;0,0000;-0,00083335;-0,00083335;0,00115;-0,75493;15,5043;28,043704;0,000518;23,753338;23,713637;0,0001;0,1030;0,03;28,64;0,00;0,00;0,35;;13,860;14,244;0,0011424;20,94900;0,05100;0,00300;0,0000139;;10,03;1117,00;;;
;;1118;20,94800;0,05100;0,002000;128,100;99,96;-1,1900;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,350;263,158;0,000;33,500;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,685;25,653;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;8,2701;0,00000;0,0000;0,00583347;0,00583347;-0,00083;0,18241;15,5126;28,203780;0,000554;23,888925;23,848997;0,0001;0,1107;0,03;28,75;0,00;0,00;0,35;;13,852;14,244;0,0086588;20,94900;0,05200;-0,00500;0,0001025;;10,03;1118,00;;;
;;1119;20,94900;0,05100;-0,011000;130,700;99,95;-1,2000;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,350;263,158;0,000;33,500;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,708;25,669;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;17,9200;0,00000;0,0000;0,00583347;0,00583347;-0,00410;0,10956;15,5305;28,488564;0,000573;24,130140;24,089808;0,0001;0,1155;0,03;28,87;0,00;0,00;0,05;;13,851;14,236;0,0187622;20,95000;0,05100;-0,01800;0,0002193;;10,02;1119,00;;;
;;1120;20,94800;0,05200;-0,014000;132,975;99,96;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,685;25,650;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;35,2537;0,00000;0,0000;-0,00083335;-0,00083335;-0,00591;-0,77355;15,5658;28,735434;0,000555;24,339242;24,298561;0,0001;0,1131;0,03;28,98;-0,01;0,00;0,66;;13,863;14,236;0,0369107;20,94800;0,05100;-0,02500;0,0004286;;10,02;1120,00;;;
;;1121;20,94800;0,05200;-0,018000;126,550;99,96;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,317;263,158;0,000;33,400;34,900;34,200;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,662;25,658;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;29,3076;0,00000;0,0000;0,00000000;0,00000000;-0,00453;Infinity;15,5951;28,032630;0,000521;23,743958;23,704272;0,0001;0,1035;0,03;29,09;0,00;0,00;0,64;;13,879;14,252;0,0306851;20,94800;0,05100;-0,02000;0,0003653;;10,02;1121,00;;;
;;1122;20,94800;0,05100;-0,014000;130,175;99,96;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,685;25,656;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;27,6618;0,00000;0,0000;0,00000000;0,00000000;-0,00410;Infinity;15,6227;28,431290;0,000469;24,081628;24,041377;0,0001;0,0945;0,03;29,18;0,00;0,00;0,65;;13,892;14,252;0,0289619;20,94800;0,05100;-0,01800;0,0003400;;10,02;1122,00;;;
;;1123;20,95000;0,05100;0,000000;124,075;99,97;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,37;15,648;25,642;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,8764;0,00000;0,0000;0,00000000;0,00000000;0,00041;Infinity;15,6306;27,757152;0,000435;23,510626;23,471330;0,0001;0,0855;0,03;29,27;0,00;0,00;0,64;;13,896;14,260;0,0082466;20,94800;0,05200;0,00000;0,0000996;;10,02;1123,00;;;
;;1124;20,94800;0,05100;0,011000;127,600;99,97;-1,2000;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,738;25,672;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00166;Infinity;15,6306;28,148684;0,000400;23,842257;23,802407;0,0001;0,0798;0,03;29,35;0,00;0,00;0,35;;13,887;14,260;0,0000000;20,94900;0,05200;0,00500;-0,0000241;;10,02;1124,00;;;
;;1125;20,94700;0,05100;0,004000;131,400;99,97;-1,2000;0,000;100,676;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,692;25,645;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,0618;0,00000;0,0000;0,00000000;0,00000000;0,00092;Infinity;15,6377;28,564752;0,000383;24,194672;24,154233;0,0001;0,0775;0,03;29,42;0,00;0,00;0,65;;13,878;14,248;0,0073937;20,94800;0,05100;0,00200;0,0000870;;10,02;1125,00;;;
;;1126;20,94700;0,05100;0,012000;126,175;99,97;-1,2000;0,000;100,670;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,706;25,656;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,9291;0,00000;0,0000;0,00000000;0,00000000;0,00091;Infinity;15,6456;27,991065;0,000419;23,708753;23,669126;0,0001;0,0830;0,03;29,51;0,00;0,00;0,64;;13,872;14,248;0,0083018;20,94800;0,05000;0,00200;0,0000996;;10,02;1126,00;;;
;;1127;20,94900;0,05100;0,006000;129,025;99,97;-1,2000;0,000;100,676;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,685;25,650;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00366;Infinity;15,6456;28,305426;0,000384;23,975020;23,934948;0,0001;0,0770;0,03;29,58;0,00;0,00;0,05;;13,863;14,229;0,0000000;20,95000;0,05100;0,01300;-0,0001731;;10,02;1127,00;;;
;;1128;20,94900;0,05200;0,003000;128,075;99,97;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,677;25,658;0,57;0,57;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;7,2389;0,00000;0,0000;0,00000000;0,00000000;-0,00033;Infinity;15,6528;28,201028;0,000420;23,886594;23,846669;0,0001;0,0839;0,03;29,67;0,00;0,00;0,35;;13,854;14,229;0,0075791;20,94900;0,05100;-0,00300;0,0000899;;10,02;1128,00;;;
;;1129;20,94900;0,05100;-0,005000;125,450;99,96;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,283;263,158;0,000;33,400;34,900;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,700;25,640;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;26,1426;0,00000;0,0000;0,00000000;0,00000000;-0,00378;Infinity;15,6790;27,910531;0,000473;23,640539;23,601026;0,0001;0,0936;0,03;29,76;0,00;0,00;0,64;;13,857;14,227;0,0273713;20,94800;0,05100;-0,01700;0,0003274;;10,02;1129,00;;;
;;1130;20,94900;0,05100;-0,018000;130,825;99,96;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,250;263,158;0,000;33,400;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,664;25,661;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;23,8637;0,00000;0,0000;0,00000000;0,00000000;-0,00436;Infinity;15,7028;28,502184;0,000492;24,141676;24,101325;0,0001;0,0992;0,03;29,86;0,00;0,00;0,35;;13,867;14,227;0,0249853;20,94900;0,05100;-0,01900;0,0002923;;10,02;1130,00;;;
;;1131;20,95000;0,05100;-0,025000;125,050;99,97;-1,2000;0,000;100,676;38,700;0,000;299,150;298,650;25,50;307,217;263,158;0,000;33,300;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,38;15,677;25,667;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;11,1981;0,00000;0,0000;0,00000000;0,00000000;-0,00131;Infinity;15,7140;27,865999;0,000439;23,602820;23,563370;0,0001;0,0867;0,03;29,95;0,00;0,00;0,34;;13,870;14,235;0,0117244;20,94900;0,05100;-0,00700;0,0001405;;10,02;1131,00;;;
;;1132;20,94800;0,05100;-0,020000;133,350;99,97;-1,2000;0,000;100,676;38,700;0,000;299,150;298,650;25,50;307,217;263,158;0,000;33,300;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,713;25,640;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;13,6523;0,00000;0,0000;0,00000000;0,00000000;-0,00186;Infinity;15,7277;28,775923;0,000457;24,373536;24,332798;0,0001;0,0932;0,03;30,04;0,00;0,00;0,35;;13,869;14,235;0,0142939;20,94900;0,05100;-0,00900;0,0001658;;10,02;1132,00;;;
;;1133;20,94800;0,05200;-0,018000;128,525;99,95;-1,2000;0,000;100,668;38,800;0,000;299,150;298,650;25,50;307,217;263,158;0,000;33,300;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,730;25,661;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,2262;0,00000;0,0000;0,00000000;0,00000000;-0,00008;Infinity;15,7339;28,250528;0,000563;23,928521;23,888526;0,0001;0,1127;0,03;30,15;0,00;0,00;0,35;;13,865;14,225;0,0065189;20,94900;0,05100;-0,00200;0,0000772;;10,02;1133,00;;;
;;1134;20,94800;0,05200;0,000000;128,600;99,96;-1,2000;0,000;100,676;38,800;0,000;299,150;298,650;25,50;307,217;263,158;0,000;33,300;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,723;25,669;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00116;Infinity;15,7339;28,258769;0,000546;23,935501;23,895495;0,0001;0,1093;0,03;30,26;0,00;0,00;0,05;;13,856;14,225;0,0000000;20,95000;0,05100;0,00300;-0,0000465;;10,02;1134,00;;;
;;1135;20,94800;0,05100;0,005000;128,425;99,95;-1,2000;0,000;100,678;38,700;0,000;299,150;298,650;25,50;307,217;263,158;0,000;33,300;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,721;25,658;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00291;Infinity;15,7339;28,239535;0,000617;23,919210;23,879231;0,0001;0,1234;0,03;30,38;0,00;0,00;0,65;;13,843;14,206;0,0000000;20,94800;0,05100;0,01000;-0,0000143;;10,02;1135,00;;;
;;1136;20,94900;0,05000;0,002000;129,775;99,95;-1,2000;0,000;100,676;38,800;0,000;299,150;298,650;25,50;307,217;263,158;0,000;33,300;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,679;25,672;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00417;Infinity;15,7339;28,387575;0,000599;24,044601;24,004413;0,0001;0,1205;0,03;30,51;0,00;0,00;0,35;;13,831;14,206;0,0000000;20,94900;0,05100;0,01500;-0,0001380;;10,02;1136,00;;;
;;1137;20,94800;0,05100;0,002000;133,725;99,95;-1,2000;0,000;100,676;38,800;0,000;299,150;298,650;25,50;307,217;263,158;0,000;33,300;34,800;34,100;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,700;25,680;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;6,0781;0,00000;0,0000;0,00000000;0,00000000;0,00119;Infinity;15,7400;28,816357;0,000617;24,407784;24,366989;0,0001;0,1260;0,03;30,63;0,00;0,00;0,66;;13,822;14,186;0,0063637;20,94800;0,05100;0,00300;0,0000743;;10,02;1137,00;;;
;;1138;20,94800;0,05100;0,013000;124,925;99,95;-1,2000;0,000;100,672;38,800;0,000;299,150;298,650;25,50;307,183;263,158;0,000;33,300;34,800;34,000;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,711;25,648;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00000000;0,00000000;0,00188;Infinity;15,7400;27,852068;0,000617;23,591020;23,551590;0,0001;0,1218;0,03;30,75;0,00;0,00;0,34;;13,812;14,186;0,0000000;20,94900;0,05100;0,00600;-0,0000241;;10,02;1138,00;;;
;;1139;20,95000;0,05100;-0,003000;127,300;99,95;-1,2000;0,000;100,676;38,800;0,000;299,250;298,650;25,50;307,183;263,158;0,000;33,300;34,800;34,000;301,450;;;;;0,00;0,00;0,00;3,00;4,39;15,698;25,664;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;12,3166;0,00000;0,0000;0,00000000;0,00000000;-0,00157;Infinity;15,7523;28,110877;0,000635;23,818194;23,770438;0,0001;0,1265;0,03;30,88;0,00;0,00;0,35;;13,805;14,177;0,0128955;20,94900;0,05100;-0,00800;0,0001531;;10,02;1139,00;;;
;;1140;20,94900;0,05100;-0,017000;127,050;99,94;-1,2000;0,000;100,676;38,800;0,000;299,150;298,650;25,50;307,183;263,158;0,000;33,300;34,800;34,000;301,450;;;;;0,00;0,00;0,00;3,00;4,40;15,729;25,650;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;19,7061;0,00000;0,0000;0,00000000;0,00000000;-0,00454;Infinity;15,7720;28,087954;0,000670;23,790818;23,751054;0,0001;0,1334;0,03;31,01;0,00;0,00;0,05;;13,807;14,177;0,0206323;20,95000;0,05100;-0,02000;0,0002446;;10,02;1140,00;;;
;;1141;20,94800;0,05100;-0,019000;131,350;99,95;-1,2000;0,000;100,676;38,800;0,000;299,150;298,650;25,50;307,183;263,158;0,000;33,300;34,800;34,000;301,450;;;;;0,00;0,00;0,00;3,00;4,40;15,708;25,680;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;15,8921;0,00000;0,0000;-0,00083335;-0,00083335;-0,00361;-0,76881;15,7879;28,559316;0,000635;24,190067;24,149636;0,0001;0,1285;0,03;31,14;0,00;0,00;0,05;;13,811;14,177;0,0166390;20,95000;0,05100;-0,01600;0,0001940;;10,02;1141,00;;;
;;1142;20,94900;0,05100;-0,007000;130,425;99,95;-1,2000;0,000;100,676;38,800;0,000;299,250;298,650;25,50;307,183;263,158;0,000;33,300;34,800;34,000;301,450;;;;;0,00;0,00;0,00;3,00;4,40;15,690;25,645;0,57;0,56;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;999998,00;;;;;;;;;;;;;;;;;0,0000;0,00000;0,0000;0,00583347;0,00583347;0,00192;0,10942;15,7879;28,453823;0,000617;24,108770;24,060431;0,0001;0,1244;0,03;31,27;0,00;0,00;0,35;;13,806;14,177;0,0000000;20,94900;0,05100;0,00600;-0,0000241;;10,02;1142,00;;;
