s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_PARAFFIN,ZONE_1
 7.80087E+001, 1.80009E-002, 0.00000E+000,-4.79496E-003,-1.19379E-007,-1.29784E-002,-6.41656E-021, 1.45666E-004, 0.00000E+000, 3.70907E-004, 3.73050E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.41939E+002
 7.90114E+001, 1.80007E-002, 0.00000E+000,-4.80474E-003,-1.40698E-008,-1.29218E-002,-6.41604E-021, 1.64376E-004, 0.00000E+000, 4.39305E-004, 4.38435E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.43059E+002
 8.00002E+001, 1.80005E-002, 0.00000E+000,-4.79669E-003,-2.37182E-007,-1.28410E-002,-6.41638E-021, 1.99262E-004, 0.00000E+000, 5.60395E-004, 5.61818E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.44396E+002
 8.10029E+001, 1.79993E-002, 0.00000E+000,-4.80375E-003, 2.89602E-007,-1.28233E-002,-6.41641E-021, 2.03250E-004, 0.00000E+000, 5.75380E-004, 5.75783E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.45779E+002
 8.20056E+001, 1.79998E-002, 0.00000E+000,-4.80854E-003, 2.67680E-007,-1.29092E-002,-6.41584E-021, 1.67655E-004, 0.00000E+000, 4.51361E-004, 4.49996E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.46923E+002
 8.30084E+001, 1.79995E-002, 0.00000E+000,-4.81307E-003,-5.51969E-008,-1.29307E-002,-6.41564E-021, 1.56889E-004, 0.00000E+000, 4.13043E-004, 4.12573E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.47991E+002
 8.40111E+001, 1.80016E-002, 0.00000E+000,-4.81300E-003, 1.08238E-007,-1.29458E-002,-6.41563E-021, 1.51715E-004, 0.00000E+000, 3.94174E-004, 3.94556E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.49024E+002
 8.50138E+001, 1.80008E-002, 0.00000E+000,-4.80393E-003, 1.04967E-007,-1.29846E-002,-6.41565E-021, 1.39842E-004, 0.00000E+000, 3.52568E-004, 3.52231E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.49977E+002
 8.60026E+001, 1.80000E-002, 0.00000E+000,-4.81544E-003,-4.38251E-007,-1.29518E-002,-6.41656E-021, 1.47724E-004, 0.00000E+000, 3.79125E-004, 3.80023E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.50968E+002
 8.70053E+001, 1.80003E-002, 0.00000E+000,-4.80882E-003, 2.68970E-007,-1.30040E-002,-6.41534E-021, 1.30139E-004, 0.00000E+000, 3.20102E-004, 3.17859E-004, 0.00000E+000, 0.00000E+000, 4.28571E-007, 3.51857E+002
