s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T1_gas,T2,T2_gas,T3,T3_gas,T5,T5_gas,T9,T9_gas,T10,T10_gas,T11,T11_gas,HRR,O2_room,p_box
 7.30090E+001, 2.62326E+001, 2.55646E+001, 2.80807E+001, 2.83704E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50429E+001, 2.50340E+001, 2.61845E+001, 2.68564E+001, 2.64092E+001, 2.58222E+001, 1.79980E-002, 2.05530E-001, 3.36529E+002
 7.40118E+001, 2.62175E+001, 2.55769E+001, 2.81023E+001, 2.83920E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50421E+001, 2.50343E+001, 2.62679E+001, 2.72246E+001, 2.63386E+001, 2.59888E+001, 1.79994E-002, 2.05497E-001, 3.37547E+002
 7.50005E+001, 2.62034E+001, 2.55900E+001, 2.81319E+001, 2.85229E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50415E+001, 2.50347E+001, 2.63894E+001, 2.75324E+001, 2.63220E+001, 2.64158E+001, 1.79972E-002, 2.05454E-001, 3.38459E+002
 7.60033E+001, 2.61906E+001, 2.55979E+001, 2.81709E+001, 2.86373E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50410E+001, 2.50346E+001, 2.64887E+001, 2.72520E+001, 2.63299E+001, 2.66021E+001, 1.80009E-002, 2.05404E-001, 3.39445E+002
 7.70060E+001, 2.61793E+001, 2.56041E+001, 2.82235E+001, 2.88900E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50405E+001, 2.50340E+001, 2.65112E+001, 2.63159E+001, 2.63438E+001, 2.65090E+001, 1.80000E-002, 2.05358E-001, 3.40501E+002
 7.80087E+001, 2.61697E+001, 2.56033E+001, 2.83113E+001, 2.93654E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50401E+001, 2.50339E+001, 2.64515E+001, 2.59701E+001, 2.63266E+001, 2.60133E+001, 1.80009E-002, 2.05377E-001, 3.41496E+002
 7.90114E+001, 2.61604E+001, 2.55845E+001, 2.84283E+001, 2.95572E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50397E+001, 2.50340E+001, 2.64139E+001, 2.64638E+001, 2.62806E+001, 2.61189E+001, 1.80007E-002, 2.05311E-001, 3.42551E+002
 8.00002E+001, 2.61518E+001, 2.55807E+001, 2.85206E+001, 2.92331E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50393E+001, 2.50341E+001, 2.64484E+001, 2.70396E+001, 2.63047E+001, 2.70814E+001, 1.80005E-002, 2.05273E-001, 3.43772E+002
 8.10029E+001, 2.61450E+001, 2.55825E+001, 2.85764E+001, 2.91922E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50390E+001, 2.50341E+001, 2.64806E+001, 2.67580E+001, 2.63453E+001, 2.65850E+001, 1.79993E-002, 2.05269E-001, 3.45134E+002
 8.20056E+001, 2.61404E+001, 2.56026E+001, 2.86224E+001, 2.90173E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50388E+001, 2.50342E+001, 2.64814E+001, 2.63594E+001, 2.63359E+001, 2.62278E+001, 1.79998E-002, 2.05219E-001, 3.46439E+002
 8.30084E+001, 2.61381E+001, 2.56041E+001, 2.86513E+001, 2.90085E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50385E+001, 2.50339E+001, 2.64246E+001, 2.57778E+001, 2.63249E+001, 2.64771E+001, 1.79995E-002, 2.05150E-001, 3.47541E+002
 8.40111E+001, 2.61372E+001, 2.56147E+001, 2.86806E+001, 2.91619E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50383E+001, 2.50332E+001, 2.63390E+001, 2.55961E+001, 2.63459E+001, 2.67331E+001, 1.80016E-002, 2.05125E-001, 3.48575E+002
 8.50138E+001, 2.61390E+001, 2.56373E+001, 2.87417E+001, 2.96384E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50380E+001, 2.50328E+001, 2.62688E+001, 2.60526E+001, 2.63615E+001, 2.64755E+001, 1.80008E-002, 2.05114E-001, 3.49562E+002
 8.60026E+001, 2.61432E+001, 2.56422E+001, 2.88310E+001, 2.97507E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50377E+001, 2.50327E+001, 2.62925E+001, 2.69172E+001, 2.63469E+001, 2.61697E+001, 1.80000E-002, 2.05094E-001, 3.50535E+002
 8.70053E+001, 2.61482E+001, 2.56401E+001, 2.88978E+001, 2.95263E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50375E+001, 2.50321E+001, 2.63293E+001, 2.65080E+001, 2.63246E+001, 2.64931E+001, 1.80003E-002, 2.05061E-001, 3.51480E+002
 8.80080E+001, 2.61510E+001, 2.56197E+001, 2.89377E+001, 2.93480E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50372E+001, 2.50313E+001, 2.63062E+001, 2.59355E+001, 2.63971E+001, 2.78184E+001, 1.79988E-002, 2.05032E-001, 3.52244E+002
 8.90107E+001, 2.61489E+001, 2.55832E+001, 2.89584E+001, 2.93058E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50368E+001, 2.50303E+001, 2.62515E+001, 2.58431E+001, 2.65456E+001, 2.79053E+001, 1.79996E-002, 2.05012E-001, 3.52843E+002
 9.00135E+001, 2.61430E+001, 2.55749E+001, 2.89857E+001, 2.94377E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50364E+001, 2.50292E+001, 2.61992E+001, 2.56762E+001, 2.66594E+001, 2.75620E+001, 1.79985E-002, 2.05005E-001, 3.53449E+002
 9.10022E+001, 2.61384E+001, 2.56065E+001, 2.90105E+001, 2.92600E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50359E+001, 2.50284E+001, 2.61246E+001, 2.54480E+001, 2.67336E+001, 2.74827E+001, 1.79978E-002, 2.05010E-001, 3.54058E+002
 9.20050E+001, 2.61380E+001, 2.56447E+001, 2.89898E+001, 2.87118E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50354E+001, 2.50283E+001, 2.60494E+001, 2.54196E+001, 2.67982E+001, 2.74105E+001, 1.80009E-002, 2.05031E-001, 3.54714E+002
 9.30077E+001, 2.61399E+001, 2.56606E+001, 2.89226E+001, 2.84758E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50350E+001, 2.50282E+001, 2.59815E+001, 2.55095E+001, 2.68152E+001, 2.67923E+001, 1.79988E-002, 2.05022E-001, 3.55448E+002
 9.40104E+001, 2.61435E+001, 2.56666E+001, 2.88710E+001, 2.88159E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50346E+001, 2.50279E+001, 2.59545E+001, 2.60482E+001, 2.67794E+001, 2.64533E+001, 1.80011E-002, 2.05015E-001, 3.56103E+002
 9.50131E+001, 2.61483E+001, 2.56820E+001, 2.88803E+001, 2.93697E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50342E+001, 2.50276E+001, 2.59648E+001, 2.61073E+001, 2.67415E+001, 2.66401E+001, 1.80012E-002, 2.04994E-001, 3.56638E+002
 9.60019E+001, 2.61545E+001, 2.56957E+001, 2.89280E+001, 2.95142E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50339E+001, 2.50274E+001, 2.59677E+001, 2.60494E+001, 2.67384E+001, 2.70385E+001, 1.80006E-002, 2.04969E-001, 3.57215E+002
 9.70046E+001, 2.61614E+001, 2.57003E+001, 2.89645E+001, 2.93851E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50335E+001, 2.50273E+001, 2.59759E+001, 2.62032E+001, 2.67645E+001, 2.71228E+001, 1.79986E-002, 2.04952E-001, 3.57964E+002
 9.80073E+001, 2.61688E+001, 2.57091E+001, 2.89882E+001, 2.92353E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50333E+001, 2.50273E+001, 2.59874E+001, 2.60463E+001, 2.67695E+001, 2.67734E+001, 1.80026E-002, 2.04952E-001, 3.58747E+002
 9.90101E+001, 2.61763E+001, 2.57172E+001, 2.89756E+001, 2.88693E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50330E+001, 2.50273E+001, 2.59845E+001, 2.61372E+001, 2.67479E+001, 2.65729E+001, 1.79991E-002, 2.05008E-001, 3.59562E+002
 1.00013E+002, 2.61846E+001, 2.57305E+001, 2.89402E+001, 2.87536E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50328E+001, 2.50272E+001, 2.60053E+001, 2.64025E+001, 2.66847E+001, 2.59224E+001, 1.80003E-002, 2.04992E-001, 3.60404E+002
 1.01002E+002, 2.61918E+001, 2.57161E+001, 2.88981E+001, 2.87373E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50326E+001, 2.50271E+001, 2.60704E+001, 2.70011E+001, 2.66184E+001, 2.66758E+001, 1.79997E-002, 2.04903E-001, 3.61256E+002
 1.02004E+002, 2.61972E+001, 2.57181E+001, 2.88772E+001, 2.89221E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50324E+001, 2.50267E+001, 2.61456E+001, 2.66746E+001, 2.66628E+001, 2.73291E+001, 1.80000E-002, 2.04889E-001, 3.62017E+002
 1.03007E+002, 2.62024E+001, 2.57320E+001, 2.88777E+001, 2.91394E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50321E+001, 2.50258E+001, 2.61502E+001, 2.58421E+001, 2.66936E+001, 2.69131E+001, 1.79997E-002, 2.04926E-001, 3.62653E+002
 1.04010E+002, 2.62082E+001, 2.57528E+001, 2.88975E+001, 2.92794E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50318E+001, 2.50253E+001, 2.60807E+001, 2.54335E+001, 2.66960E+001, 2.68301E+001, 1.79995E-002, 2.04900E-001, 3.63073E+002
 1.05012E+002, 2.62148E+001, 2.57627E+001, 2.89201E+001, 2.91848E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50315E+001, 2.50250E+001, 2.60322E+001, 2.59898E+001, 2.66859E+001, 2.65117E+001, 1.79997E-002, 2.04858E-001, 3.63410E+002
 1.06001E+002, 2.62196E+001, 2.57559E+001, 2.89305E+001, 2.91932E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50312E+001, 2.50248E+001, 2.60620E+001, 2.67865E+001, 2.66509E+001, 2.64926E+001, 1.80001E-002, 2.04799E-001, 3.63858E+002
 1.07004E+002, 2.62218E+001, 2.57435E+001, 2.89458E+001, 2.92169E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50310E+001, 2.50248E+001, 2.61426E+001, 2.70091E+001, 2.66285E+001, 2.65232E+001, 1.79997E-002, 2.04787E-001, 3.64289E+002
 1.08007E+002, 2.62223E+001, 2.57276E+001, 2.89469E+001, 2.89749E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50308E+001, 2.50249E+001, 2.62017E+001, 2.65620E+001, 2.66039E+001, 2.65008E+001, 1.80009E-002, 2.04801E-001, 3.64776E+002
 1.09009E+002, 2.62241E+001, 2.57377E+001, 2.89264E+001, 2.88445E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50306E+001, 2.50256E+001, 2.61931E+001, 2.59727E+001, 2.66026E+001, 2.69415E+001, 1.80012E-002, 2.04787E-001, 3.65357E+002
 1.10012E+002, 2.62286E+001, 2.57561E+001, 2.89045E+001, 2.89194E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50306E+001, 2.50263E+001, 2.61611E+001, 2.59031E+001, 2.66487E+001, 2.74013E+001, 1.79996E-002, 2.04757E-001, 3.66082E+002
 1.11001E+002, 2.62353E+001, 2.57766E+001, 2.88945E+001, 2.89899E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50306E+001, 2.50270E+001, 2.61137E+001, 2.56672E+001, 2.67037E+001, 2.71730E+001, 1.80010E-002, 2.04751E-001, 3.66696E+002
 1.12004E+002, 2.62431E+001, 2.57838E+001, 2.88775E+001, 2.87595E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50307E+001, 2.50280E+001, 2.60701E+001, 2.58021E+001, 2.67099E+001, 2.66910E+001, 1.79998E-002, 2.04785E-001, 3.67206E+002
 1.13006E+002, 2.62517E+001, 2.57910E+001, 2.88396E+001, 2.85596E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50310E+001, 2.50296E+001, 2.60331E+001, 2.57635E+001, 2.67127E+001, 2.71959E+001, 1.79994E-002, 2.04758E-001, 3.67579E+002
 1.14009E+002, 2.62614E+001, 2.58021E+001, 2.87904E+001, 2.85574E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50314E+001, 2.50310E+001, 2.60030E+001, 2.57897E+001, 2.67548E+001, 2.72303E+001, 1.80004E-002, 2.04651E-001, 3.67812E+002
 1.15012E+002, 2.62706E+001, 2.58000E+001, 2.87651E+001, 2.88746E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50318E+001, 2.50310E+001, 2.59739E+001, 2.57665E+001, 2.67780E+001, 2.72192E+001, 1.80001E-002, 2.04601E-001, 3.68045E+002
 1.16001E+002, 2.62778E+001, 2.57956E+001, 2.87872E+001, 2.93443E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50321E+001, 2.50302E+001, 2.59406E+001, 2.56048E+001, 2.68022E+001, 2.70082E+001, 1.80005E-002, 2.04669E-001, 3.68177E+002
 1.17003E+002, 2.62840E+001, 2.57949E+001, 2.88467E+001, 2.93716E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50323E+001, 2.50298E+001, 2.59050E+001, 2.58537E+001, 2.67911E+001, 2.69338E+001, 1.79995E-002, 2.04685E-001, 3.68310E+002
 1.18006E+002, 2.62891E+001, 2.58001E+001, 2.88751E+001, 2.91561E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50325E+001, 2.50297E+001, 2.59468E+001, 2.68835E+001, 2.68037E+001, 2.68357E+001, 1.80000E-002, 2.04640E-001, 3.68424E+002
 1.19009E+002, 2.62945E+001, 2.58119E+001, 2.88679E+001, 2.87549E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50327E+001, 2.50299E+001, 2.60655E+001, 2.72328E+001, 2.67985E+001, 2.73419E+001, 1.79995E-002, 2.04537E-001, 3.68538E+002
 1.20011E+002, 2.63004E+001, 2.58192E+001, 2.88215E+001, 2.84796E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50329E+001, 2.50300E+001, 2.61940E+001, 2.73183E+001, 2.68861E+001, 2.79016E+001, 1.79999E-002, 2.04500E-001, 3.68880E+002
 1.21000E+002, 2.63057E+001, 2.58121E+001, 2.87639E+001, 2.83873E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50330E+001, 2.50294E+001, 2.62595E+001, 2.61672E+001, 2.69548E+001, 2.74233E+001, 1.79999E-002, 2.04494E-001, 3.69309E+002
 1.22003E+002, 2.63095E+001, 2.58064E+001, 2.87100E+001, 2.84284E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50331E+001, 2.50291E+001, 2.61787E+001, 2.53150E+001, 2.69648E+001, 2.71367E+001, 1.80001E-002, 2.04492E-001, 3.69801E+002
 1.23006E+002, 2.63125E+001, 2.58117E+001, 2.86760E+001, 2.86356E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50331E+001, 2.50296E+001, 2.60972E+001, 2.57033E+001, 2.69722E+001, 2.71466E+001, 1.80007E-002, 2.04434E-001, 3.70433E+002
 1.24008E+002, 2.63147E+001, 2.58104E+001, 2.86758E+001, 2.89020E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50332E+001, 2.50298E+001, 2.60828E+001, 2.63421E+001, 2.69496E+001, 2.66209E+001, 1.80004E-002, 2.04373E-001, 3.71076E+002
 1.25011E+002, 2.63157E+001, 2.58094E+001, 2.86847E+001, 2.88325E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50334E+001, 2.50306E+001, 2.61590E+001, 2.73490E+001, 2.68923E+001, 2.64960E+001, 1.79999E-002, 2.04369E-001, 3.71673E+002
 1.26014E+002, 2.63176E+001, 2.58290E+001, 2.86810E+001, 2.87566E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50337E+001, 2.50317E+001, 2.62827E+001, 2.73127E+001, 2.68663E+001, 2.71447E+001, 1.79999E-002, 2.04400E-001, 3.72140E+002
 1.27003E+002, 2.63215E+001, 2.58381E+001, 2.86812E+001, 2.88529E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50339E+001, 2.50323E+001, 2.63591E+001, 2.69003E+001, 2.69183E+001, 2.78039E+001, 1.79991E-002, 2.04426E-001, 3.72566E+002
 1.28005E+002, 2.63244E+001, 2.58132E+001, 2.86869E+001, 2.88361E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50343E+001, 2.50337E+001, 2.63668E+001, 2.62047E+001, 2.69985E+001, 2.77721E+001, 1.80003E-002, 2.04449E-001, 3.72918E+002
 1.29008E+002, 2.63252E+001, 2.57997E+001, 2.86818E+001, 2.86878E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50347E+001, 2.50329E+001, 2.63151E+001, 2.57382E+001, 2.70490E+001, 2.74703E+001, 1.80001E-002, 2.04473E-001, 3.73347E+002
 1.30011E+002, 2.63259E+001, 2.58104E+001, 2.86649E+001, 2.86442E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50350E+001, 2.50321E+001, 2.62403E+001, 2.56014E+001, 2.70838E+001, 2.77739E+001, 1.80007E-002, 2.04464E-001, 3.73818E+002
 1.31013E+002, 2.63279E+001, 2.58191E+001, 2.86559E+001, 2.87826E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50351E+001, 2.50313E+001, 2.61629E+001, 2.54866E+001, 2.71310E+001, 2.77793E+001, 1.79999E-002, 2.04363E-001, 3.74254E+002
 1.32002E+002, 2.63306E+001, 2.58186E+001, 2.86615E+001, 2.87913E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50352E+001, 2.50311E+001, 2.61024E+001, 2.58466E+001, 2.71784E+001, 2.76216E+001, 1.79987E-002, 2.04295E-001, 3.74756E+002
 1.33005E+002, 2.63321E+001, 2.58012E+001, 2.86517E+001, 2.85974E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50352E+001, 2.50310E+001, 2.60847E+001, 2.59999E+001, 2.71928E+001, 2.73872E+001, 1.80000E-002, 2.04268E-001, 3.75286E+002
 1.34008E+002, 2.63310E+001, 2.57809E+001, 2.86252E+001, 2.85479E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50352E+001, 2.50304E+001, 2.60682E+001, 2.60444E+001, 2.71772E+001, 2.68645E+001, 1.79999E-002, 2.04198E-001, 3.75895E+002
 1.35010E+002, 2.63278E+001, 2.57697E+001, 2.86060E+001, 2.85283E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50352E+001, 2.50297E+001, 2.60629E+001, 2.60686E+001, 2.71044E+001, 2.64645E+001, 1.79991E-002, 2.04181E-001, 3.76397E+002
 1.36013E+002, 2.63239E+001, 2.57856E+001, 2.85894E+001, 2.86475E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50350E+001, 2.50291E+001, 2.60639E+001, 2.63955E+001, 2.70464E+001, 2.67810E+001, 1.79989E-002, 2.04276E-001, 3.76764E+002
 1.37002E+002, 2.63228E+001, 2.58201E+001, 2.85930E+001, 2.88200E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50349E+001, 2.50285E+001, 2.61180E+001, 2.66873E+001, 2.70196E+001, 2.72174E+001, 1.79999E-002, 2.04272E-001, 3.77030E+002
 1.38005E+002, 2.63247E+001, 2.58369E+001, 2.86204E+001, 2.91274E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50347E+001, 2.50277E+001, 2.61209E+001, 2.58284E+001, 2.70574E+001, 2.76455E+001, 1.80005E-002, 2.04209E-001, 3.77225E+002
 1.39007E+002, 2.63277E+001, 2.58403E+001, 2.86672E+001, 2.91375E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50344E+001, 2.50270E+001, 2.60918E+001, 2.62169E+001, 2.70818E+001, 2.73148E+001, 1.80010E-002, 2.04142E-001, 3.77371E+002
 1.40010E+002, 2.63309E+001, 2.58325E+001, 2.86975E+001, 2.89400E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50341E+001, 2.50264E+001, 2.61367E+001, 2.68766E+001, 2.71149E+001, 2.78657E+001, 1.79992E-002, 2.04098E-001, 3.77508E+002
 1.41013E+002, 2.63322E+001, 2.58057E+001, 2.86851E+001, 2.85376E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50338E+001, 2.50260E+001, 2.61952E+001, 2.67106E+001, 2.71816E+001, 2.77579E+001, 1.79992E-002, 2.04096E-001, 3.77747E+002
 1.42002E+002, 2.63316E+001, 2.58016E+001, 2.86506E+001, 2.85067E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50334E+001, 2.50260E+001, 2.62194E+001, 2.63701E+001, 2.71871E+001, 2.70696E+001, 1.80005E-002, 2.04141E-001, 3.78052E+002
 1.43004E+002, 2.63324E+001, 2.58237E+001, 2.86295E+001, 2.86250E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50332E+001, 2.50258E+001, 2.62078E+001, 2.59883E+001, 2.71580E+001, 2.71667E+001, 1.80001E-002, 2.04202E-001, 3.78502E+002
 1.44007E+002, 2.63368E+001, 2.58613E+001, 2.86199E+001, 2.86935E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50329E+001, 2.50252E+001, 2.61546E+001, 2.55580E+001, 2.71714E+001, 2.75839E+001, 1.80003E-002, 2.04139E-001, 3.79005E+002
 1.45010E+002, 2.63455E+001, 2.58975E+001, 2.86207E+001, 2.88438E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50326E+001, 2.50248E+001, 2.60780E+001, 2.54496E+001, 2.71924E+001, 2.75701E+001, 1.80002E-002, 2.04040E-001, 3.79525E+002
 1.46012E+002, 2.63558E+001, 2.59158E+001, 2.86635E+001, 2.94019E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50323E+001, 2.50248E+001, 2.60257E+001, 2.58714E+001, 2.72254E+001, 2.76680E+001, 1.79996E-002, 2.03977E-001, 3.80004E+002
 1.47001E+002, 2.63644E+001, 2.58987E+001, 2.87304E+001, 2.93133E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50321E+001, 2.50248E+001, 2.60275E+001, 2.62070E+001, 2.72363E+001, 2.73984E+001, 1.80013E-002, 2.03925E-001, 3.80307E+002
 1.48004E+002, 2.63686E+001, 2.58782E+001, 2.87479E+001, 2.87753E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50319E+001, 2.50249E+001, 2.60172E+001, 2.57089E+001, 2.72314E+001, 2.73206E+001, 1.79991E-002, 2.03945E-001, 3.80733E+002
 1.49007E+002, 2.63721E+001, 2.58996E+001, 2.87225E+001, 2.85725E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50317E+001, 2.50250E+001, 2.59677E+001, 2.56675E+001, 2.72212E+001, 2.72502E+001, 1.79992E-002, 2.03989E-001, 3.81302E+002
 1.50000E+002, 2.63758E+001, 2.59018E+001, 2.86947E+001, 2.86409E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50000E+001, 2.50316E+001, 2.50255E+001, 2.59699E+001, 2.63962E+001, 2.72152E+001, 2.74659E+001, 1.80081E-002, 2.03955E-001, 3.81978E+002
