Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 1.000E+00, 7.003E+02, 2.840E+02, 4.452E+02, 1.234E+02, 4.480E+01, 2.198E+02, 7.453E-03, 2.768E+02, 3.448E+01, 5.054E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.130E+03
