s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box
 1.00001E+002, 2.55599E+001, 2.72798E+001, 4.10543E+001, 3.00190E+001, 2.50196E+001, 2.60112E+001, 2.66363E+001, 7.48349E+001, 5.54551E+001, 5.10189E+001, 5.15101E+001, 5.39145E+001, 1.89521E+002, 1.48509E+002, 1.17718E+002, 9.64238E+001, 7.28768E+001, 3.66057E+001, 2.99233E+001, 2.90744E+001, 2.87997E+001, 2.92531E+001, 2.54639E+001, 2.54821E+001, 2.55599E+001, 2.56258E+001, 2.58457E+001, 2.53217E+001, 2.54026E+001, 2.54980E+001, 2.55772E+001, 2.58046E+001, 2.52787E+001, 2.53747E+001, 2.54690E+001, 2.55514E+001, 2.57828E+001, 3.15542E+002, 1.85816E+002, 3.79227E-002, 2.05114E-001, 2.70464E+002
 1.01001E+002, 2.55662E+001, 2.72703E+001, 4.07258E+001, 2.97310E+001, 2.50194E+001, 2.60550E+001, 2.67859E+001, 7.58268E+001, 5.60178E+001, 5.13387E+001, 5.19102E+001, 5.37217E+001, 1.88045E+002, 1.46030E+002, 1.15777E+002, 9.44927E+001, 7.20701E+001, 3.65842E+001, 2.98837E+001, 2.88553E+001, 2.88806E+001, 2.90324E+001, 2.54741E+001, 2.54927E+001, 2.55662E+001, 2.56342E+001, 2.58456E+001, 2.53310E+001, 2.54158E+001, 2.55086E+001, 2.55859E+001, 2.58028E+001, 2.52896E+001, 2.53908E+001, 2.54820E+001, 2.55596E+001, 2.57805E+001, 3.15349E+002, 1.86157E+002, 3.79182E-002, 2.05131E-001, 2.71118E+002
 1.02001E+002, 2.55746E+001, 2.72558E+001, 4.07202E+001, 2.94582E+001, 2.50190E+001, 2.55511E+001, 2.63484E+001, 7.59925E+001, 5.66233E+001, 5.17906E+001, 5.20505E+001, 5.42338E+001, 1.87217E+002, 1.44983E+002, 1.14778E+002, 9.35449E+001, 7.06789E+001, 3.64816E+001, 2.98211E+001, 2.88173E+001, 2.86761E+001, 2.85108E+001, 2.54859E+001, 2.55060E+001, 2.55746E+001, 2.56392E+001, 2.58409E+001, 2.53442E+001, 2.54322E+001, 2.55190E+001, 2.55909E+001, 2.58000E+001, 2.52994E+001, 2.54035E+001, 2.54897E+001, 2.55611E+001, 2.57728E+001, 3.15428E+002, 1.86403E+002, 3.79156E-002, 2.05103E-001, 2.71680E+002
 1.03002E+002, 2.55773E+001, 2.72523E+001, 4.08560E+001, 2.94605E+001, 2.50189E+001, 2.53703E+001, 2.67750E+001, 7.67104E+001, 5.67884E+001, 5.22892E+001, 5.27522E+001, 5.42899E+001, 1.87066E+002, 1.45140E+002, 1.14287E+002, 9.33615E+001, 7.07799E+001, 3.64196E+001, 2.97257E+001, 2.88192E+001, 2.86024E+001, 2.85195E+001, 2.54941E+001, 2.55131E+001, 2.55773E+001, 2.56382E+001, 2.58345E+001, 2.53526E+001, 2.54386E+001, 2.55211E+001, 2.55894E+001, 2.57899E+001, 2.53008E+001, 2.54027E+001, 2.54875E+001, 2.55572E+001, 2.57582E+001, 3.15481E+002, 1.86437E+002, 3.79164E-002, 2.05072E-001, 2.72228E+002
 1.04002E+002, 2.55756E+001, 2.72835E+001, 4.07413E+001, 2.96433E+001, 2.50188E+001, 2.55014E+001, 2.68867E+001, 7.66298E+001, 5.68065E+001, 5.25116E+001, 5.29878E+001, 5.49849E+001, 1.88185E+002, 1.47025E+002, 1.15387E+002, 9.41806E+001, 7.13829E+001, 3.63683E+001, 2.96940E+001, 2.88645E+001, 2.87167E+001, 2.85535E+001, 2.54917E+001, 2.55091E+001, 2.55756E+001, 2.56344E+001, 2.58282E+001, 2.53503E+001, 2.54329E+001, 2.55172E+001, 2.55854E+001, 2.57803E+001, 2.52972E+001, 2.53953E+001, 2.54822E+001, 2.55529E+001, 2.57490E+001, 3.15396E+002, 1.85640E+002, 3.79175E-002, 2.05031E-001, 2.72769E+002
 1.05002E+002, 2.55727E+001, 2.73048E+001, 4.15429E+001, 2.94340E+001, 2.50186E+001, 2.53947E+001, 2.68180E+001, 7.59555E+001, 5.63915E+001, 5.25859E+001, 5.33805E+001, 5.56495E+001, 1.90848E+002, 1.50354E+002, 1.18697E+002, 9.65633E+001, 7.25462E+001, 3.61587E+001, 2.97402E+001, 2.88811E+001, 2.90685E+001, 2.93609E+001, 2.54836E+001, 2.55013E+001, 2.55727E+001, 2.56338E+001, 2.58429E+001, 2.53459E+001, 2.54256E+001, 2.55135E+001, 2.55840E+001, 2.57851E+001, 2.52962E+001, 2.53911E+001, 2.54794E+001, 2.55522E+001, 2.57567E+001, 3.15319E+002, 1.84926E+002, 3.79182E-002, 2.04994E-001, 2.73377E+002
 1.06000E+002, 2.55740E+001, 2.73019E+001, 4.06704E+001, 3.00967E+001, 2.50185E+001, 2.54319E+001, 2.68404E+001, 7.49966E+001, 5.60228E+001, 5.18901E+001, 5.29338E+001, 5.58806E+001, 1.92902E+002, 1.53472E+002, 1.21356E+002, 9.86009E+001, 7.55245E+001, 3.52523E+001, 2.96215E+001, 2.90487E+001, 2.91954E+001, 3.00174E+001, 2.54739E+001, 2.54959E+001, 2.55740E+001, 2.56392E+001, 2.58528E+001, 2.53461E+001, 2.54229E+001, 2.55130E+001, 2.55868E+001, 2.57984E+001, 2.52992E+001, 2.53921E+001, 2.54802E+001, 2.55555E+001, 2.57701E+001, 3.15295E+002, 1.85101E+002, 3.79185E-002, 2.04963E-001, 2.73981E+002
 1.07000E+002, 2.55757E+001, 2.72871E+001, 3.93837E+001, 2.98696E+001, 2.50185E+001, 2.61176E+001, 2.65740E+001, 7.39141E+001, 5.59090E+001, 5.23965E+001, 5.36612E+001, 5.70166E+001, 1.91970E+002, 1.53134E+002, 1.20560E+002, 9.85192E+001, 7.49104E+001, 3.43572E+001, 2.93434E+001, 2.90006E+001, 2.89936E+001, 3.06051E+001, 2.54667E+001, 2.54944E+001, 2.55757E+001, 2.56447E+001, 2.58758E+001, 2.53491E+001, 2.54244E+001, 2.55157E+001, 2.55929E+001, 2.58147E+001, 2.53035E+001, 2.53959E+001, 2.54847E+001, 2.55624E+001, 2.57856E+001, 3.15122E+002, 1.84490E+002, 3.79198E-002, 2.04894E-001, 2.74521E+002
 1.08001E+002, 2.55814E+001, 2.73264E+001, 3.98291E+001, 2.94869E+001, 2.50185E+001, 2.64577E+001, 2.68785E+001, 7.35040E+001, 5.54906E+001, 5.23374E+001, 5.39144E+001, 5.66197E+001, 1.92982E+002, 1.54794E+002, 1.22195E+002, 9.99031E+001, 7.57832E+001, 3.43164E+001, 2.93857E+001, 2.87927E+001, 2.89743E+001, 2.96697E+001, 2.54668E+001, 2.54971E+001, 2.55814E+001, 2.56527E+001, 2.58802E+001, 2.53524E+001, 2.54278E+001, 2.55202E+001, 2.55990E+001, 2.58252E+001, 2.53070E+001, 2.53998E+001, 2.54900E+001, 2.55688E+001, 2.57973E+001, 3.15106E+002, 1.85548E+002, 3.79220E-002, 2.04822E-001, 2.75077E+002
 1.09001E+002, 2.55879E+001, 2.73379E+001, 3.99540E+001, 2.91670E+001, 2.50182E+001, 2.64164E+001, 2.64972E+001, 7.45482E+001, 5.61855E+001, 5.28047E+001, 5.42482E+001, 5.75637E+001, 1.93436E+002, 1.55067E+002, 1.23215E+002, 1.00736E+002, 7.82608E+001, 3.41827E+001, 2.93014E+001, 2.87629E+001, 2.87304E+001, 2.92207E+001, 2.54686E+001, 2.55002E+001, 2.55879E+001, 2.56578E+001, 2.58742E+001, 2.53545E+001, 2.54303E+001, 2.55240E+001, 2.56031E+001, 2.58232E+001, 2.53084E+001, 2.54017E+001, 2.54930E+001, 2.55723E+001, 2.57945E+001, 3.15147E+002, 1.86130E+002, 3.79178E-002, 2.04807E-001, 2.75663E+002
 1.10001E+002, 2.55865E+001, 2.73439E+001, 4.01883E+001, 2.94207E+001, 2.50176E+001, 2.57797E+001, 2.71963E+001, 7.47496E+001, 5.66979E+001, 5.35892E+001, 5.51097E+001, 5.79751E+001, 1.93141E+002, 1.54668E+002, 1.22361E+002, 1.00638E+002, 7.72845E+001, 3.40627E+001, 2.91225E+001, 2.86439E+001, 2.86983E+001, 2.93030E+001, 2.54662E+001, 2.54988E+001, 2.55865E+001, 2.56581E+001, 2.58655E+001, 2.53546E+001, 2.54310E+001, 2.55257E+001, 2.56053E+001, 2.58153E+001, 2.53086E+001, 2.54022E+001, 2.54944E+001, 2.55747E+001, 2.57878E+001, 3.15177E+002, 1.85841E+002, 3.79152E-002, 2.04784E-001, 2.76197E+002
 1.11000E+002, 2.55867E+001, 2.73342E+001, 4.01677E+001, 2.95794E+001, 2.50172E+001, 2.53136E+001, 2.69127E+001, 7.60558E+001, 5.73837E+001, 5.42659E+001, 5.59525E+001, 5.81048E+001, 1.92232E+002, 1.53441E+002, 1.20827E+002, 9.92681E+001, 7.65327E+001, 3.39922E+001, 2.89963E+001, 2.84919E+001, 2.86104E+001, 2.89709E+001, 2.54627E+001, 2.54959E+001, 2.55867E+001, 2.56579E+001, 2.58634E+001, 2.53542E+001, 2.54311E+001, 2.55281E+001, 2.56086E+001, 2.58160E+001, 2.53088E+001, 2.54029E+001, 2.54965E+001, 2.55776E+001, 2.57876E+001, 3.16868E+002, 1.84610E+002, 3.79139E-002, 2.04827E-001, 2.76683E+002
 1.12002E+002, 2.55880E+001, 2.73188E+001, 4.00436E+001, 2.95661E+001, 2.50169E+001, 2.51997E+001, 2.71217E+001, 7.63394E+001, 5.78720E+001, 5.42629E+001, 5.54961E+001, 5.82157E+001, 1.91817E+002, 1.52834E+002, 1.20192E+002, 9.83759E+001, 7.58517E+001, 3.42251E+001, 2.89486E+001, 2.84585E+001, 2.86753E+001, 2.90625E+001, 2.54611E+001, 2.54941E+001, 2.55880E+001, 2.56626E+001, 2.58677E+001, 2.53544E+001, 2.54315E+001, 2.55313E+001, 2.56133E+001, 2.58242E+001, 2.53098E+001, 2.54044E+001, 2.55001E+001, 2.55818E+001, 2.57950E+001, 3.15446E+002, 1.84253E+002, 3.79140E-002, 2.04889E-001, 2.77160E+002
 1.13001E+002, 2.55905E+001, 2.73247E+001, 3.96616E+001, 2.95965E+001, 2.50167E+001, 2.51871E+001, 2.67464E+001, 7.65508E+001, 5.73789E+001, 5.40859E+001, 5.57883E+001, 5.85089E+001, 1.92249E+002, 1.52953E+002, 1.19900E+002, 9.72808E+001, 7.44784E+001, 3.47343E+001, 2.90709E+001, 2.85470E+001, 2.87261E+001, 2.91306E+001, 2.54638E+001, 2.54946E+001, 2.55905E+001, 2.56671E+001, 2.58805E+001, 2.53554E+001, 2.54324E+001, 2.55344E+001, 2.56174E+001, 2.58354E+001, 2.53112E+001, 2.54059E+001, 2.55032E+001, 2.55851E+001, 2.58035E+001, 3.15501E+002, 1.84556E+002, 3.79155E-002, 2.04888E-001, 2.77642E+002
 1.14000E+002, 2.55931E+001, 2.73692E+001, 3.94717E+001, 2.93889E+001, 2.50166E+001, 2.55828E+001, 2.65458E+001, 7.48634E+001, 5.68507E+001, 5.33256E+001, 5.46529E+001, 5.76169E+001, 1.92893E+002, 1.53707E+002, 1.20381E+002, 9.73448E+001, 7.51520E+001, 3.52816E+001, 2.93095E+001, 2.87832E+001, 2.90673E+001, 3.01607E+001, 2.54683E+001, 2.54968E+001, 2.55931E+001, 2.56755E+001, 2.58903E+001, 2.53563E+001, 2.54334E+001, 2.55365E+001, 2.56203E+001, 2.58366E+001, 2.53124E+001, 2.54071E+001, 2.55051E+001, 2.55868E+001, 2.58022E+001, 3.15481E+002, 1.85407E+002, 3.79168E-002, 2.04839E-001, 2.78204E+002
 1.15002E+002, 2.55980E+001, 2.74276E+001, 3.97050E+001, 2.91500E+001, 2.50167E+001, 2.65904E+001, 2.71697E+001, 7.45304E+001, 5.61184E+001, 5.24162E+001, 5.35553E+001, 5.70156E+001, 1.92445E+002, 1.53118E+002, 1.20291E+002, 9.77919E+001, 7.49393E+001, 3.46130E+001, 2.93593E+001, 2.90358E+001, 2.92547E+001, 2.98222E+001, 2.54693E+001, 2.55006E+001, 2.55980E+001, 2.56777E+001, 2.58878E+001, 2.53574E+001, 2.54348E+001, 2.55381E+001, 2.56210E+001, 2.58314E+001, 2.53140E+001, 2.54091E+001, 2.55070E+001, 2.55871E+001, 2.57994E+001, 3.15591E+002, 1.85167E+002, 3.79173E-002, 2.04788E-001, 2.78915E+002
 1.16001E+002, 2.55962E+001, 2.74889E+001, 4.00138E+001, 2.92225E+001, 2.50166E+001, 2.67956E+001, 2.71985E+001, 7.42073E+001, 5.59153E+001, 5.22918E+001, 5.37698E+001, 5.72511E+001, 1.91881E+002, 1.51887E+002, 1.18231E+002, 9.55692E+001, 7.29203E+001, 3.52126E+001, 2.92927E+001, 2.89378E+001, 2.90908E+001, 3.04743E+001, 2.54693E+001, 2.55012E+001, 2.55962E+001, 2.56755E+001, 2.58892E+001, 2.53602E+001, 2.54379E+001, 2.55396E+001, 2.56199E+001, 2.58336E+001, 2.53171E+001, 2.54137E+001, 2.55097E+001, 2.55868E+001, 2.58090E+001, 3.15666E+002, 1.84770E+002, 3.79173E-002, 2.04733E-001, 2.79669E+002
 1.17001E+002, 2.56059E+001, 2.74359E+001, 4.02010E+001, 2.98829E+001, 2.50164E+001, 2.65531E+001, 2.73983E+001, 7.33599E+001, 5.51698E+001, 5.15576E+001, 5.23385E+001, 5.58301E+001, 1.93333E+002, 1.54471E+002, 1.21882E+002, 1.00120E+002, 7.63016E+001, 3.57959E+001, 2.96959E+001, 2.91790E+001, 2.92099E+001, 2.98732E+001, 2.54839E+001, 2.55140E+001, 2.56059E+001, 2.56769E+001, 2.58959E+001, 2.53661E+001, 2.54453E+001, 2.55436E+001, 2.56203E+001, 2.58470E+001, 2.53235E+001, 2.54215E+001, 2.55131E+001, 2.55879E+001, 2.58273E+001, 3.15764E+002, 1.85653E+002, 3.79198E-002, 2.04674E-001, 2.80355E+002
 1.18000E+002, 2.56224E+001, 2.74177E+001, 3.98670E+001, 2.96844E+001, 2.50163E+001, 2.55562E+001, 2.73802E+001, 7.32070E+001, 5.53252E+001, 5.17052E+001, 5.27340E+001, 5.51214E+001, 1.92250E+002, 1.53533E+002, 1.21354E+002, 9.98653E+001, 7.77341E+001, 3.45249E+001, 2.95011E+001, 2.91137E+001, 2.90797E+001, 2.92849E+001, 2.54907E+001, 2.55270E+001, 2.56224E+001, 2.56868E+001, 2.58921E+001, 2.53749E+001, 2.54549E+001, 2.55493E+001, 2.56239E+001, 2.58509E+001, 2.53317E+001, 2.54301E+001, 2.55176E+001, 2.55926E+001, 2.58349E+001, 3.15835E+002, 1.84821E+002, 3.79185E-002, 2.04629E-001, 2.81035E+002
 1.19002E+002, 2.56140E+001, 2.73604E+001, 4.01364E+001, 2.96902E+001, 2.50162E+001, 2.51530E+001, 2.71752E+001, 7.45457E+001, 5.56825E+001, 5.21475E+001, 5.31876E+001, 5.56742E+001, 1.91364E+002, 1.52024E+002, 1.19253E+002, 9.77737E+001, 7.43443E+001, 3.50812E+001, 2.93253E+001, 2.88000E+001, 2.89570E+001, 3.00233E+001, 2.54909E+001, 2.55294E+001, 2.56140E+001, 2.56830E+001, 2.58979E+001, 2.53831E+001, 2.54623E+001, 2.55519E+001, 2.56268E+001, 2.58445E+001, 2.53375E+001, 2.54355E+001, 2.55211E+001, 2.55973E+001, 2.58226E+001, 3.15876E+002, 1.84105E+002, 3.79171E-002, 2.04614E-001, 2.81578E+002
 1.20001E+002, 2.56166E+001, 2.72812E+001, 3.98008E+001, 2.97764E+001, 2.50161E+001, 2.51120E+001, 2.67558E+001, 7.43717E+001, 5.57401E+001, 5.14639E+001, 5.23659E+001, 5.56850E+001, 1.93005E+002, 1.54094E+002, 1.21987E+002, 1.00048E+002, 7.64606E+001, 3.53789E+001, 2.95882E+001, 2.89857E+001, 2.90347E+001, 2.97032E+001, 2.55011E+001, 2.55356E+001, 2.56166E+001, 2.56816E+001, 2.58857E+001, 2.53867E+001, 2.54665E+001, 2.55545E+001, 2.56289E+001, 2.58334E+001, 2.53386E+001, 2.54367E+001, 2.55217E+001, 2.55971E+001, 2.58065E+001, 3.15833E+002, 1.85176E+002, 3.79147E-002, 2.04621E-001, 2.82077E+002
 1.21001E+002, 2.56202E+001, 2.72528E+001, 3.98782E+001, 2.95492E+001, 2.50159E+001, 2.53495E+001, 2.62462E+001, 7.52774E+001, 5.63064E+001, 5.30851E+001, 5.42515E+001, 5.62513E+001, 1.91303E+002, 1.52231E+002, 1.20143E+002, 9.90052E+001, 7.69453E+001, 3.40915E+001, 2.92399E+001, 2.87860E+001, 2.88241E+001, 2.90187E+001, 2.54962E+001, 2.55357E+001, 2.56202E+001, 2.56828E+001, 2.58605E+001, 2.53861E+001, 2.54662E+001, 2.55548E+001, 2.56271E+001, 2.58189E+001, 2.53363E+001, 2.54348E+001, 2.55212E+001, 2.55951E+001, 2.57947E+001, 3.15971E+002, 1.83802E+002, 3.79128E-002, 2.04633E-001, 2.82529E+002
 1.22002E+002, 2.56078E+001, 2.72615E+001, 4.07154E+001, 2.94553E+001, 2.50158E+001, 2.61992E+001, 2.65027E+001, 7.51108E+001, 5.68552E+001, 5.26829E+001, 5.36563E+001, 5.67702E+001, 1.91024E+002, 1.51546E+002, 1.18686E+002, 9.70522E+001, 7.40590E+001, 3.48513E+001, 2.90944E+001, 2.85700E+001, 2.87431E+001, 2.92903E+001, 2.54867E+001, 2.55274E+001, 2.56078E+001, 2.56729E+001, 2.58599E+001, 2.53822E+001, 2.54626E+001, 2.55515E+001, 2.56229E+001, 2.58128E+001, 2.53328E+001, 2.54311E+001, 2.55188E+001, 2.55919E+001, 2.57878E+001, 3.15917E+002, 1.83747E+002, 3.79125E-002, 2.04618E-001, 2.82872E+002
 1.23001E+002, 2.56061E+001, 2.72948E+001, 4.02487E+001, 2.97322E+001, 2.50158E+001, 2.64849E+001, 2.74005E+001, 7.47060E+001, 5.64011E+001, 5.29140E+001, 5.42368E+001, 5.70309E+001, 1.92462E+002, 1.53286E+002, 1.20631E+002, 9.88200E+001, 7.63285E+001, 3.44261E+001, 2.92342E+001, 2.87582E+001, 2.87101E+001, 2.92201E+001, 2.54860E+001, 2.55246E+001, 2.56061E+001, 2.56694E+001, 2.58644E+001, 2.53786E+001, 2.54590E+001, 2.55493E+001, 2.56212E+001, 2.58189E+001, 2.53300E+001, 2.54275E+001, 2.55153E+001, 2.55884E+001, 2.57904E+001, 3.15894E+002, 1.84833E+002, 3.79105E-002, 2.04620E-001, 2.83319E+002
 1.24001E+002, 2.56046E+001, 2.73722E+001, 3.97785E+001, 3.01203E+001, 2.50157E+001, 2.57715E+001, 2.73821E+001, 7.57378E+001, 5.70012E+001, 5.35012E+001, 5.46842E+001, 5.72764E+001, 1.90727E+002, 1.50955E+002, 1.17957E+002, 9.60615E+001, 7.43363E+001, 3.40660E+001, 2.90468E+001, 2.86783E+001, 2.88738E+001, 2.93271E+001, 2.54782E+001, 2.55201E+001, 2.56046E+001, 2.56726E+001, 2.58759E+001, 2.53761E+001, 2.54558E+001, 2.55476E+001, 2.56210E+001, 2.58316E+001, 2.53288E+001, 2.54253E+001, 2.55144E+001, 2.55892E+001, 2.58050E+001, 3.15973E+002, 1.83405E+002, 3.79103E-002, 2.04653E-001, 2.83835E+002
 1.25000E+002, 2.55984E+001, 2.74305E+001, 4.09044E+001, 2.95563E+001, 2.50156E+001, 2.52625E+001, 2.71134E+001, 7.44042E+001, 5.61718E+001, 5.28740E+001, 5.40883E+001, 5.74576E+001, 1.91956E+002, 1.52031E+002, 1.18438E+002, 9.61445E+001, 7.39938E+001, 3.43659E+001, 2.90490E+001, 2.86681E+001, 2.87151E+001, 2.95694E+001, 2.54764E+001, 2.55151E+001, 2.55984E+001, 2.56713E+001, 2.59026E+001, 2.53746E+001, 2.54536E+001, 2.55464E+001, 2.56236E+001, 2.58528E+001, 2.53285E+001, 2.54239E+001, 2.55145E+001, 2.55932E+001, 2.58249E+001, 3.15975E+002, 1.84522E+002, 3.79101E-002, 2.04626E-001, 2.84178E+002
 1.26002E+002, 2.56019E+001, 2.74326E+001, 4.00496E+001, 2.99629E+001, 2.50156E+001, 2.52085E+001, 2.68512E+001, 7.41763E+001, 5.62491E+001, 5.26474E+001, 5.39540E+001, 5.75113E+001, 1.91809E+002, 1.51487E+002, 1.17949E+002, 9.57123E+001, 7.45267E+001, 3.40421E+001, 2.91841E+001, 2.88485E+001, 2.89073E+001, 2.93579E+001, 2.54748E+001, 2.55145E+001, 2.56019E+001, 2.56808E+001, 2.59202E+001, 2.53745E+001, 2.54529E+001, 2.55485E+001, 2.56308E+001, 2.58703E+001, 2.53285E+001, 2.54237E+001, 2.55161E+001, 2.55989E+001, 2.58365E+001, 3.16035E+002, 1.84223E+002, 3.79101E-002, 2.04568E-001, 2.84483E+002
 1.27001E+002, 2.56008E+001, 2.74079E+001, 4.01017E+001, 2.98900E+001, 2.50157E+001, 2.55767E+001, 2.64914E+001, 7.35886E+001, 5.59548E+001, 5.26702E+001, 5.41173E+001, 5.71176E+001, 1.91309E+002, 1.51220E+002, 1.17116E+002, 9.43619E+001, 7.30054E+001, 3.40490E+001, 2.91313E+001, 2.87468E+001, 2.89858E+001, 2.97765E+001, 2.54720E+001, 2.55131E+001, 2.56008E+001, 2.56861E+001, 2.59209E+001, 2.53735E+001, 2.54524E+001, 2.55501E+001, 2.56355E+001, 2.58677E+001, 2.53289E+001, 2.54246E+001, 2.55201E+001, 2.56051E+001, 2.58348E+001, 3.16069E+002, 1.84236E+002, 3.79118E-002, 2.04590E-001, 2.84902E+002
 1.28001E+002, 2.56021E+001, 2.73890E+001, 4.11469E+001, 2.96440E+001, 2.50159E+001, 2.65866E+001, 2.69987E+001, 7.36899E+001, 5.58983E+001, 5.26677E+001, 5.42084E+001, 5.77430E+001, 1.91583E+002, 1.51343E+002, 1.16986E+002, 9.41538E+001, 7.28174E+001, 3.41752E+001, 2.90280E+001, 2.85900E+001, 2.87792E+001, 2.91876E+001, 2.54720E+001, 2.55117E+001, 2.56021E+001, 2.56854E+001, 2.59121E+001, 2.53742E+001, 2.54538E+001, 2.55535E+001, 2.56390E+001, 2.58627E+001, 2.53301E+001, 2.54274E+001, 2.55243E+001, 2.56093E+001, 2.58317E+001, 3.16125E+002, 1.83967E+002, 3.79106E-002, 2.04678E-001, 2.85257E+002
 1.29002E+002, 2.56083E+001, 2.74097E+001, 4.04791E+001, 3.01628E+001, 2.50159E+001, 2.69731E+001, 2.70500E+001, 7.33698E+001, 5.56989E+001, 5.23327E+001, 5.41058E+001, 5.75490E+001, 1.91229E+002, 1.51003E+002, 1.16505E+002, 9.40592E+001, 7.25727E+001, 3.41239E+001, 2.91369E+001, 2.88082E+001, 2.90866E+001, 2.95576E+001, 2.54740E+001, 2.55157E+001, 2.56083E+001, 2.56932E+001, 2.59163E+001, 2.53771E+001, 2.54582E+001, 2.55592E+001, 2.56441E+001, 2.58680E+001, 2.53331E+001, 2.54326E+001, 2.55301E+001, 2.56139E+001, 2.58412E+001, 3.16214E+002, 1.84057E+002, 3.79132E-002, 2.04645E-001, 2.85681E+002
 1.30002E+002, 2.56118E+001, 2.73657E+001, 4.06853E+001, 3.00935E+001, 2.50160E+001, 2.62755E+001, 2.69073E+001, 7.34222E+001, 5.58328E+001, 5.26876E+001, 5.44764E+001, 5.69504E+001, 1.91030E+002, 1.50376E+002, 1.15026E+002, 9.29974E+001, 7.14775E+001, 3.42284E+001, 2.90652E+001, 2.88219E+001, 2.89065E+001, 3.00010E+001, 2.54763E+001, 2.55206E+001, 2.56118E+001, 2.56975E+001, 2.59355E+001, 2.53800E+001, 2.54634E+001, 2.55643E+001, 2.56488E+001, 2.58798E+001, 2.53355E+001, 2.54376E+001, 2.55359E+001, 2.56190E+001, 2.58501E+001, 3.16254E+002, 1.84779E+002, 3.79143E-002, 2.04526E-001, 2.86219E+002
 1.31002E+002, 2.56169E+001, 2.73190E+001, 4.06290E+001, 2.99384E+001, 2.50161E+001, 2.53841E+001, 2.65685E+001, 7.36548E+001, 5.61383E+001, 5.29300E+001, 5.46256E+001, 5.76910E+001, 1.91402E+002, 1.50848E+002, 1.15691E+002, 9.35307E+001, 7.08817E+001, 3.44234E+001, 2.90251E+001, 2.88631E+001, 2.88698E+001, 2.91092E+001, 2.54807E+001, 2.55237E+001, 2.56169E+001, 2.56984E+001, 2.59287E+001, 2.53826E+001, 2.54675E+001, 2.55687E+001, 2.56524E+001, 2.58807E+001, 2.53368E+001, 2.54415E+001, 2.55401E+001, 2.56232E+001, 2.58505E+001, 3.16238E+002, 1.84279E+002, 3.79072E-002, 2.04505E-001, 2.86681E+002
 1.32000E+002, 2.56199E+001, 2.73667E+001, 4.04779E+001, 2.98341E+001, 2.50162E+001, 2.53186E+001, 2.62107E+001, 7.32809E+001, 5.58485E+001, 5.27259E+001, 5.42774E+001, 5.75433E+001, 1.91108E+002, 1.49708E+002, 1.14898E+002, 9.23980E+001, 7.13401E+001, 3.41264E+001, 2.91720E+001, 2.89877E+001, 2.89425E+001, 3.03993E+001, 2.54815E+001, 2.55284E+001, 2.56199E+001, 2.57061E+001, 2.59376E+001, 2.53845E+001, 2.54714E+001, 2.55730E+001, 2.56573E+001, 2.58829E+001, 2.53385E+001, 2.54455E+001, 2.55450E+001, 2.56287E+001, 2.58576E+001, 3.16213E+002, 1.84573E+002, 3.79246E-002, 2.04501E-001, 2.87150E+002
 1.33001E+002, 2.56258E+001, 2.73780E+001, 4.13278E+001, 2.97086E+001, 2.50162E+001, 2.59884E+001, 2.63806E+001, 7.38021E+001, 5.62574E+001, 5.25382E+001, 5.41430E+001, 5.77575E+001, 1.91121E+002, 1.49803E+002, 1.15056E+002, 9.25102E+001, 7.06715E+001, 3.44673E+001, 2.91551E+001, 2.88992E+001, 2.88909E+001, 2.90389E+001, 2.54848E+001, 2.55322E+001, 2.56258E+001, 2.57107E+001, 2.59445E+001, 2.53868E+001, 2.54753E+001, 2.55783E+001, 2.56635E+001, 2.59000E+001, 2.53411E+001, 2.54498E+001, 2.55504E+001, 2.56351E+001, 2.58778E+001, 3.16269E+002, 1.84507E+002, 3.79099E-002, 2.04473E-001, 2.87623E+002
 1.34001E+002, 2.56304E+001, 2.73563E+001, 4.13167E+001, 2.96501E+001, 2.50162E+001, 2.63508E+001, 2.63923E+001, 7.33998E+001, 5.58719E+001, 5.24943E+001, 5.45814E+001, 5.85166E+001, 1.91713E+002, 1.50201E+002, 1.15557E+002, 9.25741E+001, 7.15306E+001, 3.45315E+001, 2.93452E+001, 2.89781E+001, 2.89033E+001, 2.99081E+001, 2.54908E+001, 2.55361E+001, 2.56304E+001, 2.57173E+001, 2.59609E+001, 2.53901E+001, 2.54783E+001, 2.55819E+001, 2.56679E+001, 2.59089E+001, 2.53444E+001, 2.54530E+001, 2.55539E+001, 2.56396E+001, 2.58854E+001, 3.16272E+002, 1.83902E+002, 3.79169E-002, 2.04435E-001, 2.88114E+002
