s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box
 3.00021E+001, 2.52645E+001, 2.58971E+001, 3.73061E+001, 2.76309E+001, 2.50575E+001, 2.50954E+001, 2.50435E+001, 6.03473E+001, 4.06300E+001, 4.12973E+001, 4.18130E+001, 4.33780E+001, 1.95860E+002, 1.60519E+002, 1.31985E+002, 1.11843E+002, 8.68619E+001, 4.96948E+001, 3.50097E+001, 3.33437E+001, 3.22807E+001, 3.17168E+001, 2.54244E+001, 2.53020E+001, 2.52645E+001, 2.52432E+001, 2.52486E+001, 2.51775E+001, 2.51618E+001, 2.51611E+001, 2.51587E+001, 2.51581E+001, 2.51320E+001, 2.51383E+001, 2.51444E+001, 2.51457E+001, 2.51461E+001, 3.13369E+002, 1.90758E+002, 3.80643E-002, 2.06838E-001, 1.49502E+002
 3.10018E+001, 2.52866E+001, 2.57061E+001, 3.73692E+001, 2.78849E+001, 2.50602E+001, 2.50753E+001, 2.50490E+001, 6.01246E+001, 4.04169E+001, 4.10693E+001, 4.15115E+001, 4.24761E+001, 1.91719E+002, 1.57539E+002, 1.30690E+002, 1.11326E+002, 8.88471E+001, 5.80279E+001, 3.62478E+001, 3.43527E+001, 3.32439E+001, 3.17418E+001, 2.54468E+001, 2.53411E+001, 2.52866E+001, 2.52663E+001, 2.52549E+001, 2.51836E+001, 2.51694E+001, 2.51673E+001, 2.51657E+001, 2.51632E+001, 2.51355E+001, 2.51416E+001, 2.51484E+001, 2.51508E+001, 2.51513E+001, 3.13314E+002, 1.87867E+002, 3.81194E-002, 2.06841E-001, 1.56111E+002
 3.20002E+001, 2.53088E+001, 2.56029E+001, 3.84791E+001, 2.80298E+001, 2.50730E+001, 2.51372E+001, 2.50916E+001, 6.05408E+001, 4.06398E+001, 4.12873E+001, 4.16258E+001, 4.24812E+001, 1.90382E+002, 1.55062E+002, 1.28869E+002, 1.10237E+002, 8.94788E+001, 5.84797E+001, 3.81396E+001, 3.53658E+001, 3.38457E+001, 3.20441E+001, 2.54252E+001, 2.53422E+001, 2.53088E+001, 2.52880E+001, 2.52577E+001, 2.51824E+001, 2.51728E+001, 2.51730E+001, 2.51720E+001, 2.51675E+001, 2.51386E+001, 2.51443E+001, 2.51518E+001, 2.51550E+001, 2.51562E+001, 3.13511E+002, 1.87758E+002, 3.81224E-002, 2.06843E-001, 1.62112E+002
 3.30001E+001, 2.52911E+001, 2.55230E+001, 3.89916E+001, 2.76479E+001, 2.51140E+001, 2.53541E+001, 2.52602E+001, 6.03479E+001, 4.07547E+001, 4.14865E+001, 4.19084E+001, 4.29689E+001, 1.89450E+002, 1.55006E+002, 1.29217E+002, 1.10523E+002, 8.94135E+001, 6.04039E+001, 3.75618E+001, 3.45410E+001, 3.33385E+001, 3.17835E+001, 2.54245E+001, 2.53476E+001, 2.52911E+001, 2.52756E+001, 2.52564E+001, 2.51833E+001, 2.51730E+001, 2.51735E+001, 2.51743E+001, 2.51721E+001, 2.51417E+001, 2.51470E+001, 2.51547E+001, 2.51587E+001, 2.51606E+001, 3.13458E+002, 1.87749E+002, 3.81230E-002, 2.06845E-001, 1.67674E+002
 3.40012E+001, 2.53148E+001, 2.55199E+001, 3.85711E+001, 2.74951E+001, 2.51818E+001, 2.57597E+001, 2.56492E+001, 6.04540E+001, 4.09019E+001, 4.14554E+001, 4.18322E+001, 4.27484E+001, 1.90540E+002, 1.55612E+002, 1.29266E+002, 1.10531E+002, 8.95511E+001, 5.83935E+001, 3.74322E+001, 3.53499E+001, 3.39007E+001, 3.19507E+001, 2.54357E+001, 2.53359E+001, 2.53148E+001, 2.52987E+001, 2.52588E+001, 2.51882E+001, 2.51766E+001, 2.51790E+001, 2.51796E+001, 2.51758E+001, 2.51445E+001, 2.51491E+001, 2.51574E+001, 2.51621E+001, 2.51649E+001, 3.13508E+002, 1.87701E+002, 3.81032E-002, 2.06846E-001, 1.73040E+002
 3.50020E+001, 2.53230E+001, 2.55521E+001, 3.90745E+001, 2.81437E+001, 2.52966E+001, 2.61722E+001, 2.56650E+001, 6.02873E+001, 4.06564E+001, 4.12714E+001, 4.16820E+001, 4.25345E+001, 1.90157E+002, 1.55140E+002, 1.29059E+002, 1.10388E+002, 8.92604E+001, 6.01487E+001, 3.89233E+001, 3.53347E+001, 3.33688E+001, 3.16401E+001, 2.54427E+001, 2.54103E+001, 2.53230E+001, 2.52867E+001, 2.52537E+001, 2.51926E+001, 2.51834E+001, 2.51807E+001, 2.51807E+001, 2.51792E+001, 2.51472E+001, 2.51512E+001, 2.51597E+001, 2.51651E+001, 2.51690E+001, 3.13450E+002, 1.88144E+002, 3.81147E-002, 2.06847E-001, 1.78093E+002
 3.60006E+001, 2.53013E+001, 2.56295E+001, 3.88710E+001, 2.79915E+001, 2.52671E+001, 2.62492E+001, 2.56941E+001, 6.06597E+001, 4.10872E+001, 4.17476E+001, 4.22299E+001, 4.30760E+001, 1.88536E+002, 1.54462E+002, 1.28709E+002, 1.10090E+002, 8.91373E+001, 6.04896E+001, 3.62790E+001, 3.46866E+001, 3.35032E+001, 3.18279E+001, 2.54530E+001, 2.53370E+001, 2.53013E+001, 2.52930E+001, 2.52690E+001, 2.51948E+001, 2.51790E+001, 2.51819E+001, 2.51846E+001, 2.51840E+001, 2.51497E+001, 2.51529E+001, 2.51617E+001, 2.51677E+001, 2.51729E+001, 3.13412E+002, 1.87299E+002, 3.81211E-002, 2.06845E-001, 1.82862E+002
 3.70014E+001, 2.53434E+001, 2.57447E+001, 3.87992E+001, 2.84313E+001, 2.52066E+001, 2.62111E+001, 2.59935E+001, 6.04709E+001, 4.09635E+001, 4.14982E+001, 4.18383E+001, 4.28115E+001, 1.90220E+002, 1.55009E+002, 1.28706E+002, 1.10167E+002, 8.92108E+001, 5.87490E+001, 3.76588E+001, 3.58772E+001, 3.41996E+001, 3.18378E+001, 2.54550E+001, 2.53807E+001, 2.53434E+001, 2.53139E+001, 2.52630E+001, 2.51990E+001, 2.51864E+001, 2.51872E+001, 2.51878E+001, 2.51866E+001, 2.51519E+001, 2.51545E+001, 2.51636E+001, 2.51702E+001, 2.51766E+001, 3.13526E+002, 1.87782E+002, 3.81061E-002, 2.06839E-001, 1.87407E+002
 3.80012E+001, 2.53253E+001, 2.58117E+001, 3.98436E+001, 2.78818E+001, 2.51674E+001, 2.62045E+001, 2.62192E+001, 6.04028E+001, 4.07701E+001, 4.13585E+001, 4.17139E+001, 4.26757E+001, 1.89530E+002, 1.54734E+002, 1.28906E+002, 1.10324E+002, 8.90398E+001, 6.06667E+001, 3.90442E+001, 3.53417E+001, 3.31834E+001, 3.18662E+001, 2.54562E+001, 2.54234E+001, 2.53253E+001, 2.52843E+001, 2.52634E+001, 2.52008E+001, 2.51884E+001, 2.51857E+001, 2.51872E+001, 2.51901E+001, 2.51541E+001, 2.51559E+001, 2.51651E+001, 2.51723E+001, 2.51803E+001, 3.13474E+002, 1.88083E+002, 3.81123E-002, 2.06820E-001, 1.91764E+002
 3.90018E+001, 2.53110E+001, 2.58753E+001, 4.00060E+001, 2.80866E+001, 2.51116E+001, 2.61754E+001, 2.63098E+001, 6.06846E+001, 4.11310E+001, 4.16715E+001, 4.21141E+001, 4.30130E+001, 1.88756E+002, 1.54269E+002, 1.28613E+002, 1.10145E+002, 8.90682E+001, 6.12891E+001, 3.69275E+001, 3.49256E+001, 3.37603E+001, 3.20570E+001, 2.54586E+001, 2.53564E+001, 2.53110E+001, 2.52974E+001, 2.52742E+001, 2.52031E+001, 2.51850E+001, 2.51874E+001, 2.51907E+001, 2.51938E+001, 2.51563E+001, 2.51573E+001, 2.51665E+001, 2.51743E+001, 2.51839E+001, 3.13332E+002, 1.87525E+002, 3.81215E-002, 2.06769E-001, 1.96015E+002
 4.00007E+001, 2.53577E+001, 2.59031E+001, 3.90295E+001, 2.87260E+001, 2.50736E+001, 2.60516E+001, 2.62177E+001, 6.04990E+001, 4.11106E+001, 4.14226E+001, 4.17042E+001, 4.26067E+001, 1.88764E+002, 1.54186E+002, 1.28343E+002, 1.10043E+002, 8.93885E+001, 6.03199E+001, 3.76748E+001, 3.60046E+001, 3.43311E+001, 3.22783E+001, 2.54657E+001, 2.53851E+001, 2.53577E+001, 2.53267E+001, 2.52784E+001, 2.52068E+001, 2.51908E+001, 2.51931E+001, 2.51946E+001, 2.51972E+001, 2.51587E+001, 2.51588E+001, 2.51680E+001, 2.51762E+001, 2.51877E+001, 3.13510E+002, 1.87941E+002, 3.81154E-002, 2.06683E-001, 2.00026E+002
 4.10018E+001, 2.53726E+001, 2.59649E+001, 4.06478E+001, 2.82726E+001, 2.50560E+001, 2.57897E+001, 2.57711E+001, 6.05110E+001, 4.13091E+001, 4.12467E+001, 4.16141E+001, 4.24032E+001, 1.89842E+002, 1.54167E+002, 1.28237E+002, 1.09960E+002, 8.93195E+001, 6.07866E+001, 3.86530E+001, 3.67507E+001, 3.46331E+001, 3.19970E+001, 2.54791E+001, 2.54129E+001, 2.53726E+001, 2.53227E+001, 2.52825E+001, 2.52101E+001, 2.51941E+001, 2.51954E+001, 2.51960E+001, 2.52022E+001, 2.51616E+001, 2.51609E+001, 2.51701E+001, 2.51786E+001, 2.51925E+001, 3.13520E+002, 1.88130E+002, 3.81101E-002, 2.06605E-001, 2.03898E+002
 4.20006E+001, 2.53624E+001, 2.61213E+001, 4.00071E+001, 2.81030E+001, 2.50479E+001, 2.54950E+001, 2.58717E+001, 6.04876E+001, 4.10214E+001, 4.09738E+001, 4.13091E+001, 4.21104E+001, 1.88098E+002, 1.52905E+002, 1.27601E+002, 1.09648E+002, 8.93776E+001, 6.16701E+001, 3.87040E+001, 3.68491E+001, 3.49330E+001, 3.29608E+001, 2.55080E+001, 2.53822E+001, 2.53624E+001, 2.53290E+001, 2.53069E+001, 2.52161E+001, 2.51945E+001, 2.51982E+001, 2.52009E+001, 2.52108E+001, 2.51655E+001, 2.51640E+001, 2.51732E+001, 2.51822E+001, 2.52010E+001, 3.13501E+002, 1.88345E+002, 3.81131E-002, 2.06586E-001, 2.07548E+002
 4.30017E+001, 2.53883E+001, 2.64791E+001, 4.05971E+001, 2.83394E+001, 2.50442E+001, 2.59618E+001, 2.63261E+001, 6.00434E+001, 4.06483E+001, 4.07577E+001, 4.09822E+001, 4.17381E+001, 1.88542E+002, 1.52953E+002, 1.27188E+002, 1.09206E+002, 8.91874E+001, 6.40350E+001, 3.94196E+001, 3.67586E+001, 3.58639E+001, 3.39094E+001, 2.55469E+001, 2.53940E+001, 2.53883E+001, 2.53775E+001, 2.53417E+001, 2.52258E+001, 2.52002E+001, 2.52057E+001, 2.52098E+001, 2.52270E+001, 2.51708E+001, 2.51686E+001, 2.51780E+001, 2.51877E+001, 2.52186E+001, 3.13405E+002, 1.88483E+002, 3.81116E-002, 2.06619E-001, 2.11041E+002
 4.40005E+001, 2.54196E+001, 2.69307E+001, 4.09824E+001, 2.83505E+001, 2.50418E+001, 2.60966E+001, 2.64265E+001, 5.95101E+001, 3.96702E+001, 3.98754E+001, 4.01668E+001, 4.06414E+001, 1.87614E+002, 1.51416E+002, 1.25693E+002, 1.07961E+002, 8.82573E+001, 6.41735E+001, 4.24691E+001, 3.89536E+001, 3.64505E+001, 3.60419E+001, 2.55905E+001, 2.54710E+001, 2.54196E+001, 2.54176E+001, 2.55348E+001, 2.52393E+001, 2.52123E+001, 2.52158E+001, 2.52233E+001, 2.52787E+001, 2.51776E+001, 2.51748E+001, 2.51846E+001, 2.51957E+001, 2.52705E+001, 3.13440E+002, 1.88608E+002, 3.81011E-002, 2.06628E-001, 2.14388E+002
 4.50016E+001, 2.54979E+001, 2.74661E+001, 4.09870E+001, 2.83150E+001, 2.50402E+001, 2.60744E+001, 2.59613E+001, 5.93484E+001, 3.93067E+001, 3.91815E+001, 3.91715E+001, 4.01028E+001, 1.87384E+002, 1.51808E+002, 1.25980E+002, 1.07852E+002, 8.81099E+001, 6.60871E+001, 4.12602E+001, 3.92974E+001, 3.89029E+001, 3.60578E+001, 2.56444E+001, 2.54911E+001, 2.54979E+001, 2.55076E+001, 2.57506E+001, 2.52560E+001, 2.52274E+001, 2.52324E+001, 2.52438E+001, 2.53973E+001, 2.51862E+001, 2.51819E+001, 2.51921E+001, 2.52066E+001, 2.53855E+001, 3.13351E+002, 1.88565E+002, 3.81107E-002, 2.06555E-001, 2.17558E+002
 4.60005E+001, 2.55250E+001, 2.73703E+001, 4.17951E+001, 2.92245E+001, 2.50389E+001, 2.60063E+001, 2.58492E+001, 5.91635E+001, 3.81788E+001, 3.82555E+001, 3.80885E+001, 3.84315E+001, 1.87945E+002, 1.51549E+002, 1.25739E+002, 1.08094E+002, 8.91529E+001, 6.69556E+001, 4.36076E+001, 4.07136E+001, 3.91197E+001, 3.77540E+001, 2.57215E+001, 2.55465E+001, 2.55250E+001, 2.55439E+001, 2.59783E+001, 2.52741E+001, 2.52447E+001, 2.52467E+001, 2.52685E+001, 2.55374E+001, 2.51952E+001, 2.51890E+001, 2.51994E+001, 2.52218E+001, 2.54945E+001, 3.13488E+002, 1.88716E+002, 3.81090E-002, 2.06485E-001, 2.20320E+002
 4.70015E+001, 2.55570E+001, 2.72338E+001, 4.25810E+001, 2.93048E+001, 2.50384E+001, 2.63019E+001, 2.58128E+001, 5.92483E+001, 3.80204E+001, 3.79979E+001, 3.77604E+001, 3.77140E+001, 1.88777E+002, 1.52169E+002, 1.26144E+002, 1.08369E+002, 8.95424E+001, 6.66003E+001, 4.33070E+001, 4.03456E+001, 3.93218E+001, 3.82826E+001, 2.57603E+001, 2.55543E+001, 2.55570E+001, 2.56155E+001, 2.59204E+001, 2.52872E+001, 2.52565E+001, 2.52598E+001, 2.52919E+001, 2.55874E+001, 2.52030E+001, 2.51952E+001, 2.52055E+001, 2.52362E+001, 2.55283E+001, 3.13571E+002, 1.88855E+002, 3.81002E-002, 2.06443E-001, 2.22653E+002
 4.80004E+001, 2.55505E+001, 2.71633E+001, 4.18596E+001, 2.89842E+001, 2.50385E+001, 2.65194E+001, 2.57185E+001, 5.94776E+001, 3.82074E+001, 3.79530E+001, 3.76522E+001, 3.74904E+001, 1.89160E+002, 1.52652E+002, 1.26567E+002, 1.08641E+002, 8.96508E+001, 6.61753E+001, 4.34223E+001, 4.00119E+001, 3.94059E+001, 3.85027E+001, 2.57602E+001, 2.55543E+001, 2.55505E+001, 2.56359E+001, 2.58707E+001, 2.52929E+001, 2.52613E+001, 2.52656E+001, 2.53067E+001, 2.55772E+001, 2.52086E+001, 2.52000E+001, 2.52095E+001, 2.52446E+001, 2.55146E+001, 3.13632E+002, 1.88783E+002, 3.81003E-002, 2.06375E-001, 2.24715E+002
 4.90014E+001, 2.55427E+001, 2.70631E+001, 4.18370E+001, 2.88835E+001, 2.50376E+001, 2.64111E+001, 2.58246E+001, 5.96861E+001, 3.85047E+001, 3.82758E+001, 3.79331E+001, 3.76746E+001, 1.89215E+002, 1.52864E+002, 1.26847E+002, 1.08943E+002, 8.98871E+001, 6.55274E+001, 4.29173E+001, 3.98254E+001, 3.91700E+001, 3.79954E+001, 2.57459E+001, 2.55442E+001, 2.55427E+001, 2.56448E+001, 2.58760E+001, 2.52940E+001, 2.52626E+001, 2.52671E+001, 2.53151E+001, 2.55671E+001, 2.52116E+001, 2.52031E+001, 2.52118E+001, 2.52480E+001, 2.54985E+001, 3.13622E+002, 1.88543E+002, 3.80847E-002, 2.06249E-001, 2.26430E+002
 5.00003E+001, 2.55295E+001, 2.69968E+001, 4.22704E+001, 2.90408E+001, 2.50356E+001, 2.61133E+001, 2.60957E+001, 5.99812E+001, 3.88683E+001, 3.87285E+001, 3.84421E+001, 3.80779E+001, 1.89437E+002, 1.53359E+002, 1.27351E+002, 1.09316E+002, 9.00832E+001, 6.45483E+001, 4.21109E+001, 3.94642E+001, 3.87742E+001, 3.76710E+001, 2.57210E+001, 2.55265E+001, 2.55295E+001, 2.56297E+001, 2.58664E+001, 2.52917E+001, 2.52613E+001, 2.52662E+001, 2.53147E+001, 2.55613E+001, 2.52125E+001, 2.52048E+001, 2.52131E+001, 2.52488E+001, 2.54934E+001, 3.13439E+002, 1.88256E+002, 3.80820E-002, 2.06119E-001, 2.27886E+002
 5.10013E+001, 2.55164E+001, 2.68697E+001, 4.20888E+001, 2.94025E+001, 2.50334E+001, 2.60685E+001, 2.62369E+001, 6.02893E+001, 3.90153E+001, 3.88775E+001, 3.87373E+001, 3.85363E+001, 1.89898E+002, 1.53873E+002, 1.27792E+002, 1.09597E+002, 9.01462E+001, 6.35443E+001, 4.10139E+001, 3.91319E+001, 3.85868E+001, 3.72549E+001, 2.56946E+001, 2.55082E+001, 2.55164E+001, 2.56105E+001, 2.58410E+001, 2.52883E+001, 2.52593E+001, 2.52647E+001, 2.53116E+001, 2.55553E+001, 2.52121E+001, 2.52058E+001, 2.52142E+001, 2.52496E+001, 2.54915E+001, 3.13319E+002, 1.88082E+002, 3.80792E-002, 2.06072E-001, 2.29230E+002
 5.20002E+001, 2.55002E+001, 2.68258E+001, 4.20322E+001, 2.94337E+001, 2.50323E+001, 2.62191E+001, 2.62830E+001, 6.06768E+001, 3.97049E+001, 3.92270E+001, 3.90322E+001, 3.89071E+001, 1.89906E+002, 1.53676E+002, 1.27572E+002, 1.09472E+002, 9.01395E+001, 6.25557E+001, 4.02260E+001, 3.86590E+001, 3.78565E+001, 3.69174E+001, 2.56768E+001, 2.54929E+001, 2.55002E+001, 2.55865E+001, 2.58381E+001, 2.52853E+001, 2.52575E+001, 2.52637E+001, 2.53103E+001, 2.55605E+001, 2.52113E+001, 2.52065E+001, 2.52159E+001, 2.52524E+001, 2.54997E+001, 3.13233E+002, 1.87774E+002, 3.80775E-002, 2.05989E-001, 2.30531E+002
 5.30012E+001, 2.54872E+001, 2.68360E+001, 4.20056E+001, 2.92010E+001, 2.50319E+001, 2.62571E+001, 2.66131E+001, 6.12258E+001, 4.03852E+001, 3.97312E+001, 3.96243E+001, 3.93814E+001, 1.89470E+002, 1.53226E+002, 1.27153E+002, 1.09079E+002, 8.98346E+001, 6.14826E+001, 3.92146E+001, 3.82948E+001, 3.75096E+001, 3.62488E+001, 2.56556E+001, 2.54756E+001, 2.54872E+001, 2.55698E+001, 2.58311E+001, 2.52820E+001, 2.52558E+001, 2.52638E+001, 2.53127E+001, 2.55748E+001, 2.52106E+001, 2.52074E+001, 2.52188E+001, 2.52583E+001, 2.55171E+001, 3.13241E+002, 1.87452E+002, 3.80765E-002, 2.05942E-001, 2.31816E+002
 5.40001E+001, 2.54695E+001, 2.68355E+001, 4.20526E+001, 2.92197E+001, 2.50314E+001, 2.61279E+001, 2.64884E+001, 6.25530E+001, 4.20530E+001, 4.04767E+001, 4.03710E+001, 4.01081E+001, 1.88712E+002, 1.52559E+002, 1.26655E+002, 1.08644E+002, 8.93689E+001, 6.04901E+001, 3.83451E+001, 3.75338E+001, 3.68176E+001, 3.57183E+001, 2.56294E+001, 2.54558E+001, 2.54695E+001, 2.55569E+001, 2.58289E+001, 2.52784E+001, 2.52542E+001, 2.52651E+001, 2.53193E+001, 2.55891E+001, 2.52101E+001, 2.52090E+001, 2.52230E+001, 2.52678E+001, 2.55307E+001, 3.13544E+002, 1.87223E+002, 3.80773E-002, 2.05925E-001, 2.33101E+002
 5.50012E+001, 2.54528E+001, 2.68561E+001, 4.17007E+001, 2.92380E+001, 2.50309E+001, 2.57752E+001, 2.64385E+001, 6.38993E+001, 4.33491E+001, 4.12316E+001, 4.11845E+001, 4.11119E+001, 1.87953E+002, 1.51729E+002, 1.25932E+002, 1.08078E+002, 8.88952E+001, 5.98661E+001, 3.80317E+001, 3.69471E+001, 3.60181E+001, 3.52019E+001, 2.56035E+001, 2.54403E+001, 2.54528E+001, 2.55439E+001, 2.58204E+001, 2.52752E+001, 2.52533E+001, 2.52681E+001, 2.53301E+001, 2.55952E+001, 2.52102E+001, 2.52114E+001, 2.52290E+001, 2.52808E+001, 2.55324E+001, 3.13603E+002, 1.86824E+002, 3.80797E-002, 2.05907E-001, 2.34346E+002
 5.60000E+001, 2.54482E+001, 2.68715E+001, 4.19144E+001, 2.91929E+001, 2.50301E+001, 2.54117E+001, 2.64274E+001, 6.49831E+001, 4.46081E+001, 4.20705E+001, 4.19794E+001, 4.19698E+001, 1.87724E+002, 1.51573E+002, 1.25697E+002, 1.07821E+002, 8.85861E+001, 5.93676E+001, 3.78175E+001, 3.66537E+001, 3.55486E+001, 3.46337E+001, 2.55812E+001, 2.54301E+001, 2.54482E+001, 2.55385E+001, 2.57949E+001, 2.52726E+001, 2.52537E+001, 2.52746E+001, 2.53440E+001, 2.55844E+001, 2.52108E+001, 2.52146E+001, 2.52368E+001, 2.52959E+001, 2.55195E+001, 3.13678E+002, 1.86547E+002, 3.80818E-002, 2.05887E-001, 2.35559E+002
 5.70011E+001, 2.54634E+001, 2.69244E+001, 4.18180E+001, 2.90484E+001, 2.50294E+001, 2.58630E+001, 2.62301E+001, 6.59096E+001, 4.53118E+001, 4.26594E+001, 4.25763E+001, 4.26569E+001, 1.87901E+002, 1.51727E+002, 1.25687E+002, 1.07717E+002, 8.84024E+001, 5.89317E+001, 3.76835E+001, 3.65152E+001, 3.52913E+001, 3.42395E+001, 2.55634E+001, 2.54296E+001, 2.54634E+001, 2.55442E+001, 2.57642E+001, 2.52710E+001, 2.52566E+001, 2.52854E+001, 2.53592E+001, 2.55658E+001, 2.52117E+001, 2.52186E+001, 2.52462E+001, 2.53109E+001, 2.55054E+001, 3.13759E+002, 1.86499E+002, 3.80820E-002, 2.05881E-001, 2.36745E+002
 5.80021E+001, 2.54807E+001, 2.69872E+001, 4.15347E+001, 2.90202E+001, 2.50292E+001, 2.65715E+001, 2.63700E+001, 6.63515E+001, 4.55996E+001, 4.29917E+001, 4.28925E+001, 4.30056E+001, 1.87821E+002, 1.51549E+002, 1.25454E+002, 1.07470E+002, 8.81480E+001, 5.85330E+001, 3.79169E+001, 3.62251E+001, 3.47328E+001, 3.40380E+001, 2.55487E+001, 2.54424E+001, 2.54807E+001, 2.55529E+001, 2.57489E+001, 2.52706E+001, 2.52624E+001, 2.52983E+001, 2.53740E+001, 2.55562E+001, 2.52130E+001, 2.52235E+001, 2.52570E+001, 2.53245E+001, 2.54992E+001, 3.13812E+002, 1.86541E+002, 3.80817E-002, 2.05877E-001, 2.37860E+002
 5.90010E+001, 2.54827E+001, 2.69828E+001, 4.13467E+001, 2.93320E+001, 2.50287E+001, 2.62803E+001, 2.63996E+001, 6.68875E+001, 4.61157E+001, 4.34057E+001, 4.33422E+001, 4.34164E+001, 1.87347E+002, 1.51104E+002, 1.25139E+002, 1.07142E+002, 8.77929E+001, 5.86198E+001, 3.74867E+001, 3.51881E+001, 3.43452E+001, 3.38203E+001, 2.55360E+001, 2.54477E+001, 2.54827E+001, 2.55668E+001, 2.57501E+001, 2.52709E+001, 2.52690E+001, 2.53118E+001, 2.53882E+001, 2.55585E+001, 2.52144E+001, 2.52294E+001, 2.52689E+001, 2.53366E+001, 2.55020E+001, 3.13803E+002, 1.86368E+002, 3.80803E-002, 2.05861E-001, 2.38908E+002
 6.00020E+001, 2.55167E+001, 2.70098E+001, 4.15950E+001, 2.94989E+001, 2.50276E+001, 2.58303E+001, 2.67807E+001, 6.74181E+001, 4.69116E+001, 4.39956E+001, 4.37579E+001, 4.36074E+001, 1.87047E+002, 1.51222E+002, 1.24812E+002, 1.06766E+002, 8.76731E+001, 5.77425E+001, 3.62378E+001, 3.52170E+001, 3.43999E+001, 3.39088E+001, 2.55327E+001, 2.54449E+001, 2.55167E+001, 2.55913E+001, 2.57540E+001, 2.52726E+001, 2.52776E+001, 2.53292E+001, 2.54021E+001, 2.55695E+001, 2.52162E+001, 2.52364E+001, 2.52819E+001, 2.53481E+001, 2.55134E+001, 3.13760E+002, 1.85832E+002, 3.80772E-002, 2.05843E-001, 2.39838E+002
 6.10009E+001, 2.55438E+001, 2.70766E+001, 4.16267E+001, 2.95106E+001, 2.50268E+001, 2.59551E+001, 2.68250E+001, 6.75607E+001, 4.69287E+001, 4.37679E+001, 4.35770E+001, 4.36414E+001, 1.87146E+002, 1.50670E+002, 1.24565E+002, 1.06708E+002, 8.75553E+001, 5.75321E+001, 3.77277E+001, 3.53938E+001, 3.41635E+001, 3.33943E+001, 2.55331E+001, 2.55166E+001, 2.55438E+001, 2.55922E+001, 2.57646E+001, 2.52763E+001, 2.52925E+001, 2.53437E+001, 2.54126E+001, 2.55892E+001, 2.52188E+001, 2.52448E+001, 2.52953E+001, 2.53597E+001, 2.55333E+001, 3.13870E+002, 1.86441E+002, 3.80756E-002, 2.05829E-001, 2.40719E+002
 6.20019E+001, 2.55311E+001, 2.71111E+001, 4.16455E+001, 2.92039E+001, 2.50262E+001, 2.60539E+001, 2.67794E+001, 6.75234E+001, 4.69295E+001, 4.40440E+001, 4.39757E+001, 4.41253E+001, 1.86205E+002, 1.50925E+002, 1.24874E+002, 1.06847E+002, 8.75651E+001, 5.85971E+001, 3.57108E+001, 3.43103E+001, 3.39568E+001, 3.35648E+001, 2.55438E+001, 2.54830E+001, 2.55311E+001, 2.56200E+001, 2.58051E+001, 2.52798E+001, 2.52983E+001, 2.53573E+001, 2.54292E+001, 2.56168E+001, 2.52223E+001, 2.52538E+001, 2.53082E+001, 2.53712E+001, 2.55573E+001, 3.13746E+002, 1.85749E+002, 3.80754E-002, 2.05797E-001, 2.41619E+002
 6.30008E+001, 2.56034E+001, 2.71196E+001, 4.15764E+001, 2.90153E+001, 2.50256E+001, 2.57539E+001, 2.68336E+001, 6.75932E+001, 4.71732E+001, 4.39834E+001, 4.37189E+001, 4.35914E+001, 1.87865E+002, 1.51388E+002, 1.24754E+002, 1.06740E+002, 8.76598E+001, 5.62681E+001, 3.69244E+001, 3.54148E+001, 3.45028E+001, 3.37516E+001, 2.55438E+001, 2.55396E+001, 2.56034E+001, 2.56533E+001, 2.58239E+001, 2.52847E+001, 2.53159E+001, 2.53760E+001, 2.54417E+001, 2.56380E+001, 2.52261E+001, 2.52628E+001, 2.53195E+001, 2.53815E+001, 2.55758E+001, 3.13891E+002, 1.86281E+002, 3.80707E-002, 2.05752E-001, 2.42509E+002
 6.40019E+001, 2.55561E+001, 2.71132E+001, 4.16883E+001, 2.89107E+001, 2.50251E+001, 2.54480E+001, 2.66404E+001, 6.74343E+001, 4.68189E+001, 4.38098E+001, 4.37715E+001, 4.40711E+001, 1.86604E+002, 1.51366E+002, 1.25280E+002, 1.07193E+002, 8.77858E+001, 5.85251E+001, 3.59669E+001, 3.42270E+001, 3.36216E+001, 3.35725E+001, 2.55673E+001, 2.55421E+001, 2.55561E+001, 2.56358E+001, 2.58563E+001, 2.52899E+001, 2.53203E+001, 2.53793E+001, 2.54514E+001, 2.56525E+001, 2.52299E+001, 2.52703E+001, 2.53286E+001, 2.53908E+001, 2.55849E+001, 3.13875E+002, 1.86216E+002, 3.80747E-002, 2.05720E-001, 2.43422E+002
