s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PARAFFIN,MLR_PRODUCTS,ZONE_1
 4.90034E+001, 1.79953E-002, 0.00000E+000,-4.57383E-003,-1.00736E-008,-1.29029E-002,-6.37040E-021, 2.61716E-004, 0.00000E+000, 7.80800E-004, 7.80208E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.47494E+002
 5.00018E+001, 1.79954E-002, 0.00000E+000,-4.57534E-003,-1.09989E-008,-1.29643E-002,-6.37034E-021, 2.36789E-004, 0.00000E+000, 6.93291E-004, 6.92554E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.49100E+002
 5.10002E+001, 1.79955E-002, 0.00000E+000,-4.57659E-003,-1.25739E-008,-1.30358E-002,-6.37017E-021, 2.07894E-004, 0.00000E+000, 5.91632E-004, 5.91021E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.50510E+002
 5.20039E+001, 1.79955E-002, 0.00000E+000,-4.57805E-003,-1.33172E-008,-1.30920E-002,-6.36997E-021, 1.84969E-004, 0.00000E+000, 5.10890E-004, 5.10430E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.51771E+002
 5.30023E+001, 1.79955E-002, 0.00000E+000,-4.57877E-003, 6.53417E-009,-1.31275E-002,-6.36987E-021, 1.70562E-004, 0.00000E+000, 4.60189E-004, 4.59725E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.52928E+002
 5.40007E+001, 1.79953E-002, 0.00000E+000,-4.57910E-003,-4.49530E-009,-1.31725E-002,-6.36982E-021, 1.52520E-004, 0.00000E+000, 3.96769E-004, 3.96155E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.53962E+002
 5.50045E+001, 1.79952E-002, 0.00000E+000,-4.57962E-003,-1.94590E-008,-1.32247E-002,-6.36977E-021, 1.31526E-004, 0.00000E+000, 3.22879E-004, 3.22341E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.54859E+002
 5.60029E+001, 1.79951E-002, 0.00000E+000,-4.58021E-003, 6.67347E-009,-1.32717E-002,-6.36974E-021, 1.12640E-004, 0.00000E+000, 2.56538E-004, 2.55872E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.55623E+002
 5.70013E+001, 1.79951E-002, 0.00000E+000,-4.58038E-003,-9.31712E-009,-1.32974E-002,-6.36973E-021, 1.02323E-004, 0.00000E+000, 2.20042E-004, 2.19660E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.56317E+002
 5.80050E+001, 1.79951E-002, 0.00000E+000,-4.58064E-003, 2.76451E-008,-1.32682E-002,-6.36972E-021, 1.13737E-004, 0.00000E+000, 2.59952E-004, 2.59964E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.57092E+002
