s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PARAFFIN,MLR_PRODUCTS,ZONE_1
 3.10005E+001, 1.79952E-002, 0.00000E+000,-4.53599E-003,-1.17553E-008,-1.24200E-002,-6.37064E-021, 4.68657E-004, 0.00000E+000, 1.50864E-003, 1.50788E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.01269E+002
 3.20050E+001, 1.79953E-002, 0.00000E+000,-4.53917E-003,-1.39444E-008,-1.24916E-002,-6.37061E-021, 4.38980E-004, 0.00000E+000, 1.40417E-003, 1.40348E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.04264E+002
 3.30041E+001, 1.79952E-002, 0.00000E+000,-4.54217E-003,-1.56261E-008,-1.25563E-002,-6.37059E-021, 4.12088E-004, 0.00000E+000, 1.30962E-003, 1.30882E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.07061E+002
 3.40033E+001, 1.79952E-002, 0.00000E+000,-4.54477E-003,-4.56896E-009,-1.26388E-002,-6.37057E-021, 3.78249E-004, 0.00000E+000, 1.19062E-003, 1.18986E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.09628E+002
 3.50024E+001, 1.79952E-002, 0.00000E+000,-4.54709E-003,-4.40505E-009,-1.26930E-002,-6.37057E-021, 3.55787E-004, 0.00000E+000, 1.11148E-003, 1.11095E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.12042E+002
 3.60016E+001, 1.79952E-002, 0.00000E+000,-4.54940E-003,-5.74852E-009,-1.27190E-002,-6.37057E-021, 3.44518E-004, 0.00000E+000, 1.07174E-003, 1.07136E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.14380E+002
 3.70007E+001, 1.79952E-002, 0.00000E+000,-4.55188E-003,-5.68911E-009,-1.27351E-002,-6.37057E-021, 3.37148E-004, 0.00000E+000, 1.04584E-003, 1.04542E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.16668E+002
 3.80052E+001, 1.79952E-002, 0.00000E+000,-4.55373E-003,-3.87730E-009,-1.27480E-002,-6.37057E-021, 3.31262E-004, 0.00000E+000, 1.02509E-003, 1.02478E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.18928E+002
 3.90043E+001, 1.79952E-002, 0.00000E+000,-4.55598E-003,-5.14536E-010,-1.27612E-002,-6.37056E-021, 3.25089E-004, 0.00000E+000, 1.00333E-003, 1.00310E-003, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.21134E+002
 4.00035E+001, 1.79953E-002, 0.00000E+000,-4.55790E-003,-1.11539E-008,-1.27753E-002,-6.37056E-021, 3.18770E-004, 0.00000E+000, 9.81127E-004, 9.80845E-004, 0.00000E+000, 4.28458E-007, 0.00000E+000, 1.23297E+002
