s,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box
 1.37002E+002, 2.54427E+001, 2.65567E+001, 4.17511E+001, 2.79370E+001, 2.50169E+001, 2.51725E+001, 2.67910E+001, 1.79963E-002, 2.04533E-001, 2.35564E+002
 1.38002E+002, 2.54461E+001, 2.65402E+001, 4.20422E+001, 2.76802E+001, 2.50169E+001, 2.51621E+001, 2.67142E+001, 1.79985E-002, 2.04494E-001, 2.36031E+002
 1.39003E+002, 2.54522E+001, 2.65215E+001, 4.28036E+001, 2.77769E+001, 2.50169E+001, 2.52017E+001, 2.66880E+001, 1.80054E-002, 2.04420E-001, 2.36531E+002
 1.40003E+002, 2.54591E+001, 2.65216E+001, 4.29971E+001, 2.77592E+001, 2.50170E+001, 2.51941E+001, 2.70349E+001, 1.79993E-002, 2.04327E-001, 2.37101E+002
 1.41003E+002, 2.54636E+001, 2.65125E+001, 4.23103E+001, 2.83055E+001, 2.50170E+001, 2.51578E+001, 2.69414E+001, 1.79954E-002, 2.04261E-001, 2.37563E+002
 1.42003E+002, 2.54643E+001, 2.65138E+001, 4.23369E+001, 2.78883E+001, 2.50169E+001, 2.51422E+001, 2.68943E+001, 1.79994E-002, 2.04224E-001, 2.37887E+002
 1.43003E+002, 2.54625E+001, 2.65256E+001, 4.29461E+001, 2.79963E+001, 2.50168E+001, 2.51571E+001, 2.63716E+001, 1.80055E-002, 2.04193E-001, 2.38306E+002
 1.44003E+002, 2.54607E+001, 2.65412E+001, 4.23136E+001, 2.76434E+001, 2.50168E+001, 2.51458E+001, 2.63943E+001, 1.79975E-002, 2.04164E-001, 2.38774E+002
 1.45003E+002, 2.54607E+001, 2.65521E+001, 4.17408E+001, 2.75070E+001, 2.50169E+001, 2.51477E+001, 2.67656E+001, 1.79969E-002, 2.04145E-001, 2.39327E+002
 1.46003E+002, 2.54638E+001, 2.65474E+001, 4.18092E+001, 2.76540E+001, 2.50170E+001, 2.51611E+001, 2.67493E+001, 1.80014E-002, 2.04164E-001, 2.39861E+002
 1.47003E+002, 2.54690E+001, 2.65363E+001, 4.22784E+001, 2.87450E+001, 2.50170E+001, 2.51807E+001, 2.66786E+001, 1.80031E-002, 2.04214E-001, 2.40212E+002
 1.48003E+002, 2.54741E+001, 2.65321E+001, 4.14559E+001, 2.77299E+001, 2.50171E+001, 2.52740E+001, 2.64982E+001, 1.79961E-002, 2.04233E-001, 2.40625E+002
 1.49003E+002, 2.54769E+001, 2.65385E+001, 4.15316E+001, 2.75805E+001, 2.50171E+001, 2.53021E+001, 2.64728E+001, 1.79985E-002, 2.04193E-001, 2.40988E+002
 1.50000E+002, 2.54760E+001, 2.65329E+001, 4.18741E+001, 2.79292E+001, 2.50169E+001, 2.52724E+001, 2.67963E+001, 1.80043E-002, 2.04117E-001, 2.41257E+002
