s,C,C,C,C,C,C,C,kW,mol/mol,Pa
Time,T1,T2,T3,T5,T9,T10,T11,HRR,O2_room,p_box
 1.36001E+002, 2.53261E+001, 2.59358E+001, 3.47690E+001, 2.65223E+001, 2.50113E+001, 2.50910E+001, 2.58523E+001, 1.80014E-002, 2.04375E-001, 1.65079E+002
 1.37001E+002, 2.53272E+001, 2.59379E+001, 3.47710E+001, 2.65162E+001, 2.50113E+001, 2.50859E+001, 2.57850E+001, 1.80014E-002, 2.04355E-001, 1.65585E+002
 1.38002E+002, 2.53281E+001, 2.59402E+001, 3.47761E+001, 2.65170E+001, 2.50114E+001, 2.50865E+001, 2.57294E+001, 1.80014E-002, 2.04334E-001, 1.66089E+002
 1.39003E+002, 2.53289E+001, 2.59418E+001, 3.47760E+001, 2.65167E+001, 2.50114E+001, 2.50949E+001, 2.58000E+001, 1.80015E-002, 2.04314E-001, 1.66592E+002
 1.40003E+002, 2.53298E+001, 2.59433E+001, 3.47706E+001, 2.65201E+001, 2.50115E+001, 2.51087E+001, 2.57886E+001, 1.80014E-002, 2.04293E-001, 1.67102E+002
 1.41000E+002, 2.53308E+001, 2.59451E+001, 3.47861E+001, 2.65234E+001, 2.50116E+001, 2.51183E+001, 2.57759E+001, 1.80014E-002, 2.04272E-001, 1.67605E+002
 1.42001E+002, 2.53321E+001, 2.59460E+001, 3.47625E+001, 2.65302E+001, 2.50116E+001, 2.51099E+001, 2.57901E+001, 1.80014E-002, 2.04250E-001, 1.68115E+002
 1.43002E+002, 2.53337E+001, 2.59479E+001, 3.48070E+001, 2.65360E+001, 2.50116E+001, 2.50994E+001, 2.58151E+001, 1.80014E-002, 2.04228E-001, 1.68603E+002
 1.44002E+002, 2.53354E+001, 2.59508E+001, 3.47374E+001, 2.65249E+001, 2.50116E+001, 2.50974E+001, 2.58365E+001, 1.80015E-002, 2.04206E-001, 1.69110E+002
 1.45003E+002, 2.53372E+001, 2.59512E+001, 3.47918E+001, 2.65380E+001, 2.50117E+001, 2.50973E+001, 2.58231E+001, 1.80014E-002, 2.04185E-001, 1.69585E+002
 1.46004E+002, 2.53389E+001, 2.59540E+001, 3.48147E+001, 2.65106E+001, 2.50117E+001, 2.50963E+001, 2.57892E+001, 1.80014E-002, 2.04165E-001, 1.70049E+002
 1.47001E+002, 2.53405E+001, 2.59566E+001, 3.47708E+001, 2.65420E+001, 2.50117E+001, 2.50962E+001, 2.57662E+001, 1.80014E-002, 2.04146E-001, 1.70532E+002
 1.48001E+002, 2.53421E+001, 2.59594E+001, 3.47803E+001, 2.64878E+001, 2.50117E+001, 2.50975E+001, 2.57652E+001, 1.80014E-002, 2.04126E-001, 1.71010E+002
 1.49002E+002, 2.53438E+001, 2.59626E+001, 3.47867E+001, 2.65518E+001, 2.50117E+001, 2.51012E+001, 2.57810E+001, 1.80014E-002, 2.04104E-001, 1.71480E+002
 1.50000E+002, 2.53456E+001, 2.59656E+001, 3.47844E+001, 2.65296E+001, 2.50117E+001, 2.51060E+001, 2.57976E+001, 1.80030E-002, 2.04080E-001, 1.71946E+002
